en,pt,es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											Actually, at first I converted
my kitchen into a laboratory,
											but my parents didn't really approve
and kicked me out.
									","
											Na verdade, primeiro transformei
a cozinha num laboratório,
											mas os meus pais não aprovaram
e correram comigo.
									","
											En realidad, al principio me convertí 
mi cocina en un laboratorio,
											pero mis padres no lo aprobaban 
y realmente me echaron.
									","
											En fait, j'ai commencé par convertir
ma cuisine en laboratoire
											mais mes parents n'étaient
pas d'accord et m'ont chassée.
									","
											Eigentlich verwandelte ich 
erst meine Küche in ein Labor,
											aber das gefiel meinen Eltern 
nicht. Sie warfen mich raus.
									","
											Aslında başlangıçta mutfağımızı
laboratuvara dönüştürdüm
											fakat ailem bunu onaylamadı
ve beni oradan kovdular.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											I also read a lot of journal papers
on water-related research,
											and I learned that currently
in developing countries,
											something called solar disinfection,
											or SODIS, is used to purify water.
											In SODIS, clear plastic bottles
are filled with contaminated water
											and then exposed to sunlight
for six to eight hours.
											The UV radiation from the sun
											destroys the DNA
of these harmful pathogens
											and decontaminates the water.
											Now, while SODIS is really easy to use
and energy-efficient,
											as it only uses solar energy,
											it's really slow,
											as it can take up to two days
when it's cloudy.
											So in order to make
the SODIS process faster,
											this new method called photocatalysis
											has recently been used.
									","
											Também li muitos artigos de revistas
sobre a investigação sobre a água,
											e aprendi que, atualmente,
nos países em desenvolvimento,
											há uma coisa chamada ""desinfeção solar"",
											ou SODIS, que se usa
para purificar a água.
											No SODIS, enchem-se garrafas de plástico
transparentes com água contaminada
											e depois expõem-se à luz solar
durante seis a oito horas.
											As radiações UV do Sol
											destroem o ADN dos
agentes patogénicos prejudiciais
											e descontaminam a água.
											Embora o SODIS seja fácil de usar
e económico em energia,
											visto que só usa a energia solar,
											é muito lento,
											porque pode levar dois dias
quando o tempo está enevoado.
											Por isso, para acelerar o processo SODIS,
											este novo método,
chamado fotocatálise,
											tem sido usado ultimamente.
									","
											También leí muchos artículos en revistas 
de investigación relacionadas con el agua,
											y aprendí que en la actualidad 
en los países en desarrollo,
											algo que se llama desinfección solar,
											o SODIS, se usa para purificar el agua.
											En SODIS, botellas transparentes de 
plástico se llenan con agua contaminada
											y luego se exponen a la luz solar 
durante seis a ocho horas.
											La radiación ultravioleta del sol
											destruye el ADN de estos patógenos dañinos
											y descontamina el agua.
											SODIS es muy fácil de usar 
con una alta eficiencia energética,
											ya que solo se usa la energía solar,
											pero es muy lento,
											ya que puede llevar hasta 
dos días si está nublado.
											Para hacer más rápido el proceso SODIS,
											nuevo método llamado fotocatálisis
											se ha usado recientemente.
									","
											J'ai aussi lu beaucoup d'articles
sur la recherche liée à l'eau
											et j'ai appris qu'actuellement,
dans les pays en développement,
											une chose appelée désinfection solaire,
											ou SODIS, est utilisée
pour purifier l'eau.
											Pour SODIS, les bouteilles en plastique
sont remplies d'eau contaminées
											puis exposées à la lumière du soleil
pendant 6 à 8 heures.
											Le rayonnement UV du soleil
											détruit l'ADN de ces pathogènes dangereux
											et décontamine l'eau.
											Bien que SODIS soit très facile à utiliser
et efficace en termes d'énergie,
											puisqu'il n'utilise
que de l'énergie solaire,
											il est très lent
											puisqu'il peut prendre
jusqu'à 2 jours s'il y a des nuages.
											Afin d'accélérer le processus SODIS,
											cette nouvelle méthode
appelée photocatalyse
											a récemment été utilisée.
									","
											Ich las viele wissenschaftliche Artikel
zur Wasserforschung
											und erfuhr, dass man in
Entwicklungsländern derzeit
											die sogenannte solare Desinfektion,
											auch SODIS abgekürzt,
zur Wasserreinigung einsetzt.
											Bei SODIS füllt man saubere 
Plastikflaschen mit verschmutztem Wasser
											und setzt sie sechs bis acht 
Stunden dem Sonnenlicht aus.
											Die UV-Strahlung der Sonne
											zerstört die DNS der 
schädlichen Krankheitserreger
											und entkeimt das Wasser.
											Die SODIS-Methode ist leicht
anzuwenden und energieeffizient,
											da man nur Solarenergie braucht,
											aber sie ist echt langsam,
											da es bei Bewölkung
bis zu zwei Tage dauern kann.
											Um den SODIS-Prozess zu beschleunigen,
											wird seit kurzem eine neue Methode
											namens Photokatalyse eingesetzt.
									","
											Ayrıca su ile ilgili
birçok araştırma okudum
											ve gelişmekte olan ülkelerde
güneş dezenfektesi veya
											SODIS olarak isimlendirilen
											bir yöntemin suyu saflaştırmak için
kullanıldığını öğrendim.
											SODIS'te, temiz plastik şişeler
kirli su ile doldurulur
											ve 6-8 saat arası
güneş ışığına maruz bırakılır.
											Güneşten gelen UV ışınları
											zararlı patojenlerin DNA'sını yok eder
											ve suyu temizler.
											SODIS kullanımı kolay ve enerji
verimli olmasına rağmen,
											sadece güneş enerjisi kullandığı için
											oldukça yavaştır,
											bulutlu günlerde bu işlem
iki güne kadar uzamaktadır.
											SODIS sürecini hızlandırmak için
											fotokataliz olarak isimlendirilen
yeni bir metot
											kullanılmaya başlandı.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											So what exactly is this photocatalysis?
											Let's break it down:
											""photo"" means from the sun,
											and a catalyst is something
that speeds up a reaction.
											So what photocatalysis is doing
											is it's just speeding up
this solar disinfection process.
											When sunlight comes in
and strikes a photocatalyst,
											like TiO2, or titanium dioxide,
											it creates these
really reactive oxygen species,
											like superoxides, hydrogen peroxide
and hydroxyl radicals.
											These reactive oxygen species
											are able to remove bacteria and organics
											and a whole lot of contaminants
from drinking water.
									","
											O que é exatamente a fotocatálise?
											Vamos decompor a palavra:
											""foto"" significa ""proveniente do Sol""
											e um catalisador é uma coisa
que acelera uma reação.
											Então, o que a fotocatálise faz
											é apenas acelerar o processo
desta desinfeção solar.
											Quando o Sol aparece
e atinge um fotocatalisador,
											como o TiO2, ou dióxido de titânio,
											cria estas espécies
de oxigénio muito reativas,
											como superóxidos, peróxido de hidrogénio
e radicais hidroxilos.
											Estas espécies de oxigénio reativas
											conseguem remover bactérias
e material orgânica
											e muitos contaminantes
da água para beber.
									","
											¿Qué es exactamente la fotocatálisis?
											Vamos por partes:
											""Foto"" significa desde el sol,
											y un catalizador es algo 
que acelera una reacción.
											Entonces lo que hace la fotocatálisis
											es solo acelerar 
este proceso de desinfección solar.
											Cuando la luz solar llega 
y da a un fotocatalizador,
											como TiO2, o dióxido de titanio,
											se genera realmente 
estas especies reactivas del oxígeno,
											como superóxido, peróxido de hidrógeno 
y radicales hidroxilo.
											Estas especies reactivas de oxígeno
											son capaces de eliminar 
las bacterias y sustancias orgánicas
											y una porción entera de los 
contaminantes del agua potable.
									","
											Qu'est-ce que la photocatalyse ?
											Décomposons ce mot :
											« photo » signifie venant du soleil
											et un catalyseur est quelque chose
qui accélère une réaction.
											Ce que fait la photocatalyse,
											c'est accélérer le processus
de désinfection solaire.
											Quand la lumière du soleil vient
et frappe un photocatalyseur,
											comme TiO2, ou le dioxyde de titane,
											cela crée ces espèces
d'oxygène très réactives
											comme des superoxydes,
du peroxyde d'hydrogène
											et des radicaux d'hydroxyle.
											Ces espèces d'hydrogènes réactives
											sont capables de supprimer
les bactéries, débris organiques
											et beaucoup de contaminants de l'eau.
									","
											Was genau ist diese Photokatalyse?
											Kurz erklärt:
											""Photo"" bedeutet ""von der Sonne"",
											und ein Katalysator
beschleunigt eine Reaktion.
											Die Photokatalyse
											beschleunigt also einfach
die solare Desinfizierung.
											Trifft Sonnenlicht auf
einen Photokatalysator,
											zum Beispiel TiO2, Titaniumdioxid,
											werden stark reaktive 
Sauerstoffspezies gebildet,
											wie Superoxide, Wasserstoffperoxid
und Hydroxil-Radikale.
											Diese reaktiven Sauerstoffspezies
											können Bakterien, organische Stoffe
											und eine Menge Schadstoffe
aus Trinkwasser entfernen.
									","
											Peki fotokataliz tam olarak nedir?
											Parçalarına ayırırsak:
											""Foto"" güneşten gelen anlamındadır
											ve katalizör reaksiyon hızını
arttıran bir şeydir.
											Yani fotokatalizin yaptığı şey
											güneş dezenfeksiyonu
işlemini hızlandırmaktır.
											Güneş ışınları gelip
fotokatalize yapıştığı zaman,
											- TiO2 yada titanyum dioksid gibi -
											oldukça duyarlı oksijen 
çeşitlerini oluşturur;
											süperoksit, hidrojen peroksit
ve hidroksil radikalleri gibi.
											Bu duyarlı oksijen çeşitleri
											bakteri, organizma ve birçok atığı
											içme suyundan arıtabilirler.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											But unfortunately,
there are several disadvantages
											to the way photocatalytic SODIS
is currently deployed.
											See, what they do is they take
the clear plastic bottles
											and they coat the inside
with this photocatalytic coating.
											But photocatalysts like titanium dioxide
											are actually commonly used in sunscreens
											to block UV radiation.
											So when they're coated
on the inside of these bottles,
											they're actually blocking
some of the UV radiation
											and diminishing the efficiency
of the process.
											Also, these photocatalytic coatings
											are not tightly bound
to the plastic bottle,
											which means they wash off,
and people end up drinking the catalyst.
											While TiO2 is safe and inert,
											it's really inefficient
if you keep drinking the catalyst,
											because then you have
to continue to replenish it,
											even after a few uses.
									","
											Infelizmente, há várias desvantagens
											com a forma como é utilizado
o SODIS fotocatalítico.
											Eles agarram nas garrafas
de plástico transparentes
											e forram o interior
com este revestimento fotocatalisador.
											Mas os fotocatalisadores,
como o dióxido de titânio,
											são usados habitualmente
nos protetores solares
											para bloquear as radiações UV.
											Portanto, se revestirmos
o interior das garrafas,
											eles bloqueiam parte das radiações UV
											e diminuem a eficácia do processo.
											Estes revestimentos fotocatalíticos
											também não aderem firmemente
às garrafas de plástico
											e, assim, eles soltam-se
											e as pessoas acabam
por beber o catalisador.
											Embora o TiO2 seja inócuo e inerte,
											acaba por ser ineficaz,
se continuarmos a beber o catalisador,
											porque temos que estar sempre
a substituí-lo,
											mesmo depois de pouco uso.
									","
											Pero, por desgracia, existen desventajas
											en la forma en que el fotocatalítico 
SODIS se aplica actualmente.
											Toma las botellas de plástico transparente
											y recubre el interior con este 
recubrimiento fotocatalítico.
											Pero los fotocatalizadores, 
como el dióxido de titanio,
											en realidad, son de uso común 
en los protectores solares
											para bloquear la radiación UV.
											Así que cuando están recubiertas 
en el interior de estas botellas,
											en realidad están bloqueando 
parte de la radiación UV
											y disminuyendo la eficiencia del proceso.
											Además, estos recubrimientos 
fotocatalíticos
											no están estrechamente unidos 
a la botella de plástico,
											lo que significa que se lavan fuera y 
la gente termina bebiendo el catalizador.
											Mientras que el TiO2 es seguro e inerte,
											es muy ineficiente, 
si sigue bebiendo el catalizador,
											porque entonces 
uno tiene que seguir reponerlo,
											incluso después de varios usos.
									","
											Mais malheureusement,
il y a plusieurs inconvénients
											au déploiement actuel
du SODIS photocatalytique.
											Ils prennent les bouteilles
d'eau transparentes
											et recouvrent l'intérieur
d'un revêtement photocatalytique.
											Mais les photocatalyseurs
comme le dioxyde de titane
											sont communément utilisés
dans la crème solaire
											pour bloquer le rayonnement UV.
											Donc quand ils recouvrent
l'intérieur de ces bouteilles,
											ils bloquent en partie
le rayonnement UV
											et diminuent l'efficacité du procédé.
											Ces revêtements photocatalytiques
											ne sont pas fermement fixés
sur la bouteille en plastique,
											ce qui signifie qu'ils partent dans l'eau
et les gens boivent le catalyseur.
											Si le TiO2 est sain et inerte,
											il est très inefficace
de boire le catalyseur
											puisqu'il faut ensuite se réapprovisionner
											après quelques utilisations.
									","
											Aber leider gibt es einige Nachteile
											beim derzeitigen Einsatz der 
photokatalytischen SODIS-Methode.
											Sie nehmen saubere Plastikflaschen
											und überziehen ihre Innenseite mit 
einer photokatalytischen Schicht.
											Aber Photkatalysatoren wie Titaniumdioxid
											werden gewöhnlich in 
Sonnencremes verwendet,
											um UV-Strahlung abzublocken.
											Wenn man sie in diesen Flaschen aufträgt,
											blockieren sie einen Teil der UV-Strahlung
											und verringern so die 
Wirksamkeit des Vorgangs.
											Diese photokatalytischen Schichten
											sind nicht eng an die 
Plastikflasche gebunden,
											das heißt, sie lösen sich und die 
Menschen trinken die Katalysatoren.
											TiO2 ist zwar sicher und inaktiv,
											aber es ist ineffizient, wenn 
man den Katalysator trinkt.
											Denn dann muss man ihn nach wenigen
Anwendungen erneut auftragen.
									","
											Ama maalesef, SODIS'in
fotokataliz yöntemin
											yaygınlaşmasında birtakım
dezavantajlar var.
											Yaptıkları şey şu:
Temiz plastik şişeleri alıyorlar
											ve içini bu fotokatalitik
kaplamayla kaplıyorlar.
											Ama titanyum dioksid gibi fotokatalistler
											aslında yaygın olarak
UV ışınlarını engellemek için
											güneş kremlerinde kullanılırlar.
											Bu şişeleri kaplarken asıl amaçları,
											bazı UV ışınlarını engellemek ve
											işlemin etkinliğini azaltmaktır.
											Ayrıca, bu fotokatalitik kaplamalar
											plastik şişelere sıkıca bağlı değiller,
											yani yıkandığı zaman çıkarlar ve
böylece insanlar katalizörleri içerler.
											TiO2 saf ve durağan oldukları için,
											katalizatörü içmeye devam edersen
gerçekten etkisizdir,
											çünkü daha sonra takviye etmeye
devam etmen gerekir,
											birkaç kullanıştan sonra bile.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											So my goal was
to overcome the disadvantages
											of these current treatment methods
											and create a safe, sustainable,
											cost-effective and eco-friendly
method of purifying water.
											What started off as an eighth grade
science fair project
											is now my photocatalytic composite
for water purification.
											The composite combines
titanium dioxide with cement.
											The cement-like composite can be formed
into several different shapes,
											which results in an extremely
versatile range of deployment methods.
											For example, you could create a rod
											that can easily be placed
inside water bottles for individual use
											or you could create a porous filter
that can filter water for families.
											You can even coat the inside
of an existing water tank
											to purify larger amounts of water
											for communities
over a longer period of time.
									","
											Portanto, o meu objetivo
para ultrapassar as desvantagens
											destes métodos de tratamento atuais
											era criar um método de purificar a água
											seguro, sustentável,
económico e amigo do ambiente.
											O que começara como um projeto
científico do oitavo ano,
											é hoje o meu compósito fotocatalítico
para purificação da água.
											O compósito alia
o dióxido de titânio com cola.


											O compósito, tipo cola, 
pode formar-se de diversas formas,
											o que resulta numa gama muito versátil
de métodos de utilização.
											Por exemplo, podemos criar uma vara
											que pode ser colocada
dentro das garrafas, para uso individual
											ou podemos criar um filtro poroso
que pode filtrar a água para famílias.
											Até podemos revestir o interior
de um tanque de água existente
											para purificar quantidades maiores de água
											para comunidades
durante um período de tempo maior.
									","
											Así que mi objetivo 
era superar las desventajas
											de estos métodos de tratamiento actuales
											y crear un ambiente seguro, sostenible,
											rentable y un método ecológico 
para purificar el agua.
											Lo que comenzó como un proyecto 
de feria de ciencias de octavo grado
											ahora es mi compuesto fotocatalítico 
para la purificación del agua.
											El material compuesto de dióxido 
de titanio se combina con cemento.
											El material compuesto de cemento, al 
poderse crear en varias formas diferentes,
											ofrece una gama extremadamente 
versátil de métodos de implementación.
											Por ejemplo, se podría crear una varilla
											colocable fácilmente en el interior de 
las botellas de agua para uso individual
											o se puede crear un filtro poroso que 
pueda filtrar el agua para las familias.
											Incluso se puede recubrir el interior 
de un tanque de agua existente
											para purificar grandes cantidades de agua
											para las comunidades durante
un período de tiempo más largo.
									","
											Mon objectif était
de surmonter les inconvénients
											des méthodes actuelles de traitement
											et de créer une méthode
de purification de l'eau
											saine, durable, économique et écologique.
											Ce qui a commencé comme
un projet de science de 4ème
											est devenu mon composé photocatalytique
pour la purification de l'eau.
											Le composé combine
du dioxyde de titane et du ciment.
											Le composé peut prendre
différentes formes,
											ce qui résulte en un éventail
de méthodes de déploiement adaptables.
											Par exemple, vous pourriez créer une tige
											qui peut être facilement placée
dans des bouteilles individuelles,
											ou vous pourriez créer un filtre poreux
pouvant filtrer l'eau pour des familles.
											Vous pouvez même recouvrir
l'intérieur d'une citerne
											pour purifier de grandes quantités d'eau
											pour des communautés
sur un plus grand laps de temps.
									","
											Mein Ziel war es,
											die Nachteile der aktuellen
Behandlungsmethoden zu überwinden
											und eine sichere, nachhaltige,
											kostengünstige und umweltfreundliche
Methode zur Wasserreinigung zu entwickeln.
											Mein Naturwissenschaftsprojekt
für die achte Klasse
											wurde zu meinem photokatalytischen
Gemisch zur Wasserreinigung.
											Das Gemisch verbindet 
Titaniumdioxid mit Zement.
											Das zementartige Gemisch kann in 
verschiedene Formen gebracht werden,
											wodurch sich vielseitige 
Einsatzmöglichkeiten ergeben.
											Man könnte zum Beispiel einen Stab formen,
											den man in Plastikflaschen für den
individuellen Gebrauch platzieren kann,
											oder man entwickelt einen porösen Filter,
der das Wasser für Familien filtern kann.
											Man kann sogar das Innere eines 
Wassertanks damit beschichten,
											um für Gemeinden größere Wassermengen
											über einen längeren Zeitraum zu reinigen.
									","
											Benim amacım, mevcut arıtma metotlarının
											dezavatajlarının üstesinden gelmek
											ve güvenli, sürdürülebilir,
											düşük maliyetli ve çevre dostu
yeni bir metot ortaya koymaktı.
											Sekizinci sınıf bilim fuarı
projesi olarak başlayan şey
											artık benim fotokatalitik bileşiklerden
oluşan kendi su arıtma sistemim oldu.
											Bileşikler, titanyum dioksid
ve çimentodan oluşuyor.
											Bu çimentomsu bileşim
birkaç farklı şekle dönüştürülebilir,
											bu da çok yönlü dağıtım metotları sağlar.
											Örneğin, kişisel kullanımlarda
											kolayca su şişelerinin içine
konabilecek bir çubuk yapabilirsiniz
											ya da aile için, suyu süzebilecek
gözenekli bir filtre yapabilirsiniz.
											Hatta mevcut bir su deposunun
iç kısmını kaplayabilir,
											toplulukların uzun süreli
kullanımları için
											çok miktarda suyu arıtabilirsiniz.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											Now, over the course of this,
											my journey hasn't really been easy.
											You know, I didn't have access
to a sophisticated laboratory.
											I was 14 years old when I started,
											but I didn't let my age deter me
											in my interest
in pursuing scientific research
											and wanting to solve
the global water crisis.
									","
											Ao longo de todo este processo,
											o meu percurso não foi fácil.
											Eu não dispunha
de um laboratório sofisticado.
											Tinha 14 anos quando comecei,
											mas não deixei que a idade
me dissuadisse
											do meu interesse de prosseguir
a investigação científica
											e de querer resolver
a crise mundial da água.
									","
											Ahora, en el transcurso de esto,
											mi viaje en realidad no ha sido fácil.
											Ya saben, yo no tenía acceso 
a un laboratorio sofisticado.
											Tenía 14 años cuando empecé,
											pero no dejé que mi edad me disuadiese
											en mi interés por continuar 
con la investigación científica
											y el deseo de resolver 
la crisis mundial del agua.
									","
											Au cours de cela,
											mon voyage n'a pas été facile.
											Je n'avais pas accès
à un laboratoire sophistiqué.
											Je n'avais que 14 ans
lorsque j'ai commencé
											mais je n'ai pas laissé
mon âge me détourner
											de mon intérêt à poursuivre
une recherche scientifique
											et mon désir de résoudre
la crise mondiale de l'eau.
									","
											Im Laufe dieser Entwicklung
											war mein Weg nicht leicht.
											Ich hatte keinen Zugang zu 
einem gut ausgestatteten Labor.
											Ich war 14, als ich damit anfing,
											aber mein Alter hielt mich nicht davon ab,
											wissenschaftlich zu forschen
											und nach einer Lösung
für die Wasserkrise zu suchen.
									","
											Şimdi, bu süreçte,
											yolculuğum hiç de kolay olmadı.
											Gelişmiş laboratuvarlara
giriş iznim yoktu.
											Başladığımda 14 yaşındaydım,
											ama yaşımın bilimsel
araştırmaları takip etme
											ve küresel su sorununa çözüm bulmada
											beni engellemesine izin vermedim.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											See, water isn't
just the universal solvent.
											Water is a universal human right.
											And for that reason,
											I'm continuing to work
on this science fair project from 2012
											to bring it from the laboratory
into the real world.
											And this summer,
I founded Catalyst for World Water,
											a social enterprise aimed at catalyzing
solutions to the global water crisis.
									","
											A água não é apenas
o solvente universal.
											A água é um direito humano universal.
											Por essa razão,
											continuo a trabalhar neste projeto
científico desde 2012
											para o levar do laboratório
para o mundo real.
											Este verão, fundei
a Catalyst for World Water,
											uma empresa social destinada a catalisar
soluções para a crise mundial da água.
									","
											El agua no es solo el solvente universal.
											El agua es un derecho humano universal.
											Y por eso,
											seguiré trabajando en este proyecto 
de feria de ciencia iniciado en 2012
											para llevarlo del laboratorio 
al mundo real.
											Y este verano, fundé Catalizador 
para el Agua Mundial,
											una empresa social dirigida a catalizar 
soluciones a la crisis mundial del agua.
									","
											L'eau n'est pas seulement
un solvant universel.
											L'eau est un droit humain universel.
											Pour cette raison,
											je continue mon travail sur ce projet
de science datant de 2012
											pour qu'il passe du laboratoire
au monde réel.
											Cet été, j'ai fondé
Catalyseur pour l'eau mondiale,
											une entreprise dont l'objectif
est de catalyser les solutions
											à la crise mondiale de l'eau.
									","
											Wasser ist nicht nur
das universelle Lösungsmittel.
											Wasser ist ein universelles Menschenrecht,
											und aus diesem Grund
											arbeite ich weiter an diesem 
Naturwissenschaftsprojekt von 2012,
											um es vom Labor in
die echte Welt zu bringen.
											Diesen Sommer gründete ich
""Catalyst for World Water"",
											ein soziales Unternehmen mit dem Ziel, 

											Katalysierungslösungen für 
die Wasserkrise zu entwickeln.
									","
											Bakın, su sadece bir çözücü değildir.
											Su evrensel bir insan hakkıdır.
											Ve bunun için,
											2012'deki bilim fuarından bu yana
çalışmaya devam ederek
											projemi laboratuvardan, gerçek dünyaya
aktarmaya çalışıyorum.
											Bu yaz, küresel su krizine çözüm üretmeyi
amaçlayan bir sosyal girişim olan
											Dünya Su Katalizörü'nü kurdum.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											Alone, a single drop of water
can't do much,
											but when many drops come together,
											they can sustain life on our planet.
											Just as water drops
come together to form oceans,
											I believe that we all must come together
											when tackling this global problem.
									","
											Só por si, uma única gota de água
não pode fazer grande coisa,
											mas quando se juntam muitas gotas,
											podem sustentar a vida no nosso planeta.
											Tal como as gotas de água
se juntam para formar oceanos,
											eu acredito que temos todos que nos juntar
											para tratar deste problema mundial.
									","
											Por sí solo, una sola gota de agua 
no puede hacer mucho,
											pero cuando muchas gotas se juntan,
											pueden mantener 
la vida en nuestro planeta.
											Así como las gotas de agua 
se unen para formar los océanos,
											creo que todos debemos unirnos
											a la hora de abordar este problema global.
									","
											Seule, une goutte d'eau
ne peut pas faire grand chose,
											mais en réunissant beaucoup de gouttes,
											nous pouvons maintenir la vie
sur notre planète.
											Comme les gouttes d'eau se réunissent
pour former des océans,
											je crois que nous devons nous réunir
											pour résoudre ce problème mondial.
									","
											Allein vermag ein einzelner 
Wassertropfen nicht viel,
											aber viele Tropfen zusammen
											können das Leben auf 
unserem Planeten erhalten.
											So wie Wassertropfen 
zusammen den Ozean bilden,
											müssen wir alle zusammenkommen,
											wenn wir dieses globale Problem angehen.
									","
											Yalnız, tek bir su damlası
çok fazla şey yapamaz
											ama birçok damla bir araya gelirse
											dünyamızda hayatın devamlılığını
sağlayabilirler.
											Tıpkı su damlalarının bir araya gelerek
okyanusları oluşturması gibi,
											ben, bu küresel sorunu çözerken
											birlikte olmamız gerektiğine inanıyorum.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank.
									","
											Teşekkürler.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank.
									","
											Teşekkürler.
									",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
"
","
","
","
","
","
",A young scientist's quest for clean water,Deepika Kurup,7:59,"bacteria,chemistry,big problems,children,design,global issues,humanity,health,india,illness,innovation,invention,product design,motivation,public health,science,society,water,technology,solar energy"
