en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
											So who were the real women 
warriors known as Amazons?
									","
											Entonces, ¿quiénes fueron
las verdaderas mujeres guerreras
											conocidas como amazonas?
									","
											Peki Amazonlar olarak bilinen
gerçek kadın savaşçılar kimlerdi?
									","
											Então, quem eram as verdadeiras
guerreiras conhecidas por amazonas?
									",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
","
","
","
",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
											Ancient historians located 
the Amazon homeland in Scythia,
											the vast territory stretching from
											the Black Sea across 
the steppes of Central Asia.
											This immense region was populated 
by nomadic tribes
											whose lives centered on horses,
											archery,
											and warfare.
											Their culture flourished for about
1,000 years beginning around 800 BC.
											Feared by Greeks, Persians, and
the Chinese, the Scythians left
											no written records.
But we can find clues in how
											their neighbors described them,
as well as in archaeology.
											Scythians' ancestors were 
the first to ride horses
											and they invented the recurve bow.
											And, because a female mounted archer 
could be as fast and as deadly as a male,
											all children were trained 
to ride and shoot.
											Women hunted and fought alongside men,
using the same weapons.
											The harsh landscape 
and their nomadic lifestyle
											created its own form of equality.
											This amazed the ancient Greeks, 
whose women led restricted indoor lives.
									","
											Historiadores antiguos situaban
el hogar de las amazonas en Escitia,
											el vasto territorio que se extiende
											desde el Mar Negro a través
las estepas de Asia Central.
											Esta inmensa región fue poblada
por tribus nómadas
											cuyas vidas se centraban en los caballos, 
el tiro al arco y la guerra.
											Su cultura floreció unos 1000 años 
desde aprox. el 800 a.C.
											Temidos por griegos, persas y chinos,
											los escitas no dejaron registros escritos,
											pero podemos encontrar pistas
											en las descripciones de sus vecinos,
así como en la arqueología.
											Los antepasados de los escitas fueron 
pioneros en montar a caballo
											e inventaron el arco recurvo.
											Y, como las mujeres arqueras montadas
											podían ser tan rápidas y mortales
como los hombres,
											todos los niños fueron entrenados
para montar y disparar.
											Las mujeres cazaban y peleaban 
junto a los hombres,
											usando las mismas armas.
											El áspero paisaje 
y su estilo de vida nómada
											creó su propia forma de igualdad.
											Esto asombró a los antiguos griegos,
											cuyas mujeres tenían 
vivían restringidas en casa.
									","
											Antik tarihçiler Amazonların ana vatanını
											Kara Deniz'den
Orta Asya'nın
											bozkırlarına kadar uzanan geniş alana
yayılmış İskit olarak belirlediler.
											Bu geniş bölge hayatları at, okçuluk 
ve savaş odaklı
											olan göçebe kabileler
											tarafından
											benimsendi.
											Kültürleri M.Ö 800'den başlayarak
1000 yıl boyunca büyüdü.
											Yunanlılardan, Perslilerden
ve Çinlilerden korkan İskitliler
											hiçbir yazılı kayıt bırakmadı.
Ama arkeoloji sayesinde olduğu kadar
											komşularının onları tariflerinden de
ipuçları bulabiliriz.
											İskitlilerin ataları yayı icat etti
											ve ata binen ilk insanlardı.
											Ve kadın olan bir atlı okçu bir erkek
kadar hızlı ve ölümcül olabileceğinden,
											tüm çocuklar at binmeyi
ve ok atmayı öğrendi.
											Erkeklerin yanı sıra kadınlarda aynı
silahları kullanarak avlandı ve savaştı.
											Dağlık coğrafya ve göçebe yaşam tarzları
											kendi eşitlik anlayışlarını oluşturdu.
											Bu kadınları ev yaşamına mahkûm olan
Antik Yunanlıları şaşırttı.
									","
											Historiadores antigos situavam
as amazonas em Cítia,
											o vasto território que se estende
a partir do Mar Negro
											pelas estepes da Ásia Central.
											Esta região imensa era povoada
por tribos nómadas
											cuja vida se centrava nos cavalos,
											no arco e flecha e na guerra.
											A cultura deles floresceu durante cerca
de mil anos, a partir de 800 a.C.
											Temidos pelos gregos,
pelos persas e pelos chineses,
											os citas não deixaram registos escritos
											mas encontramos pistas nas descrições
feitas pelos vizinhos e na arqueologia.
											Os antepassados dos citas
foram os primeiros a cavalgar cavalo
											e inventaram o arco recurvo.
											Como uma arqueira a cavalo
era tão rápida e mortífera como um homem,
											todas as crianças eram treinadas
a cavalgar e atirar.
											As mulheres caçavam e lutavam
ao lado dos homens,
											usando as mesmas armas.
											A paisagem inóspita
e o estilo de vida nómada
											criavam a sua forma de igualdade.
											Isso espantava os antigos gregos,
cujas mulheres viviam fechadas em casa.
									",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
","
","
","
",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
											The earliest stories of the Scythians, 
and Amazons,
											may have been exaggerated rumors.
											But as the Greeks began to trade around 
the Black Sea and further east,
											their portrayals became more realistic.
											Early depictions of Amazons showed them 
with Greek weapons and armor.
											But in later representations,
											they wielded bows and battle-axes,
											rode horses,
											and wore pointed caps 
and patterned trousers
											characteristic of steppe nomads.
									","
											Las primeras historias de los escitas,
y Amazonas,
											pueden haber sido rumores exagerados,
											pero cuando los griegos comenzaron 
a comerciar por el Mar Negro
											y más al este,
											sus representaciones 
se volvieron más realistas.
											Las primeras representaciones de amazonas 
mostraban armas y armaduras griegas.
											Pero en representaciones posteriores,
											empuñaban arcos y hachas de batalla,
montaban a caballo,
											y llevaban gorras puntiagudas
y pantalones estampados
											característicos de los nómadas esteparios.
									","
											İskitlilerin ve Amazonların ilk hikâyeleri
											abartılmış dedikodular olabilirler.
											Fakat Yunanlılar Kara Deniz ve Doğu
etrafında ticaret yapmaya başladıkça
											tasvirleri daha gerçekçi bir hâl aldı.
											Amazonların ilk tasvirleri onları
Yunan silahları ve zırhları ile betimledi.
											Fakat sonraki tasvirlerde
											ok ve savaş baltaları kullanıyor,
											at sürüyor ve
											bozkır göçebelerinin giydiği
sert başlıklar
											ve desenli pantolonlar giyiyorlardı.
									","
											As histórias mais antigas
sobre citas e amazonas
											podem ter exagerado essas notícias.
											Mas quando os gregos começaram
a mercadejar em volta do Mar Negro
											e ainda mais para oriente,
											os retratos tornaram-se mais realistas.
											Nas imagens iniciais, as amazonas
apareciam com armas e armaduras gregas.
											Mas, em representações posteriores,
											usavam arcos e machados de guerra,
											montavam cavalos,
											e usavam elmos pontiagudos
e calças padronizadas
											características dos nómadas da estepe.
									",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
","
","
","
",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
											Until recently, no one was sure 
how strong the links were
											between Scythians 
and the Amazons of Greek myth.
											But recent archaeological discoveries 
have provided ample evidence.
											More than 1,000 ancient Scythian kurgans,
or burial mounds, have been excavated,
											containing skeletons and weapons.
											Archaeologists had previously assumed
											that weapons could only 
belong to male warriors.
											But modern DNA analysis so far
											has revealed that about 300 skeletons 
buried with weapons
											belong to females ranging
in age from 10 to 45,
											and more are being found every year.
											The women's skeletons 
show battle injuries:
											ribs slashed by swords,
											skulls bashed by battle-axes,
											and arrows embedded in bones.
									","
											Hasta hace poco, nadie nadie conocía 
bien estos fuertes vínculos
											entre los escitas
y las amazonas del mito griego.
											Pero recientes hallazgos arqueológicos 
han proporcionado amplia evidencia.
											Más de 1000 antiguos kurganes escitos,
											o montículos funerarios, 
que han sido excavados,
											contenían esqueletos y armas.
											Los arqueólogos habían asumido previamente
											que las armas solo podían
pertenecer a guerreros masculinos.
											Pero el análisis de ADN moderno 
hasta ahora ha revelado
											que alrededor de 300 esqueletos
enterrados con armas
											pertenecen a mujeres 
de entre 10 y 45 años,
											y se siguen encontrando más cada año.
											Los esqueletos de las mujeres
muestran lesiones de batalla:
											costillas cortadas por espadas,
											cráneos golpeados por hachas de batalla,
											y flechas incrustadas en los huesos.
									","
											Son zamanlara kadar kimse İskitliler
ve Yunan efsanelerindeki Amazonlar
											arasındaki bağlantıların
kesinliğinden emin değildi.
											Fakat son arkeolojik keşifler
yeterli sayıda kanıt sağladı.
											1000'den fazla İskit kalesi
höyüğünde kazı yapıldı
											ve pek çok iskelet ile silah bulundu.
											Arkeologlar önce bu silahların
											sadece erkek savaşçılara
ait olabileceğini düşündü.
											Fakat bu zamana kadar
yapılan modern DNA analizleri,
											silahlarla gömülmüş
hemen hemen 300 iskeletin
											yaşları 10 ila 45 arasında değişen
kadınlara ait olduğunu ortaya koydu.
											Ve hergün daha fazlası bulunuyor.
											Bulunan kadın iskeletleri
											kesilmiş kaburgalar,
											savaş baltaları ile ezilmiş kafatasları
											ve kemiklere gömülmüş oklar
gibi savaş yaralarına sahip.
									","
											Até há pouco tempo, ninguém sabia
até que ponto eram fortes as ligações
											entre os citas e as amazonas
da mitologia grega,
											mas, recentes descobertas arqueológicas
forneceram amplas provas.
											Foram escavados mais de 1000 antigos
""kurgáns"", ou túmulos funerários,
											que continham esqueletos e armas.
											A princípio, os arqueólogos julgaram
											que as armas só podiam
pertencer a guerreiros masculinos.
											Mas a análise de ADN, até agora,
											já revelou que cerca de 300 esqueletos
enterrados com armas
											pertencem a mulheres
entre os 10 e os 45 anos
											e todos os anos se vão encontrando mais.
											Os esqueletos das mulheres
revelam ferimentos de batalhas:
											costelas partidas por espadeiradas,
											crânios esmagados por machados de guerra
											e setas espetadas nos ossos.
									",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
","
","
","
",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
											In classical art and writings,
											the fearsome Amazons were always portrayed
as brave and heroic.
											In male-dominated classical Greece, 
however,
											the very idea of strong women who gloried 
in freedom and war aroused mixed feelings.
											And yet, the Greeks were also drawn
to egalitarian ideals.
											Is it possible that the mythic realm 
of thrilling Amazon tales
											was a way to imagine women
and men as equal companions?
									","
											En el arte y las escrituras clásicas,
											las temibles amazonas 
siempre se retrataban
											como valientes y heroicas.
											Sin embargo, en la Grecia clásica 
dominada por los hombres,
											la sola idea de mujeres fuertes 
que se vanagloriaban de libertad y guerra
											despertaba sentimientos encontrados.
											Y sin embargo, los griegos también fueron 
dibujados con ideales igualitarios.
											¿Es posible que el reino mítico
de los emocionantes cuentos amazónicos
											fuera una forma de imaginar a mujeres
y hombres como compañeros iguales?
									","
											Klasik sanat ve yazılarda,
											korkutucu Amazonlar
cesur ve güçlü olarak betimlendi.
											Öte yandan erkek egemen 
Klasik Yunan'da, güçlü kadınların
											özgürlüğün ve savaşın keyfini
sürdüğü fikri karışık duygular uyandırdı.
											Fakat yine de,
Yunanlılar eşitlikçi fikirleri benimsedi.
											Heyecan verici Amazon hikâyelerinin
efsanevi dünyası kadınları
											ve erkekleri eşit yoldaşlar olarak
hayal etmenin bir yolu olabilir mi?
									","
											Na arte e escritos clássicos,
											as temíveis amazonas
eram sempre representadas
											como corajosas e heroicas.
											Mas na Grécia Clássica
dominada pelos homens,
											a ideia de mulheres fortes que obtinham
glória na liberdade e na guerra
											despertava sentimentos contraditórios.
											Contudo, os gregos também eram
atraídos por ideais igualitários.
											Será possível que o reino mítico
das lendas vibrantes das amazonas
											fosse uma forma de imaginar
mulheres e homens
											como companheiros iguais?
									",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
"
","
","
","
",Did the Amazons really exist?,Adrienne Mayor,5:02,"TED-Ed,history,ancient world"
