en,fr,es,de,title,speaker,duration,tags
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											In some ways, this is
such a simple approach.
											We're not treating the brain injury,
											we're treating the underlying problem
that gets people into all of this trouble
											in the first place.
											We do quick neuropsychological
screening tests
											to identify strengths and weaknesses
in the way an inmate thinks.
											Using that information,
we write two reports.
											One, a report for the system
											with specific recommendations
on how to manage that inmate.
											The other is a letter to the inmate
											with specific suggestions
for how to manage themselves.
											For example, if our test result suggests
that a probationer has a hard time
											remembering the things they hear,
											that would be an auditory memory deficit.
											In that case, our letter
to the court might suggest
											that that probationer get handouts
of important information.
											And our letter to that probationer
would say, among other things,
											that they should carry a notebook
to record that information for themselves.
									","
											D'une certaine façon,
c'est une approche très simple.
											Nous ne soignons pas la lésion cérébrale,
											nous traitons le problème sous-jacent
qui attire des ennuis aux gens.
											Nous réalisons des examens
neurologiques rapides
											pour identifier les forces et faiblesses
de la façon dont un détenu pense.
											En utilisant cette information,
nous écrivons deux rapports.
											Un : un rapport pour le système
											avec des recommandations spécifiques
sur comment gérer ce détenu.
											L'autre est une lettre adressée au détenu
											avec des suggestions spécifiques
sur comment se gérer lui-même.
											Par exemple, si les résultats des tests
suggèrent qu'un probationnaire a du mal
											à se rappeler de ce qu'il entend,
											ce serait un déficit
de la mémoire auditive.
											Dans ce cas, notre lettre à la cour
pourrait suggérer
											que le probationnaire reçoive un feuillet
avec les informations importantes.
											Notre lettre à ce probationnaire
dirait, entre autres,
											qu'il devrait avoir un carnet
pour noter ces informations.
									","
											En cierta forma este es un enfoque simple.
											No tratamos la lesión cerebral,
											tratamos el problema subyacente
que lleva a la gente a meterse en líos
											en primer lugar.
											Hacemos unas pruebas 
neuropsicológicas rápidas
											para identificar los puntos fuertes y 
débiles en su forma de pensar.
											Con esa información 
escribimos dos reportes.
											Uno es para el sistema,
											con recomendaciones específicas
de cómo tratar al recluso.
											La otra es una carta al recluso
											con sugerencias específicas
de como manejarse a sí mismos.
											Por ejemplo, si los resultados sugieren 
que un interno tiene dificultades
											para recordar lo que oye,
											eso sería un déficit auditivo.
											En ese caso, nuestra carta 
a la corte sugeriría
											que el interno reciba impresos 
con la información importante.
											Y nuestra carta al recluso diría, 
entre otras cosas,
											que debería llevar un cuaderno
para anotar esa información.
									","
											In gewisser Weise ist das
eine so einfache Herangehensweise.
											Wir behandeln nicht die Gehirnverletzung.
											Wir behandeln in erster Linie
das zu Grunde liegende Problem,
											das Menschen in diese
Schwierigkeiten bringt.
											Wir führen neuropsychologische
Schnelltests durch,
											um Stärken und Schwächen in der Denkweise
der Häftlinge zu identifizieren.
											Mit dieser Information
schreiben wir zwei Berichte.
											Einen für das System,
											mit konkreten Empfehlungen bezüglich
des Umgangs mit diesem Häftling.
											Der andere ist ein Brief an den Häftling,
											mit konkreten Vorschlägen,
sich selbst zu kontrollieren.
											Zum Beispiel, wenn unser Test besagt,
dass der Proband Schwierigkeiten hat,
											Gehörtes zu behalten,
											wäre das ein auditives Gedächtnisproblem.
											In diesem Fall könnte unser Brief
an das Gericht vorschlagen,
											dass der Proband Handouts
mit wichtigen Informationen bekommt.
											Und in unserem Brief
an den Probanden würde u. a. stehen,
											dass er immer ein Notizheft dabei hat, um
Informationen selbst notieren zu können.
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											Now, most importantly,
											is that I pause here
to be really clear about one point.
											This program does not
minimize responsibility
											or make excuses for anyone's behavior.
											This is about changing longstanding
negative perceptions
											and building self-advocacy.
											It's actually about taking responsibility.
											The inmates move from,
											""I'm a total screwup, I'm a loser,""
											to, ""Here's what I don't do well,
											and here's what I have to do about it.""
									","
											Le plus important
											est que je marque une pause ici
pour être très claire sur un point.
											Ce programme ne minimise pas
la responsabilité
											et ne cherche pas d'excuses
au comportement de qui que ce soit.
											Il s'agit de changer les perceptions
négatives de longue date
											et de mettre en place
une autonomie sociale.
											Il s'agit d'assumer sa responsabilité.
											Les détenus passent
											de « Je suis un raté, je suis un perdant »
											à « Voilà ce que je ne fais pas bien
											et voilà comment y remédier. »
									","
											Ahora bien, es importante

											que yo haga una pausa aquí
para aclarar realmente algo.
											Este programa no minimiza 
la responsabilidad
											ni excusa ningún comportamiento.
											Se trata de cambiar 
percepciones negativas a largo plazo
											y de construir una forma de autoayuda.
											Se trata de asumir la responsabilidad.
											Los reclusos pasan de
											""soy un desastre total, soy un perdedor""
											a ""esto es lo que no hago tan bien,
											y esto es lo que debo hacer sobre eso"".
									","
											Zunächst mal halte ich hier inne,
											um einen Punkt
wirklich deutlich zu machen:
											Dieses Programm entzieht
niemand der Verantwortung,
											oder rechtfertigt jemandes Verhalten.
											Es geht darum, fest verankerte
negative Sichtweisen zu verändern
											und die eigene Handlungs-
fähigkeit aufzubauen.
											Eigentlich geht es darum,
Verantwortung zu übernehmen.
											Die Häftlinge gelangen von:
											""Ich bin ein totaler Reinfall;
ich bin ein Versager""
											zu ""Das kann ich nicht gut,
											und Folgendes muss ich dagegen tun"".
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											And the system comes to see
an inmate's problematic behavior
											as the things they can't do
											versus the things they won't do.
											And that change —
											seeing behavior as a deficit
rather than outright defiance —
											is everything in these settings.
									","
											Le système en vient à voir
le comportement problématique d'un détenu
											comme étant des choses
qu'ils ne peuvent pas faire
											plutôt que des choses
qu'ils ne veulent pas faire.
											Ce changement —
											voir le comportement comme un déficit
plutôt que du mépris total —
											représente beaucoup dans ce contexte.
									","
											Y el sistema verá el comportamiento
problemático de un recluso
											y las cosas que no puede hacer
											y las cosas que no hará.
											Y ese cambio
											—ver el comportamiento como 
una deficiencia más que como un desafío—
											lo es todo en estos entornos.
									","
											Das System sieht dadurch
das problematische Verhalten von Insassen
											als Dinge, die sie nicht können,
											im Gegensatz zu Dingen,
die sie nicht machen wollen.
											Diese veränderte Sichtweise —
											Verhalten eher als Defizit
											und weniger als völlige
Auflehnung zu sehen —
											ist der entscheidende Punkt
in diesem Programm.
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											We hear from inmates around the country,
											and they write, and more than anything,
they want to know how to help themselves.
											This is an excerpt from a letter
from Troy in Virginia,
											an excerpt from a 50-page letter.
											And he writes,
											""Can you tell me what you think
of all the head traumas I've dealt with?
											What can I do? Can you help me?""
									","
											Nous sommes sommes contactés
par des détenus à travers le pays,
											ils écrivent, et plus que tout,
ils veulent savoir comme s'aider.
											Voici un extrait d'une lettre
de Troy en Virginie,
											un extrait d'une lettre de 50 pages.
											Il écrit :
											« Pouvez-vous me dire ce que vous pensez
des traumatismes crâniens que j'ai eus ?
											Que puis-je faire ?
Pouvez-vous m'aider ? »
									","
											Escuchamos de los reclusos del país,
											y lo que escriben, y lo que más quieren
saber es cómo ayudarse a sí mismos.
											Este es un fragmento de 
una carta de Troy, de Virginia,
											un fragmento de una carta de 50 páginas.
											Y él escribe:
											""¿Me podrían decir qué es lo que piensan
de todas mis traumatismos craneales?
											¿Qué puedo hacer? ¿Me pueden ayudar?"".
									","
											Wir hören landesweit von Häftlingen,
											sie schreiben und wollen vor allem wissen,
wie sie sich selbst helfen können.
											Dies ist ein Auszug aus einem Brief
von Troy in Virginia,
											ein Auszug aus einem
50 Seiten langen Brief.
											Er schreibt:
											""Können Sie mir sagen,
											was Sie von allen Kopftraumata halten,
die ich erlitten habe?
											Was kann ich tun? Können Sie mir helfen?""
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											Closer to home, we have
thousands of stories like this,
											and smart stories, stories
that have a great outcome.
											Here's Vinny.
											Vinny was hit by a car when he was 15,
											and from that moment forward,
spent more time in jail than in school.
											With some basic skill-building,
											after our assessment revealed
											that he had some pretty
significant memory impairments,
											Vinny learned to use the alarm
and reminder function on his iPhone
											to track important appointments,
											and he keeps a checklist
to break larger tasks
											into smaller, manageable ones.
											And with basic tools
like that under his belt,
											Vinny's been out of jail for two years,
											clean for nine months,
											and recently back to work.
									","
											Plus proche de nous, nous avons
des milliers d'histoires similaires,
											des histoires intelligentes, des histoires
qui ont un dénouement formidable.
											Voici Vinny.
											Vinny a été heurté par une voiture
quand il avait 15 ans
											et depuis lors, il a passé plus
de temps en prison qu'à l'école.
											Avec un simple
renforcement des compétences,
											après que notre évaluation a révélé
											qu'il avait des troubles
de la mémoire assez importants,
											Vinny a appris à utiliser les fonctions
d'alarme et de rappel sur son iPhone
											pour suivre les rendez-vous importants
											et il tient une liste pour diviser
les tâches plus importantes
											en tâches plus petites et gérables.
											Avec de simples outils
comme ceux-ci à la ceinture,
											Vinny est resté hors de prison
depuis deux ans,
											il est sobre depuis neuf mois
											et il a récemment repris le travail.
									","
											Tenemos miles de historias como 
esta cerca de nuestro hogar,
											historias estupendas, 
con buenos resultados
											Este es Vinny.
											A Vinny lo atropelló un auto
cuando tenía 15 años,
											y a partir de ese momento pasó
más años en la cárcel que en la escuela.
											Con una formación básica en habilidades,
											cuando nuestra evaluación reveló
											que tenía bastantes déficits de memoria,
											Vinny aprendió a usar la función 
de alarma y recordatorio de su iPhone
											para recordar citas importantes,
											y mantiene una lista para
fragmentar tareas grandes
											en tareas más pequeñas y manejables.
											Y con esas herramientas básicas 
bajo el brazo
											Vinny ha estado fuera de la cárcel
por más de dos años,
											limpio durante nueve meses,
											y volvió al trabajo recientemente.
									","
											Vor unserer Tür gibt es
Tausende ähnlicher Geschichten,
											und Erfolgsgeschichten
mit einem schönen Ausgang.
											Das ist Vinny.
											Vinny wurde mit 15
von einem Auto angefahren,
											und verbrachte von da an
mehr Zeit im Gefängnis als in der Schule.
											Durch das Erlernen
einiger Grundkompetenzen,
											nachdem unser Test gezeigt hatte,
											dass er erhebliche
Gedächtnisstörungen hatte,
											lernte Vinny,
											die Alarm- und Erinnerungsfunktion
seines iPhones zu benutzen,
											um wichtige Termine im Auge zu behalten.
											Und er hat eine Checkliste,
um größere Aufgaben
											in kleinere, überschaubare zu unterteilen.
											Mit Hilfe eines solchen Basistools
											ist Vinny seit zwei Jahren
aus dem Gefängnis,
											seit neun Monaten clean,
											und seit kurzem geht er wieder arbeiten.
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											What's so striking for Vinny
											is that this is his first time
off of court supervision
											since his injury more than 15 years ago.
											He made it out of the revolving door.
									","
											Ce qui est si frappant pour Vinny,
											c'est qu'il est pour première fois
sans surveillance du tribunal
											depuis sa blessure il y a plus de 15 ans.
											Il est sorti du cercle vicieux.
									","
											Lo más asombroso de Vinny
											es que esta es la primera vez
que está fuera del control judicial
											desde su lesión, hace más de 15 años.
											Pudo salir de la puerta giratoria.
									","
											Bei Vinny fällt besonders auf,
											dass er zum ersten Mal nicht
unter richterlichen Aufsicht steht,
											seit seiner Verletzung vor über 15 Jahren.
											Er fand den Weg aus der Drehtür.
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
"
","
","
","
",The surprising connection between brain injuries and crime,Kim Gorgens,11:42,"TEDx,prison,crime,justice system,criminal justice,brain,psychology,neuroscience,law,social change,society"
