pt,fr,de,title,speaker,duration,tags
"
											Cliffside Park, em Nova Jérsia, 
é a vila onde vivo.
											Sempre adorei o facto
											de o meu bairro e o meu problema de saúde
											partilharem as mesmas iniciais.
											Também adoro o facto de que 
se eu quiser ir passear
											da minha casa até à cidade de
Nova Iorque, eu posso fazê-lo.
									","
											J'ai grandi à Cliffside Park,
dans le New Jersey.
											J'ai toujours aimé le fait
											que mon quartier et mon affection
											partagent les même initiales.
											J'aime aussi le fait 
que si je voulais marcher
											de ma maison 
jusqu'à New York, je pouvais.
									","
											Cliffside Park in New Jersey
ist meine Heimatstadt.
											Ich liebe die Tatsache,
											dass mein Gebrechen und mein Wohnort
											die gleichen Initialen haben.
											Ebenso liebe ich die Tatsache, 
dass ich von meinem Haus
											nach New York City laufen könnte, 
wenn ich wollte.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Muitas pessoas com P.C. não andam,
											mas os meus pais não acreditam 
em ""não consigo"".
											O mantra do meu pai era:
											""Tu consegues, sim,
consegues conseguindo.""
											(Risos)
											Então, se as minhas três irmãs mais velhas
estivessem a lavar o chão,
											eu estava a lavar o chão.
											Se as minhas três irmãs frequentavam 
a escola pública,
											os meus pais processariam
o sistema escolar
											e garantiam que eu também a frequentasse,
											e se não tivéssemos todas
as melhores notas
											todas levávamos com
o chinelo da minha mãe.
											(Risos)
											O meu pai ensinou-me a andar 
quando eu tinha 5 anos,
											colocando os meus calcanhares 
em cima dos pés dele
											e simplesmente andando.
											Outra tática que ele usou foi acenar
											com uma nota de 1 dólar à minha frente 
e fazer-me ir apanhá-la.
											(Risos)
											A minha ""stripper"" interior
era muito forte e aos...
											(Risos)
											Sim. Não, no primeiro dia do infantário,
											eu andava como um campeão
											que tivesse sido esmurrado
demasiadas vezes.
									","
											Beaucoup de gens qui ont une paralysie cérébrale
ne peuvent pas marcher,
											mais mes parents n'acceptaient pas qu'on leur dise
« je ne peux pas ».
											Le mantra de mon père était,
											« Tu peux le faire, oui, tu peux pouvoir. »
											(Rires)
											Donc, si mes trois sœurs aînées
passaient la serpillière,
											je passais la serpillière.
											Si mes trois sœurs aînées
allaient à l'école publique,
											mes parents portaient plainte
contre le système scolaire
											pour obtenir que j'y aille aussi,
											et si nous n'avions pas tous des A,
											on se prenait tous
les coups de savate de ma mère.
											(Rires)
											Mon père m'a appris à marcher
quand j'avais 5 ans
											en plaçant mes talons sur ses pieds
											et en marchant, simplement.
											Une autre tactique qu'il utilisait
était d'agiter
											un billet de un dollar devant moi,
et je devais l'attraper.
											(Rires)
											La strip-teaseuse en moi 
était très forte, et à ...
											(Rires)
											Oui.
A mon entrée en maternelle,
											je marchais déjà
comme une championne
											qui a pris un coup de trop.
									","
											Viele Leute mit CP laufen nicht,
											aber meine Eltern glaubten nicht 
an ein ""kann nicht"".
											Das Mantra meines Vaters war:
											""Ja, du kannst das! Du kannst können.""
											(Lachen)
											Wenn also meine drei 
älteren Schwestern wischten,
											wischte ich mit.
											Wenn meine drei älteren Schwestern 
auf eine öffentliche Schule gingen,
											verklagten meine Eltern das Schulsystem,
											damit ich auch hingehen konnte,
											und wenn wir nicht alle Einser kriegten,
											kriegten wir alle den Pantoffel 
meiner Mutter übergebraten.
											(Lachen)
											Mein Vater brachte mir 
das Laufen bei, als ich fünf war,
											indem er meine Fersen 
auf seine Füße platzierte
											und einfach herumlief.
											Eine weitere seiner Taktiken 
war, eine Dollarnote
											vor meiner Nase baumeln zu lassen, 
damit ich sie fange.
											(Lachen)
											Meine innere Stripperin 
war sehr stark, und als —
											(Lachen)
											Ja. Also, am ersten Tag im Kindergarten
											lief ich wie ein Champion,
											der einen zu viel abbekommen hatte.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Ao crescer,
só havia seis árabes na minha vila
											e eram todos da minha família.
											Agora há 20 árabes na vila,
											e são ainda todos da minha família.
(Risos)
											Acho que ainda ninguém reparou 
que não somos italianos.
											(Risos) (Aplausos)
											Isto foi antes do 11 de setembro 
e antes dos políticos
											pensarem ser apropriado usar 
""Eu odeio muçulmanos""
											como ""slogan"" de campanha.
											As pessoas com quem eu cresci não tiveram
qualquer problema com a minha fé.
											Elas pareciam, no entanto,
muito preocupadas
											que eu morresse de fome 
durante o Ramadão.
											Eu explicava-lhes
que tinha gordura suficiente
											para sobreviver à conta dela durante 
três meses inteiros,
											por isso, jejuar do nascer do sol 
ao pôr do sol, era canja.
									","
											Quand j'était petite,
il n'y avait que six arabes dans ma ville,
											et ils faisaient tous partie de ma famille.
											Maintenant, il y a vingt arabes en ville,
											et ils sont encore tous de ma famille. 
(Rires)
											Je crois que personne ne s'est même rendu compte
que nous n'étions pas italiens.
											(Rires)
(Applaudissements)
											C'était avant le 11 septembre,
et avant que les politiciens
											ne se mettent à penser qu'il était bon
d'avoir comme slogan de campagne
											« Je déteste les musulmans ».
											Ma foi ne posait aucun problème
aux gens avec qui j'ai grandi.
											En revanche,
ils avaient très peur
											que je meure de faim
pendant le Ramadan.
											Je leur expliquais
que j'avais assez de graisse
											pour vivre dessus
pendant trois mois entiers,
											et que donc, jeûner du lever au coucher du soleil,
c'était du gâteau.
									","
											Damals gab es nur sechs Araber 
in meiner Stadt
											und alle waren meine Familie.
											Heute haben wir 20 Araber in der Stadt,
											und sie sind immer noch 
alle meine Familie. (Lachen)
											Ich glaube, keiner hat je gemerkt, 
dass wir keine Italiener sind.
											(Lachen) (Beifall)
											Das war vor dem 11. September, 
und bevor Politiker
											es für angebracht hielten, 
""Ich hasse Moslems""
											als Wahlkampfmotto zu verwenden.
											Die Leute, mit denen ich aufwuchs, 
hatten kein Problem mit meinem Glauben.
											Sie waren aber durchaus besorgt,
											dass ich zu Ramadan 
vielleicht verhungern könnte.
											Ich erklärte ihnen, dass ich 
von meinem Körperfett
											drei ganze Monate leben könne,
											also war Fasten von Sonnenaufgang 
bis -untergang ein Kinderspiel.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Eu fiz sapateado na Broadway.
											Sim, na Broadway. Uma loucura.
(Aplausos)
											Os meus pais não tinham dinheiro 
para a fisioterapia
											por isso, mandaram-me 
para uma escola de dança.
											Eu aprendi a dançar em saltos altos,
											o que significa que consigo andar 
em saltos altos.
											E sou de Nova Jérsia,
											e nós temos a grande preocupação 
de sermos chiques,
											por isso, se as minhas amigas usavam 
saltos altos, eu também os usava.
									","
											J'ai fait des claquettes à Broadway.
											Oui, à Broadway. C'est fou. 
(Applaudissements)
											Mes parents ne pouvaient pas
me payer de rééducation,
											alors ils m'ont envoyée
dans une école de danse.
											J'ai appris à danser en talons hauts,
											ce qui veut dire
que je peux marcher en talons hauts.
											Et je viens du New Jersey,
											où l'on accorde beaucoup d'importance
à l'élégance,
											alors si mes amies portaient des talons hauts,
moi aussi.
									","
											Ich habe am Broadway gesteppt.
											Ja, am Broadway. 
Total verrückt. (Beifall)
											Meine Eltern konnten sich
keine Physiotherapie leisten,
											also schickten sie mich zur Tanzschule.
											Ich lernte, wie man auf Absätzen tanzt,
											also kann ich auf Absätzen laufen.
											Und ich bin aus Jersey,
											wo es wirklich wichtig ist, 
chic zu sein,
											also wenn meine Freundinnen 
Absätze trugen, dann ich auch.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											E quando as minhas amigas iam passar 
as férias de verão
											na costa da Jérsia, eu não ia.
											Eu passava os meus verões 
numa zona de guerra
											porque os meus pais tinham medo
											de que, se não voltássemos à Palestina
											todos os verões,
											nós seríamos a Madonna
quando crescêssemos.
											(Risos)
											As férias de verão,
muitas vezes consistiam
											no meu pai a tentar curar-me,
											por isso, eu bebia leite de veado,
											tinha copos quentes nas minhas costas,
											era mergulhada no Mar Morto,
											e lembro-me da água me queimar os olhos
											e de pensar: 
""Está a funcionar! Está a funcionar!""
											(Risos)
									","
											Et tandis que mes amis allaient passer
leurs grandes vacances
											sur la côte du New Jersey, 
pas moi.
											Je passais mes étés
dans une zone de guerre,
											parce que mes parents craignaient
											que si on ne retourne pas chaque été
											en Palestine,
											on finirait comme Madonna.
											(Rires)
											Mon père passait souvent
les grandes vacances
											à essayer de me guérir,
											j'ai donc bu du lait de biche,
											on m'a posé des ventouses sur le dos,
											j'ai été plongée dans la Mer Morte,
											et je me souviens que l'eau
me brûlait les yeux,
											et que je pensais : 
« Ça marche ! Ça marche ! »
											(Rires)
									","
											Und wenn meine Freunde 
ihre Sommerferien
											an der Küste von Jersey verbrachten, 
dann ich nicht.
											Ich verbrachte meine Sommer 
in einem Kriegsgebiet,
											weil meine Eltern Angst hatten,
											dass wir, wenn wir nicht 
jeden einzelnen Sommer
											nach Palästina zurückgehen,
											eines Tages wie Madonna werden.
											(Lachen)
											Die Sommerferien bestanden oft daraus,
											dass mein Vater mich heilen wollte,
											also trank ich Milch von Hirschkühen,
											wurde geschröpft,
											wurde ins Tote Meer getunkt,
											und ich weiß noch, wie 
das Wasser in den Augen brannte
											und ich dachte: 
""Es funktioniert! Es funktioniert!""
											(Lachen)
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Mas uma cura milagrosa que 
encontrámos foi o Ioga.
											Tenho de vos dizer, é muito aborrecido,
											mas antes de eu fazer Ioga,
											eu era uma comediante de 
""stand-up comedy"" que não se tinha de pé.
											E agora, consigo fazer o pino.
											Os meus pais reforçaram esta noção
											de que eu conseguiria fazer tudo,
											de que nenhum sonho era impossível,
											e o meu sonho era entrar
											na novela diurna ""General Hospital"".
											Eu fui para a faculdade durante
a Ação Afirmativa [anti-discriminação]
											e obtive uma bolsa para a ASU
											— Arizona State University —
											porque preenchia todas as quotas.
											Eu era como o fantasma de estimação 
do Departamento de Teatro.
											Toda a gente gostava de mim.
											Eu fazia todos os t.p.cs 
de miúdos pouco inteligentes
											tinha vintes a todas as minhas cadeiras,
											vintes a todas as cadeiras deles.
											(Risos)
											Todas as vezes que interpretava uma cena
											de ""The Glass Menagerie"",
											os meus Professores choravam.
											Mas nunca fui escolhida para o elenco.
											Finalmente,
no meu último ano de licenciatura,
											a universidade decidiu montar 
um espetáculo chamado
											""They Dance Real Slow in Jackson.""
											É uma peça acerca de uma rapariga com P.C.
											Eu era uma rapariga com P.C.
											Por isso, comecei a gritar
aos quatro ventos:
											""Eu vou finalmente obter um papel!
											""Eu tenho paralisia cerebral!
											""Enfim, livre! Enfim, livre!
											""Graças ao Deus Todo-Poderoso, 
enfim, estou livre!""
											Eu não fiquei com o papel.
											(Risos)
											A Sherry Brown ficou com o papel.
											Eu fui a correr falar com 
a Diretora do Departamento de Teatro
											a chorar histericamente, como se
me tivessem morto o gato,
											para lhe perguntar porquê,
											e ela disse-me que era porque
eles achavam
											que eu não conseguiria 
fazer as cenas de ação.
											Eu disse: ""Desculpe-me, 
se eu não consigo fazer as cenas de ação,
											""a personagem também não consegue.""
											(Risos) (Aplausos)
											Este era um papel para o qual eu tinha, 
literalmente, nascido para interpretar
											e eles deram-no a uma atriz sem paralisia.
											A faculdade estava a imitar a vida.
											Hollywood tem uma história sórdida
											de seleção para o elenco 
de atores fisicamente saudáveis
											para interpretarem papéis 
de pessoas com deficiência no ecrã.
									","
											Mais nous avons trouvé 
un remède miracle : le yoga.
											Je dois vous dire, c'est très chiant,
											mais avant de faire du yoga,
											j'étais une comique de stand-up
qui ne tenait pas debout.
											Maintenant, je peux faire le poirier.
											Mes parents m'ont inculqué l'idée
											que je pouvais tout réussir,
											qu'aucun rêve n'était hors de ma portée,
											et mon rêve était
											de jouer dans la série « Hôpital Central ».
											Je suis allée à la fac
grâce à la discrimination positive
											et j'ai eu une bonne bourse pour l'ASU,
											l'Université d'Etat d'Arizona,
											parce que je remplissais 
chacun des quotas.
											J'étais la mascotte
de la section théâtre.
											Tout le monde m'aimait.
											Je faisais les devoirs
des enfants pas très intelligents,
											j'ai eu des A à tous mes examens,
											et des A à tous leurs examens.
											Chaque fois que je jouais une scène
											de « La Ménagerie de Verre »
											mes professeurs pleuraient.
											Mais je n'ai jamais obtenu de rôle.
											Finalement, pendant ma dernière année,
											l'ASU a décidé de monter un spectacle
appelé
											« They Dance Real Slow in Jackson ».
											C'est une pièce sur une fille 
qui a une paralysie cérébrale.
											Je suis une fille 
qui a une paralysie cérébrale.
											J'ai commencé à crier sur tous les toits,
											« Je vais enfin avoir un rôle !
											J'ai une paralysie cérébrale !
											Enfin libre ! Enfin libre !
											Merci Dieu tout puissant, 
je suis enfin libre ! »
											Je n'ai pas eu le rôle. 
(Rires)
											Sherry Brown a eu le rôle.
											J'ai couru voir la directrice de la section théâtre
											en sanglotant éperdument, 
comme si on venait de tuer mon chat,
											je lui ai demandé pourquoi,
											et elle m'a répondu que c'était
											parce qu'ils pensaient
que je ne pourrais pas faire les cascades.
											J'ai dit, « Excusez-moi,
mais si je ne peux pas faire les cascades,
											le personnage non plus. »
											(Rires) 
(Applaudissements)
											J'étais littéralement née pour ce rôle,
											et ils le lui ont donné,
ils l'ont donné à une actrice non paralysée.
											L'université ne faisait qu'imiter la vie.
											Hollywood a la sordide habitude
											de prendre des acteurs non-handicapés
											pour jouer des infirmes à l'écran.
									","
											Aber eine Wunderkur fanden wir: Yoga.
											Ich muss sagen, es ist echt langweilig,
											aber bevor ich Yoga machte,
											war ich ein Stand-up Comedian, 
der noch nicht mal stehen kann.
											Jetzt kann ich auch auf dem Kopf stehen.
											Meine Eltern bläuten mir immer ein,
											dass ich zu allem in der Lage wäre,
											dass kein Traum unmöglich war,
											und mein Traum war es,
											bei der Seifenoper
""General Hospital"" mitzuspielen.
											Aufgrund der Förderung von Minderheiten
											bekam ich ein tolles Stipendium 
an der ASU,
											der Arizona State University,
											weil ich jede Minderheit vertrat.
											Ich war quasi das Hausäffchen 
der Schauspielfakultät.
											Alle liebten mich.
											Ich erledigte alle Hausaufgaben 
der nicht so cleveren Kinder,
											bekam in all meinen Kursen Einser,
											bekam in all ihren Kursen Einser.
											Jedes Mal, wenn ich eine Szene
											aus ""Die Glasmenagerie"" spielte,
											schluchzten meine Lehrer.
											Aber ich bekam nie eine Rolle.
											In meinem Abschlussjahr
											plante die ASU schließlich 
ein Stück mit dem Titel
											""Sie tanzen in Jackson echt langsam"".
											Ein Stück über ein Mädchen mit CP.
											Ich war ein Mädchen mit CP.
											Also jubelte ich überall:
											""Endlich bekomme ich eine Rolle!
											Ich habe Zerebralparese!
											Endlich frei! Endlich frei!
											Gott sei Dank, ich bin endlich frei!""
											Ich bekam die Rolle nicht. 
(Lachen)
											Sherry Brown bekam die Rolle.
											Ich raste zur Leiterin
der Schauspielfakultät,
											ich weinte hysterisch, als hätte 
jemand meine Katze erschossen,
											und fragte sie warum.
											Sie sagte mir, sie befürchteten,
											dass ich die Stunts 
nicht hinkriegen würde.
											Ich sagte: ""Entschuldigung, aber 
wenn ich die Stunts nicht kann,
											dann kann der Charakter sie auch nicht.""
											(Lachen) (Applaus)
											Ich wurde regelrecht 
für diese Rolle geboren
											und sie gaben sie 
einer Schauspielerin ohne CP.
											Die Uni imitierte das Leben.
											Hollywood ist erbärmlicherweise 
bekannt dafür,
											körperlich gesunde Schauspieler
											Behinderte spielen zu lassen.
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
											Quando me licenciei,
voltei para casa,
											e o meu primeiro trabalho como atriz
											foi como figurante numa novela diurna.
											O meu sonho estava a realizar-se.
											E sabia que eu seria promovida
											de ""colega"" a ""melhor amiga excêntrica"" 
num instante.
											(Risos)
											Mas, em vez disso, continuei a ser 
uma glorificada peça de mobília
											que apenas se reconhecia pela minha nuca,
											e tornou-se claro para mim
											que os diretores de elenco
											não contratavam atores gordinhos, 
de etnias e deficientes.
											Eles só contratavam pessoas perfeitas.
											Mas havia exceções à regra.
											Eu cresci a ver Whoopi Goldberg,
											Roseanne Barr, Ellen,
											e todas estas mulheres tinham 
uma coisa em comum:
											elas eram comediantes.
											Então, tornei-me comediante.
											(Risos) (Aplausos)
									","
											Dès que j'ai été diplômée,
je suis revenue à la maison,
											et ma première prestation d'actrice
											a été une figuration
dans une série quotidienne.
											Mon rêve devenait réalité.
											J'étais sûre que je serais promue
du rôle de « copine »
											à celui de « meilleure amie timbrée »
en un rien de temps.
											Au lieu de ça, je suis restée
une potiche
											dont on n'aurait pu reconnaître
que la nuque.
											J'ai vite compris
											que les directeurs de casting
											ne recrutaient pas d'actrices
pulpeuses, ethniques et handicapées.
											Ils ne recrutent que les gens parfaits.
											Mais il y avait des exceptions à la règle.
											J'ai grandi en regardant Whoopi Goldberg,
											Roseanne Barr, Ellen,
											et toutes ces femmes 
avaient une chose en commun :
											elles étaient comiques.
											Je suis donc devenue humoriste.
											(Rires) 
(Applaudissements)
									","
											Nach dem Abschluss 
zog ich wieder nach Hause.
											Meine erste Rolle
											war als Statistin in einer Seifenoper.
											Mein Traum wurde wahr.
											Und ich wusste, dass ich bald vom
											""Restaurantgast"" zu ""verrückter 
bester Freundin"" aufsteigen würde.
											Aber stattdessen blieb ich 
ein glorifiziertes Möbelstück,
											das nur am Hinterkopf erkennbar war,
											und mir wurde bewusst,
											dass Casting-Direktoren
											keine locker-flockigen, ethnischen, 
behinderten Schauspieler einstellten.
											Sie stellten nur perfekte Leute ein.
											Aber Ausnahmen bestätigen ja die Regel.
											Ich wuchs mit Whoopi Goldberg,
											Roseanne Barr und Ellen auf,
											und all diese Frauen 
hatten eines gemeinsam:
											Sie waren Komikerinnen.
											Also wurde ich Komikerin.
											(Lachen) (Applaus)
									",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
"
","
","
",I got 99 problems ... palsy is just one,Maysoon Zayid,14:13,"comedy,entertainment,women,humor"
