en,tr,pt,de,title,speaker,duration,tags
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											There is a heart disorder
first recognized about two decades ago
											called ""takotsubo cardiomyopathy,""
or ""the broken heart syndrome,""
											in which the heart acutely weakens
in response to intense stress or grief,
											such as after a romantic breakup
or the death of a loved one.
											As these pictures show,
the grieving heart in the middle
											looks very different
than the normal heart on the left.
											It appears stunned
											and frequently balloons into
the distinctive shape of a takotsubo,
											shown on the right,
											a Japanese pot with a wide base
and a narrow neck.
											We don't know exactly why this happens,
											and the syndrome usually resolves
within a few weeks.
											However, in the acute period,
											it can cause heart failure,
											life-threatening arrhythmias,
											even death.
									","
											İlk olarak yirmi yıl kadar önce
teşhis edilen bir kalp hastalığı var,
											adı ''takotsubo kardiyomiyopati''
veya ''kırık kalp sendromu,''
											öyle ki kalp stres ve üzüntüye
tepki olarak akut bir şekilde zayıflıyor,
											mesela sevgilinizden ayrıldığınızda
veya sevdiğinizi kaybettiğinizde.
											Bu resimlerde görünen,
ortada yas tutan bir kalp var
											ve soldaki normal kalpten
oldukça farklı görünüyor.
											Donmuş gibi dörünüyor
											ve sık sık bir takotsubonun
şekline bürünüyor,
											sağda gördüğünüz gibi,
											alt kısmı geniş, üst kısmı dar
bir Japon kabı.
											Bunun neden olduğunu tam olarak bilmiyoruz
											ve bu sendrom genellikle
birkaç hafta içinde düzeliyor.
											Ancak o akut dönem içinde,
											kalp yetmezliğine neden olabilir,
											hayatı tehdit eden aritmiyaya
											ve hatta ölüme bile.
									","
											Existe um distúrbio cardíaco,
descrito pela primeira vez há 20 anos,
											denominado miocardiopatia de Takotsubo,
ou síndrome de coração partido,
											que causa a falência cardíaca aguda
em resposta a um enorme desgosto,
											como após o fim de uma relação
ou a morte de um ente querido.
											Como podem ver nas imagens,
o coração angustiado ao centro
											tem uma aparência muito distinta
do coração normal à esquerda.
											Parece aturdido
											e vemo-lo a inflar até obter a forma
de um ""takotsubo"",
											a imagem da direita,
											um vaso japonês de base larga
e pescoço estreito.
											Não sabemos ao certo
a razão para isto acontecer,
											e é algo que em semanas
se costuma resolver por si só.
											Porém, na fase aguda,
											pode resultar em insuficiência cardíaca,
											arritmias potencialmente fatais,
											ou até mesmo a morte.
									","
											Vor ungefähr zwei Jahrzehnten wurde
eine Herzinsuffizienz entdeckt,
											die „Takotsubo-Kardiomyopathie“ oder
""Gebrochenes-Herz-Syndrom"" genannt wird,
											wobei das Herz akut schwächer schlägt,
als Folge starker Belastung oder Trauer.
											Typisch wäre nach einer Trennung
oder dem Tod eines Geliebten.
											Wie diese Bilder zeigen,
sieht das trauernde Herz in der Mitte
											anders aus als das normale links.
											Es scheint betäubt
											und bläst sich regelmäßig
zur Form einer Takotsubo auf,
											einer japanischen Tintenfischfalle
mit engem Flaschenhals.
											Wir kennen die Gründe nicht genau
											und das Syndrom löst sich normalerweise
nach wenigen Wochen.
											Dennoch kann in dieser akuten Phase
											der Herzstillstand, eine
lebensbedrohliche Arrhythmie
											oder sogar der Tod eintreten.
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											For example, the husband
of an elderly patient of mine
											had died recently.
											She was sad, of course, but accepting.
											Maybe even a bit relieved.
											It had been a very long illness;
he'd had dementia.
											But a week after the funeral,
she looked at his picture
											and became tearful.
											And then she developed chest pain,
and with it, came shortness of breath,
											distended neck veins, a sweaty brow,
											a noticeable panting
as she was sitting up in a chair —
											all signs of heart failure.
											She was admitted to the hospital,
											where an ultrasound confirmed
what we already suspected:
											her heart had weakened
to less than half its normal capacity
											and had ballooned into
the distinctive shape of a takotsubo.
											But no other tests were amiss,
											no sign of clogged arteries anywhere.
											Two weeks later, her emotional state
had returned to normal
											and so, an ultrasound confirmed,
											had her heart.
									","
											Örneğin yaşça olgun bir hastamın kocası
											geçenlerde vefat etti.
											Hastam üzgündü tabii ama kabullendi de.
											Hatta biraz rahatlamış gibiydi.
											Uzun zamandır çekiyordu,
demans hastasıydı.
											Ancak cenazeden bir hafta sonra
bu resme baktı
											ve gözleri doldu.
											Sonra göğsünde ağrı oldu,
ardından nefes daralması yaşadı,
											boyun damarları şişti, alnı terledi,
											bir sandalyede oturuyordu
ama nefes nefeseydi —
											kalp yetmezliğinin tüm işaretleri.
											Hastaneye yatış yapıldı,
											ultrason şüphelendiğimiz
her şeyi doğruladı:
											kalp, normal kapasitesinin
yarıdan azına zayıflamıştı
											ve bir takotsubonun şekline bürünmüştü.
											Diğer tahlillerde bir sorun yoktu,
											hiçbir yerde tıkalı damar görülmedi.
											İki hafta sonra duygusal durumu
normale döndü
											ve ultrason da doğruladı ki
											kalbi yeniden fonksiyoneldi.
									","
											Por exemplo, o marido
de uma paciente minha já idosa
											faleceu recentemente.
											Ela ficou triste, claro,
mas também conformada.
											Sentiu-se até algo aliviada.
											Ele sofria de uma doença crónica,
tinha demência.
											Contudo, uma semana depois do funeral,
ela olhou para o seu retrato
											e emocionou-se.
											Começou a sentir dor no peito,
e com isso, falta de ar,
											as veias do pescoço tornaram-se salientes,
começou a suar,
											com uma respiração ofegante,
mesmo sentada numa cadeira
											— todos os sinais
de insuficiência cardíaca.
											Deu entrada no hospital,
											e uma ultrassonografia confirmou
as nossas suspeitas:
											o coração dela tinha enfraquecido
para metade da sua capacidade normal
											e tinha adquirido a forma inconfundível
de um ""takotsubo"".
											Os outros testes não revelavam nada,
											não tinha sinais de doença coronária.
											Após duas semanas, o seu estado emocional
tinha voltado ao normal
											e, com a confirmação
de uma ultrassonografia,
											também o seu coração.
									","
											So verstarb der Mann einer
meiner älteren Patientinnen letztens.
											Trotz der Trauer hat sie es akzeptiert,
											vielleicht ein wenig erleichtert.
											Es war eine sehr lange Krankheit,
er hatte Demenz.
											Doch eine Woche nach seiner Bestattung
betrachtete sie sein Foto
											und versank in Trauer.
											Sie bekam Brustschmerzen,
gefolgt von Atemschwierigkeiten,
											geweiteten Nackenvenen,
eine schweißnasse Stirn,
											Kurzatmigkeit, als sie mit allen Zeichen
											eines Herzversagens im Stuhl saß.
											Sie wurde ins Krankenhaus eingeliefert
											und ein Ultraschall
bestätigte die Vermutung:
											Ihr Herz war nur noch halb so groß
											und blies sich wie eine Takotsubo auf.
											Doch alle anderen Tests waren negativ,
											keine verstopften Arterien vorhanden.
											Zwei Wochen später normalisierte sich
ihr emotionaler Zustand
											und erwiesenermaßen ebenfalls ihr Herz.
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											Takotsubo cardiomyopathy has been linked
to many stressful situations,
											including public speaking —
									","
											Takotsubo kardiyomiyopati
pek çok stresli durumla ilişkili,
											topluluk önünde konuşmak dahil.
									","
											A miocardiopatia de Takotsubo
está ligada a situações angustiantes,
											incluindo falar em público...
									","
											Die Takotsubo-Kardiomyopathie wird mit
Stresssituationen in Verbindung gebracht,
											so auch öffentliches Reden —
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Lachen)
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											domestic disputes, gambling losses,
											even a surprise birthday party.
									","
											Aile içi anlaşmazlıklar, kumar kayıpları
											hatta sürpriz doğum günü.
									","
											...casos de violência doméstica,
dívidas de jogo,
											e até festas surpresa.
									","
											häuslichem Streit, Spielverluste
											oder einer Überraschungsfeier.
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Lachen)
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											It's even been associated
with widespread social upheaval,
											such as after a natural disaster.
											For example, in 2004,
											a massive earthquake devastated a district
on the largest island in Japan.
											More than 60 people were killed,
and thousands were injured.
											On the heels of this catastrophe,
											researchers found that the incidents
of takotsubo cardiomyopathy
											increased twenty-four-fold in the district
one month after the earthquake,
											compared to a similar
period the year before.
											The residences of these cases
											closely correlated with
the intensity of the tremor.
											In almost every case,
patients lived near the epicenter.
									","
											Geniş çaplı toplu kargaşa bile
bu konuya dahil,
											bir doğal afet sonrası gibi.
											Örneğin 2004'te
											devasa bir deprem, Japonya'nın
en büyük adasında bir bölgeyi mahvetti.
											En az 60 kişi hayatını kaybetti
ve binlerce yaralı vardı.
											Bu korkunç olayın yaşandığı sırada
											araştırmacılar, takotsubo
kardiyomiyopati vakalarının
											deprem sonrasında o bölgede
24 kat arttığını gözlemledi,
											kıyaslanan benzer dönem
sadece bir yıl öncesiydi.
											Bu vakaların sakinleri
											sarsıntının şiddetiyle
yakından ilişkilendirildiler.
											Vakaların neredeyse tümünde
hastalar depremin merkezinde yaşıyordu.
									","
											Está também associado
a transtornos sociais generalizados,
											como após um desastre natural.
											Por exemplo, em 2004,
											um enorme sismo devastou
um distrito da maior ilha do Japão.
											Faleceram mais de 60 pessoas
e milhares ficaram feridas.
											No seguimento desta catástrofe,
											descobriu-se que os casos
de miocardiopatia de takotsubo
											atingiram, um mês após o sismo,
um número vinte e quatro vezes superior
											em comparação com um período similar
no ano anterior.
											Os locais de residência destes casos
											estavam estreitamente ligados
à intensidade do sismo.
											Em quase todos os casos,
os doentes estavam próximos do epicentro.
									","
											Auch soziale Aufruhr oder
eine Naturkatastrophe sind denkbar.
											2004 beispielsweise
											zerstörte ein Erdbeben einen Bezirk
auf Japans größter Insel.
											Mehr als 60 Menschen starben
und Tausende wurden verletzt.
											Ein Monat nach dieser Katastrophe
											nahmen die Fälle von Takotsubo-
Kardiomyopathie dort zwanzigfach
											im Vergleich zum Vorjahr zu.
											Diese Fälle zeigen eine Abhängigkeit
zur Intensität des Bebens.
											In fast jedem lebten die Patienten
nahe dem Epizentrum.
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
											Interestingly, takotsubo cardiomyopathy
has been seen after a happy event, too,
											but the heart appears
to react differently,
											ballooning in the midportion,
for example, and not at the apex.
											Why different emotional precipitants
would result in different cardiac changes
											remains a mystery.
											But today, perhaps as an ode
to our ancient philosophers,
											we can say that even if emotions
are not contained inside our hearts,
											the emotional heart overlaps
											its biological counterpart,
											in surprising and mysterious ways.
									","
											İlginç olan, takotsubo kardiyomiyopatinin
mutlu bir olay sonrasında da görülmesi,
											ancak kalp, farklı bir şekilde görünüyor;
											üst kısımda değil
orta kısımda şişme gözlemleniyor.
											Farklı duygusal durumların
nasıl farklı kalp değişikliğine yol açtığı
											şu an için gizemini korumakta.
											Ancak bugün, belki de
eski filozoflarımıza bir övgü olarak
											şunu söyleyebiliriz ki eğer duygular
kalplerimizde saklı değilse bile
											duygusal kalp
											biyolojik kalbin önüne geçiyor,
											hem de şaşırtıcı ve gizemli şekillerde.
									","
											Curiosamente, esta miocardiopatia
também se manifesta após eventos felizes,
											mas o coração reage de forma distinta,
											dilatando na porção medial,
por exemplo, e não tanto no ápex.
											A razão para diferentes agentes emocionais
originarem distintas alterações cardíacas
											permanece um mistério.
											Contudo, hoje, talvez como ode
aos filósofos da Antiguidade,
											podemos afirmar que, ainda que as emoções
não se alojem no nosso coração,
											o coração emocional sobrepõe-se
											ao seu homólogo biológico,
											de várias surpreendentes
e misteriosas formas.
									","
											Interessanterweise entsteht die Krankheit
auch durch glückliche Begebenheiten,
											doch das Herz reagiert anders.
											Es bläst sich im Mittelteil auf
und nicht an der Spitze.
											Weshalb verschiedene emotionale Auslöser
das Herz unterschiedlich formen
											bleibt ein Mysterium.
											Doch als Zugeständnis an
antike Philosophen können wir sagen,
											dass die Emotionen zwar nicht
aus dem Herz stammen,
											aber das emotionale das biologischen Herz
auf unvermutete Weise überschneidet.
									",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
"
","
","
","
",How your emotions change the shape of your heart,Sandeep Jauhar,16:02,"heart health,biology,human body,emotions,humanity,medical research"
