es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Debe haber alguna relación causa-efecto aquí.
											Hay algunos equipos científicos
											de las universidades de Harvard y Utah
											que se exprimen el cerebro tratando de entender
											lo que los tarahumara han sabido siempre.
											Intentan resolver los mismos misterios.
											De nuevo, un misterio dentro de otro misterio.
											Quizá la clave para entender a Derartu Tulu y a los tarahumara
											se encuentra en estos otros tres misterios...
											Bueno, si tenéis la respuesta subid aquí arriba y hablad,
											porque nadie más en el mundo la tiene.
											Así que si la tenéis, sois los más listos del planeta.
											Primer misterio: hace dos millones de años,
											el tamaño del cerebro humano creció desproporcionadamente.
											Los australopitecus tenían un cerebrito,
											de pronto aparecen los humanos (el homo erectus)
											con un cerebrón.
											Para mantener un cerebro de ese tamaño,
											se necesita una fuente de energía calórica concentrada.
											En otras palabras: comíamos animales muertos.
											No es una hipótesis, es un hecho.
											El único problema es
											que las primeras armas afiladas aparecieron hace 200 000 años.
									","
											Tem de haver qualquer causa e efeito.
											Há equipas de cientistas em Harvard
e na Universidade do Utah
											que estão a dar voltas à cabeça
a tentar descobrir
											o que os Tarahumara sabem desde sempre.
											Estão a tentar resolver
estes mesmos tipos de mistérios.
											Mais uma vez, um mistério
envolto noutro mistério,
											talvez a chave para Derartu Tulu
e para os Tarahumara
											ande à volta de três outros mistérios.
											Se alguém tem a resposta,
suba e pegue no microfone,
											porque mais ninguém sabe a resposta.
											Se o souber, é mais inteligente
que qualquer pessoa no planeta.
											O mistério número um é:
											Há dois milhões de anos o cérebro humano
aumentou imenso de tamanho.
											O Australopiteco tinha
um cérebro de ervilha.
											De repente aparecem os humanos
— o Homo erectus —
											com uma grande cabeça de melão.
											Para um cérebro desse tamanho,
											é necessário ter uma fonte
de energia calórica condensada.
											Por outras palavras, os primeiros homens
andam a comer animais mortos,
											não há discussão, é um facto.
											O problema é que
as primeiras armas afiadas
											só apareceram há uns 200 000 anos.
									","
											Burada bir tür neden - sonuç ilişkisi olmalı.
											Bilim insanlarından oluşan takımlar,
											Harvard ve Utah üniversitelerinde
											beyinlerini sonuna kadar zorlayarak
											Tarahumaraların her zaman bilegeldiği şeyi anlamaya çalışıyorlar.
											Aynı tür gizemleri çözmeye çalışıyorlar.
											Ve bir kez daha, gizem gizem içinde.
											Belki de Derartu Tulu ve Tarahumaralar da
											üç başka gizem içine sarmalanmış, ve böyle sürüp gidiyor:
											Üç şey — eğer yanıtlarını biliyorsanız, gelin ve mikrofonu alın.
											Çünkü başka hiç kimse bilmiyor.
											Eğer siz biliyorsanız, dünyadaki herkesten daha akıllısınız.
											Birinci gizem şu:
											İki milyon yıl önce, insan beyni boyut olarak bir patlama yaşadı.
											Australopithecus'un bezelye boyutlarında minik bir beyni vardı.
											Birden insanlar sahneye çıktı — Homo erectus —
											büyük, eski koca kafa.
											O büyüklükte bir beyne sahip olmak için,
											yoğunlaştırılmış bir enerji kaynağına ihtiyacınız vardır.
											Diğer bir deyişle, ilk insanlar ölü hayvanları yiyiyordu.
											Tartışma yok, bu bir gerçek.
											Tek sorun şu ki,
											ilk keskin silahlar ancak 200,000 yıl kadar önce ortaya çıktı.
									","
											Es muss hier eine Ursache und eine Wirkung geben.
											Nun, es gibt Teams von Wissenschaftlern
											von Harvard und der Universität von Utah
											die sich ihre Gehirne verrenken um herauszufinden,
											was die Tarahumara schon immer wussten.
											Sie versuchen, dieselbe Art von Geheimnis zu lüften.
											Und wieder, es ist ein Mysterium versteckt in einem anderen Mysterium —
											der Schlüssel zu Derartu Tulu und den Tarahumara
											liegt versteckt in drei anderen Mysterien, ungefähr so:
											Drei Fragen — wenn ihr die Antwort wisst, kommt und nehmt euch das Mikrofon,
											denn sonst kennt niemand die Antwort.
											Und wenn ihr es wisst, dann seid ihr schlauer als sonst irgendjemand auf dem Planeten Erde.
											Mysterium Nummer Eins:
											Vor zwei Millionen Jahren ist die Größe des menschliche Gehirns explosionsartig gewachsen.
											Australopithecus hatte ein winzig kleines Erbsengehirn.
											Plötzlich tauchen Menschen auf — Homo Erectus —
											mit großen Melonenköpfen.
											Um ein Gehirn von solcher Größe zu versorgen,
											braucht man eine Kalorienquelle mit hoher Energiedichte.
											In anderen Worten, frühe Menschen haben tote Tiere gegessen —
											das ist keine Meinung, sondern ein Fakt.
											Das einzige Problem ist,
											das die ersten spitzen Waffen erst etwa 200.000 Jahre später aufgetaucht sind.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											De alguna forma estuvimos matando animales
											durante dos millones de años sin armas.
											Pero no usábamos la fuerza
											porque éramos las mariquitas de la jungla.
											Cualquier otro animal es más fuerte que nosotros.
											Tienen colmillos, garras, son ágiles, son veloces.
											Creemos que Usain Bolt es rápido, cuando cualquier ardilla le ganaría.
											No somos rápidos.
											El próximo evento olímpico podría consistir en atrapar una ardilla.
											Quien la atrape, consigue la medalla de oro.
											Así que sin armas ni velocidad ni fuerza ni colmillos ni garras,
											¿cómo los matábamos? Ese es el misterio número uno.
									","
											Então, durante cerca
de dois milhões de anos,
											andamos a matar animais
sem quaisquer armas.
											Não usamos a nossa força
											porque somos os maiores maricas da selva.
											Qualquer outro animal
é mais forte do que nós.
											Têm presas, têm garras,
têm agilidade, têm velocidade.
											Pensamos que Usain Bolt é rápido.
Usain Bolt leva uma tareia de um esquilo.
											Não éramos rápidos.
											Isso é que seria uma proeza olímpica:
soltar um esquilo.
											Quem apanhar o esquilo,
recebe uma medalha de ouro.
											Não temos armas, nem velocidade,
nem força, nem presas, nem garras.
											Como é que matávamos os animais?
Mistério número um.
									","
											Yani bir şekilde, neredeyse iki milyon yıl boyunca
											hayvanları herhangi bir silah kullanmadan öldürdük.
											Kullandığımız şey kuvvetimiz de değildi
											çünkü biz ormandaki en büyük süt çocuklarıydık.
											Tüm diğer hayvanlar bizden daha güçlüdür.
											Sivri dişleri, pençeleri vardır. Çevik ve hızlıdırlar.
											Biz Usain Bolt'un hızlı olduğunu sanırız. Bir sincap bile Usain Bolt'a dersini verebilir.
											Hızlı değiliz.
											Şu Olimpik bir oyun olabilirdi: Bir sincabı salıverin,
											kim yakalarsa altın madalya alsın.
											Yani silah yok, hız yok, kuvvet yok, sivri diş yok, pençe yok.
											Bu hayvanları nasıl öldürüyorduk? Birinci gizem.
									","
											In einem Zeitraum von fast zwei Millionen Jahren
											haben wir also Tiere getötet, ohne Waffen zu benutzen.
											Wir haben nicht unsere körperliche Stärke eingesetzt,
											weil wir die größten Memmen im Dschungel sind.
											Jedes andere Tier ist uns an Kraft überlegen.
											Sie haben Reißzähne, Klauen, Gewandtheit und Schnelligkeit.
											Wir glauben, Usain Bolt sei schnell. Ein Eichhörnchen würde Usain Bolt in Grund und Boden laufen.
											Wir sind nicht schnell.
											Das wäre einmal ein olympischer Wetkampf: Lasst ein Eichhörnchen frei.
											Wer das Eichhörnchen fängt, gewinnt die Goldmedaille.
											Also: Keine Waffen, keine Schnelligkeit, keine Reißzähne, keine Klauen.
											Wie haben wie diese Tiere getötet? Mysterium Nummer Eins.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Misterio número dos:
											las mujeres llevan ya unos años en los Juegos Olímpicos,
											pero algo sorprendente es que todas las velocistas
											son horribles, son malísimas.
											No hay ninguna mujer rápida en el mundo
											ni nunca la ha habido.
											La mujer más rápida hizo una milla en 4,15 seg. [2,59 seg/Km]
											En una secundaria, podría elegir un chico al azar
											y tardaría menos de 4,15.
											Por alguna razón las chicas sois muy lentas.
											(Risas)
											Pero si hablamos, como antes, del maratón...
											Solo habéis podido correrlo los últimos 20 años,
											porque antes de los 80
											la medicina decía que si una mujer corría 40 km,
											¿saben lo que les ocurriría si intentaran correr 40 km?
											¿Por qué se les prohibía correr los maratones antes de los 80?
											(Un asistente: se les desgarraría el útero). Sí, se les desgarraría el útero.
											Sí, vuestros órganos reproductivos se desgarrarían.
											El útero se desprendería y se saldría literalmente de vuestro cuerpo.
											Yo he estado en muchos maratones
											y todavía no he visto ninguno.
											(Risas)
											Solo hace 20 años que participáis en los maratones y en
											ese periodo de aprendizaje tan corto
											habéis ido desde los órganos desgarrados
											hasta el hecho de estar a solo 10 minutos
											del récord masculino.
									","
											Mistério número dois:
											As mulheres estão nas Olimpíadas
já há algum tempo,
											mas há uma coisa notável
em todas as velocistas.
											não prestam, são todas péssimas.
											Não há uma mulher rápida no planeta
e nunca houve.
											O tempo mais rápido de uma mulher
nos 1500m foi de 4,15.
											Se atirar uma pedra ao ar
consigo acertar num rapazito
											que corre em menos de 4,15.
											Por alguma razão vocês são mesmo lentas.
											(Risos)
											Mas ao chegar à maratona
de que estávamos a falar
											— só vos deixaram correr a maratona
desde há 20 anos.
											porque, antes dos anos 80,
											a ciência médica dizia que,
se uma mulher tentasse correr 42 km...
											Alguém sabe o que aconteceria,
se tentassem correr 42 km?
											Porque é que foram banidas da maratona
antes dos anos 80?
											O útero dela ficaria despedaçado.
											Ficaria com os órgãos
reprodutivos despedaçados.
											O útero cairia, literalmente.
cairia para fora do corpo.
											Eu já fui a muitas maratonas,
											e ainda estou para ver isso.
											(Risos)
											Passaram-se 20 anos desde que se permitiu
que as mulheres corressem a maratona.
											Nessa curva de aprendizagem muito curta,
											vocês passaram dos órgãos despedaçados
											para estarem apenas a 10 minutos
do recorde mundial masculino.
									","
											İkinci gizem:
											Kadınlar uzun süredir Olimpiyatlara katılıyorlar.
											Ama tüm kadın kısa mesafe koşucularının dikkat çekici özelliği,
											hepsi kötüdür, berbattırlar.
											Bu gezegene hızlı bir kadın yoktur
											ve asla da olmamıştır.
											1 mili (1.6 km) en kısa sürede koşan kadın, 4.15'te koştu.
											Şuradan hangi liseli genci çevirsem
											4.15'ten daha iyi koşar.
											Bir nedenle, gerçekten yavaşsınız!
											(Gülüşmeler)
											Ama az önce bahsettiğimiz maratona geldiğinizde —
											maraton koşmanıza sadece 20 yıldır izin veriliyor.
											Çünkü 1980'lerden önce
											tıp bilimi derdi ki, eğer bir kadın 26 mil (42 km) koşmayı denerse —
											26 mil koşmayı denerseniz ne olacaktı, bilen var mı?
											1980'lerden önce maraton koşmanızın neden yasak olduğunu?
											(Bir dinleyici: Rahmi yırtılırdı.) Rahmi yırtılırdı.
											Evet. Üreme organlarınız yırtılırdı.
											Rahmi vücudundan düşecekti, kelimenin tam anlamıyla.
											Çok sayıda maratonda bulundum,
											ama henüz düşeni görmedim.
											(Gülüşmeler)
											Sonuçta, sadece 20 yıldır kadınların maraton koşmasına izin veriliyor.
											Bu çok kısa öğrenme eğrisinde,
											sizler yırtılan organlardan kalkıp,
											10 dakika yakınına kadar geldiniz
											erkek dünya rekorunun.
									","
											Mysterium Nummer Zwei:
											Frauen sind jetzt schon seit geraumer Zeit bei den Olympischen Spielen dabei,
											aber eins ist bemerkenswert an den weiblichen Kurzstreckenläuferinnen:
											sie sind alle wirklich mies, grottenschlecht.
											Es gibt keine schnelle Frau auf dem Planeten
											und es hat noch nie eine gegeben.
											Die schnellste Frau, die je eine Meile gelaufen ist, tat dies in 4:15.
											Ich könnte per Steinwurf einen Oberstufenschüler auswählen,
											der die Strecke schneller laufen kann als 4:15.
											Aus irgendeinem Grund seid ihr Frauen einfach wirklich langsam.
											(Gelächter)
											Aber wenn wir zum Marathon kommen, über den wir gerade geredet haben —
											ihr Frauen dürft seit 20 Jahren Marathons laufen.
											Denn vor den 1980ern
											sagte die medizinische Forschung, dass wenn eine Frau 42 Kilometer liefe —
											weiss hier irgendjemand, was dann geschähe, wenn ihr 42 Kilometer laufen würdet,
											warum ihr von den Marathons vor den 1980ern ausgeschlossen wart?
											(Aus dem Publikum: ""Ihre Gebärmutter würde reißen."") Ihre Gebärmutter würde reißen.
											Ja. Es würde eure Fruchtbarkeitsorgane zerreißen.
											Die Gebärmutter würde herausfallen, buchstäblich aus dem Körper fallen.
											Ich war bei vielen Marathons,
											aber das habe ich bisher immer noch nicht gesehen.
											(Gelächter)
											Frauen ist es also erst seit 20 jahren erlaubt, Marathons zu laufen.
											In dieser kurzen Lernperiode
											habt ihr Frauen euch entwickelt, von Organverletzungen
											bis zu der Situation, gerade noch 10 Minuten
											hinter dem Weltrekord der Männer zu liegen.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Si vamos más allá de los 40 km,
											distancias que según la medicina eran mortales para los humanos
											(recuerden que Filípides murió después de correr 40 km),
											los maratones de 80 km o 160 km
											son pruebas totalmente diferentes.
											Si ponemos a una corredora como Ann Trason, Nikki Kimball o Jenn Shelton
											en una carrera de 80 km o 160 km contra cualquier otra persona en el mundo,
											el ganador será impredecible.
											Les pondré un ejemplo.
											Hace un par de años, Emily Baer se apuntó a una carrera
											llamada Hardrock 100 [160 km],
											cuyo nombre nos dice todo lo que hace falta saber.
											Para terminar esta carrera tienes 48 horas.
											De 500 corredores, Emily Baer
											llegó en octavo lugar, entre los 10 primeros,
											aun habiendo parado en los puestos de abastecimiento
											para amamantar a su bebé.
											Aun así, venció a 492 personas.
											Último misterio: ¿por qué las mujeres se hacen más fuertes
											a medida que las distancias crecen?
									","
											A seguir foram mais longe que os 42 km,
											até à distância que a ciência médica
dizia ser fatal para os humanos
											— Fidípides morreu ao correr 42 km —
											temos os 80 e os 150 km.
											De repente, mudam as regras do jogo.
											Pegamos numa atleta como Ann Trason,
Nikki Kimball ou Jenn Shelton.
											Elas correm 80 ou 150 km
contra qualquer pessoa no mundo
											e atiramos uma moeda ao ar
para ver quem ganha.
											Dou-vos um exemplo.
											Há uns dois anos,
Emily Baer inscreveu-se
											na corrida Hardrock 100 [milhas]
											que vos diz o que precisam de saber
sobre a corrida.
											Dão-vos 48 horas para acabar esta corrida.
											Entre 500 atletas,
											Emily Baer termina em oitavo lugar,
no top 10.
											Apesar de parar
em todas os postos de apoio,
											para amamentar o bebé durante a corrida,
											venceu 492 pessoas.
											O último mistério: Porque é que
as mulheres ficam mais fortes
											à medida que as distâncias aumentam?
									","
											Sonra 26 milin ötesine geçersek,
											tıp biliminin insanlar için ölümcül olduğunu söylediği mesafelere —
											hatırlayın, Pheidippides 26 mil koştuğunda öldü —
											50 ve 100 mile (80-160 km) geldiğinizde,
											birden oyun değişir.
											Ann Trason, Nikki Kimball ya da Jenn Shelton gibi bir koşucuyu alıp,
											50 ya da 100 millik bir mesafede yarıştırıp, rakip dünyada kim olursa olsun
											kimin kazanacağına dair bahse girebilirsiniz.
											Size bir örnek vereceğim.
											Birkaç yıl önce, Emily Baer
											Hardrock 100 adlı bir yarışa katıldı. (100 mil=160 km)
											Yarışın adı herşeyi açıklıyor.
											Bu yarışı bitirmeniz için size 48 saat veriyorlar.
											Emily Baer, 500 koşucu içinde yarışı
											ilk 10 içinde, sekizinci olarak bitirdi.
											Hem de her bir yardım noktasında durup
											bebeğini emzirdiği hâlde — yarış sırasında.
											Ve buna rağmen, 492 kişiyi geçti.
											Son gizem: Nasıl oluyor da kadınlar
											mesafe arttıkça güçleniyor?
									","
											Wenn man dann jenseits der 42 Kilometer schaut,
											auf die Distanzen, die wie die medizinische Forschung heraus gefunden hat, tödlich für Menschen wäre —
											Pheidippides starb, als er 42 Kilometer lief, erinnert euch —
											auf 150, 250 Kilometer
											dann ist es plötzlich etwas völlig anderes.
											Nehmt eine Läufern wie Ann Trason, oder Nikki Kimball, oder Jenn Shelton,
											lasst sie in einem Rennen auf 150 oder 250 Kilometer gegen irgendjemanden auf der Welt laufen,
											und es wird eine Entscheidung auf Messers Schneide sein.
											Ich gebe euch ein Beispiel.
											Vor einigen Jahren hat sich Emily Baer zu einem Rennen angemeldet,
											das sich Hardrock 100 nennt,
											was euch schon alles über dieses Rennen sagt, was ihr wissen müsst.
											Man hat 48 Stunden Zeit, ins Ziel zu kommen.
											Nun, Emily Baer — eine von 500 Läuferinnen und Läufern —
											sie endet auf dem achten Platz, unter den besten 10,
											obwohl sie an allen Erste-Hilfe-Stationen Halt gemacht hat,
											um während des Rennens ihr Baby zu stillen —
											und denoch 492 Läufer zu besiegen.
											Das zweite Mysterium also: Warum ist es so, dass Frauen wettbewerbsfähiger werden
											auf den größeren Distanzen?
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Misterio número tres:
											en la Universidad de Utah empezaron a estudiar los tiempos
											de algunos maratonianos.
											Lo que descubrieron fue
											que si empiezas a correr maratones a los 19
											te irás haciendo más rápido año tras año
											hasta alcanzar a los 27 tu marca máxima.
											Después de eso, sucumbes
											a los rigores de la edad
											y te vas haciendo más lento
											hasta que vuelves a tener la misma marca que tenías a los 19.
											Así que son 7 u 8 años para alcanzar tu récord
											y después vas haciéndote más lento
											hasta que llegas a donde empezaste.
											Podríamos pensar que nos llevaría otros 8 años volver a la misma marca,
											o quizá 10, pero no: nos lleva 45 años.
											Los hombres y mujeres de 60 años
											corren tan rápido como cuando tenían 19.
											Les desafío a que encuentren cualquier otra actividad física
											(por favor, el golf no vale, algo que sea difícil de verdad)
											en la que los ancianos lo hagan
											igual de bien que los adolescentes.
									","
											O terceiro mistério é este:
											Na Universidade de Utah,
começaram a registar os tempos
											das pessoas que correm a maratona.
											Descobriram que, quem começa a correr
a maratona aos 19 anos,
											fica progressivamente mais rápido,
ano após ano,
											até atingir o auge aos 27 anos.
											Depois disso, sucumbe-se
aos rigores do tempo.
											Fica-se cada vez mais lento,
											até voltar a correr à mesma velocidade
que aos 19 anos.
											Portanto, cerca de sete, oito anos
para atingir o auge,
											e depois gradualmente vai-se caindo,
até voltar ao ponto de partida.
											Seria de esperar que demorasse oito anos
para voltar à mesma velocidade,
											talvez 10 anos — não, são 45 anos.
											Homens e mulheres de 60 anos
											estão a correr tão depressa
como aos 19 anos.
											Desafio-vos a mostrarem-me
outra atividade física
											— por favor não digam golfe —
uma coisa realmente difícil,
											em que os idosos têm um desempenho
											tão bom como quando eram adolescentes.
									","
											Üçüncü gizem şu:
											Utah Üniversitesi'nde, maraton koşanların
											bitiriş zamanlarını izlemeye başladılar.
											Buldular ki,
											eğer maraton koşmaya 19 yaşında başlarsanız,
											her yıl gittikçe hızlanırsınız,
											27 yaşınızda zirvenize ulaşıncaya kadar.
											Bundan sonra,
											zamanla geri düşer
											ve yavaşlamaya başlarsınız,
											19 yaşınızda koştuğunuz hıza geri gelene kadar.
											Yani yaklaşık 7-8 yılda zirvenize ulaşır,
											sonra yavaşça zirveden iner,
											başladığınız noktaya dönersiniz.
											Bu hıza dönmenizin de yine 8 yıl süreceğini düşünebilirsiniz,
											ya da 10 yıl — hayır, cevap 45 yıldır.
											64 yaşında erkekler ve kadınlar
											19 yaşlarında koştukları kadar hızlı koşarlar.
											Başka hangi fiziksel etkinlikte
											— lütfen golf demeyin, zor birşey olsun —
											ileri yaştaki yaşlılar
											delikanlı performansı sergiler?
									","
											Das dritte Mysterium:
											Die Universität von Utah hat Gesamtzeiten von Marathon-Läufen
											gemessen und ausgewertet.
											Sie haben heraus gefunden,
											dass ihr, wenn ihr als 19jährige mit dem Marathon-Laufen beginnt,
											stetig zunehmend schneller werdet, Jahr für Jahr,
											bis ihr mit 27 den Höhepunkt erreicht.
											Danach könnt ihr dem Zahn der Zeit
											nicht länger widerstehen.
											Und ihr werdet langsamer und langsamer
											bis ihr schließlich wieder bei der Geschwindigkeit anlangt, mit der ihr als 19jährige gelaufen seid.
											Etwa sieben, acht Jahre also, um euren Höhepunkt zu erreichen,
											um dann allmählich wieder zurückzufallen
											bis ihr zum Anfangspunkt zurückkehrt.
											Man könnte glauben, es dauerte acht Jahre, um wieder auf dieselbe Geschwindigkeit zurückzufallen,
											vielleicht 10 Jahre — nein, es sind 45 Jahre.
											60jährige Männer und Frauen
											laufen so schnell, wie sie mit 19 gelaufen sind.
											Ich fordere euch jetzt auf, nennt mir eine beliebige andere physische Aktivität —
											und sagt jetzt bitte nicht Golf — etwas, das tatsächlich anstrengend ist —
											in der ältere Menschen ebenso gut abschneiden
											wie sie es als Jugendliche getan haben.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
											Así que existen estos tres misterios.
											¿Existirá una pieza en el rompecabezas
											que los conecte a los tres?
											Deben ser muy precavidos cuando alguien
											les dé una respuesta global para algún misterio de la prehistoria,
											porque sobre la prehistoria
											cualquiera puede decir cualquier cosa y salirse con la suya.
											Pero les propongo algo:
											si ponemos una pieza en el medio de este rompecabezas
											todo empieza a cobrar sentido.
											Si se preguntan por qué los tarahumara no luchan
											o no mueren de enfermedades cardíacas,
											por qué una etíope llamada Derartu Tulu
											puede ser a la vez la más compasiva y la más competitiva,
											y por qué éramos capaces
											de encontrar comida sin armas,
											quizá es porque los humanos,
											aunque nos guste pensar que somos los dueños del Universo,
											evolucionamos como simplemente
											una manada de perros de caza.
									","
											Assim, temos estes três mistérios.
											Há alguma peça do ""puzzle""
que possa ligar todas estas coisas?
											É preciso muito cuidado,
sempre que olhamos para a pré-história
											e tentamos dar uma resposta global,
											porque, tratando-se de pré-história,
podemos dizer o que quisermos,
											sem quaisquer consequências.
											Mas pensem nisto:
											Se pusermos uma peça
no meio deste ""puzzle"",
											começa tudo a formar uma imagem coerente.
											Se perguntarmos porque é
que os Tarahumara não lutam
											e não morrem de doenças cardíacas,
											porque é que uma pobre mulher etíope
chamada Derartu Tulu
											pode ser a mais compassiva
e, no entanto, a mais competitiva,
											e porque é que conseguimos
arranjar comida sem armas,
											talvez seja apenas
porque os seres humanos,
											por muito que gostemos de pensar
em nós mesmos como senhores do universo,
											evoluíram como uma matilha
de cães de caça.
									","
											İşte size üç gizem.
											Bu bulmacada öyle bir parça olabilir mi ki,
											tüm bunları açıklasın?
											Ne zaman biri tarih öncesine bakarak
											size küresel bir yanıt vermeyi denerse gerçekten dikkatli olmalısınız.
											Çünkü, ne de olsa tarih öncesi olduğundan,
											canınız ne isterse söyleyip sıvışabilirsiniz.
											Ama ben size şunu sunacağım:
											Bu bulmacanın tam ortasına öyle bir parça koyabilirsiniz ki,
											birdenbire tutarlı bir resim oluşmaya başlar.
											Eğer merak ediyorsanız, Tarahumaralar neden savaşmıyor
											ve kalp hastalığından ölmüyor,
											neden Derartu Tulu adlı fakir bir Etiyopyalı kadın
											aynı anda hem en şefkatli, hem de en yarışçı kişi olabiliyor,
											ve nasıl bir şekilde
											silahlarımız olmadan yiyecek bulabiliyoruz?
											Belki bunların nedeni,
											biz her ne kadar kendimizi evrenin hâkimleri saysak da,
											aslında sadece
											bir av köpeği sürüsü olmak üzere evrimleşmiş olmamızdır.
									","
											Wir haben also diese drei Mysterien.
											Gibt es in diesem Puzzle ein Teilchen,
											das all diese Dinge verbindet?
											Man muss hier immer etwas vorsichtig sein,
											jemand schaut in die Vorzeit und bietet eine Art allumfassender Antwort,
											weil man mit solchen Argumenten
											fast beliebige Aussagen treffen kann und damit davon kommt.
											Aber ich schlage euch dies hier vor:
											Wenn man ein bestimmtes Teilchen in die Mitte dieses Puzzles einfügt,
											ergibt sich plötzlich ein stimmiges Bild.
											Wenn ihr euch fragt, warum die Tarahumara nicht kämpfen
											und nicht an Herzversagen sterben,
											warum die arme äthiopische Frau names Derartu Tulu
											gleichzeitig die Mitfühlendste und die Wetteifernste sein kann
											und warum wir irgendwie in der Lage waren
											ohne Waffen Nahrung zu finden,
											dann ist es vielleicht weil wir Menschen
											so gern wir uns selbst als die Herren des Universums betrachten,
											uns im Grunde aus nicht mehr heraus entwickelt haben
											als einer Meute Jagdhunde.
									",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
"
","
","
","
",Are we born to run?,Christopher McDougall,15:52,"TEDx,entertainment,health,journalism,science,sports"
