en,fr,es,de,tr,title,speaker,duration,tags
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											And if you're lucky enough
to make it 16 or 17 years,
											if you're like most people,
you probably wake up in the morning
											realizing that you forgot to make
a reservation at your favorite restaurant
											and you forgot so much as a card,
											and then you just hope and pray
that your partner also forgot.
									","
											Si vous avez la chance
d'aller jusqu'à 16 ou 17 ans,
											comme la majorité des gens,
vous vous réveillez le matin
											en réalisant que vous avez oublié
de réserver dans votre restaurant préféré
											ou même de faire une carte
											et vous espérez et priez
que votre partenaire ait aussi oublié.
									","
											Y si tienen la suerte de 
que ya son 16 o 17 años,
											si son como la mayoría de la gente, es 
probable que se despierten por la mañana
											comprobando que se han olvidado de hacer 
una reserva en su restaurante favorito
											y también se olvidaron de una tarjeta,
											y simplemente esperan y rezan para 
que su pareja también se haya olvidado.
									","
											Und wenn man das Glück hat,
es auf 16 oder 17 Jahre zu bringen,
											wachen Sie vielleicht morgens auf,
wenn Sie wie die meisten Leute sind,
											und merken, dass sie vergessen haben,
im Lieblingsrestaurant zu reservieren
											und haben nicht mal eine Karte.
											Dann hoffen und beten Sie,
dass ihr Partner es auch vergessen hat.
									","
											16 veya 17 yıl devam edebilecek
kadar şanslıysanız,
											çoğu insan gibiyseniz
muhtemelen sabah uyanacaksınız
											ve gözde restoranda rezervasyon
yaptırmayı unuttuğunuzu fark edeceksiniz
											ve bir kart almayı unutacaksınız
											ve sonra partnerinizin de
unuttuğunu ümit edip dua edeceksiniz.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											Well, religious ritual and rites
											were essentially designed
to serve the function of the anniversary,
											to be a container in which
we would hold on to the remnants
											of that sacred, revelatory encounter
											that birthed the religion
in the first place.
											The problem is that after a few centuries,
											the date remains on the calendar,
											but the love affair is long dead.
											That's when we find ourselves
in endless, mindless repetitions
											of words that don't mean anything to us,
											rising and being seated
because someone has asked us to,
											holding onto jealously guarded doctrine
											that's completely and wildly out of step
with our contemporary reality,
											engaging in perfunctory practice
											simply because that's the way
things have always been done.
									","
											Les rituels et rites religieux
											ont surtout été conçus
pour servir d'anniversaire,
											être un contenant préservant les vestiges
											de cette rencontre sacrée, révélatrice
											qui a donné naissance à la religion.
											Le problème est qu'après quelques siècles,
											la date demeure sur le calendrier
											mais la relation amoureuse
a dépéri depuis longtemps.
											Nous nous trouvons alors
à répéter sans cesse, sans réfléchir,
											des mots qui ne veulent
rien dire pour nous,
											on se lève et on s'assied
car quelqu'un nous l'a demandé,
											nous accrochant à une doctrine
jalousement gardée
											qui est complètement et radicalement
en décalage avec notre réalité moderne,
											nous engageant
dans des pratiques superficielles
											simplement parce que cela
a toujours été fait ainsi.
									","
											Pues bien, el ritual religioso y los ritos
											se crearon fundamentalmente para 
servir a la función del aniversario,
											para ser un recipiente en el que 
nos gustaría aferrarnos a los restos
											de ese encuentro sagrado, revelador
											que dieron nacimiento 
a la religión en su principio.
											El problema es que tras un par de siglos,
											la fecha permanece en el calendario,
											pero la historia de amor 
hace mucho tiempo que murió.
											Entonces es cuando nos encontramos 
en repeticiones sin fin, sin sentido
											de palabras que no significan 
nada para nosotros,
											aumentando y asentándose 
porque alguien nos ha pedido
											que nos aferremos a la doctrina 
celosamente guardada.
											Eso está completamente en contradicción 
con nuestra realidad contemporánea,
											alentado en la práctica rutinaria
											simplemente porque esa es la forma 
en que las cosas se han hecho siempre.
									","
											Religiöse Rituale und Zeremonien
											sollten im Wesentlichen
dem Gedenktag dienen,
											als Behältnis, in dem wir an den Relikten
											der heiligen, offenbarenden
Begegnung festhalten,
											die unsere Religion ins Leben gerufen hat.
											Das Problem ist,
dass nach einigen Jahrhunderten
											der Termin im Kalender bleibt,
											aber die Liebesbeziehung lange tot ist.
											Dann finden wir uns in endlosen,
geistlosen Wiederholungen
											von Worten wieder,
die uns nichts bedeuten,
											abwechselnd stehend und sitzend,
weil jemand uns darum bat,
											an einer eifersüchtig
gehüteten Doktrin festhaltend,
											die unserer heutigen Realität
überhaupt nicht entspricht,
											sich mit nachlässigen Praktiken
zu beschäftigen,
											einfach weil man es schon
immer so gemacht hat.
									","
											Pekala, dini törenler ve ayinler
											esasen yıl dönümü işlevine
hizmet etmek için tasarlanmıştır,
											yani her şeyden önce dini doğuran
o kutsal, açığa vurucu
											karşılaşmadan geriye kalanlara
											tutunabileceğimiz bir konteyner gibidir.
											Sorun şu ki birkaç yüzyıl sonra,
											tarih takvimde kalır
											fakat gönül ilişkisi ölüp gitmiştir.
											Bizlere hiçbir anlam ifade etmeyen
kelimelerin sonsuz, anlamsız tekrarları
											içerisinde kendimizi
bulduğumuz an bu andır,
											birisi bizden istediği için
kalkmak ve oturmak,
											çağdaş gerçekliğimizin tamamen
											ve vahşice dışında kalan,
kıskançlıkla korunan doktrine tutunmak,
											yalnızca bir şeyler her zaman
											öyle olduğu için, yarım yamalak
eylemlerle meşgul olmak.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											Religion is waning in the United States.
											Across the board,
churches and synagogues and mosques
											are all complaining
											about how hard it is to maintain relevance
											for a generation of young people
who seem completely uninterested,
											not only in the institutions
that stand at the heart of our traditions
											but even in religion itself.
											And what they need to understand
											is that there is today
a generation of people
											who are as disgusted by the violence
of religious extremism
											as they are turned off
											by the lifelessness
of religious routine-ism.
									","
											Aux États-Unis, la religion est en déclin.
											Quelle que soit la religion,
les églises, les synagogues, les mosquées
											se plaignent
											de la difficulté à maintenir l'intérêt
											d'une génération de jeunes gens
qui semblent complètement désintéressés,
											non seulement par les institutions
qui sont au cœur de nos traditions,
											mais par la religion elle-même.
											Ce qu'ils doivent comprendre,
											c'est qu'il y a aujourd'hui
une génération de gens
											qui sont aussi dégoûtés par la violence
de l'extrémisme religieux
											qu'ils sont découragés
											de l'atonie du routinisme religieux.
									","
											La religión está disminuyendo en EE.UU.
											En general, las iglesias, 
las sinagogas y las mezquitas
											se quejan
											de lo difícil que es 
mantener la relevancia
											para una generación de jóvenes 
que parecen completamente desinteresados,
											no solo en las instituciones que eran 
el pilar de nuestras tradiciones
											sino incluso en la religión misma.
											Y lo que necesitan entender
											es que existe hoy 
una generación de personas
											que está tan disgustada 
por la violencia del extremismo religioso
											que se apagan
											por la falta de vida 
del rutinarismo religioso.
									","
											Religion ist in den USA
ist auf dem Rückzug.
											Übergreifend klagen Kirchen,
Synagogen und Moscheen darüber,
											wie schwer es ist, relevant zu bleiben,
											für eine Generation junger Menschen,
die völlig desinteressiert scheint,
											nicht nur an den Institutionen,
die im Herzen unserer Traditionen stehen,
											sondern an der Religion selbst.
											Sie müssen verstehen,
											dass es heute eine Generation
von Menschen gibt,
											die angewidert ist von der Gewalt
religiösen Extremismus,
											genauso wie von der Leblosigkeit
von religiösem Routinismus.
									","
											Din, Birleşik Devletler'de zayıflıyor.
											Herkesi kapsayan kiliseler,
sinagoglar ve camilerin tamamı,
											yalnızca geleneklerimizin
											merkezindeki kurumlara değil
											fakat dine bile, tamamen ilgisiz
görünen bir genç insan jenerasyonuna
											ilgi sağlamanın ne kadar zor
											olduğundan şikayetçiler.
											Anlamaları gereken şey ise,
											günümüzde, dini rutin-ciliğin
cansızlığı nedeniyle
											ilgisiz hale gelen, dini aşırıcılığın
											şiddetinden tiksinen
											bir insan jenerasyonu var.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											Of course there is
a bright spot to this story.
											Given the crisis of these two
concurrent trends in religious life,
											about 12 or 13 years ago,
I set out to try to determine
											if there was any way
											that I could reclaim the heart
of my own Jewish tradition,
											to help make it meaningful
and purposeful again
											in a world on fire.
											I started to wonder,
											what if we could harness
some of the great minds of our generation
											and think in a bold and robust
and imaginative way again
											about what the next iteration
of religious life would look like?
											Now, we had no money,
no space, no game plan,
											but we did have email.
											So my friend Melissa and I
sat down and we wrote an email
											which we sent out
to a few friends and colleagues.
											It basically said this:
											""Before you bail on religion,
											why don't we come together
this Friday night
											and see what we might make
of our own Jewish inheritance?""
									","
											Bien sûr, cette histoire
a quelque chose de positif.
											Étant donnée la crise de ces deux modes
de la vie religieuse,
											il y a 12 ou 13 ans,
j'ai décidé d'essayer de déterminer
											s'il y avait une façon
											de reconquérir le cœur
de ma propre tradition juive
											afin de lui redonner
un sens et un objectif
											dans un monde qui est en feu.
											Je me suis demandé
											si nous pouvions exploiter certains
grands esprits de notre génération
											pour penser à nouveau de façon
audacieuse, solide et imaginative
											à ce que pourrait ressembler
la prochaine version de la vie religieuse.
											Nous n'avions pas d'argent,
pas de place, pas de stratégie
											mais nous avions une adresse mail.
											Mon amie Melissa et moi
avons écrit un mail
											que nous avons envoyé
à quelques amis et collègues.
											En gros, il disait :
											« Avant de laisser tomber la religion,
											pourquoi ne pas nous réunir
ce vendredi soir
											et voir ce que nous pourrions faire
de notre héritage juif ? »
									","
											Por supuesto, hay un punto brillante 
en esta historia.
											Dada la crisis de estas dos tendencias 
concurrentes en la vida religiosa,
											hace unos 12 o 13 años, 
me decidí a comprobar
											si había alguna forma
											para recuperar el corazón 
de mi propia tradición judía,
											para ayudar a que sea significativa 
y que tenga un propósito nuevo
											en un mundo en llamas.
											Empecé a preguntarme,
											¿y si pudiéramos aprovechar algunas 
grandes mentes de nuestra generación
											y pensar de manera audaz, 
sostenible e imaginativa de nuevo
											sobre cómo debería ser la próxima 
iteración de la vida religiosa?
											No teníamos dinero, 
ni espacio, ni plan de juego,
											pero teníamos correo electrónico.
											Así que mi amiga Melissa y yo 
escribimos un correo electrónico
											que enviamos a algunos amigos y colegas.
											Básicamente decía lo siguiente:
											""Antes de rescatar la religión,
											¿por qué no nos reunimos 
esta noche de viernes
											y vemos lo que podemos hacer 
con nuestra propia herencia judía?""
									","
											Natürlich gibt es in dieser
Geschichte einen Lichtblick.
											Aufgrund der Krise der beiden
parallelen Trends im religiösen Leben
											machte ich mich vor 12 oder 13 Jahren,
an den Versuch zu bestimmen,
											ob es einen Weg gäbe,
											das Herz meiner eigenen
jüdischen Tradition zurückzuerlangen,
											um es wieder sinnstiftend
und zielführend zu machen,
											in einer Welt, die in Flammen steht.
											Ich begann mich zu fragen,
											wie es wäre, wenn wir die großen Köpfe
unserer Generation nutzen könnten,
											und wieder auf mutige, starke
und einfallsreiche Weise zu überlegen,
											wie die nächste Neuerung
des religiösen Lebens aussehen könnte.
											Wir hatten keine Geld,
keinen Platz, keine Strategie,
											aber wir hatten die E-Mail.
											Also setzten meine Freundin Melissa
und ich uns hin und schrieben eine E-Mail,
											die wir an einige Freunde
und Kollegen sandten.
											Darin stand im Wesentlichen:
											""Bevor du Religion aufgibst,
											wieso treffen wir uns
nicht alle Freitagnacht
											und sehen, was wir aus unserem
eigenen jüdischen Erbe machen können?""
									","
											Elbette bu hikâyenin
olumlu bir yanı da var.
											Yaklaşık 12 veya 13 yıl önce,
dini yaşamdaki bu iki eş zamanlı
											eğilim krizi göz önünde tutulduğunda
											kendi Yahudi geleneğimi
											bu alev almış dünyada yeniden anlamlı
ve amaçlı yapmak için o geleneğin
											kalbini kazanabileceğim
bir yolun olup olmadığını
											bulmak için yola çıktım.
											Merak etmeye başladım,
											jenerasyonumuzun bazı büyük
akıllarını bir araya getirebilseydik
											ve tekrardan cesur, güçlü 
ve yaratıcı bir biçimde, dini yaşamın
											bir sonraki yinelemesinin nasıl
olacağını düşünebilsek ne olurdu?
											Paramız, alanımız, oyun planımız yoktu
											fakat e-postamız vardı.
											Arkadaşım Melissa ve ben oturduk
ve birkaç arkadaşa ve meslektaşa
											gönderdiğimiz bir e-posta yazdık.
											Özetle şu yazıyordu:
											""Dini terk etmeden önce,
											neden Cuma gecesi bir araya gelip
											kendi Yahudi mirasımızla
ne yapabileceğimizi görmüyoruz?""
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											We hoped maybe 20 people would show up.
											It turned out 135 people came.
											They were cynics and seekers,
											atheists and rabbis.
											Many people said that night
that it was the first time
											that they had a meaningful religious
experience in their entire lives.
											And so I set out to do the only
rational thing
											that someone would do
in such a circumstance:
											I quit my job and tried to build
this audacious dream,
											a reinvented, rethought religious life
											which we called ""IKAR,""
											which means ""the essence""
or ""the heart of the matter.""
									","
											Nous espérions que 20 personnes viennent,
											135 personnes sont venues.
											Il y avait des cyniques et des chercheurs,
											des athées et des rabbins.
											Beaucoup ont dit
que c'était la première fois de leur vie
											qu'ils avaient une expérience
religieuse sensée dans leur vie.
											J'ai entrepris de faire
la seule chose rationnelle
											à faire dans de telles circonstances :
											j'ai démissionné et j'ai essayé
de concrétiser ce rêve audacieux
											de vie religieuse réinventée, repensée
											que nous avons appelée « IKAR »,
											ce qui signifie « l'essence »
ou « le cœur de la matière ».
									","
											Esperábamos que, quizás, 
vendrían 20 personas.
											Resultó que vinieron 135 personas.
											Había cínicos y buscadores,
											ateos y rabinos.
											Mucha gente dijo que esa noche 
era la primera vez
											que tuvieron una experiencia 
religiosa significativa en toda su vida.
											Y por eso me propuse hacer 
lo único racional
											que alguien haría en tales circunstancias:
											Dejé mi trabajo y traté 
de construir este sueño audaz,
											una vida religiosa repensada, reinventada
											que hemos denominado ""IKAR"",
											lo que significa ""la esencia"" 
o ""el corazón de la cuestión"".
									","
											Wir hofften, dass vielleicht
20 Leute kommen würden.
											Es kamen 135 Menschen.
											Es waren Zyniker und Suchende,
											Atheisten und Rabbis.
											Viele Leute sagte an dem Abend,
dass sie zum ersten Mal
											in ihrem ganzen Leben eine bedeutsame
religiöse Erfahrung gemacht hatten.
											Daher begann ich,
dass einzig Rationale zu tun,
											was jemand unter solchen
Umständen tun würde:
											Ich kündigte meine Arbeit
und versuchte, diesen kühnen Traum
											von einem neu erfundenen religiösen Leben,
											das wir ""IKAR"" nannten,
											was ""das Wesen"" oder ""der Kern
der Sache"" bedeutet, zu vewirklichen
									","
											Yaklaşık 20 kişinin gelmesini umuyorduk.
											Fakat 135 kişi geldi.
											Alaycılar ve arayışta olanlar,
											ateistler ve hahamlar vardı.
											O gece çoğu kişi,
hayatlarında ilk kez o gece
											anlamlı bir dini tecrübe
yaşadıklarını söylediler.
											O durumda birisinin yapacağı
tek mantıklı şeyi
											yapmak için yola koyuldum:
											İşimi bıraktım ve bu cesur
hayali gerçekleştirmeyi denedim,
											yeniden keşfedilmiş, yeniden
düşünülmüş, ""IKAR"" adını verdiğimiz
											o dini yaşam,
											""öz"" veya ""maddenin kalbi""
anlamına geliyor.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											Now, IKAR is not alone
											out there in the religious
landscape today.
											There are Jewish and Christian
and Muslim and Catholic religious leaders,
											many of them women, by the way,
											who have set out to reclaim
the heart of our traditions,
											who firmly believe that now is the time
for religion to be part of the solution.
											We are going back
into our sacred traditions
											and recognizing that all of our traditions
											contain the raw material
to justify violence and extremism,
											and also contain the raw material
to justify compassion,
											coexistence and kindness —
											that when others choose to read our texts
as directives for hate and vengeance,
											we can choose to read those same texts
											as directives for love
and for forgiveness.
									","
											IKAR n'est pas seul
											dans le paysage religieux actuel.
											Il y a les dirigeants religieux juifs,
chrétiens, musulmans et catholiques,
											y compris beaucoup de femmes, d'ailleurs,
											qui veulent reconquérir
le cœur de nos traditions,
											qui croient résolument
											qu'il est temps que la religion
fasse partie de la solution.
											Nous revenons à nos traditions sacrées
											et reconnaissons que toutes nos traditions
											contiennent la matière brute
pour justifier la violence et l'extrémisme
											mais aussi pour justifier la compassion,
											la coexistence et la gentillesse.
											Quand d'autres interprètent nos textes
											comme des directives 
de haine et de violence,
											nous pouvons décider
de lire ces mêmes textes
											comme des directives d'amour et de pardon.
									","
											Ahora, IKAR no está solo
											en el panorama religioso en la actualidad.
											Hay líderes religiosos judíos, 
cristianos, musulmanes y católicos,
											muchos de ellos mujeres, por cierto,
											que están dispuestos a recuperar 
el corazón de nuestras tradiciones,
											que creen firmemente 
que ha llegado el momento
											de que la religión 
sea parte de la solución.
											Vamos a volver 
a nuestras tradiciones sagradas
											reconociendo que 
todas nuestras tradiciones
											contienen materia prima para 
justificar la violencia y el extremismo,
											y también contienen la materia prima 
para justificar la compasión,
											la convivencia y la bondad.
											Que cuando unos optan 
por leer nuestros textos
											como directrices 
para el odio y la venganza,
											podemos elegir la lectura 
de esos mismos textos
											como directivas de amor y de perdón.
									","
											IKAR ist nicht allein
											in der heutigen religiösen
Landschaft da draußen.
											Es gibt jüdische, evangelische,
											muslimische
und katholische Kirchenvertreter.
											Übrigens sind viele von ihnen Frauen,
											die sich daran machen, das Herz
unserer Traditionen zurückzuerobern,
											die fest daran glauben, dass Religion
jetzt Teil der Lösung sein sollte.
											Wir kehren zu unseren
heiligen Traditionen zurück
											und begreifen, dass all unsere Traditionen
											das Rohmaterial enthalten, um
Gewalt und Extremismus zu rechtfertigen,
											und sie enthalten auch das Rohmaterial,
											um Mitgefühl, Koexistenz
und Güte zu begründen.
											Wenn andere unsere Texte als
Anweisungen für Hass und Rache lesen,
											können wir entscheiden, die gleichen Texte
											als Anweisungen für Liebe
und Vergebung zu lesen.
									","
											Günümüzde dini manzarada
											IKAR tek başına değil.
											Geleneklerimizin kalbini yeniden
kazanmak için yola koyulan,
											dinin, çözümün bir parçası olması
											gerektiği anın geldiğine inanan,
bu arada çoğu kadın olmak üzere,
											Yahudi ve Hristiyan ve Müslüman
ve Katolik dini liderler var.
											Kutsal geleneklerimize geri döndük
											ve fark ettik ki bütün geleneklerimiz
											şiddet ve aşırıcılığı meşrulaştıran
ham maddeyi içeriyor
											ve ayrıca şefkat, birlikte yaşama
ve kibarlığı meşrulaştıran
											ham maddeyi de içeriyor —
											yani metinlerimiz nefret ve intikam için
yönerge olarak tercih edildiğinde
											biz de aynı metinleri sevgi
											ve affedicilik için yönerge olarak
okumayı tercih edebiliriz.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											I have found now
											in communities as varied
as Jewish indie start-ups on the coasts
											to a woman's mosque,
											to black churches
in New York and in North Carolina,
											to a holy bus loaded with nuns
											that traverses this country
with a message of justice and peace,
											that there is a shared religious ethos
											that is now emerging in the form
of revitalized religion in this country.
											And while the theologies
and the practices vary very much
											between these independent communities,
											what we can see are some common,
consistent threads between them.
									","
											J'ai découvert,
											dans des communautés aussi variées
que des start-ups juives sur la côte
											à une mosquée de femmes,
											en passant par des églises noires
à New York et en Caroline du Nord
											et un bus sacré plein de nonnes
											qui sillonne ce pays avec un message
de justice et de paix,
											qu'il y une philosophie
religieuse partagée
											qui émerge sous la forme
d'une religion revitalisée dans ce pays.
											Alors que les théologies
et les pratiques varient énormément
											entre ces communautés indépendantes,
											nous pouvons voir des fils conducteurs
partagés par ces communautés.
									","
											He encontrado
en comunidades tan variadas,
											desde las judías independientes 
de nueva creación en las costas
											a la mezquita de la mujer,
											a las iglesias negras en 
Nueva York y en Carolina del Norte,
											a un bus santo cargado de monjas
											que atraviesa este país 
con un mensaje de justicia y paz,
											de que existe 
una ética religiosa compartida
											que ahora renace en forma 
de religión revitalizado en este país.
											Y mientras que las teologías 
y las prácticas varían mucho
											entre estas comunidades autónomas,
											lo que podemos ver son puntos en común, 
consistentes entre ellos.
									","
											Ich habe entdeckt,
											dass es in so diversen Gemeinden wie
jüdischen Neugründungen an der Küste,
											Moscheen für Frauen,
											Schwarzen Kirchen in New York
und North Carolina,
											bis zu heiligen Busladungen voller Nonnen,
											die das Land mit einer Botschaft von
Gerechtigkeit und Frieden durchqueren,
											einen gemeinsamen religiösen Ethos gibt,
											das in diesem Land in Form
neu belebter Religion auftritt.
											Obwohl die Theologien
und Praktiken sehr stark variieren,
											zwischen diesen unabhängigen Gemeinden,
											erkennt man Gemeinsamkeiten
zwischen ihnen.
									","
											Sahillerdeki Yahudi-indie
											başlangıçlarından, bir kadının
camisine; New York ve Kuzey Carolina'daki
											siyahi kiliselere,
											bu ülkeyi adalet ve barış mesajıyla
											kateden rahibelerle dolu otobüslere,
											bu çeşitlilik içeren topluluklarda
paylaşılan bir dini ruh olduğunu
											ve bunun, bu ülkede
											yeniden canlandırılmış din
biçiminde ortaya çıktığını buldum.
											Bu bağımsız topluluklar arasında
teolojiler ve eylemler çok fazla
											çeşitlilik gösterirken
											aralarında ortak, tutarlı bağlantılar
olduğunu da görebiliyoruz.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											I'm going to share with you
four of those commitments now.
									","
											Je vais maintenant partager avec vous
4 de ces engagements.
									","
											Compartiré con Uds. 
cuatro de estos compromisos ahora.
									","
											Ich teile Ihnen jetzt
diese Bekenntnisse mit.
									","
											Şimdi sizinle bu bağlılıklardan
dördünü paylaşacağım.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											The first is wakefulness.
											We live in a time today
											in which we have unprecedented access
											to information about every global tragedy
											that happens on every corner
of this Earth.
											Within 12 hours, 20 million people
											saw that image
of Aylan Kurdi's little body
											washed up on the Turkish shore.
											We all saw this picture.
											We saw this picture
of a five-year-old child
											pulled out of the rubble
of his building in Aleppo.
											And once we see these images,
											we are called to a certain kind of action.
									","
											Le premier est l'éveil.
											Nous vivons à une époque
											où nous avons un accès sans précédent
											à des informations
sur toutes les tragédies mondiales
											qui se produisent
dans tous les coins du monde.
											En 12 heures, 20 millions de personnes
											ont vu l'image
du petit corps d'Aylan Kurdi
											échoué sur la côte turque.
											Nous avons tous vu cette image.
											Nous avons vu cette image
d'un enfant de 5 ans
											sorti des décombres
de son immeuble à Alep.
											Une fois que nous avons vu ces images,
											nous sommes appelés
à agir d'une certaine manière.
									","
											El primero es el estado de vigilia.
											Vivimos en un tiempo de hoy
											en el que tenemos 
un acceso sin precedentes
											a la información 
sobre cada tragedia mundial
											esto sucede en todos 
los rincones de esta Tierra.
											En 12 horas, 20 millones de personas
											vieron la imagen 
del pequeño cuerpo de Aylan Kurdi
											varado en la costa turca.
											Todos vimos esta imagen.
											Vimos esta imagen 
de un niño de cinco años
											rescatado de los escombros 
de su edificio en Alepo.
											Y una vez que vemos estas imágenes,
											estamos llamados 
a un cierto tipo de acción.
									","
											Das erste ist Wachsamkeit.
											Wir leben heute in einer Zeit,
											in der wir einen noch nie
dagewesenen Zugang
											zu Informationen über jedes
weltweite Unglück haben,
											das in irgendeinem Winkel
dieser Welt passiert.
											Innerhalb von 12 Stunden
sahen 20 Millionen Menschen
											das Foto von Aylan Kurdis kleinem Körper,
											angespült an der türkischen Küste.
											Wir haben alle dieses Bild gesehen.
											Wir sahen jenes Bild
eines 5-jährigen Kindes,
											das aus den Trümmern seines Hauses
in Aleppo geschleppt wurde.
											Wenn wir diese Bilder sehen,
											werden wir zum Handeln aufgerufen.
									","
											Birincisi uyanıklık.
											Günümüzde, dünyanın her köşesindeki
											bütün küresel trajedilerle ilgili bilgiye
											emsalsiz erişimimizin
											olduğu bir zamanda yaşıyoruz.
											12 saat içerisinde 20 milyon insan
											Türkiye'nin kıyısına vuran Aylan Kurdi'nin
											küçük bedeninin fotoğrafını gördü.
											Hepimiz o fotoğrafı gördük.
											Halep'deki evinin
enkazı altından çıkarılan
											beş yaşındaki çocuğun fotoğrafını gördük.
											Bu fotoğrafları gördüğümüz zaman,
											belirli bir tür eyleme davet ediliyoruz.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
											My tradition tells a story
of a traveler who is walking down a road
											when he sees a beautiful house on fire,
											and he says, ""How can it be
that something so beautiful would burn,
											and nobody seems to even care?""
											So too we learn that our world is on fire,
											and it is our job to keep our hearts
and our eyes open,
											and to recognize
that it's our responsibility
											to help put out the flames.
									","
											Ma tradition raconte l'histoire
d'un voyageur qui marche sur la route
											et voit une belle maison en feu.
											Il dit : « Comment se fait-il
qu'une chose aussi belle brûle
											sans que personne ne semble
y prêter attention ? »
											Nous aussi voyons
que notre monde est en feu
											et c'est notre travail de garder
nos cœurs et nos yeux ouverts,
											de reconnaître
que c'est notre responsabilité
											d'aider à éteindre le feu.
									","
											Mi tradición cuenta una historia 
de un viajero que va por un camino
											cuando ve a una hermosa casa en llamas,
											y dice: ""¿Cómo puede ser 
que algo tan hermoso arda,
											y que a nadie parece importar?""
											Así también sabemos que 
nuestro mundo está en llamas,
											y es nuestro trabajo mantener 
el corazón y los ojos abiertos,
											y reconocer que es 
nuestra responsabilidad
											ayudar a apagar las llamas.
									","
											In meiner Tradition gibt es die Geschichte
eines Reisenden, der eine Straße langgeht
											als er ein wunderschönes Haus
in Brand stehen sieht,
											und er sagt: ""Wie kann es sein,
dass so etwas so Schönes brennt,
											und es niemanden interessiert?""
											So wie wir auch erfahren,
dass die Welt in Flammen steht
											und es unsere Aufgabe ist,
unsere Herzen und Augen offen zu halten,
											und zu erkennen,
dass es unsere Aufgabe ist,
											beim Löschen der Flammen zu helfen.
									","
											Geleneğimde şöyle bir hikaye var;
yolda yürüyen bir gezgin,
											bir evde yangın çıktığını görüyor
											ve diyor ki ""Böyle güzel bir şey
yanıyor ve nasıl oluyor da
											bunu kimse umursamıyor?""
											Yani, bizler de dünyamızın
alev aldığını öğreniyoruz
											ve kalplerimizi ve gözlerimizi
açık tutmak bizim işimiz,
											alevlerin söndürülmesine yardımcı olmakla
											sorumlu olduğumuzu fark etmek de.
									",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
"
","
","
","
","
",It's time to reclaim religion,Sharon Brous,16:27,"communication,faith,community,humanity,identity,innovation,morality,religion,social change,society,violence,teaching,women"
