en,es,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
											Yeah, thank you, indeed,
											most people report not liking
the sound of their voice recording.
											So what does that mean?
											Let's try to understand that
in the next 10 minutes.
											I'm a researcher at the MIT Media Lab,
											part of the Opera of the Future group,
											and my research
focuses on the relationship
											people have with their own voice
and with the voices of others.
											I study what we can learn
from listening to voices,
											from the various fields,
											from neurology to biology,
cognitive sciences, linguistics.
											In our group we create
tools and experiences
											to help people gain a better
applied understanding of their voice
											in order to reduce the biases,
											to become better listeners,
											to create more healthy relationships
											or just to understand themselves better.
									","
											Claro, gracias, por supuesto,
											mucha gente declara que no le gusta
el sonido de su voz en una grabación.
											¿Qué significa eso?
											Intentemos comprenderlo
en los próximos 10 minutos.
											Soy investigadora en
el laboratorio de medios del MIT,
											parte del grupo Ópera del Futuro,
											y mi investigación
se enfoca en la relación
											que tiene la gente con
su propia voz y con la de otros.
											Estudio lo que podemos aprender
al escuchar voces,
											desde varios campos,
											desde la neurología, hasta la biología,
las ciencias cognitivas, la lingüística.
											En nuestro grupo creamos
herramientas y experiencias
											para ayudar a la gente a obtener
un mejor conocimiento de su voz
											para reducir los prejuicios,
											convertirse en mejores oyentes,
											crear relaciones más sanas
											o solo para comprenderse
mejor a sí mismos.
									","
											Voilà, merci.
											La plupart des gens disent ne pas aimer
le son de leur voix enregistrée.
											Ça veut dire quoi ?
											Essayons de prendre dix minutes 
pour comprendre cela.
											Je suis chercheuse au MIT Media Lab,
											au sein du groupe Opéra du Futur,
											et ma recherche porte sur la relation
											que les gens ont avec leur propre voix
et avec celle des autres.
											J'étudie ce que nous pouvons apprendre 
de l'écoute de la voix,
											dans différentes disciplines
											comme la neurologie, la biologie,
les sciences cognitives, la linguistique.
											Dans notre groupe, nous créons 
des outils et des expériences
											pour aider les gens à avoir une meilleure
compréhension concrète de leur voix
											afin de réduire leurs a priori,
											d'avoir une meilleure écoute,
											de créer des relations plus saines
											ou juste de mieux se comprendre.
									","
											Evet, çok teşekkür ederim.
											Çoğu insan kendi ses kaydını
beğenmediğini belirtiyor.
											Peki bu ne anlama geliyor?
											Önümüzdeki 10 dakikada bunu
anlamaya çalışalım.
											Ben, MIT Media Laboratuvarı 
Geleceğin Operası
											grup bölümünde bir araştırmacıyım.
											Benim araştırmam insanların 
kendi sesleri
											ve başkalarının sesleri ile 
ilişkisi üzerine odaklı.
											Farklı bölümlerden sesleri dinleyerek

											neler öğrenebileceğimiz
üzerine çalışıyorum.
											Nörolojiden biyolojiye 
bilişsel bilimden dil bilimine kadar.
											Takımımızda, 
araç ve deneyimler oluşturarak
											insanların kendi seslerini
daha iyi anlamalarına,
											ön yargılarını yıkmalarına,
											daha iyi dinleyiciler olmalarına
											daha sağlıklı ilişkiler kurmalarına
ya da sadece
											kendilerini daha iyi anlamalarına
yardım ediyoruz.
									","
											Ja, danke, genau,
											die meisten sagen, dass sie Tonaufnahmen
der eigenen Stimme nicht gern hören.
											Was bedeutet das?
											Versuchen wir mal, das in
zehn Minuten zu verstehen.
											Ich bin Forscherin am MIT Media Lab,
											Teil der Gruppe Opera of the Future,
											Meine Forschung konzentriert sich 
auf die Beziehung der Menschen
											zu ihrer Stimme und 
den Stimmen von anderen.
											Ich erforsche, was sich über 
den Klang von Stimmen lernen lässt,
											auf verschiedenen Feldern,
											von Neurologie bis Biologie,
Kognitivwissenschaften, Linguistik.
											In unserer Gruppe entstehen
Tools und Erfahrungswerte,
											die uns ein besseres Verständnis
der Stimme ermöglichen,
											damit Befangenheiten abgebaut werden,
											um bessere Zuhörer aus uns zu machen,
											um gesündere Beziehungen zu führen
											oder sich selbst besser zu verstehen.
									",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
","
","
","
","
",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
											And this really has to come
with a holistic approach on the voice.
											Because, think about all
the applications and implications
											that the voice may have,
as we discover more about it.
											Your voice is a very complex phenomenon.
											It requires a synchronization
of more than 100 muscles in your body.
											And by listening to the voice,
											we can understand possible failures
of what happens inside.
											For example:
											listening to very specific
types of turbulences
											and nonlinearity of the voice
											can help predict
very early stages of Parkinson's,
											just through a phone call.
											Listening to the breathlessness
of the voice
											can help detect heart disease.
											And we also know that the changes of tempo
inside individual words
											is a very good marker of depression.
									","
											Y esto tiene que ir acompañado
con un enfoque holístico de la voz.
											Porque, piensen en todas
las aplicaciones e implicaciones
											que puede tener la voz, a medida
que descubrimos más de ella.
											La voz es un fenómeno muy complejo.
											Requiere de una sincronización
de más de 100 músculos.
											Y al escuchar la voz,
											podemos comprender posibles fallas
de lo que pasa en el interior.
											Por ejemplo:
											escuchar ciertos tipos muy 
específicos de perturbaciones
											y una falta de linealidad en la voz
											puede ayudar a predecir
etapas muy tempranas del párkinson
											con solo una llamada telefónica.
											Escuchar la respiración al hablar, puede
ayudar a detectar una enfermedad cardiaca.
											Y también sabemos que los cambios
de ritmo en palabras individuales
											son un buen indicador de depresión.
									","
											Et ça doit vraiment passer
par une approche holistique de la voix.
											Pensez à toutes les 
applications et implications
											que la voix peut avoir, 
quand on commence à la connaître.
											Votre voix est un phénomène très complexe.
											Elle nécessite la synchronisation
de plus de 100 muscles du corps.
											Et en écoutant la voix,
											on peut comprendre les possibles failles
de ce qu'il se passe en nous.
											Par exemple :
											l'écoute de types très spécifiques 
de turbulences
											et la non-linéarité de la voix
											peut aider à déceler 
très tôt des cas de Parkinson,
											à travers un simple coup de téléphone.
											Écouter le souffle de la voix
peut aider à déceler une maladie du cœur.
											Nous savons aussi qu'un tempo 
qui change à l'intérieur d'un même mot
											est un marqueur clair de dépression.
									","
											Ve bu ancak sese bütüncül 
bir yaklaşımla mümkün olabilir.
											Çünkü, her seferinde
daha çok keşfettiğimiz sesin
											içerebileceği bütün
uygulama ve imaları düşünün.
											Sesiniz çok karmaşık bir fenomen.
											Vücudunuzdaki 100'den fazla kasın
senkronizasyonunu gerektirir.
											Ve sesi dinleyerek,
											içimizde olanlarla ilgili
olası sorunları anlayabiliriz.
											Örnek verecek olursam:
											Sesin, spesifik türdeki türbülans
											ve düzgünsüzlüklerini dinlemek,
											Parkinson hastalığına erken
teşhis koymada yardımcı olabilir.
											Sadece bir telefon 
görüşmesiyle hem de.
											Sesin nefes düzeyini dinlemek
kalp hastalığı teşhisinde yardımcı olur.
											Tekil kelimelerin telaffuzundaki 
tempo değişimlerinin 

											depresyonun ciddi bir işareti
olduğunu biliyoruz.
									","
											Das geht nur durch eine ganzheitliche
Betrachtungsweise der Stimme.
											Denn die Stimme könnte immer mehr
an Bedeutung gewinnen,
											je mehr wir über sie herausfinden.
											Unsere Stimme ist ein sehr
komplexes Phänomen.
											Über 100 Muskeln im Körper
müssen für sie zusammenwirken.
											Bloßes Anhören der Stimme
											kann über mögliche Probleme
im Körperinneren Aufschluss geben.
											Zum Beispiel:
											Es gibt einige sehr 
spezifische Verzerrungen
											und Unregelmäßigkeiten in der Stimme,
											an denen sich ein sehr frühes Stadium
von Parkinson erkennen ließe,
											sogar durchs Telefon.
											Kurzatmigkeit in der Stimme
											kann auf Herzprobleme hindeuten.
											Schwankungen im
Aussprachetempo einzelner Wörter
									",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
","
","
","
","
",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
											Your voice is also very linked
with your hormone levels.
											Third parties listening to female voices
											were able to very accurately
place the speaker
											on their menstrual cycle.
											Just with acoustic information.
											And now with technology
listening to us all the time,
											Alexa from Amazon Echo
											might be able to predict
if you're pregnant
											even before you know it.
											So think about —
									","
											La voz también está muy ligada
a los niveles hormonales.
											Terceros, al escuchar voces femeninas
											fueron capaces de ubicar
muy acertadamente a las hablantes
											según su ciclo menstrual.
											Solo con la información acústica.
											Y ahora con la tecnología
escuchándonos todo el tiempo,
											Alexa de Amazon Echo
											puede ser capaz de predecir
si están embarazadas
											incluso antes de que lo sepan.
											Así que piénsenlo...
									","
											Votre voix est aussi très liée 
à vos niveaux hormonaux.
											Des tiers écoutant des voix de femmes
											ont été capables de placer 
les locutrices très précisément
											dans leur cycle menstruel.
											Juste grâce à l'acoustique.
											Et aujourd'hui, avec les technologies 
qui nous écoutent en permanence,
											Alexa d'Amazon Echo
											pourrait réussir à prédire
si vous êtes enceinte
											avant même que vous ne le sachiez.
											Alors il faut penser —
									","
											Sesinizin aynı zamanda hormon 
seviyenizle ciddi bir bağlantısı vardır.
											Üçüncü kişiler, kadın 
seslerini dinleyerek
											onların adet döneminde olduklarını
											hassas bir şekilde tahmin etmişlerdir.
											Sadece akustik veri ile hem de.
											Aynı zamanda şimdiki teknolojiyle
bizi dinleyerek
											Amazon Echo'dan Alexa
											senin bile haberin olmadan önce,
											hamile olduğunu tahmin edebilir.
											Düşünün —
									","
											sind verlässliche Kennzeichen
einer Depression.
											Auch mit dem Hormonspiegel
besteht ein Zusammenhang.
											Forscher konnten Frauen
anhand ihrer Stimmen
											sehr präzise der entsprechenden Phase
											im Menstruationszyklus zuordnen.
											Nur durch akustische Informationen.
											Durch die neuen Technologien,
die uns ständig zuhören,
											weiß Alexa von Amazon Echo vielleicht,
											dass Sie schwanger sind,
											bevor Sie es selbst wissen.
									",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
","
","
","
","
",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											Also überlegen Sie —
									",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
","
","
","
","
",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
											Think about the ethical
implications of that.
											Your voice is also very linked
to how you create relationships.
											You have a different voice
for every person you talk to.
											If I take a little snippet
of your voice and I analyze it,
											I can know whether you're talking
to your mother, to your brother,
											your friend or your boss.
											We can also use, as a predictor,
the vocal posture.
											Meaning, how you decide to place
your voice when you talk to someone.
											And you vocal posture,
when you talk to your spouse,
											can help predict not only if,
but also when you will divorce.
									","
											Piensen en la implicación ética de esto.
											La voz también está ligada
a cómo nos relacionamos.
											Tenemos distintas voces para
cada persona con la que hablamos.
											Si tomo un pequeño fragmento
de su voz y la analizo,
											puedo saber si están hablando
con su madre, su hermano,
											su amigo o su jefe.
											También podemos usar
el tono vocal como un predictor,
											es decir, cómo deciden colocar
la voz al hablar con alguien.
											Su tono vocal cuando 
hablan con su cónyuge,
											puede ayudar a predecir, no solo
si se van a divorciar, sino cuándo.
									","
											Il faut penser aux conséquences éthiques.
											Votre voix est aussi très liée 
à votre manière de créer des relations.
											Elle est différente pour chaque personne
à qui vous parlez.
											Si je prends un petit extrait 
de votre voix pour l'analyser,
											je peux savoir si vous parlez
à votre mère, votre frère,
											votre ami ou votre patron.
											On peut aussi prendre comme 
prédicteur la posture vocale.
											Ou comment vous choisissez de placer 
votre voix pour parler à quelqu'un.
											Et votre posture vocale, 
quand vous parlez à votre conjoint,
											peut aider à prédire non seulement si, 
mais aussi quand vous divorcerez.
									","
											Bunun etik kullanımını düşünün.
											Sesiniz, ilişki kurma şekliniz
ile de çok bağlantılıdır.
											Her konuştuğunuz kişi için
farklı bir ses yapısına sahipsiniz.
											Eğer sesinizden küçük bir parça 
alıp analiz etsem;
											annenizle mi, kardeşinizle mi,
arkadaşınızla mı,
											yoksa patronunuzla mı 
konuştuğunuzu bilebilirim.
											Aynı zamanda ses tavrınızı, 
bir kâhin olarak da kullanabiliriz.
											Biriyle konuştuğunuzda sesinizi nasıl
kullanacağınıza karar vermek,
											yani ses tavrınız, eşinizle konuştuğunuzda
											ne zaman boşanacağınızı 
tahmin etmeye yardım edebilir.
									","
											(Lachen)
											Überlegen Sie mal, was das
aus ethischer Sicht nach sich zieht.
											Die Stimme spielt auch eine große Rolle,
wenn wir Beziehungen eingehen.
											Sie haben für jeden, mit dem 
Sie sprechen, eine eigene Stimme.
											Wenn ich einen kleinen Sprachausschnitt
Ihrer Stimme analysiere,
											kann ich sagen, ob Sie mit Ihrer
Mutter reden, Ihrem Bruder,
											einem Freund oder mit dem Chef.
											Als Indikator können wir auch
die Stimmlage heranziehen,
											also wie hoch Sie die Stimme ansetzen,
wenn Sie mit jemandem reden.
											Die Stimmlage, in der Sie
mit Ihrem Ehepartner sprechen,
									",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
"
","
","
","
","
",Why you don't like the sound of your own voice,Rébecca Kleinberger,12:42,"hearing,TEDx,sound,human body,humanity,science,self,speech,vocals"
