en,tr,pt,de,fr,title,speaker,duration,tags
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Fascism is what happens when people try
to ignore the complications
											and to make life too easy for themselves.
											Fascism denies all identities
except the national identity
											and insists that I have obligations
only towards my nation.
											If my nation demands
that I sacrifice my family,
											then I will sacrifice my family.
											If the nation demands
that I kill millions of people,
											then I will kill millions of people.
											And if my nation demands
that I betray truth and beauty,
											then I should betray truth and beauty.
											For example, how does
a fascist evaluate art?
											How does a fascist decide whether a movie
is a good movie or a bad movie?
											Well, it's very, very, very simple.
											There is really just one yardstick:
											if the movie serves
the interests of the nation,
											it's a good movie;
											if the movie doesn't serve
the interests of the nation,
											it's a bad movie.
											That's it.
											Similarly, how does a fascist decide
what to teach kids in school?
											Again, it's very simple.
											There is just one yardstick:
											you teach the kids whatever serves
the interests of the nation.
											The truth doesn't matter at all.
									","
											İnsanlar bu karışıklıkları görmezden gelip
hayatı çok kolay kılmaya çalıştıklarında
											faşizm baş gösterir.
											Faşizm milli kimlik dışındaki
tüm kimlikleri reddeder
											ve yalnızca kendi milletinize karşı
yükümlülükleriniz olduğunu savunur.
											Eğer milletiniz 
ailenizi feda etmenizi istiyorsa
											o hâlde ailenizi feda edersiniz.
											Eğer milletiniz milyonlarca insanı
katletmenizi istiyorsa
											o hâlde milyonlarca insanı katledersiniz.
											Ve milletiniz gerçek ve güzele
ihanet etmenizi istiyorsa
											o hâlde gerçek ve güzele ihanet edersiniz.
											Örneğin, bir faşist 
sanatı nasıl değerlendirir?
											Bit filmin güzel mi yoksa kötü mü olduğuna
bir faşist nasıl karar verir?
											O kadar basit ki...
											Aslında tek bir ölçüm var.
											Eğer film milletin çıkarlarına
hizmet ediyorsa
											iyi bir filmdir;
											milletin çıkarlarına hizmet etmiyorsa
											kötü bir filmdir.
											İşte bu kadar.
											okulda çocuklara ne öğretileceğine
bir faşist nasıl karar verir?
											Yine çok basit.
											Tek bir ölçüm var:
											Çocuklara milletin çıkarları için
neyin iyi olduğunu öğretirsiniz.
											Gerçeğin hiçbir önemi yoktur.
									","
											O fascismo é o que acontece
											quando as pessoas tentam
ignorar as complicações
											e tornar a vida demasiado fácil.
											O fascismo nega todas as identidades
à exceção da identidade nacional
											e insiste que eu só tenho obrigações
para com a minha nação.
											Se a minha nação exigir
que eu sacrifique a minha família,
											então, eu sacrificarei a minha família.
											Se a nação exigir que eu mate
milhões de pessoas,
											então, eu matarei milhões de pessoas.
											Se a minha nação exigir
que eu atraiçoe a verdade e a beleza,
											então, eu atraiçoarei a verdade e a beleza.
											Por exemplo, como é que
um fascista avalia a arte?
											Como é que um fascista decide
se um filme é bom ou mau?
											É muito, muito, muito simples.
											Só há um critério.
											Se o filme serve os interesses da nação,
											é um bom filme.
											Se o filme não serve
os interesses da nação
											é um mau filme.
											É assim.
											Do mesmo modo, como é que um fascista
											decide o que ensinar
às crianças na escola?
											Também é muito simples.
											Só há um critério.
											Ensina-se às crianças tudo o que serve
os interesses da nação.
											A verdade não tem qualquer importância.
									","
											Faschismus entsteht, wenn Leute versuchen,
die Komplikationen zu ignorieren
											und sich das Leben zu einfach machen.
											Faschismus verleugnet alle Identitäten
außer der nationalen Identität
											und beharrt darauf, dass ich nur
meiner Nation gegenüber verpflichtet bin.
											Fordert meine Nation,
dass ich meine Familie opfere,
											werde ich meine Familie opfern.
											Fordert die Nation,
dass ich Millionen Menschen töte,
											werde ich Millionen Menschen töten.
											Fordert meine Nation, dass ich
Wahrheit und Schönheit verrate,
											sollte ich Wahrheit
und Schönheit verraten.
											Wie bewertet ein Faschist z.B. Kunst?
											Wie entscheidet ein Faschist,
ob ein Film gut oder schlecht ist?
											Es ist sehr, sehr einfach.
											Es gibt wirklich nur einen Maßstab:
											Dient der Film den Interessen der Nation,
											ist es ein guter Film.
											Dient er nicht den Interessen der Nation,
											ist es ein schlechter Film.
											Das ist es.
											Genauso: Wie entscheidet ein Faschist,
was Kindern in Schulen gelehrt wird?
											Nochmals. Es ist sehr einfach.
											Es gibt nur eine Richtschnur:
											Man lehrt die Kinder,
was den Interessen der Nation dient.
											Die Wahrheit spielt überhaupt keine Rolle.
									","
											Le fascisme apparaît lorsque les gens
tentent d'ignorer les complications
											et cherchent à se faciliter
la vie de manière excessive.
											Le fascisme renie toutes les identités,
à l'exception de l'identité nationale,
											et insiste pour que j'aie des obligations
uniquement envers ma nation.
											Si ma nation exige
que je sacrifie ma famille,
											je sacrifierai donc ma famille.
											Si ma nation exige que j'assassine
des millions de personnes,
											eh bien, je tuerai
des millions de personnes.
											Et si ma nation exige que je trahisse
la vérité et la beauté,
											je trahirai donc la vérité et la beauté.
											Par exemple, comment un fasciste
juge-t-il l'art ?
											Comment un fasciste décide-t-il
si un film est bon ou mauvais ?
											Eh bien, c'est très très simple.
											Il n'y a qu'un seul critère :
											si le film sert les intérêts de la nation,
											c'est un bon film ;
											si le film ne sert pas
les intérêts de la nation,
											c'est un mauvais film.
											C'est tout.
											De même, comment un fasciste choisit-il
ce qu'on enseigne aux enfants à l'école ?
											Encore une fois, c'est très simple.
											Un seul critère est utilisé :
											vous enseignez aux enfants tout ce qui
peut servir les intérêts de la nation.
											La vérité n'a aucune importance.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Now, the horrors of the Second World War
and of the Holocaust remind us
											of the terrible consequences
of this way of thinking.
											But usually, when we talk
about the ills of fascism,
											we do so in an ineffective way,
											because we tend to depict fascism
as a hideous monster,
											without really explaining
what was so seductive about it.
											It's a bit like these Hollywood movies
that depict the bad guys —
											Voldemort or Sauron
or Darth Vader —
											as ugly and mean and cruel.
											They're cruel even
to their own supporters.
											When I see these movies,
I never understand —
											why would anybody be tempted to follow
a disgusting creep like Voldemort?
											The problem with evil
is that in real life,
											evil doesn't necessarily look ugly.
											It can look very beautiful.
											This is something that
Christianity knew very well,
											which is why in Christian art,
as [opposed to] Hollywood,
											Satan is usually depicted
as a gorgeous hunk.
											This is why it's so difficult
to resist the temptations of Satan,
											and why it is also difficult
to resist the temptations of fascism.
									","
											İkinci Dünya Savaşı ve 
Yahudi soykırımı felaketi
											bu düşünce şeklinin
dehşet verici sonuçları.
											Genellikle faşizmin
kötü yanlarından konuşurken
											bunu pek de etkili olmayan
bir şekilde yapıyoruz
											çünkü onu iğrenç bir canavar 
olarak betimliyoruz
											ama onun çekici yanlarını açıklamıyoruz.
											Hollywood filmlerinin 
kötü adamları göstermesi gibi —
											Voldemort, Sauron veya Darth Vader...
											çirkin, kaba ve zalim.
											Kendi yandaşlarına karşı bile zalimler.
											Ben bu filmleri izlerken
bunu hiç anlamıyorum,
											Voldemort gibi bir ucubeyi
kim destekleme isteği duyar ki?
											Gerçek hayattaki kötüyle ilgili sorun şu,
											kötülük mutlaka çirkin değil.
											Çok güzel de görünebilir.
											Bu aslında Hristiyanlığın
çok iyi bildiği bir şeydi,
											bu yüzden de Hollywood'a karşın
Hristiyan sanatında
											Şeytan genellikle çok çekici
bir erkek olarak gösterilir.
											Bu yüzden şeytanın baştan çıkarmalarına
direnmek bu kadar zordur
											ve yine bu yüzde faşizmin
baştan çıkarmalarına direnmek zor.
									","
											Os horrores da II Guerra Mundial
e do Holocausto
											recordam-nos as terríveis consequências
desta forma de pensar.
											Mas, habitualmente, quando falamos
dos males do fascismo,
											fazemo-lo de modo ineficaz
											porque temos tendência para descrever
o fascismo como um monstro horrendo,
											sem explicar o que ele tem
de tão sedutor.
											É um pouco como aqueles filmes
de Hollywood
											que apresentam os maus da fita
— Voldemort, Sauron ou Darth Vader —
											como homens feios, maus e cruéis.
											São cruéis até para os seus apaniguados.
											Quando vejo esses filmes,
nunca percebo
											porque é que alguém
se sinta tentado a seguir
											um pulha abominável como Voldemort.
											O problema com o mal
é que, na vida real,
											o mal não é necessariamente feio.
											Pode parecer muito belo.
											É uma coisa que o cristianismo sabia bem
											e é por isso que na arte cristã,
em oposição a Hollywood,

											Satã é normalmente representado
como um tipo muito bonito.
											É por isso que é muito difícil
resistir às tentações de Satã
											e que também é difícil
resistir às tentações do fascismo.
									","
											Die Schrecken des Zweiten Weltkriegs
und des Holocaust erinnern uns
											an die furchtbaren Folgen dieses Denkens.
											Aber meistens, wenn man
über die Übel des Faschismus spricht,
											tut man das auf eine wirkungslose Weise,
											weil man dazu neigt, Faschismus
als grauenhaftes Monster zu beschreiben,
											ohne wirklich zu erklären,
was daran so verführerisch ist.
											Es ist ein bisschen
wie in den Hollywood-Filmen,
											die die Bösewichter — Voldemort,
Sauron oder Darth Vader —
											als abstoßend, niederträchtig
und grausam beschreiben.
											Sie sind sogar gegenüber
ihren eigenen Anhängern grausam.
											Schaue ich diese Filme an,
verstehe ich nie,
											warum irgendwer in Versuchung wäre,

											einem widerlichen Fiesling
wie Voldemort zu folgen.
											Das Problem mit dem Bösen ist,
dass das Böse im echten Leben
											nicht unbedingt abstoßend aussieht.
											Es kann sehr schön aussehen.
											Das kennt das Christentum sehr gut,
											weshalb in christlicher Kunst
im Gegensatz zu Hollywood,
											Satan gewöhnlich als
prächtiger Kerl dargestellt wird.
											Deshalb ist es so schwierig,
den Versuchungen Satans zu widerstehen.
											Deshalb ist es auch schwierig,

											den Versuchungen
des Faschismus zu widerstehen.
									","
											Les horreurs de la Seconde Guerre mondiale
et de l'Holocauste nous rappellent
											les terribles conséquences
de ce genre de mentalité.
											Mais, de manière générale,
lorsqu'on parle des fléaux du fascisme,
											on le fait de manière très peu efficace,
											car on a tendance à dépeindre le fascisme
comme un monstre horrible,
											sans toutefois expliquer
ce qui le rend si séduisant.
											C'est un peu comme ces films d'Hollywood,
qui nous présentent les méchants —
											Voldemort, Sauron ou Darth Vader —
											comme étant hideux, mesquins et cruels.
											Ils sont cruels même
envers leurs propres partisans.
											Lorsque je regarde de genre de films
je n'arrive jamais à comprendre —
											pourquoi quiconque serait tenté de suivre
un type aussi répugnant que Voldemort ?
											Le problème avec le Mal est que,
dans la vraie vie,
											il n'est pas nécessairement laid.
											Il peut être très beau.
											Voici quelque chose que
le Christianisme a bien compris ;
											c'est pourquoi dans l'art chrétien,
contrairement à Hollywood,
											Satan est généralement dépeint
comme un très beau mâle.
											Voilà pourquoi il est si difficile
de résister aux tentations de Satan,
											et voilà pourquoi il est aussi difficile
de résister aux tentations du fascisme.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Fascism makes people see themselves
											as belonging to the most beautiful
and most important thing in the world —
											the nation.
											And then people think,
											""Well, they taught us
that fascism is ugly.
											But when I look in the mirror,
I see something very beautiful,
											so I can't be a fascist, right?""
											Wrong.
											That's the problem with fascism.
											When you look in the fascist mirror,
											you see yourself as far more beautiful
than you really are.
											In the 1930s, when Germans
looked in the fascist mirror,
											they saw Germany as the most
beautiful thing in the world.
											If today, Russians look
in the fascist mirror,
											they will see Russia as the most
beautiful thing in the world.
											And if Israelis look
in the fascist mirror,
											they will see Israel as the most
beautiful thing in the world.
											This does not mean that we are now
facing a rerun of the 1930s.
									","
											Faşizm insanların kendilerini
											dünyadaki en güzel ve en önemli şeye
sahip olduğuna inandırır;
											milletlerine.
											Ve insanlar şöyle düşünür:
											''Bize faşizmin 
çirkin olduğunu öğrettiler.
											Ancak aynaya baktığımda
çok güzel bir şey görüyorum,
											o hâlde faşist olamam, değil mi?''
											Yanlış.
											Faşizmle ilgili sorun işte bu.
											Faşist aynaya baktığınız zaman,
											kendinizi olduğunuzdan
çok daha güzel görüyorsunuz.
											1930'larda Almanlar
faşist aynaya baktıklarında
											Almanya'yı dünyanın
en güzel ülkesi olarak görüyoylardı.
											Bugün Ruslar bu aynaya baktıklarında
											Rusya'yı dünyanın en güzel şeyi
olarak göreceklerdir.
											İsrailliler bu aynaya baktıklarında
											İsrail'i dünyanın en güzel şeyi
olarak görecekler.
											Bu durum 1930'ları
yeniden yaşıyoruz demek değil.
									","
											O fascismo faz com que as pessoas
sintam que pertencem
											à coisa mais bela
e mais importante do mundo,
											a nação.
											Quando as pessoas pensam:
											""Ensinaram-nos que o fascismo é horrível,
											""mas, quando olho para o espelho,
vejo uma coisa muito bela,
											""não posso ser fascista, certo?""
											Errado.
											É esse o problema com o fascismo.
											Quando nos vemos no espelho fascista,
											vemo-nos muito mais belos
do que somos na realidade.
											Nos anos 30, quando os alemães
se viram no espelho do fascismo,
											viram a Alemanha como a coisa
mais bela do mundo.
											Se os russos olharem hoje
para o espelho fascista,
											verão a Rússia como a coisa
mais bela do mundo.
											Se os israelitas olharem
para o espelho fascista,
											verão Israel como a coisa
mais bela do mundo.
											Isso não significa que estamos
a repetir o que se passou nos anos 30.
									","
											Faschismus lässt die Leute sich selbst
											als Angehörige der schönsten
und wichtigsten Sache auf der Welt sehen:
											der Nation.
											Dann denken die Leute:
											""Sie lehrten uns,
dass Faschismus abstoßend ist.
											Aber wenn ich in den Spiegel schaue,
sehe ich etwas sehr Schönes.
											Also kann ich kein Faschist sein, oder?""
											Falsch.
											Das ist das Problem mit dem Faschismus.
											Schaut man in den faschistischen Spiegel,
											findet man sich selbst viel schöner,
als man wirklich ist.
											Als die Deutschen in den 1930er Jahren
in den faschistischen Spiegel schauten,
											sahen sie Deutschland
als das Schönste auf der Welt an.
											Wenn heute die Russen
in den faschistischen Spiegel sehen,
											erkennen sie Russland
als das Schönste auf der Welt.
											Schauen Israelis
in den faschistischen Spiegel,
											betrachten sie Israel
als das Schönste auf der Welt.
											Das bedeutet nicht, dass wir jetzt

											vor einer Wiederholung
der 1930er Jahre stehen.
									","
											Le fascisme permet aux gens
de se percevoir eux-mêmes
											comme faisant partie de la plus belle
et la plus importante chose au monde —
											la nation.
											Puis les gens se disent :
											« Eh bien, on nous a appris
que le fascisme est hideux.
											Pourtant, dans mon miroir, je vois
quelque chose de magnifique,
											je ne peux donc pas être fasciste,
n'est-ce pas ? »
											C'est faux.
											Voilà le problème.
											Lorsque vous vous regardez
dans le miroir fasciste,
											vous vous percevez comme étant beaucoup
plus beau que vous ne l'êtes vraiment.
											Dans les années 30, quand les Allemands
se sont regardés dans le miroir fasciste,
											ils ont vu l'Allemagne comme la chose
la plus magnifique au monde.
											De nos jours, si les Russes regardent
dans le miroir fasciste,
											ils verront la Russie comme étant
la plus belle chose du monde.
											Et si les Israéliens se regardent
dans le miroir fasciste,
											ils verront Israël comme étant
la plus belle chose au monde.
											Cela ne veut pas nécessairement dire
que nous revivons les années 30.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											Fascism and dictatorships might come back,
											but they will come back in a new form,
											a form which is much more relevant
											to the new technological realities
of the 21st century.
											In ancient times,
											land was the most important
asset in the world.
											Politics, therefore,
was the struggle to control land.
											And dictatorship meant that all the land
was owned by a single ruler
											or by a small oligarch.
											And in the modern age,
machines became more important than land.
											Politics became the struggle
to control the machines.
											And dictatorship meant
											that too many of the machines
became concentrated
											in the hands of the government
or of a small elite.
											Now data is replacing
both land and machines
											as the most important asset.
											Politics becomes the struggle
to control the flows of data.
											And dictatorship now means
											that too much data is being concentrated
in the hands of the government
											or of a small elite.
									","
											Faşizm ve diktatörlük geri gelebilir
											ama yeni bir biçimde ortaya çıkarlar,
											21. yüzyılın teknolojik gerçekleriyle
											çok daha ilgili bir biçimde.
											Çok eski zamanlarda
											arazi dünyadaki en önemli varlıktı.
											Siyaset, arazileri kontrol mücadelesiydi.
											Diktatörlük ise 
tüm arazilerin tek bir kişi
											veya bir grup tarafından yönetilmesi.
											Modern çağda,
makineler araziden daha önemli oldu.
											Siyaset de makineleri kontrol
mücadalesine dönüştü.
											O hâlde diktatörlük de
											makinelerinin aşırı çoğunluğunun
											hükümet veya küçük bir elitist grubun
ellerinde olması demek.
											Artık veriler en önemli varlık olarak
											arazi ve makinelerin yerini alıyor.
											Siyaset bu veri akışını kontrol
mücadelesine dönüşüyor.
											Ve artık diktatörlük demek,
											aşırı fazlalıkta verinin
hükümetin veya elitist küçük bir grubun
											ellerinde olması demek.
									","
											O fascismo e as ditaduras
podem voltar,
											mas voltarão numa forma nova,
											uma forma muito mais relevante
											para as novas realidades
tecnológicas do século XXI.
											Antigamente,
											a terra era o valor
mais importante do mundo.
											Por isso, a política era a luta
pelo controlo da terra.
											Uma ditadura significava
											que todas as terras
pertenciam a um só governante
											ou a uma pequena oligarquia.
											Na idade moderna,
											as máquinas passaram a ser
mais importantes do que a terra.
											A política passou a ser a luta
pelo controlo das máquinas,
											E a ditadura significava
											que havia demasiadas máquinas
concentradas
											nas mãos do governo
ou de uma pequena elite.
											Agora, os dados estão a substituir
a terra e as máquinas
											como os valores mais importantes.
											A política tornou-se a luta
pelo controlo dos fluxos de dados.
											E a ditadura agora significa
											que há demasiados dados
concentrados nas mãos do governo
											ou de uma pequena elite.
									","
											Faschismus und Diktaturen
kommen vielleicht zurück,
											aber sie werden
in neuer Form zurückkehren,
											die für die neuen technischen Realitäten
des 21. Jahrhunderts bedeutender ist.
											Im Altertum war Land
das wichtigste Vermögen der Welt.
											Die Politik kämpfte deshalb darum,
das Land zu kontrollieren.
											Diktatur bedeutete,
dass ein einziger Machthaber
											das ganze Land besaß;

											oder wenige Oligarchen.
											In der Moderne wurden Maschinen
wichtiger als Land.
											Politik wurde zum Kampf
um die Kontrolle über die Maschinen.
											Diktatur bedeutete,
dass zu viele Maschinen
											in den Händen der Regierung oder
einer kleinen Elite konzentriert wurden.
											Jetzt ersetzen Daten sowohl das Land
als auch die Maschinen
											als das wichtigste Vermögen.
											Politik wird zum Kampf,
den Datenfluss zu kontrollieren.
											Diktatur bedeutet jetzt,
											dass zu viele Daten
in den Händen der Regierung
											oder einer kleinen Elite
konzentriert werden.
									","
											Le fascisme et les régimes dictatoriaux
peuvent possiblement refaire surface,
											mais ils reviendront
sous une forme différente,
											une forme beaucoup mieux adaptée
											à la nouvelle réalité technologique
du 21ème siècle.
											Dans les temps anciens,
											le territoire était la possession
la plus importante au monde.
											Ainsi, les politiques s'efforçaient
de contrôler les terres.
											Dans une dictature, toutes les terres
étaient contrôlées par la même personne
											ou par un petit oligarque.
											Aux Temps modernes, les machines sont
devenues plus importantes que la terre.
											Les politiques se sont alors débattus
pour contrôler les machines.
											À ce moment-là, une dictature signifiait
											qu'un trop grand nombre de machines
étaient concentrées et contrôlées
											par le gouvernement
ou par une élite restreinte.
											Maintenant, les données remplacent
à la fois les terres et les machines,
											comme étant la possession la plus prisée.
											Ainsi, les politiques se démènent
pour contrôler les flux de données.
											Une dictature veut maintenant dire
											que trop de données sont concentrées
et contrôlées par le gouvernement
											ou par une élite restreinte.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											The greatest danger
that now faces liberal democracy
											is that the revolution
in information technology
											will make dictatorships
more efficient than democracies.
									","
											Bugün özgürlükçü demokrasinin
önündeki en büyük tehlike
											bilgi teknolojisi devrimiyle
											diktatörlüklerin
demokrasilerden daha etkili olması.
									","
											O maior perigo que a democracia
liberal enfrenta hoje
											é que a revolução 
na tecnologia da informação
											torne as ditaduras mais eficazes
do que as democracias.
									","
											Die größte Gefahr
für liberale Demokratien ist,
											dass die Revolution
in der Informationstechnologie
											Diktaturen effizienter macht
als Demokratien.
									","
											Le plus grave danger auquel fait 
maintenant face la démocratie libérale
											est la révolution des
technologies de l'information,
											qui rendra les dictatures plus efficaces
que les démocraties.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											In the 20th century,
											democracy and capitalism
defeated fascism and communism
											because democracy was better
at processing data and making decisions.
											Given 20th-century technology,
											it was simply inefficient to try
and concentrate too much data
											and too much power in one place.
									","
											20. yüzyılda,
											demokrasi ve kapitalizm,
faşizm ve komünizmi yendi
											çünkü demokrasi veri işleme
ve karar vermede daha iyiydi.
											20. yüzyıl teknolojisi düşünülünce
											çok fazla veri ve çok fazla gücün
tek bir yerde toplanması
											açık bir şekilde etkisizdi.
									","
											No século XX,
											a democracia e o capitalismo
derrotaram o fascismo e o comunismo,
											porque a democracia era melhor
a processar informações e a tomar decisões.
											Dada a tecnologia do século XX
											era impossível concentrar
demasiadas informações
											e demasiado poder num só local.
									","
											Im 20. Jahrhundert besiegten
die Demokratie und der Kapitalismus
											den Faschismus und den Kommunismus,
											weil die Demokratie besser im Verarbeiten

											von Daten und beim Treffen
von Entscheidungen war.
											Mit der Technologie des 20. Jahrhunderts
											war es einfach ineffizient,

											zu viele Daten und zu viel Macht
an einer Stelle zu konzentrieren.
									","
											Au 20ème siècle,
											la démocratie et le capitalisme ont vaincu
le fascisme et le communisme,
											car la démocratie était plus efficace en
analyse de données et prise de décisions.
											Considérant la technologie
du 20ème siècle,
											il était clairement inefficace de tenter
de concentrer trop de données
											et trop de pouvoir dans un seul endroit.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
											But it is not a law of nature
											that centralized data processing
is always less efficient
											than distributed data processing.
											With the rise of artificial intelligence
and machine learning,
											it might become feasible to process
enormous amounts of information
											very efficiently in one place,
											to take all the decisions in one place,
											and then centralized data processing
will be more efficient
											than distributed data processing.
											And then the main handicap
of authoritarian regimes
											in the 20th century —
											their attempt to concentrate
all the information in one place —
											it will become their greatest advantage.
									","
											Ancak merkezi veri işlemenin
											dağıtımlı veri işlemeden
daha az etkili olduğuna dair
											bir fizik kuralı yok.
											Yapay zekâ ve makine 
öğreniminin yükselişiyle
											dev miktarlarda bilgilerin
tek bir yerde etkin şekilde işlenmesi
											tüm fikirlerin tek bir yerde alınması
											mümkün olabilir
											ve merkezi veri işleme,
dağıtımlı veri işlemeden
											çok daha etkili olur.
											20. yüzyılda otoriter rejimlerin önündeki
											asıl engel,
											yani tüm bilgileri 
tek bir yerde toplama çabası,
											en büyük avantajları hâline gelecek.
									","
											Mas não é uma lei da Natureza
											que o processamento de dados
centralizados seja sempre menos eficaz
											do que o processamento
descentralizado de dados.
											Com o aumento da inteligência artificial
e aprendizagem das máquinas,
											pode tornar-se possível processar
enormes quantidades de informações
											muito eficazmente num só local,
											tomar todas as decisões num só local
											e, assim, o processamento centralizado
de dados será mais eficaz
											do que o processamento
descentralizado de dados.
											E, assim, a principal incapacidade
dos regimes autoritários no século XX
											— a tentativa de concentrar
todas as informações num só local —
											tornar-se-á a sua maior vantagem.
									","
											Aber es ist kein Naturgesetz,
											dass zentralisierte Datenverarbeitung
immer weniger effizient ist
											als dezentralisierte Datenverarbeitung.
											Mit dem Fortschritt bei künstlicher
Intelligenz und maschinellem Lernen
											wird es vielleicht durchführbar,
											riesige Informationsmengen sehr effizient
an einer Stelle zu verarbeiten,
											alle Entscheidungen
an einer Stelle zu treffen.
											Dann wird zentralisierte Datenverarbeitung
											effizienter als dezentralisierte
Datenverarbeitung werden.
											Dann wird das größte Manko
autoritärer Regime im 20. Jahrhundert —
											ihr Versuch alle Informationen
an einer Stelle zu konzentrieren —
											ihr größter Vorteil werden.
									","
											Par contre, il n'y a pas
de loi naturelle qui dicte
											que centraliser l'analyse des données
est toujours une méthode inefficace,
											comparativement à
l'analyse de données répartie.
											Les progrès de l'intelligence artificielle
et de l'apprentissage automatique
											pourraient rendre possible l'analyse
de très larges quantités d'information,
											de manière très efficace
dans un endroit centralisé ;
											il pourrait être possible de prendre
toutes les décisions au même endroit,
											ce qui rendrait alors
l'analyse centralisée plus efficace
											que le traitement de données distribué.
											Ainsi, la principale faiblesse
des régimes autoritaires
											du 20ème siècle —
											leur tentative de concentrer
toute l'information au même endroit —
											deviendra leur plus puissant atout.
									",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
"
","
","
","
","
",Why fascism is so tempting — and how your data could power it,Yuval Noah Harari,18:22,"algorithm,AI,biotech,democracy,future,government,history,humanity,leadership,politics,social change,society,technology"
