fr,en,es,tr,title,speaker,duration,tags
"
											J'ai rigolé, mais c'est de moi
qu'on peut se moquer.
											Il y a aujourd'hui
des systèmes informatiques
											qui peuvent repérer
les états émotionnels et les mensonges
											en traitant les informations
du visage humain.
											Les publicitaires et les gouvernements
sont très intéressés.
									","
											Well, I laughed, but actually,
the laugh's on me.
											Nowadays, there are computational systems
											that can suss out
emotional states and even lying
											from processing human faces.
											Advertisers and even governments
are very interested.
									","
											Bueno, me reí, pero, 
en realidad, me reía de mí.
											Hoy en día, existen sistemas informáticos
											que pueden detectar 
estados emocionales e incluso mentir
											a partir del procesamiento 
de rostros humanos.
											Los anunciantes, e incluso 
hay gobiernos muy interesados.
									","
											Gülüyordum ama aslında
gülünmesi gereken bendim.
											Günümüzde insan yüzlerini
											işlemden geçirerek ruh hâlini 
ve hatta yalan söylediğini
											tespit eden bilgisayar programları var.
											Reklamcılar, hatta devletler de
çok ilgi duyuyor.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											J'étais devenue programmeuse informatique
											car j'étais l'une de ces gamines
folles de maths et de sciences.
											Mais, en chemin, j'avais découvert
les armes nucléaires
											et je me sentais très concernée
par l'éthique de la science.
											J'étais troublée.
											Cependant, du fait
de circonstances familiales,
											je devais aussi commencer à travailler
aussi vite que possible.
											Je me suis dit :
« Choisis un domaine technique
											où tu peux avoir un emploi facilement
											et où je n'ai pas à gérer
des questions d'éthique difficiles. »
											J'ai donc choisi l'informatique.
									","
											I had become a computer programmer
											because I was one of those kids
crazy about math and science.
											But somewhere along the line
I'd learned about nuclear weapons,
											and I'd gotten really concerned
with the ethics of science.
											I was troubled.
											However, because of family circumstances,
											I also needed to start working
as soon as possible.
											So I thought to myself, hey,
let me pick a technical field
											where I can get a job easily
											and where I don't have to deal
with any troublesome questions of ethics.
											So I picked computers.
									","
											Me había convertido en 
programadora informática
											porque yo era una de esas chicas 
locas por las matemáticas y la ciencia.
											Pero también me había 
interesado por las armas nucleares,
											y había empezado a realmente a 
preocuparme por la ética de la ciencia.
											Yo estaba preocupada.
											Sin embargo, 
por circunstancias familiares,
											también debía empezar 
a trabajar lo antes posible.
											Así que me dije, bueno, 
vamos a elegir un campo técnico
											donde poder conseguir un trabajo fácil
											y donde no tenga que lidiar 
con preguntas molestas sobre ética.
											Así que elegí las computadoras.
									","
											Matematik ve fen bilgisini çok seven
											bir çocuk olduğum için
bilgisayar programcısı olmuştum.
											Fakat o sıralarda
nükleer silahlara dair bilgi edinmiş
											ve bilim etiğine de
çok ilgi duymaya başlamıştım.
											Sorunlarım vardı.
											Ne yazık ki ailevi durumlar yüzünden
											mümkün olduğu kadar çabuk
işe girmem gerekiyordu.
											Kendi kendime düşündüm;
kolaylıkla iş bulabileceğim
											teknik bir alan seçeyim ki
											sıkıcı etik problemlerle
uğraşmak zorunda kalmayayım dedim.
											Böylelikle bilgisayarı seçtim.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Eh bien, ah ah ah !
On peut se moquer de moi.
											Aujourd'hui, les informaticiens
construisent des plateformes
											qui contrôlent chaque jour
ce que voient un milliard de personnes.
											Ils développent des voitures
pouvant décider qui écraser.
											Ils construisent même
des machines, des armes
											qui pourraient tuer
des êtres humains dans une guerre.
											Il y a de l'éthique partout.
									","
											Well, ha, ha, ha!
All the laughs are on me.
											Nowadays, computer scientists
are building platforms
											that control what a billion
people see every day.
											They're developing cars
that could decide who to run over.
											They're even building machines, weapons,
											that might kill human beings in war.
											It's ethics all the way down.
									","
											Bueno, ¡ja, ja, ja! 
Todas las risas a mi costa.
											Hoy en día, los informáticos 
construyen plataformas
											que controlan lo que millones 
de personas ven todos los días.
											Están desarrollando automóviles que 
podrían decidir a quién atropellar.
											Es más, están construyendo 
máquinas, armas,
											que podrían matar 
a seres humanos en la guerra.
											Esto es ética a fondo.
									","
											Ha, ha, ha!
Herkes bana gülüyordur.
											Günümüzde bilgisayar uzmanları
her gün milyarlarca insanın
											göreceği şeyleri kontrol eden
programlar kuruyor.
											Kime çarpacağına karar verebilecek
arabalar geliştiriyorlar.
											Savaşta insanları öldürecek türden
											makineler, silahlar bile geliştiriyorlar.
											Etik tamamen ortadan kalkıyor.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											L'intelligence artificielle est arrivée.
											Nous utilisons l'informatique
pour prendre toutes sortes de décisions,
											y compris de nouvelles décisions.
											Nous posons à l'informatique
											des questions auxquelles
il n'y a pas d'unique bonne réponse,
											qui sont subjectives,
											ouvertes et reposent sur des valeurs.
									","
											Machine intelligence is here.
											We're now using computation
to make all sort of decisions,
											but also new kinds of decisions.
											We're asking questions to computation
that have no single right answers,
											that are subjective
											and open-ended and value-laden.
									","
											La inteligencia artificial está aquí.
											Estamos usando la computación 
para tomar todo tipo de decisiones,
											además de nuevos tipos de decisiones.
											Planteamos preguntas a las computadoras 
que no tienen respuestas
											correctas individuales, 
por ser subjetivas
											e indefinidas y cargadas de valores.
									","
											Makine zekâsı işin içinde.
											Artık herhangi bir karar verirken
bilgisayar kullanıyoruz,
											üstelik yeni kararlar alırken bile.
											Bilgisayara tek bir doğru 
cevabı olmayan, öznel,
											açık uçlu ve değer yüklü
											sorular soruyoruz.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Nous posons des questions comme :
											« Qui devrait-on embaucher ? »
											« Quelles nouvelles de quel ami
devrait-on vous montrer ? »
											« Quel prisonnier
va probablement récidiver ? »
											« Quel nouvel objet ou film
devrait être recommandé aux gens ? »
									","
											We're asking questions like,
											""Who should the company hire?""
											""Which update from which friend
should you be shown?""
											""Which convict is more
likely to reoffend?""
											""Which news item or movie
should be recommended to people?""
									","
											Planteamos preguntas como:
											""¿A quién debe contratar la empresa?""
											""¿Qué actualización de qué amigo 
debe mostrarse?""
											""¿Qué convicto tiene 
más probabilidades de reincidir?""
											""¿Qué artículo de noticias o película 
se deben recomendar a la gente?""
									","
											Mesela şu gibi sorular:
											""Şirket kimi işe almalı?""
											""Hangi arkadaştan
hangi güncellemeyi görmelisiniz?""
											""Hangi mahkûm tekrar suç işlemeye yatkın?""
											""İnsanlara hangi haber ya da film 
tavsiye edilmeli?""
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Cela fait un certain temps
que nous utilisons des ordinateurs
											mais c'est différent.
											C'est un changement historique :
											car on ne peut pas utiliser l'informatique
pour des décisions si subjectives
											comme on utilise l'informatique
pour piloter un avion, construire un pont,
											aller sur la Lune.
											Les avions sont-ils plus sûrs ?
Un pont a-t-il bougé et est tombé ?
											Là, nous nous accordons
sur des repères assez clairs
											et les lois de la nature nous guident.
											Nous n'avons pas de tels ancres et repères
											pour les décisions
des affaires complexes humaines.
									","
											Look, yes, we've been using
computers for a while,
											but this is different.
											This is a historical twist,
											because we cannot anchor computation
for such subjective decisions
											the way we can anchor computation
for flying airplanes, building bridges,
											going to the moon.
											Are airplanes safer?
Did the bridge sway and fall?
											There, we have agreed-upon,
fairly clear benchmarks,
											and we have laws of nature to guide us.
											We have no such anchors and benchmarks
											for decisions in messy human affairs.
									","
											Miren, sí, hemos venido usando 
computadoras hace tiempo,
											pero esto es diferente.
											Se trata de un giro histórico,
											porque no podemos anclar el cálculo 
para este tipo de decisiones subjetivas
											como anclamos el cálculo para 
pilotar aviones, construir puentes
											o ir a la luna.
											¿Son los aviones más seguros? 
¿Se balanceó el puente y cayó?
											Ahí, hemos acordado puntos 
de referencia bastante claros,
											y tenemos leyes de 
la naturaleza que nos guían.
											Nosotros no tenemos tales anclas 
y puntos de referencia
											para las decisiones sobre cuestiones
humanas desordenadas.
									","
											Bakın, evet bir süredir bilgisayar
kullanıyoruz,
											ama bu farklı bir durum.
											Bu tarihi bir hata,
											çünkü böyle öznel kararlarda
bilgisayara güvenemeyiz,
											bilgisayara uçak uçurmada, 
köprü inşa etmede, aya gitmede
											güvendiğimiz gibi güvenemeyiz.
											Uçaklar daha güvenli mi?
Köprü sallanıp çöker miydi?
											Burada üzerinde anlaşılan, açık ölçütler 
ve bize yol gösteren doğa kanunları
											olduğu konusunda hemfikiriz.
											Karmaşık insan ilişkilerinde
karar verirken
											bu tür dayanak ve ölçütler yok.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Pour compliquer encore les choses,
nos logiciels gagnent en puissance
											mais sont aussi moins transparents
et plus complexes.
											Récemment, les dix dernières années,
											les algorithmes complexes
ont fait de grandes avancées.
											Ils peuvent reconnaître
les visages humains,
											déchiffrer l'écriture,
											détecter la fraude à la carte bancaire,
											bloquer le spam,
											traduire d'une langue à une autre,
											détecter les tumeurs en imagerie médicale,
											battre les humains aux échecs et au go.
									","
											To make things more complicated,
our software is getting more powerful,
											but it's also getting less
transparent and more complex.
											Recently, in the past decade,
											complex algorithms
have made great strides.
											They can recognize human faces.
											They can decipher handwriting.
											They can detect credit card fraud
											and block spam
											and they can translate between languages.
											They can detect tumors in medical imaging.
											They can beat humans in chess and Go.
									","
											Para complicar más las cosas, 
nuestro software es cada vez más potente,
											pero también es cada vez 
menos transparente y más complejo.
											Recientemente, en la última década,
											algunos algoritmos complejos 
han hecho grandes progresos.
											Pueden reconocer rostros humanos.
											Pueden descifrar la letra.
											Pueden detectar 
el fraude de tarjetas de crédito
											y bloquear el spam
											y pueden traducir a otros idiomas.
											Pueden detectar tumores 
en imágenes médicas.
											Puede vencer a los humanos 
en el ajedrez y en el Go.
									","
											İşleri daha çetrefilli hâle getirmek için
yazılımımız gittikçe güçleniyor,
											fakat aynı zamanda daha az şeffaflaşıp
daha karmaşık oluyor.
											Son on yıl içerisinde,
											kompleks algoritmalar
büyük aşamalar katetti.
											İnsan yüzlerini tanıyabiliyorlar.
											El yazılarını çözebiliyorlar.
											Kredi kartı dolandırıcılığını 
tespit edip
											spam postaları engelliyor
											ve diller arası çeviri yapabiliyorlar.
											Tıbbi görüntülemelerde tümörleri
teşhis edebiliyorlar.
											Go ve satrançta insanları yenebiliyorlar.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Beaucoup de ces progrès
découlent d'une méthode :
											« l'apprentissage de la machine ».
											Cette méthode est différente
de la programmation traditionnelle
											où l'on donne des instructions détaillées,
exactes, méticuleuses à l'ordinateur.
											Cela ressemble plus
à un système nourri de données,
											dont des données non structurées,
											comme celles générées
par notre vie numérique.
											Le système apprend
en parcourant ces données.
											Et aussi, c'est crucial,
											ces systèmes n'utilisent pas la logique
de la réponse unique.
											Ils ne produisent pas une seule réponse,
c'est plus probabiliste :
											« Celle-ci est probablement
plus proche de ce que vous cherchez. »
									","
											Much of this progress comes
from a method called ""machine learning.""
											Machine learning is different
than traditional programming,
											where you give the computer
detailed, exact, painstaking instructions.
											It's more like you take the system
and you feed it lots of data,
											including unstructured data,
											like the kind we generate
in our digital lives.
											And the system learns
by churning through this data.
											And also, crucially,
											these systems don't operate
under a single-answer logic.
											They don't produce a simple answer;
it's more probabilistic:
											""This one is probably more like
what you're looking for.""
									","
											Gran parte de este progreso viene de un 
método llamado ""aprendizaje automático"".
											El aprendizaje automático es 
diferente a la programación tradicional,
											donde se da al equipo instrucciones 
exactas, detalladas y meticulosas.
											Es como si uno alimentara el sistema 
con una gran cantidad de datos,
											incluyendo los datos no estructurados,
											como los que generamos 
en nuestras vidas digitales.
											Y el sistema aprende de esos datos.
											Y también, de manera crucial,
											estos sistemas no funcionan 
bajo una lógica de una sola respuesta.
											No producen una respuesta sencilla; 
es más probabilístico:
											""Esto es probablemente parecido 
a lo que estás buscando"".
									","
											Bu gelişmelerin çoğu ""makine öğrenimi""
denilen bir yöntemden geliyor.
											Makine öğrenimi, bilgisayara 
detaylı, doğru ve itinalı
											talimatlar verdiğiniz
geleneksel programlamadan farklıdır.
											Daha çok sistemi kavrayıp onu
dijital yaşamlarımızda ürettiğimiz türden
											yapısal olmayan veri dahil
											bir sürü veriyle desteklemeniz gibidir.
											Sistem bu bilgileri baştan sona
karıştırarak öğrenir.
											Ayrıca en önemlisi
											bu sistemlerin tek cevaplı 
mantıkla çalışmadığıdır.
											Tek bir cevap üretmezler,
daha çok olasılık vardır:
											""Belki de aradığınız şey bu olabilir.""
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											L'avantage est que cette méthode
est très puissante.
											Le chef de l'IA chez Google l'a appelée :
											« l'efficacité irraisonnable
des données ».
											L'inconvénient est :
											nous ne comprenons pas vraiment
ce que le système a appris.
											En fait, c'est sa force.
											C'est moins comme donner
des instructions à un ordinateur ;
											plus comme entraîner
une machine-chiot-créature
											que nous ne comprenons
ni ne contrôlons vraiment.
											Voilà notre problème.
											C'est un problème quand cette intelligence
artificielle comprend mal les choses.
											C'est aussi un problème
quand elle comprend les choses
											car on ne sait pas différencier
ces situations pour un problème subjectif.
											Nous ignorons ce que pense cette chose.
									","
											Now, the upside is:
this method is really powerful.
											The head of Google's AI systems called it,
											""the unreasonable effectiveness of data.""
											The downside is,
											we don't really understand
what the system learned.
											In fact, that's its power.
											This is less like giving
instructions to a computer;
											it's more like training
a puppy-machine-creature
											we don't really understand or control.
											So this is our problem.
											It's a problem when this artificial
intelligence system gets things wrong.
											It's also a problem
when it gets things right,
											because we don't even know which is which
when it's a subjective problem.
											We don't know what this thing is thinking.
									","
											La ventaja es que 
este método es muy potente.
											El jefe de sistemas de inteligencia 
artificial de Google lo llama:
											""la eficacia irrazonable de los datos"".
											La desventaja es que
											realmente no entendemos 
lo que aprendió el sistema.
											De hecho, ese es su poder.
											Esto no se parece a dar instrucciones 
a una computadora;
											se parece más a la formación 
de una criatura cachorro máquina
											que realmente no entendemos o controlamos.
											Así que este es nuestro problema;
un problema cuando el sistema
											de inteligencia artificial 
hace cosas erróneas.
											Es también un problema 
cuando hace bien las cosas,
											porque ni siquiera sabemos qué es qué 
cuando se trata de un problema subjetivo.
											No sabemos qué está pensando esta cosa.
									","
											Şimdi avantajı şu:
Bu yöntem gerçekten çok güçlüdür.
											Google'ın Yapay Zeka'sının dediği gibi
											""verinin akıl almaz etkinliği""dir.
											Dezavantajı ise,
											sistemin ne öğrendiğini
tam olarak anlamıyor olmamızdır.
											Aslında bu onun gücü.
											Bu, bir bilgisayara
talimat vermek gibi değildir;
											nasıl kontrol edeceğimizi bilmediğimiz
bir içecek sıkma makinesini
											çalıştırmak gibidir.
											Yani sorunumuz bu.
											Yapay zeka sistemi bir şeyleri
yanlış anladığında problem olur.
											Aynı zamanda doğru anladığında da
problem olur,
											çünkü öznel bir problem olduğunda
hangisinin hangisi olduğunu bilmiyoruz.
											Bu şeyin ne düşündüğünü bile bilmiyoruz.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
											Considérez un algorithme d'embauche —
											un système utilisé pour embaucher des gens
en utilisant l'apprentissage des machines.
											Un tel système aurait été entraîné
sur les données des employés
											et chargé de trouver et embaucher
											des gens similaires à ceux
les plus performants de l'entreprise.
											Cela semble bien.
											Une fois, j'ai assisté à une conférence
											qui réunissait responsables
des ressources humaines et des dirigeants,
											des gens de haut niveau,
											avec de tels systèmes d'embauche.
											Ils étaient très excités.
											Ils pensaient que cela rendrait l'embauche
plus objective, moins biaisée
											et donnerait plus de chances
aux femmes et minorités
											face à des responsables RH partiaux.
									","
											So, consider a hiring algorithm —
											a system used to hire people,
using machine-learning systems.
											Such a system would have been trained
on previous employees' data
											and instructed to find and hire
											people like the existing
high performers in the company.
											Sounds good.
											I once attended a conference
											that brought together
human resources managers and executives,
											high-level people,
											using such systems in hiring.
											They were super excited.
											They thought that this would make hiring
more objective, less biased,
											and give women
and minorities a better shot
											against biased human managers.
									","
											Por lo tanto, piensen en 
un algoritmo de contratación,
											un sistema usado para contratar, 
usa sistemas de aprendizaje automático.
											un sistema así habría sido entrenado 
con anteriores datos de empleados
											y tiene la instrucción 
de encontrar y contratar
											personas como las de alto rendimiento 
existentes en la empresa.
											Suena bien.
											Una vez asistí a una conferencia
											que reunió a los responsables 
de recursos humanos y ejecutivos,
											las personas de alto nivel,
											que usaban estos sistemas 
en la contratación.
											Estaban muy emocionados.
											Pensaban que esto haría la contratación 
más objetiva, menos tendenciosa,
											para dar a las mujeres y a las minorías 
mejores oportunidades
											contra los administradores 
humanos tendenciosos.
									","
											Şimdi, insanları işe almak için kullanılan
											makine öğrenimi sistemlerinden yararlanan
bir işe alım algoritma sistemi düşünün.
											Böyle bir sistem önceki 
çalışanların verilerine ayarlı
											ve şirketteki yüksek performansı olan
											çalışanlar gibi insanlar bulmaya ve 
işe almaya kurulmuş olmalı.
											İyi fikir.
											Bir keresinde bir konferansa katıldım,
											işe alımda bu sistemi kullanan
insan kaynakları uzmanları ile
											yöneticileri,
											üst düzey insanları buluşturuyordu.
											Çok heyecanlıydılar.
											Bu yöntemin işe alımı daha nesnel,
daha az ön yargılı yapacağını
											ve kadın ve azınlıkları ön yargılı 
insan kaynakları karşısında
											daha şanslı hâle getireceğini
düşünüyorlardı.
									",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
"
","
","
","
",Machine intelligence makes human morals more important,Zeynep Tufekci,17:42,"AI,choice,computers,algorithm,data,humanity,decision-making,intelligence,machine learning,potential,morality,privacy,robots,society,science,software,technology"
