en,es,fr,de,tr,title,speaker,duration,tags
"
											My doctor asked if I'd like to speak
with a mental health professional
											about my stress and anxiety.
											Mental health?
											I clammed up and violently
shook my head in protest.
											I felt a profound sense of a shame.
											I felt the weight of stigma.
											I have a loving, supportive family
											and incredibly loyal friends,
											yet I could not entertain
the idea of speaking to anyone
											about my feeling of pain.
											I felt suffocated
by the rigid architecture
											of our African masculinity.
											""People have real problems, Sangu.
											Get over yourself!""
									","
											El médico me preguntó 
si me gustaría hablar
											con un profesional de la salud mental
											sobre mi estrés y ansiedad.
											¿Salud mental?
											Me cerré y me negué violentamente
en señal de protesta.
											Sentí un profundo
sentimiento de vergüenza.
											Sentí el peso del estigma.
											Tengo una familia que me apoya y me quiere
											y amigos increíblemente leales,
											pero no pude aceptar la idea
de hablar con nadie sobre mi dolor.
											Me sentí sofocado por 
la rígida convención social
											acerca de nuestra masculinidad africana.
											""La gente tiene problemas reales,
Sangu. ¡Supéralo!""
									","
											Mon docteur a demandé si je voulais parler
à un professionnel de la santé mentale
											à propos de mon stress et de mon anxiété.
											Santé mentale ?
											Je me suis tu et j'ai violemment secoué
la tête en signe de protestation.
											J'ai ressenti un 
sentiment profond de honte.
											J'ai ressenti le poids 
de la stigmatisation.
											J'ai une famille aimante qui me soutient
											et des amis incroyablement loyaux,
											pourtant je ne pouvais pas imaginer
parler à qui que ce soit
											de ma sensation de douleur.
											J'avais l'impression d'étouffer
sous l'architecture rigide
											de notre masculinité africaine.
											« Des gens ont de vrais problèmes, Sangu.
											Reprends-toi ! »
									","
											Meine Ärzte fragten,
ob ich nicht mit einem Spezialisten
											über meine psychische
Gesundheit sprechen mochte,
											über meine Angst und meinen Stress.
											Psychische Gesundheit?
											Ich machte dicht und schüttelte
protestierend meinen Kopf.
											Ich fühlte tiefgreifende Scham.
											Ich fühlte das Gewicht von Stigma.
											Ich habe eine liebevolle
und unterstützende Familie
											und sehr loyale Freunde,
											doch ich konnte mich nicht
mit der Idee anfreunden,
											mit jemandem über meine
schmerzhaften Gefühle zu sprechen.
											Ich fühlte mich erstickt
von der rigiden Architektur
											unserer afrikanischen Maskulinität.
											""Leute haben echte Probleme, Sangu.
											Reiß dich zusammen!""
									","
											Doktorum, stresim ve anksiyetem hakkında
bir ruh sağlığı danışmanı ile
											görüşmek isteyip istemediğimi sordu.
											Ruh sağlığı?
											Gıkımı çıkarmadım ve şiddetli bir şekilde
istemediğimi belirterek kafa salladım.
											Derin bir utanç hissettim.
											Damgalanmanın yükünü hissettim.
											Beni seven ve destekleyen bir aileye
											ve inanılmaz sadık arkadaşlara sahibim,
											yine de birisine hissettiğim
acıyı anlatma fikrini
											kaldıramazdım.
											Afrikan eril soyumun getirdiği,
katı kurallarla oluşturulan
											yapı altında ezildim.
											''İnsanların 'gerçek' sorunları var,
											kendine gel Sangu!''
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											The first time I heard ""mental health,""
											I was a boarding school student
fresh off the boat from Ghana,
											at the Peddie School in New Jersey.
											I had just gone through
the brutal experience
											of losing seven loved ones
in the same month.
											The school nurse,
											concerned about what I'd gone
through — God bless her soul —
											she inquired about my mental health.
											""Is she mental?"" I thought.
											Does she not know I'm an African man?
									","
											La primera vez que oí ""salud mental"",
											era estudiante en un internado
y recién venido en barco de Ghana,
											en la Peddie School en Nueva Jersey.
											Acababa de pasar por la brutal experiencia
											de perder siete seres queridos
en el mismo mes.
											La enfermera de la escuela,
preocupada por lo que estaba pasando
											— Dios bendiga su alma —
											me preguntó por mi salud mental.
											""¿Está loca?"", pensé.
											¿No sabe que soy africano?
									","
											J'ai entendu parler de « santé mentale »
											quand j'étais à l'internat,
tout juste descendu du bateau du Ghana,
											à la Peddie School dans le New Jersey.
											Je venais de vivre la brutale expérience
											que c'est de perdre sept êtres aimés
au cours du même mois.
											L'infirmière de l'école,
											inquiète à cause de ce que
j'avais traversé — Dieu la bénisse —
											m'a questionné sur ma santé mentale.
											« Est-elle folle ? » ai-je pensé.
											Sait-elle que je suis un homme africain ?
									","
											Als ich erstmals von
""psychischer Gesundheit"" hörte,
											war ich Schüler eines Internats
an der Peddie-Schule in New Jersey,
											ein Neuankömmling,
frisch vom Boot aus Ghana.
											Ich hatte gerade die furchtbare
Erfahrung durchgemacht,
											sieben mir nahestehende Personen
im selben Monat zu verlieren.
											Die Schulkrankenschwester
war beunruhigt darüber,
											was ich durchgemacht hatte
											— Gott hab sie selig —,
											und fragte daher nach meiner
geistigen Gesundheit.
											""Ist die verrückt?"", dachte ich mir.
											Weiß sie denn nicht, dass ich
ein afrikanischer Mann bin?
									","
											''Ruh sağlığı''nı ilk kez,
											Gana'dan yeni geldiğimde, yatılı okul
öğrencisi olduğum New Jersey'deki
											Peddie School'da duymuştum.
											Bir ay içerisinde, sevdiğim yedi
insanın ölümünün yaşattığı
											o acı deneyimi tatmıştım.
											Okul hemşiresi,
											yaşadığım durum ile yakından ilgilendi,
ona şükürler olsun ve ruh sağlığım
											hakkında bilgi almaya başladı.
											''Kafadan kontak mı?'' diye düşündüm.
											Afrikalı bir erkek olduğumu bilmiyor mu?
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","
											(Kahkaha)
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											Like Okonkwo in ""Things Fall Apart,""
											we African men neither process
nor express our emotions.
											We deal with our problems.
									","
											Al igual que Okonkwo
en ""Things Fall Apart"",
											los hombres africanos ni procesan
ni expresan sus emociones.
											Nosotros encaramos los problemas.
									","
											Comme Okonkwo
dans « Le monde s'effondre »,
											nous, hommes africains, ne gérons pas
et n'exprimons pas nos émotions.
											Nous gérons nos problèmes.
									","
											Wie Okonkwo in 
""Okonkwo oder Das Alte stürzt"",
											äußern und verarbeiten wir afrikanischen
Männer unsere Emotionen nicht.
											Wir gehen mit unseren Problemen um.
									","
											''Things Fall Apart''daki Okonkwo gibi,
											biz Afrikalı erkekler, ne duygularımızı
sindirebiliyor, ne de ifade edebiliyoruz.
											Biz sorunlarımızı ''hallediyoruz.''
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											We deal with our problems.
											I called my brother and laughed
about ""Oyibo"" people — white people —
											and their strange diseases —
											depression, ADD and those ""weird things.""
											Growing up in West Africa,
											when people used the term ""mental,""
what came to mind was a madman
											with dirty, dread-locked hair,
											bumbling around half-naked on the streets.
											We all know this man.
											Our parents warned us about him.
											""Mommy, mommy, why is he mad?""
											""Drugs!
											If you even look at drugs,
you end up like him.""
									","
											Nos ocupamos de nuestros problemas.
											Llamé a mi hermano y me reí
de los ""oyibos"" — la gente blanca —
											y sus extrañas enfermedades:
											Depresión, TDAH y esas ""cosas extrañas"".
											Al crecer en África Occidental,
cuando la gente usa el término ""mental"",
											lo que viene a la mente es un loco
con el pelo sucio, trenzado,
											balbuceando y andando
medio desnudo por la calle.
											Todos conocemos a este hombre.
											Nuestros padres nos
advierten acerca de él.
											""Mamá, mamá, ¿por qué está loco?""
											""¡Drogas! Con solo mirarlo,
terminas como él"".
									","
											Nous gérons nos problèmes.
											J'ai appelé mon frère et j'ai ri
des gens d'« Oyibo » — des gens blancs —
											et de leurs maladies étranges :
											dépression, TDAH
et ces « choses étranges ».
											En grandissant en Afrique de l'Ouest,
											quand les gens utilisaient
le mot « mental »,
											ce qui venait à l'esprit, c'était un fou
											avec des cheveux sales, des dreadlocks,
											errant maladroitement,
à moitié nu dans les rues.
											Nous connaissons tous cet homme.
											Nos parents nous ont
mis en garde à son sujet.
											« Maman, pourquoi est-il fou ? »
											« La drogue !
											Si tu regarde de la drogue,
tu finiras comme lui. »
									","
											Wir gehen mit unseren Problemen um.
											Ich rief meinen Bruder an und lachte
über ""Oyibo""-Leute — weiße Leute —
											und deren komische Krankheiten —
											Depressionen, ADHS und 
diese ""komischen Dinge"".
											Als jemand, der in Westafrika
aufgewachsen ist,
											dachte ich an jemanden Verrückten,
wenn ich den Begriff ""psychisch"" hörte,
											jemanden mit schmutzigen Rastalocken,
											der halb nackt auf
der Straße herumwurstelt.
											Wir alle kennen diesen Mann.
											Unsere Eltern warnten uns vor ihm.
											""Mama, warum ist der verrückt?""
											""Drogen!
											Wenn du Drogen auch nur ansiehst,
wirst du am Ende so wie er.""
									","
											Biz sorunlarımızı hallediyoruz.
											Erkek kardeşimi aradım
ve ''Oyibolarla'' -beyazlarla-
											ve onların tuhaf hastalıklarıyla;
											depresyon, DEHB ve diğer
''tuhaf şeyler'' hakkında gırgır yaptım.
											Batı Afrika'da büyümüş biri olarak,
											biri ''ruh hastası'' kelimesini
kullandığında akıllara gelen görüntü;
											kirli, rastalı saçlarıyla,
yarı çıplak bir hâlde
											sokaklarda sekip duran deli bir adamdı.
											Hepimiz onu tanıyoruz.
											Ailemiz dikkat etmemiz
konusunda uyardı bile.
											''Anne, anne, niye deli ki o?''
											''Uyuşturucu! Haplara
											bir kez bile bakarsan,
sonun onunki gibi olur.''
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","
											(Kahkaha)
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											Come down with pneumonia,
											and your mother will rush you
to the nearest hospital
											for medical treatment.
											But dare to declare depression,
											and your local pastor
will be driving out demons
											and blaming witches in your village.
									","
											Si tienes neumonía, tu madre te llevará
											al hospital más cercano
para tratamiento médico.
											Pero si uno se atreve
a declararse depresivo,
											tu pastor va a expulsar a los demonios
y culpar a las brujas del pueblo.
									","
											Attrapez une pneumonie
											et votre mère vous emmènera
précipitamment à l'hôpital
											pour que vous y soyez traité.
											Mais osez déclarer une dépression
											et votre pasteur local
exorcisera les démons
											et accusera les sorcières du village.
									","
											Erkranken Sie an einer Lungenentzündung,
											fährt Sie Ihre Mutter
direkt ins nächste Krankenhaus,
											um behandelt zu werden.
											Trauen Sie sich allerdings,
sich zur Depression zu bekennen,
											wird Ihr örtlicher Pastor
Ihre Dämonen austreiben
											und den Hexen des Dorfs
die Schuld zuweisen.
									","
											Zatüreye tutul,
											annen tıbbi tedavi için
seni en yakın hastaneye
											koşarak götürür.
											Ama depresyon kelimesi etmeye cüret et,
											mahallenin papazı
şeytan çıkarmalara başlar
											ve köydeki cadılardan dem vurur.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											According to the World
Health Organization,
											mental health is about being able to cope
											with the normal stressors of life;
											to work productively and fruitfully;
											and to be able to make
a contribution to your community.
											Mental health includes our emotional,
psychological and social well-being.
											Globally, 75 percent
of all mental illness cases
											can be found in low-income countries.
											Yet most African governments
											invest less than one percent
of their health care budget
											in mental health.
									","
											De acuerdo con la Organización
Mundial de la Salud,
											la salud mental significa poder lidiar
											con el estrés cotidiano de la vida;
											trabajar productivamente
y fructíferamente;
											y ser capaz de hacer
una contribución a la comunidad.
											La salud mental incluye nuestro bienestar
emocional, psicológico y social.
											A nivel mundial, el 75 % de todos
los casos de enfermedad mental
											se pueden encontrar en
países con pocos ingresos.
											Sin embargo, la mayoría
de los gobiernos africanos
											invierten menos de 1 % del presupuesto
para la atención médica en salud mental.
									","
											Selon l'Organisation
Mondiale pour la Santé,
											la santé mentale,
c'est être capable de gérer
											les facteurs normaux de stress de la vie,
											de travailler de façon
productive et fructueuse
											et d'être capable de contribuer
à votre communauté.
											La santé mentale inclut le bien-être
émotionnel, psychologique et social.
											A travers le monde,
75% des maladies mentales
											se présentent dans des pays
à faible revenu.
											Mais la majorité
de gouvernements africains
											investissent moins de 1%
de leur budget santé
											dans la santé mentale.
									","
											Der Weltgesundheitsorganisation zufolge
											geht es bei psychischer Gesundheit darum,
											mit den Stressfaktoren
des Lebens umgehen zu können,
											um produktiv und ertragreich zu arbeiten,
											und einen Beitrag zur Gemeinschaft
leisten zu können.
											Psychische Gesundheit umfasst
unser emotionales, psychologisches
											und soziales Wohlbefinden.
											Weltweit befinden sich 75 %
aller Fälle psychischer Erkrankungen
											in Ländern mit geringerem Einkommen.
											Dennoch investieren die meisten
afrikanischen Regierungen
											weniger als 1 % ihres Gesundheitsbudgets
											in psychische Gesundheit.
									","
											Dünya Sağlık Örgütü'ne göre,
											ruh sağlığı, günlük hayatın getirdiği
											stresle mücadele etmek ile alakalı;
											üretken ve yararlı bir şekilde çalışmakla
											ve topluma katkıda bulunacak
işler yapabilme gücünle.
											Ruh sağlığı, kişinin duygusal, psikolojik
ve sosyal olarak ayakta oluşunu içeriyor.
											Dünya çapındaki
bütün ruh hastalıklarının %75'i
											düşük gelirli ülkelerde görülüyor.
											Buna rağmen Afrika hükûmetleri,
											sağlık hizmetleri bütçesinin
yüzden birinden azını,
											ruh sağlığına ayırıyor.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											Even worse,
											we have a severe shortage
of psychiatrists in Africa.
											Nigeria, for example,
is estimated to have 200 —
											in a country of almost 200 million.
											In all of Africa,
											90 percent of our people
lack access to treatment.
											As a result,
											we suffer in solitude,
											silenced by stigma.
									","
											Incluso peor,
											tenemos una grave escasez
de psiquiatras en África.
											Nigeria, por ejemplo,
se estima que tiene unos 200,
											en un país de casi 200 millones.
											En toda África,
											el 90 % de la gente
carece de acceso al tratamiento.
											Como resultado,
											sufrimos en la soledad,
											silenciados por el estigma.
									","
											Encore pire,
											il y a un grave manque
de psychiatres en Afrique.
											Au Nigeria, par exemple,
on estime qu'il y en a 200,
											dans un pays de près
de 200 millions de personnes.
											En Afrique en général,
											90% des gens n'ont pas accès
à un traitement.
											En conséquence,
											nous souffrons dans une solitude
											qui est mise sous silence
du fait de la stigmatisation.
									","
											Schlimmer noch,
											wir haben einen akuten Mangel
an Psychiatern in Afrika.
											Nigeria zum Beispiel hat beinahe 200 —
											in einem Land mit fast
200 Millionen Einwohnern.
											In ganz Afrika
											haben 90 % unserer Einwohner
keinen Zugriff zu Behandlungen.
											Daher leiden wir in Einsamkeit,
											vom Stigma zum Schweigen gebracht.
									","
											Daha kötü olansa,
											Afrika'daki ciddi psikiyatrist eksikliği.
											Mesela Nijerya'da, neredeyse
200 milyon nüfusluk ülkede,
											200 tane olduğu tahmin ediliyor.
											Tüm Afrika'daysa,
											insanların %90'ı tedavi
erişilebilirliğinden mahrum.
											Sonuç olarak,
											bir başımıza,
											dışlanma korkusuyla susturuluyoruz.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											We as Africans often respond
to mental health with distance,
											ignorance,
											guilt,
											fear
											and anger.
											In a study conducted by Arboleda-Flórez,
											directly asking, ""What is the cause
of mental illness?""
											34 percent of Nigerian respondents
cited drug misuse;
											19 percent said divine wrath
and the will of God —
									","
											Nosotros como africanos, a menudo
respondemos a la salud mental
											con la distancia, ignorancia,
											culpa, miedo y enojo.
											En un estudio realizado
por Arboleda-Flórez,
											que preguntaba directamente: ""¿Cuál es
la causa de la enfermedad mental?""
											el 34 % de los encuestados nigerianos
nombraron el uso indebido de drogas;
											el 19 % dijo ""ira divina
y la voluntad de Dios""...
									","
											Nous Africains réagissons souvent
à la santé mentale de façon distante,
											avec ignorance,
											culpabilité,
											peur
											et colère.
											Dans une étude réalisée
par Arboleda-Flórez
											qui demandait : « Quelle est la cause
des maladies mentales ? »,
											34% des répondants nigérians
ont parlé d'abus de drogues,
											19% de la fureur divine
et de la volonté de Dieu,
									","
											Wir Afrikaner reagieren auf psychische
Erkrankungen gewöhnlich mit Abstand,
											Ignoranz,
											Schuldgefühlen,
											Furcht
											und Wut.
											In einer Studie von Arboleda-Flórez
											wurde gefragt: ""Was ist die Ursache
psychischer Krankheiten?""
											34 % der nigerianischen Bevölkerung
antworteten mit Drogenmissbrauch;
											19 % meinten Gottes Zorn und Gottes Wille.
									","
											Afrikalılar olarak ruh sağlığına 
hep mesafeyle,
											cehaletle,
											suçlulukla,
											korkuyla
											ve öfkeyle yaklaştık.
											Arboleda-Flórez tarafından yürütülen
											ve ''Ruh hastağının sebebi nedir?''
sorusuna cevap aranan bir araştırmada,
											Nijeryalı muhatapların
%34'ü madde bağımlığı,
											%19'u tanrının gazabı ve takdiri ilahi
olarak cevap verdi.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","
											(Kahkaha)
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
											12 percent,
											witchcraft and spiritual possession.
											But few cited other known
causes of mental illness,
											like genetics,
											socioeconomic status,
											war,
											conflict
											or the loss of a loved one.
											The stigmatization against mental illness
											often results in the ostracizing
and demonizing of sufferers.
											Photojournalist Robin Hammond
has documented some of these abuses ...
											in Uganda,
											in Somalia,
											and here in Nigeria.
									","
											un 12 %
											la brujería y estar poseído por espíritus.
											Pero pocos citaron otras causas
conocidas de la enfermedad mental,
											como la genética,
											el estatus socioeconómico,
											la guerra, el conflicto
o la pérdida de un ser querido.
											El estigma contra la enfermedad mental
											a menudo resulta en ostracismo
y la demonización de los enfermos.
											El periodista fotográfico Robin Hammond
ha documentado algunos de estos abusos
											en Uganda,
											en Somalia,
											y aquí en Nigeria.
									","
											12%
											de sorcellerie
et de possession spirituelle.
											Mais peu ont cité d'autres causes
connues de maladie mentale
											comme la génétique,
											le statut socio-économique,
											la guerre,
											les conflits
											ou la perte d'un être aimé.
											La stigmatisation
envers les maladies mentales
											résulte souvent en la marginalisation
et la diabolisation des souffrants.
											Le photojournaliste Robin Hammond
a documenté certains de ces abus...
											en Ouganda,
											en Somalie
											et ici, au Nigeria.
									","
											12 % sagten Hexerei
und geistige Besessenheit.
											Aber nur wenige äußerten bekannte
Ursachen psychischer Krankheiten,
											so wie Genetik,
											sozio-ökonomischer Status,
											Kriege,
											Konflikt
											oder der Verlust eines Geliebten.
											Die Stigmatisierung
psychischer Erkrankungen
											führt oft zur Ausgrenzung und
Verteufelung der Leidtragenden.
											Fotojournalist Robin Hammond hat
einige dieser Missbräuche dokumentiert,
											in Uganda,
											in Somalia
											und hier in Nigeria.
									","
											%12'si ise,
											büyücülük ve ruhani varlıkların
musallatı dedi.
											Yalnızca azınlık bir kısım, bilinen diğer
ruh hastalık sebeplerini dile getirdi;
											ırsiyet,
											sosyoekonomik durum,
											savaş,
											çatışma
											ya da sevilen birinin kaybı.
											Ruh hastalıklarına karşı
yapılan damgalamalar,
											mağdurların ötekileştirilmesi
ve şeytanlaştırılması ile sonuçlanıyor.
											Foto muhabiri Robin Hammond,
bu sömürgelerin bazılarını belgeledi...
											Uganda'da,
											Somali'de
											ve burada, Nijerya'da.
									",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
"
","
","
","
","
",There's no shame in taking care of your mental health,Sangu Delle,9:06,"depression,activism,communication,entrepreneur,health,humanity,identity,health care,mental health,personal growth,social change,personality,society,vulnerability,TED Fellows,Africa"
