fr,de,tr,es,title,speaker,duration,tags
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Maintenant avec ça, avec l'expérience
											de créer une entreprise, ou de faire marcher quelque chose…
											et ce n'est pas obligatoirement une entreprise,
											ça peut être une association à l'école,
											ça peut être à but non lucratif,
											mais ils veulent l'expérience de création d'une organisation.
											Ensuite il y a la connaissance.
											Si vous me dites que vous allez être
											le grand développeur de la carte du génome humain,
											vous feriez mieux de savoir ce qu'est le génome humain.
											Je veux dire, je veux que vous soyez un expert.
											Donc, je ne veux pas de quelqu'un qui dise,
											""Hé, j'ai une super idée dans un domaine où je ne connais rien,
											je ne sais pas qui sont les acteurs,
											je ne connais pas le marché.""
											Vous devez donc connaître le marché.
											Vous devez connaître votre domaine.
									","
											Und neben der Erfahrung,
											ein Unternehmen zu gründen oder etwas zu leiten –
											das muss kein Unternehmen sein.
											Es kann eine Organisation in der Schule,
											etwas Gemeinnütziges sein.
											Aber sie wollen Erfahrung in Organisationsgründung sehen.
											Dann kommt Wissen.
											Wenn Sie mir sagen, Sie werden
											der Entwickler einer menschlichen Gen-Karte sein
											sollten Sie wissen, was ein menschliches Gen ist.
											Ich meine, Sie sollten Fachkenntnis haben.
											Ich will also niemanden haben, der sagt:
											„Hey, ich habe eine großartige Idee in einem Bereich, über den ich nicht Bescheid weiß.
											Ich kenne die Mitbewerber nicht,
											ich weiß nicht, wie Markt aussieht.“
											Sie müssen Ihren Markt kennen.
											Sie müssen Ihr Gebiet kennen.
									","
											Ve bununla beraber, bir girişimi başlatma
											ya da birşeyi yönetme deneyimiyle beraber —
											ve bu bir iş olmayabilir.
											Okuldaki bir organizasyon olabilir,
											kar amacı gütmeyen olabilir.
											Ama bir organizasyon yaratma deneyimi istiyorlar.
											Sıradaki bilgi.
											Eğer bana gelip de
											insan genomunun büyük bir geliştiricisi olacağınızı
											söylüyorsanız, insan genomu nedir bilmeniz iyi olur.
											Yani, alanında uzmanlık sahibi olmanızı istiyorum.
											Yani bana ""Hey, hakkında hiçbir şey bilmediğim bir iş konusunda
											süper bir fikrim var,"" diyen birini istemiyorum.
											""Oyuncular kim bilmiyorum.
											Pazar nasıl bilmiyorum.""
											Pazarınızı bilmeniz lazım.
											Bölgenizi bilmeniz lazım.
									","
											Junto a la experiencia
											de crear una empresa o llevar algo,
											puede no ser un negocio,
											puede ser una organización en la escuela
											o algo sin ánimo de lucro.
											Pero experiencia creando una organización.
											Lo siguiente es el conocimiento.
											Si alguien me dice que será
											el gran desarrollador 
del mapa del genoma humano,
											mejor que sepa 
lo que es un genoma humano.
											Es decir, quiero 
que sea experto en el campo.
											No quiero a alguien que diga:
											""Tengo una gran idea 
en un negocio que desconozco.
											No sé quién lo hace.
											No conozco el mercado"".
											Tienen que conocerlo.
											Y su campo.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Vous devez avoir les compétences requises
											pour faire tourner une entreprise.
											Ces compétences vont des aspects techniques
											si c'est une entreprise de technologie, au marketing,
											au management, et ainsi de suite.
											Mais tout le monde ne possède pas toutes ces compétences.
											Il y a très peu de gens qui ont l'ensemble des compétences
											qu'il faut pour diriger une entreprise.
											Alors, de quoi d'autre avez-vous besoin?
											Eh bien, de leadership.
											Vous devez être capable de nous convaincre
											que soit vous avez déjà réuni une équipe
											qui a tous ces facteurs, ou bien que vous pouvez le faire.
											Que vous avez le charisme, le style de management
											et la capacité d'amener des gens à vous suivre,
											de les inspirer, de les motiver à faire partie de votre équipe.
											Bien, et après tout ça,
											qu'est-ce que je veux savoir en tant que capital-risqueur?
											Je veux savoir que vous êtes engagé.
											Que vous allez y être jusqu'au bout.
											Je veux que vous disiez, je veux que vous transmettiez l'impression
											que même si vous deviez en mourir, avec votre dernier souffle,
											vous allez vous accrocher avec les ongles pour vous en sortir.
											Vous allez sauver mon investissement
											et vous allez le faire fructifier.
											Donc je ne veux pas de quelqu'un qui va abandonner et se sauver
											à la première occasion.
											Parce que des problèmes surviendront.
											Il n'y a jamais eu d'entreprise financée par capital-risque
											où des problèmes ne soient pas survenus.
											Je veux donc savoir que vous êtes engagé à être là
											jusqu'à la fin.
									","
											Und Sie müssen die Fähigkeiten vorweisen, die Sie für eine
											Existenzgründung benötigen.
											Und das beinhaltet alles von den technischen Fertigkeiten,
											wenn es ein technisches Unternehmen ist, bis Marketing, Vertrieb,
											Management und so weiter.
											Aber: nicht jeder hat all diese Fähigkeiten.
											Es gibt nur Wenige, die alle Fähigkeiten mitbringen,
											die eine Unternehmensführung erfordert.
											Was brauchen Sie also noch?
											Gut, Führungsqualitäten.
											Sie müssen uns überzeugen können,
											dass Sie ein Team zusammengestellt haben,
											das all diese Faktoren aufweist – sonst müssen Sie sie haben.
											Und Sie haben das Charisma, die Führungskraft
											und die Fähigkeit, Menschen zu überzeugen, Ihnen zu folgen,
											sie zu inspirieren, zu motivieren, Teil Ihres Teams zu sein.
											Nachdem das alles getan ist:
											was will ein Investor noch wissen?
											Ich will wissen, dass Sie sich engagieren.
											Dass Sie bis zum Ende dabei bleiben.
											Ich möchte, dass Sie sagen – oder zeigen,
											dass Sie Ihr Leben dafür geben werden, mit letzter Kraft –
											dass Sie sich noch festkrallen, wenn man Sie rausträgt.
											Sie werden mein Geld am Leben erhalten
											und Sie werden es vermehren.
											Ich will also niemanden, der
											vor Problemen davon läuft.
											Denn es wird Probleme geben.
											Es gibt keine finanziell unterstützte Unternehmung,
											in der es keine Probleme gab.
											Ich will also wissen, dass Sie sich verpflichten,
											bis zum Ende zu bleiben.
									","
											Ve sonra bir şirketi harekete geçirecek
											becerilere sahip olmanız lazım.
											Ve bu beceriler teknik becerilerden tutun,
											eğer teknoloji işi ise, pazarlamaya, ve satışa,
											ve yönetime, ve saireye kadar gider.
											Ama, biliyorsunuz, herkes bu becerilere sahip değil.
											Bir şirketi yönetmek için gereken tüm bu
											beceri kümesine sahip çok az insan var.
											O zaman başka neye ihtiyacınız var?
											Evet, liderlik.
											Ya bütün bu faktörlere sahip
											bir takım kurduğunuza ya da kurabileceğinize
											bizi ikna edebilmeniz lazım.
											Ve insanları, takımınızın bir parçası olmaları için
											peşinizden sürükleyecek, ilham verecek, motive edecek
											karizmaya, yönetim stiline ve beceriye sahip olduğunuza.
											Peki o zaman, bunların hepsini yaptınız,
											yatırımcı olarak başka neyi bilmek isterim?
											Bu işe bağlılığınızın olduğunu bilmek isterim.
											Sonuna dek burada olacağınızı.
											Gerekirse öleceğinizi, son nefesinizi verirken
											tırnaklarınız yeri çizken sizi dışarı sürükleyeceklerini
											söylemenizi ya da iletmenizi isterim.
											Paramı canlı tutacak
											ve onu arttıracaksınız.
											O yüzden ilk fırsatta kestirip
											kaçacak birini istemiyorum.
											Çünkü kötü şeyler olur.
											Melek yatırımcı ya da risk sermayesi şirketi tarafından yatırım yapılmış
											ve işlerin kötü gitmediği bir şirket hiçbir zaman olmamıştır.
											O yüzden en sonuna dek orada olmaya
											bağlılığınızın olduğunu bilmek isterim.
									","
											Tienen que tener
las habilidades necesarias
											para que funcione.
											Y esas habilidades incluyen de todo 
desde destreza técnica,
											en un negocio tecnológico, 
a marketing y ventas
											y administración y todo lo demás.
											Pero no todo el mundo 
posee todas esas habilidades.
											Hay poca gente con todas las destrezas
											que faltan para llevar una empresa.
											¿Qué más hace falta?
											Bueno, liderazgo.
											Tienen que ser capaces de convencernos
											de que han reunido un equipo
											con todos esos factores, 
o que pueden hacerlo.
											Y que tienen el carisma 
y el estilo directivo
											y la capacidad de conseguir 
que otros los sigan,
											de inspirarlos, de motivarlos 
para ser parte de su equipo.
											Bien, y después de todo eso,
											¿qué más quiero saber como ICR?
											Quiero saber que están comprometidos.
											Que van a estar aquí hasta el final.
											Quiero que digan o que transmitan
											que morirán si es necesario 
y con su último aliento,
											con uñas y dientes mientras dure,
											mantendrán mi dinero vivo
											y obtendrán más dinero de él.
											No quiero al que se vaya
											a la primera oportunidad.
											Habrá problemas.
											No hay empresa 
con inversionistas ángeles o de riesgo
											que no haya tenido problemas.
											Quiero saber que hay compromiso
											hasta el final.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Vous devez avoir une vision.
											Vous devez être en mesure de voir où cela vous mène.
											Je ne veux pas d'un autre produit ""moi-aussi"".
											Je veux quelqu'un qui sait, qui peut changer le monde.
											Mais en plus de cela j'ai aussi besoin de réalisme.
											Parce que j'ai besoin de savoir que vous savez,
											que même si c'est fantastique de changer le monde, ça n'arrive pas toujours.
											Avant que vous arriviez à changer le monde,
											des problèmes vont survenir.
											Vous devez être en mesure de les gérer.
											Vous devez avoir des projections rationnelles et tout ça.
									","
											Sie brauchen Weitsicht.
											Sie müssen erkennen, wohin es geht.
											Ich will keine Trittbrettfahrer.
											Ich will jemanden, der weiß, dass er die Welt verändern kann.
											Aber ich brauche auch Realismus.
											Denn ich will wissen, dass Sie wissen,
											dass eine Weltveränderung großartig ist, aber nicht immer eintritt.
											Dass es Probleme geben wird, bevor Sie
											die Welt verändern können.
											Sie müssen damit umgehen können.
											Sie müssen rational planen können und so.
									","
											Vizyon sahibi olmalısınız.
											Bu iş nereye gidiyor görebilmelisiniz.
											Başka bir ""ben de"" ürünü istemiyorum.
											Bilen birini, dünyayı değiştirebilecek birini orada istiyorum.
											Ama bunun yanı sıra, gerçekçilik de istiyorum.
											Çünkü dünyayı değiştirmek harika,
											ama bunun her zaman gerçekleşmediğini bildiğinizi bilmem gerek.
											Ve siz dünyayı değiştirene kadar
											kötü şeyler olacak.
											Ve bununla başa çıkabilmeniz lazım.
											Rasyonal tahminleriniz falan olmalı.
									","
											Necesitan tener visión.
											Necesitan saber a dónde van.
											No quiero otro producto ""yo también"".
											Quiero alguien que sepa,
que pueda cambiar el mundo.
											Pero sobre todo,
también necesito realismo.
											Necesito saber que saben que,
											aunque el cambio en el mundo es genial, 
no siempre se da.
											Y antes de lograr cambiar el mundo,
											algo va a ir mal.
											Necesitan ser capaces 
de lidiar con ello.
											Y necesitan proyecciones racionales.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Et puis enfin, vous me demandez mon argent,
											pas seulement parce que c'est de l'argent, mais parce que c'est moi.
											On doit pouvoir vous coacher.
											J'ai donc besoin de savoir que vous êtes capable d'écouter.
											Nous avons beaucoup d'expérience,
											les capital-risqueurs qui investissent en vous,
											ont de l'expérience et ils aiment savoir
											que vous voulez profiter de cette expérience.
									","
											Dann fragen Sie endlich nach meinem Geld.
											Aber nicht, weil es mein Geld ist, sondern wegen meiner Person.
											Sie müssen lernfähig sein.
											Ich muss wissen, dass Sie zuhören können.
											Wir Risikokapitalgeber und
											Privatinvestoren haben viel Erfahrung gesammelt
											und wollen sicher sein, dass Sie
											von dieser Erfahrung profitieren wollen.
									","
											Ve son olarak, paramı istiyorsunuz,
											sırf param olduğu için değil, benim ben olduğum için.
											Yönetilebilir olmanız lazım.
											Dinleyebilme becerinizin olduğunu bilmem lazım.
											Çok deneyimimiz oldu.
											Sana yatırım yapan risk sermayeci ya da meleklerin
											deneyimi oldu ve bu deneyimi dinlemek
											isteyip istemediğinizi bilmek isterler.
									","
											Y, finalmente, piden mi dinero,
											no solo por mi dinero, 
sino porque soy yo,
											Necesitan ser dirigibles.
											Necesito saber que tienen 
capacidad de escuchar.
											Tenemos mucha experiencia.
											Los ICR o ángeles que invierten en ustedes
											han tenido experiencia 
y les gustaría saber
											que quieren oír esa experiencia.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Bon, alors comment allez-vous transmettre ces 10 choses en 10 minutes
											sans rien dire de plus?
											Vous ne pouvez pas dire ""Hé, je suis très intègre,
											investissez en moi!"", n'est-ce pas?
											Vous devez faire tout un pitch qui transmette cela
											sans le dire comme ça.
											Alors pensez à votre pitch dans son déroulement.
											Il commence dès que vous franchissez la porte.
											Ils ne savent rien, absolument rien, à votre sujet.
											Vous pouvez les prendre sur un plan émotionnel,
											tous les pitchs, ou toutes les présentations de vente, ont un niveau émotionnel.
											Vous pouvez les faire réagir, n'est-ce-pas?
											Il en va ainsi du début à la fin.
									","
											Und wie vermitteln Sie diese 10 Dinge in 10 Minuten
											ohne zu viel zu sagen?
											Sie können nicht sagen „Ich bin integer –
											investier' in mich!“
											Ihre gesamte Präsentation muss das vermitteln ohne dass Sie
											es aussprechen.
											Planen Sie auf einer Zeitleiste.
											Präsentation beginnt. Sie treten durch die Tür.
											Die Anwesenden wissen überhaupt nichts von Ihnen.
											Sie nehmen Sie emotional mit.
											Alle Präsentationen sind in gewisser Weise emotional.
											Sie können steigen und fallen.
											Und es geht von Anfang zum Ende.
									","
											Peki, 10 dakikada bütün bu 10 şeyi
											daha fazlasını söylemeden, nasıl iletirsiniz?
											""Hey, ben çok dürüstüm,
											bana yatırım yapın,"" diyemezsiniz. Değil mi?
											Bunu iletmeden ileten bütün bir
											sunum yapmanız lazım.
											O yüzden sunumu bir zaman çizgisi olarak düşünün.
											Başlıyor, kapıdan giriyorsunuz.
											Sizin hakkınızda hiçbir şey bilmiyorlar, hem de hiç.
											Ve onları duygusal olarak —
											tüm sunumlar, ya da tüm satış gösterimleri, bir seviyede duygusaldır.
											İnebilirsiniz de, çıkabilirsiniz de, değil mi?
											Ve baştan sona doğru gider.
									","
											¿Cómo transmitir 
esas 10 cosas en 10 minutos
											sin decir nada más?
											No pueden decir: 
""¡Tengo una gran integridad,
											inviertan en mí!"".
											Tienen que hacer una presentación
que transmita esto
											sin decirlo.
											Piensen su presentación
como una línea de tiempo.
											Empieza al entrar por la puerta.
											No saben nada de ustedes.
											Y pueden darles emoción...
											todas las presentaciones, las propuestas 
de ventas son algo emocionales.
											Pueden subir, bajar, ¿verdad?
											Y va de principio a fin.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Vous franchissez la porte. Donc la première chose que vous avez à faire
											dans l'ensemble, le fil conducteur de votre présentation,
											ça doit démarrer comme une fusée.
											Vous avez peut-être 10 secondes, entre 10 et 30 secondes,
											en fonction de la durée du pitch, pour attirer leur attention.
											Dans mon cas : ""J'ai investi. J'ai reçu des dizaines de millions de dollars
											grâce à des pitchs sous PowerPoint.
											J'ai investi des dizaines de millions de dollars.""
											C'est tout, ça devrait vous amener à votre but.
											Ça peut jouer, et tout le monde peut dire
											que c'est contre-intuitif. Ça peut être une histoire, une expérience.
											Mais vous devez attirer leur attention émotionnelle, centrée sur vous,
											dès les premières secondes.
											Puis, à partir de là, vous devez leur faire suivre
											une trajectoire très claire, stable, croissante. Du début à la fin.
											Tout doit renforcer cela.
											La présentation doit être de mieux en mieux, de mieux en mieux.
											Et cela jusqu'à la toute fin,
											et à la toute fin, vous devez - boum ! - les convaincre,
											emporter leur résistance.
											Vous voulez pouvoir les amener à une telle hauteur émotionnelle
											qu'ils sont prêts à vous faire un chèque, à vous donner de l'argent
											avant même de partir.
									","
											Sie treten also ein. Die grundsätzliche Kurve
											Ihrer Präsentation muss so sein.
											Sie muss wie eine Rakete losgehen.
											Sie haben 10 bis 30 Sekunden, um deren Aufmerksamkeit zu erhalten –
											je nachdem, wie lang die Präsentation ist.
											In meinem Fall: „Ich habe mehrere 10 Mio. Dollar für
											PowerPoint-Präsentationen bekommen.
											Ich habe mehrere 10 Mio. Dollar investiert.“
											Das war's. Das sollte Sie hier treffen.
											Das kann entscheidend sein. Jeder könnte sagen,
											das ist nicht eingängig. Es kann eine Geschichte sein oder Erfahrung.
											Aber Sie müssen in wenigen Sekunden erreichen, dass deren
											emotionale Aufmerksamkeit auf Sie gerichtet ist.
											Von da aus nehmen Sie sie mit –
											auf einem soliden, ordentlichen Pfad nach oben. Direkt von Anfang zum Ende.
											Und alles muss das bekräftigen.
											Sie müssen besser werden und besser und besser und besser;
											und sich so bis zum Ende hinarbeiten.
											Und ganz am Ende müsen Sie – bumm! – sie anziehen
											und aus dem Anzug hauen.
											Sie wollen sie zu einem emotionalen Hoch bringen,
											dass sie Ihnen einen Scheck ausstellen – Geld nach Ihnen werfen.
											Kurz bevor Sie gehen.
									","
											Kapıdan girdiniz. Yapmanız gereken ilk şey —
											tümüne baktığında, yani, gösteriminin eğrisine —
											roket gibi çıkış yapmalı.
											10 saniyeniz belki var — 10 ila 30 saniye,
											sunumun uzunluğuna göre — ilgilerini çekmek için.
											Benim durumumda, ""Yatırım yaptım. PowerPoint sunumlarından
											onlarca milyon dolar aldım.
											Onlarca milyon dolar yatırım yaptım.""
											Bu kadar — bu sizi orda yakalar.
											Bu bir etken olabilir ve herkes bunun mantığa aykırı
											olduğunu söyleyebilir. Bu bir hikaye olabilir, bir deneyim olabilir.
											Ama onların duygusal ilgilerini yakalamanız, kendinizde tutmanız lazım,
											daha o ilk birkaç saniyede.
											Ve oradan sonra, onları çok sağlam, sabit, yukarı doğru
											giden bir yolculuğa çıkarmanız gerek, ta en başından sonuna.
											Ve herşeyin bunu destekliyor olması lazım.
											Gittikçe daha iyi ve daha iyi ve daha iyi ve daha iyi olmanız lazım.
											Taa en sonuna kadar yüksek devirde gidip
											ve sonra en sonunda — BOOM! —
											akıllarını başlarından almanız lazım.
											Onları öyle bir duygusal çıkış yaşatabilin ki,
											daha siz çıkmadan oracıkta
											bir çek yazsınlar, paraları atsınlar.
									","
											Entran. La primera cosa 
que hay que hacer
											—el arco general de su presentación—
											es empezar como un cohete.
											Tienen tal vez 10 segundos 
—entre 10 y 30 segundos,
											según lo que dure la presentación— 
para llamar su atención.
											En mi caso: ""He invertido. He obtenido
decenas de millones de dólares
											de presentaciones en PowerPoint.
											He invertido millones de dólares"".
											Directo al punto.
											Puede ser un factor, que todos
digan que no es intuitivo
											Una historia, una experiencia.
											Tiene que captar su atención emocional, 
centrarla en ustedes,
											en esos primeros pocos segundos.
											Y desde ahí tienen que llevarlos
por un sólido y firme camino ascendente.
											
De principio a fin.
											Y todo debe reforzar eso.
											Y ha de mejorar, mejorar,
mejorar y mejorar.
											Y debe llevar todo al mismísimo final
											y al final, tiene que —¡bum!— atraerlos,
											marcarles un gol.
											Quieren ser capaces de darles 
un subidón emocional tal
											que estén listos para 
darles un cheque, dinero,
											justo antes irse.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Bon, alors comment allez-vous faire cela?
											Eh bien, tout d'abord, la progression logique.
											Chaque fois que vous allez en arrière, chaque fois que vous sautez une étape...
											Imaginez que vous montiez un escalier où des marches manquent,
											où les hauteurs sont différentes.
											Vous vous arrêtez, vous devez réfléchir.
											Vous voulez une belle progression logique.
											Commencez par leur dire quel est le marché.
											Pourquoi vous voulez faire X, Y ou Z.
											Puis vous devez me dire comment vous allez faire,
											et comment vous allez vous y prendre. Comment vous allez faire.
											Et l'ensemble, il faut que ça coule de bout en bout.
									","
											Und wie macht man das?
											Zuerst mal: logisch fortschreiten.
											Immer, wenn Sie zurückgehen, einen Schritt auslassen...
											Stellen Sie sich eine Treppe vor, deren Stufen teilweise fehlen
											oder unterschiedlich hoch sind.
											Sie halten an, sie müssen es untersuchen.
											Sie wollen schön logisch fortschreiten.
											Erzählen Sie ihnen zunächst, was der Markt ist.
											Warum Sie X, Y, Z machen werden.
											Dann müssen Sie mir erzählen, wie Sie das tun werden
											und was Ihr Anteil daran sein wird. Wie sie es umsetzen werden.
											Und so weiter – es muss von Anfang zum Ende fließen.
									","
											Peki, bunu nasıl yaparsınız?
											Şimdi, her şeyden önce, mantıklı ilerleme.
											Her geri gittiğinizde, her adım atladığınızda —
											bazı basamakların eksik ya da yüksekliklerinin farklı olduğu
											bir merdiven tırmandığınızı hayal edin.
											Durursunuz, çözmeniz gerekir.
											Güzel, manlıklı bir ilerleme istersiniz.
											Pazarın ne olduğunu anlatarak başlayın.
											Neden X, Y ve Z yapacaksınız?
											Ve sonra bana bunu nasıl yapacağınızı ve sizin
											ne yapacağınızı söylemeniz lazım. Nasıl yapacağınızı.
											Ve bütün — başından sonuna akıcı olmalı.
									","
											¿Cómo se hace eso?
											Antes de nada, una progresión lógica.
											Cada vez que retroceden, 
cada vez que dan un paso atrás,
											imaginen que suben por una escalera 
a la que le faltan peldaños,
											o con escalones de distintas alturas.
											Hay que pararse a analizarlo.
											Quieren una progresión lógica.
											Empiecen con el mercado.
											Por qué van a hacer X, Y o Z.
											Y después tienen que decirles
cómo van a hacerlo, y qué van a hacer
											Cómo lo llevarán a cabo.
											El conjunto tiene que fluir
de principio a fin.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
											Vous devez également m'indiquer quels sont les critères d'étape.
											On doit pouvoir se relier au reste du monde.
											Par exemple,
											à des entreprises dont j'ai entendu parler,
											ou à des éléments de base de votre secteur,
											j'ai besoin de les connaître. Des choses auxquelles je peux me relier :
											des validateurs, ou quelque chose qui me dit que quelqu'un d'autre a approuvé ça,
											qu'il y a eu une validation de l'extérieur.
											Ça peut être des ventes, ça peut être un prix que vous avez gagné,
											ça peut être que des gens l'ont fait avant,
											Ça peut être que les tests de votre bêta sont excellents.
											N'importe quoi. Mais je veux une validation,
											que ce que vous me dites va au-delà,
											qu'il y a quelqu'un d'autre, ou autre chose,
											qui dise que ça fait sens.
											Puis je m'intéresse au côté positif.
											Je dois avoir quelque chose de positif auquel je puisse croire.
											Ça a deux aspects.
											Il faut que ce soit positif, et il faut que ce soit crédible.
											Le côté positif, c'est si vous me dites que vous allez gagner
											un million de dollars par an d'ici cinq ans,
											hum. Ça n'est pas vraiment positif.
											Me dire que vous allez gagner un milliard de dollars par an,
											ce n'est pas crédible.
											Donc il faut qu'il y ait ces deux aspects.
									","
											Sie müssen mir auch erzählen, dass es Prüfsteine gibt.
											Sie wollen sich in den Rest der Welt einbinden.
											Zum Beispiel:
											Nennen Sie Unternehmen, die ich kenne
											oder einfache Gegenstände Ihres Gewerbes.
											Dinge, mit denen ich etwas anfangen kann.
											Sagen Sie mir, wenn jemand anderes etwas für gut befunden hat
											oder es eine externe Prüfung gegeben hat.
											Das können Sie mit Verkaufszahlen oder einer Auszeichnung tun.
											Oder Sie sagen: „Andere haben es schonmal gemacht.“
											Oder: „Die Betatests laufen großartig.“
											Ich will Bewertungen kennen –
											dass Sie mir nicht nur das sagen, was Sie sagen,
											sondern, dass jemand anderes – oder etwas anderes –
											sagt, dass es Sinn macht.
											Außerdem suche ich ständig nach
											dem glaubhaften Höhepunkt.
											Das sind zwei Teile.
											Es muss ein Höhepunkt sein. Und er muss glaubhaft sein.
											Wenn Sie mir also erzählen, Sie werden
											in 5 Jahren 1 Mio. Dollar pro Jahr machen
											ist das nicht wirklich ein Höhepunkt.
											Wenn Sie mir erzählen, sie werden 1 Milliarde Dollar pro Jahr machen
											ist das nicht glaubhaft.
											Es muss also beides sein.
									","
											Kilometre taşları olduğunu anlatmanız lazım.
											Dünyanın geri kalanı ile bağlayabilmeniz lazım.
											Yani, örnek olarak,
											benim duyduğum şirketlerden örnekler mi vereceksiniz
											ya da işinin temel öğelerinden mi,
											bunları bilmek isterim. İlgilenebileceğim şeyler:
											onaylayanlar, ya da bir başkasının bunu onayladığını gösteren herhangi birşey,
											ya da dışarıdan bir onaylayıcı olduğu.
											Satışlar olabilir; birşey için bir ödül almış olduğunuz olabilir;
											insanlar bunu daha önce yaptı, olabilir;
											beta testlerinizin çok iyi gidiyor olduğu olabilir.
											Herneyse. Onaylayıcıları bilmek isterim,
											sadece bana söylediğiniz kadarı olmadığını,
											ama başkasının — ya da dışarıda başka birşeyin —
											bunun mantıklı olduğunu gösterdiğini söylemenizi isterim.
											Ve sonra, çünkü burada işin yukarı tarafını kolluyorum,
											inanılır bir yukarı tarafı olmalı.
											Ve bu iki kısım.
											Yukarı tarafı olmalı ve inanılır olmalı.
											Yukarı taraf demek, eğer bana orada olacağını, 5 yıl sonrasında,
											yılda bir milyon dolar kazanacağınızı söylüyorsanız —
											hmm. Bu çok da yukarı taraf sayılmaz.
											Bana orada olup yılda bir milyar dolar kazanacağınızı söylüyorsanız —
											bu inanılır değil.
											Yani iki taraf da olması lazım.
									","
											También tienen que hacerme 
saber que hay referentes.
											Relacionarlo con el resto 
del mundo exterior.
											Por ejemplo,
											si se refieren a compañías 
de las que oído hablar,
											o a elementos básicos 
de su negocio, quiero saber de ellos.
											Cosas con las que establecer una relación:
											una validación, algo que me diga 
que alguien más aprueba esto
											o que hay aprobación externa.
											Pueden ser ventas, 
puede ser que tengan un premio por algo,
											puede ser que alguien lo haya hecho antes,
											puede ser que las pruebas 
iniciales van muy bien.
											Lo que sea. Quiero validación,
											que me digan que 
no solo lo dicen ustedes,
											sino que alguien más 
—o alguien ahí fuera—
											dice que tiene sentido.
											Como busco la parte buena,
											necesito que esa sea creíble.
											Y eso son dos partes.
											Ha de ser bueno y ha de ser creíble.
											Bueno quiere decir 
que si dicen que estarán
											5 años ganando 
un millón al año...
											mmm, eso no es bueno de verdad.
											Que van a ganar 
mil millones al año...
											eso no es creíble.
											Debe cumplir ambas partes.
									",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
"
","
","
","
",How to pitch to a VC,David S. Rose,14:39,"business,invention,investment,presentation,technology"
