en,fr,es,pt,title,speaker,duration,tags
"
											In the next session, we talked
about what had brought each of us
											to this point of our lives
											and into the classroom together.
											I eventually got comfortable enough
											to reveal my truth to everyone in the room
											about where I came from.
											I talked about how my sisters and I
watched our mother suffer years of abuse
											at the hands of our stepfather,
											escaping, only to find ourselves
living in a shelter.
											I talked about how I swore
an oath to my family
											to keep them safe.
											I even explained how I didn't feel
like a teenager at 13,
											but more like a soldier on a mission.
											And like any soldier,
											this meant carrying an emotional
burden on my shoulders,
											and I hate to say it,
											but a gun on my waist.
											And just a few days
after my 17th birthday,
											that mission completely failed.
									","
											Durant le cours suivant, nous avons
parlé de ce qui nous avait menés
											à ce moment dans notre vie
											et jusqu'à cette classe.
											J'ai fini par être assez à l'aise
											pour révéler la vérité
à ceux présents dans la salle,
											pour dire d'où je venais.
											J'ai évoqué comment mes sœurs et moi
avons vu ma mère être maltraitée
											durant des années
											aux mains de notre beau-père,
											ne nous en sortant que pour nous retrouver
à vivre dans un refuge.
											J'ai parlé de ma promesse à ma famille
											d'assurer leur sécurité.
											J'ai même expliqué comment, à 13 ans,
je ne me sentais pas adolescent,
											je me sentais plutôt
comme un soldat en mission.
											Comme tout soldat,
											cela signifiait d'avoir
un poids émotionnel sur mes épaules
											et je déteste dire cela,
											mais aussi une arme à la ceinture.
											Quelques jours après
mon 17ème anniversaire,
											cette mission a échoué.
									","
											En la siguiente sesión, hablamos
de lo que nos había llevado
											a este momento en nuestras vidas
											y a la clase juntos.
											Al final me sentí
lo suficientemente cómodo
											para revelar mi verdad a todos en la sala
											sobre de dónde venía yo.
											Hablé de cómo mis hermanas y yo
vimos a nuestra madre sufrir abusos
											por muchos años,
a manos de nuestro padrastro,
											cuando escapamos, nos encontramos
viviendo en un refugio.
											Hablé de cómo hice 
un juramento a mi familia
											para protegerlos.
											Incluso expliqué que a los 13 años
no me sentí como un joven,
											sino más bien como
un soldado en una misión.
											Y como cualquier soldado,
											esto significó llevar una carga emocional,
											y odio decirlo,
											pero un arma en la cintura.
											Pocos días tras cumplir 17 años,
											fracasó esa misión.
									","
											Na sessão seguinte, falámos
do que nos tinha levado
											àquele momento da nossa vida
											e a juntarmo-nos naquela sala de aulas.
											Senti-me suficientemente à vontade
											para revelar a minha verdade
a todos naquela sala
											sobre a minha origem.
											Contei como as minhas irmãs e eu
víamos a minha mãe sofrer a violência
											às mãos do nosso padrasto,
											e fugíramos, para irmos viver
para um abrigo.
											Contei como tinha jurado à minha família
											mantê-la em segurança.
											Até expliquei como, aos 13 anos,
não me sentia como um adolescente,
											mas mais como um soldado
com uma missão.
											E, como qualquer soldado,
											isso significava carregar
uma carga emocional aos ombros
											e — detesto dizer isto —
											uma arma à cintura.
											Poucos dias depois
do meu 17.º aniversário,
											essa missão falhou totalmente.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											As my sister and I were walking
to the laundromat,
											a crowd stopped in front of us.
											Two girls out of nowhere
attacked my sister.
											Still confused about what was happening,
I tried to pull one girl away,
											and just as I did, I felt something
brush across my face.
											With my adrenaline rushing,
											I didn't realize a man
had leaped out of the crowd and cut me.
											As I felt warm blood ooze down my face,
											and watching him raise
his knife toward me again,
											I turned to defend myself
and pulled that gun from my waistband
											and squeezed the trigger.
											Thankfully, he didn't lose
his life that day.
											My hands shaking and heart racing,
I was paralyzed in fear.
											From that moment,
											I felt regret that would never leave me.
									","
											Alors que ma sœur et moi
allions à la laverie,
											une foule s'est arrêtée devant nous.
											Sans crier gare, deux filles
ont attaqué ma sœur.
											Déconcerté par ce qu'il se passait,
j'ai essayé de distancer une des filles
											et, à ce moment-là, j'ai senti
quelque chose effleurer mon visage.
											Avec la montée d'adrénaline,
											je n'avais pas réalisé qu'un homme
avait bondi de la foule et m'avait coupé.
											Alors que je sentais du sang chaud
suinter sur mon visage
											et que je le regardais lever
de nouveau son couteau vers moi,
											je me suis tourné pour me défendre,
j'ai sorti l'arme à ma ceinture
											et j'ai appuyé sur la détente.
											Heureusement, il n'a pas
perdu la vie ce jour-là.
											Les mains tremblantes
et le cœur battant à la chamade,
											j'étais paralysé par la peur.
											Depuis ce moment,
											j'ai ressenti des regrets
qui ne me quittent jamais.
									","
											Mientras mi hermana y yo
caminábamos a la lavandería,
											una multitud se detuvo ante nosotros.
											Dos chicas aparecieron de la nada
y asaltaron a mi hermana.
											Aún confundido por lo que pasaba,
intenté arrastrar a una chica,
											y al hacerlo, sentí algo en el rostro.
											A causa de mi subida de adrenalina,
											no supe que un hombre
había salido de la multitud para cortarme.
											Mientras sentía sangre caliente
en el rostro,
											y al verlo alzar su cuchillo hacia mí,
											me di vuelta para defenderme,
saqué el arma
											y apreté el gatillo.
											Por suerte, él no perdió la vida ese día.
											Con manos temblorosas y corazón
acelerado, estaba paralizado por el miedo.
											Desde ese momento,
											sentí arrepentimiento que
nunca me ha abandonado.
									","
											Quando a minha irmã e eu
nos dirigíamos à lavandaria,
											uma multidão parou à nossa frente.
											Duas raparigas, surgidas não sei de onde,
atacaram a minha irmã.
											Ainda confuso com o que estava a acontecer
tentei puxar por uma das raparigas
											e quando o fiz, senti uma coisa rija
na minha cara.
											Com a adrenalina a bombar,
											não percebi que um homem tinha saído
da multidão para me esfaquear.
											Quando senti o sangue quente
a escorrer pelo meu rosto,
											e o vi a levantar a faca para mim,
outra vez,
											virei-me para me defender,
puxei da arma do cinto
											e apertei o gatilho.
											Felizmente, ele não perdeu a vida
naquele dia.
											Com as mãos a tremer e o coração a bater,
fiquei paralisado de medo.
											A partir daquele momento,
											senti um arrependimento
que nunca mais me largou.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											I learned later on they attacked my sister
in a case of mistaken identity,
											thinking she was someone else.
											It was terrifying,
											but clear that I wasn't trained,
nor was I qualified,
											to be the soldier
that I thought I needed to be.
											But in my neighborhood,
											I only felt safe carrying a weapon.
									","
											Plus tard, j'ai appris
qu'ils avaient attaqué ma sœur
											en faisant erreur sur la personne,
											en pensant qu'elle était
quelqu'un d'autre.
											C'était terrifiant
											mais clair que je n'étais pas
ni entraîné, ni qualifié
											à être le soldat
que je pensais devoir être.
											Dans mon quartier,
											je ne me sentais en sécurité
que lorsque j'avais une arme.
									","
											Aprendí luego que asaltaron a mi hermana
en un caso de identidad equivocada,
											pensaron que ella era otra persona.
											Fue aterrador,
											pero quedó claro que
yo no estaba capacitado, ni calificado,
											para ser el soldado que yo quería ser.
											Pero en mi barrio,
											solo me sentía seguro con un arma.
									","
											Soube depois que tinham atacado
a minha irmã,
											por uma confusão de identidade,
											pensando que ela era outra pessoa.
											Foi aterrorizador,
											mas foi óbvio que eu não tinha treino,
nem qualificações
											para ser o soldado
que eu julgava precisar de ser.
											Mas no meu bairro
											só me sentia seguro, se tivesse uma arma.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											Now, back in the classroom,
after hearing my story,
											the prosecutors could tell
I never wanted to hurt anyone.
											I just wanted us to make it home.
											I could literally see the gradual change
in each of their faces
											as they heard story after story
											from the other incarcerated
men in the room.
											Stories that have trapped many of us
											within the vicious cycle of incarceration,
											that most haven't been able
to break free of.
											And sure — there are people
who commit terrible crimes.
											But the stories
of these individuals' lives
											before they commit those acts
											were the kinds of stories
these prosecutors had never heard.
									","
											De retour dans la salle de classe,
après avoir entendu mon histoire,
											les procureurs voyaient que je n'avais
jamais voulu blesser quiconque.
											Je voulais juste
rentrer chez moi sain et sauf.
											J'ai littéralement pu voir
le changement graduel sur leur visage
											alors qu'ils entendaient
une histoire après l'autre
											de la part des autres prisonniers.
											Des histoires nous ayant piégés
											dans le cercle vicieux de l'incarcération,
											dont la plupart
n'a pas réussi à se libérer.
											Bien sûr, il y a des gens
qui commettent des crimes terribles.
											Mais les histoires
de la vie de ces individus
											avant qu'ils ne commettent ces actes
											étaient le genre d'histoires
											que les procureurs
n'avaient jamais entendues.
									","
											En la clase,
después de haber escuchado mi historia,
											los fiscales pudieron ver que
nunca quise hacer daño a nadie.
											Solo quería llegar a casa.
											Pude ver el cambio gradual de sus rostros
											mientras escuchaban historia tras historia
											de los otros reclusos en la sala.
											Historias que nos han atrapado
											dentro del círculo vicioso
del encarcelamiento,
											de que muchos reclusos
no han podido escapar.
											Y por supuesto, hay personas
que cometen crímenes terribles,
											pero las historias de las vidas
de estos individuos,
											antes de cometer esos actos,
											eran el tipo de historias que
estos fiscales nunca habían escuchado.
									","
											Voltando à sala de aulas,
depois de ouvirem a minha história,
											os promotores puderam dizer
que eu nunca quisera ferir mais ninguém.
											Eu só queria voltar para casa.
											Pude ver, literalmente,
a mudança gradual na cara de todos eles
											à medida que ouviam
história após história
											dos outros presos na sala.
											Histórias que encurralaram muitos de nós
											no ciclo vicioso da prisão
											de que muitos não se conseguem libertar.
											E claro, há pessoas que fizeram
crimes terríveis.
											Mas as histórias da vida
daqueles indivíduos
											antes de terrem praticado tais atos
											eram histórias de um tipo
que os promotores nunca tinham ouvido.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											And when it was their turn
to speak — the prosecutors —
											I was surprised, too.
											They weren't emotionless
drones or robocops,
											preprogrammed to send people to prison.
											They were sons and daughters,
											brothers and sisters.
											But most of all, they were good students.
											They were ambitious and motivated.
											And they believed that they could use
the power of law to protect people.
											They were on a mission
that I could definitely understand.
									","
											Puis cela a été à leur tour
de parler, aux procureurs.
											J'ai également été surpris.
											Ils n'étaient pas des drones
ni des robots policiers sans émotions,
											pré-programmés pour envoyer
des gens en prison.
											C'étaient des fils et des filles,
											des frères et des sœurs.
											Mais surtout, c'étaient de bons élèves.
											Ils étaient ambitieux et motivés.
											Et ils croyaient pouvoir utiliser la loi
pour protéger les gens.
											Ils avaient une mission
que je pouvais comprendre.
									","
											Y cuando llegó el turno de palabra
para los fiscales,
											me sorprendió también.
											No eran drones ni robots sin emociones,
											preprogramados para enviar
a la gente a la prisión.
											Eran hijos e hijas,
											hermanos y hermanas.
											Pero sobre todo, eran buenos estudiantes.
											Eran ambiciosos y motivados.
											Y creían que podrían usar el poder
de la ley para proteger a la gente.
											Tenían una misión que
definitivamente pude entender.
									","
											Quando chegou a vez deles
de falar — os promotores —
											eu também fiquei surpreendido.
											Não eram ""drones"" nem robôs em emoções,
											programados para enviar
pessoas para a prisão.
											Eram filhos e filhas,
											irmãos e irmãs.
											Mas sobretudo eram bons alunos.
											Eram ambiciosos e motivados.
											Acreditavam que podiam usar
o poder da lei para proteger as pessoas.
											Tinham uma missão
que eu compreendia muito bem.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											Midway through the course,
Nick, a fellow incarcerated student,
											poured out his concern
											that the prosecutors were tiptoeing
around the racial bias and discrimination
											within our criminal justice system.
											Now, if you've ever been to prison,
											you would know it's impossible
to talk about justice reform
											without talking about race.
											So we silently cheered for Nick
											and were eager to hear
the prosecutors' response.
											And no, I don't remember who spoke first,
											but when Chauncey Parker,
a senior prosecutor, agreed with Nick
											and said he was committed to ending
the mass incarceration of people of color,
											I believed him.
											And I knew we were headed
in the right direction.
											We now started to move as a team.
											We started exploring new possibilities
											and uncovering truths
about our justice system
											and how real change
											happens for us.
									","
											Vers le milieu du cours, Nick,
un des prisonniers,
											a fait part de son inquiétude :
											les procureurs tournaient autour
											des préjugés raciaux
et de la discrimination
											au sein de notre système
de justice pénale.
											Si vous êtes déjà allé en prison,
											vous savez qu'il est impossible
de parler de réforme de la justice
											sans parler de race.
											Nous avons acclamé Nick en silence,
											impatients d'entendre
la réponse des procureurs.
											Je ne me souviens pas
de qui a parlé en premier,
											mais quand Chauncey Parker,
un procureur principal,
											s'est dit d'accord
avec ce que Nick avait dit
											et qu'il était déterminé à mettre fin
											à l'incarcération de masse
des personnes de couleur,
											je l'ai cru.
											J'ai su que nous allions
dans la bonne direction.
											Nous avons commencé
à avancer en tant qu'équipe.
											Nous avons commencé
à explorer de nouvelles possibilités,
											à découvrir des vérités
sur notre système judiciaire
											et comment un vrai changement
											nous arrive.
									","
											A mitad del curso,
Nick, un recluso estudiantil,
											expresó su preocupación
											de que los fiscales andaran de puntillas
con el prejuicio racial y discriminación
											en nuestro sistema de justicia penal.
											Si Uds. han estado alguna vez
en la prisión,
											sabrán que es imposible
hablar de la reforma judicial
											sin hablar de la raza.
											Aclamamos silenciosamente a Nick
											y estábamos ansiosos
por escuchar la respuesta del fiscal.
											Y no, no recuerdo quién habló primero,
											pero cuando Chauncey Parker,
un fiscal superior, coincidió con Nick
											y dijo que estaba comprometido a acabar
con el encarcelamiento en masa
											de personas de color,
											yo le creí.
											Yo supe que avanzábamos
en la dirección correcta.
											Empezamos a trabajar en equipo.
											Empezamos a explorar nuevas posibilidades
											y a descubrir verdades
sobre nuestro sistema judicial
											y cómo los verdaderos cambios
											pueden afectarnos.
									","
											A meio do curso, Nick,
um estudante preso,
											manifestou a sua preocupação
											de que os promotores estavam com rodeios
											sobre o preconceito racial
e a discriminação
											no nosso sistema de justiça.
											Se já estiveram numa prisão,
											devem saber que é impossível
falar sobre a reforma da justiça
											sem falar de racismo.
											Por isso, silenciosamente,
aplaudimos Nick
											e ficámos ansiosos por ouvir
a resposta dos promotores.
											Não me lembro quem falou primeiro
											mas, quando Chauncey Parker,
um promotor mais velho,
											concordou com Nick
											e disse que estava empenhado em acabar
com a prisão em massa de pessoas de cor,
											acreditei nele.
											Percebi que estávamos a caminhar
na direção certa.
											Começámos a funcionar como uma equipa.
											Começámos a explorar novas possibilidades
											e a descobrir verdades
sobre o nosso sistema de justiça
											e como, para nós, acontece
uma verdadeira mudança.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											For me, it wasn't the mandatory
programs inside of the prison.
											Instead, it was listening
to the advice of elders —
											men who have been sentenced to spend
the rest of their lives in prison.
											These men helped me reframe
my mindset around manhood.
											And they instilled in me
all of their aspirations and goals,
											in the hopes that I would never
return to prison,
											and that I would serve
as their ambassador to the free world.
											As I talked, I could see the lights
turning on for one prosecutor,
											who said something I thought was obvious:
											that I had transformed
despite my incarceration
											and not because of it.
									","
											Pour moi, ce n'étaient pas les programmes
obligatoires au sein de la prison.
											C'était plutôt d'écouter
les conseils des aînés —
											des gens qui ont été condamnés à passer
le reste de leur vie en prison.
											Ces hommes m'ont aidé à changer
ma vision de la masculinité.
											Ils ont instillé tous leurs buts
et leurs ambitions en moi,
											dans l'espoir que
je ne retourne jamais en prison
											et que je joue le rôle d'ambassadeur
dans le monde libre.
											Pendant que je parlais, je pouvais voir
une étincelle chez un procureur
											qui a dit une chose
qui me semblait évidente :
											j'avais changé malgré mon incarcération
											et pas grâce à elle.
									","
											Para mí, no fueron
los programas obligatorios en la prisión,
											sino el escuchar los consejos
de mayores,
											hombres sentenciados a cadena perpetua.
											Estos hombres me ayudaron
a volver a formular mi mentalidad
											acerca de la madurez.
											Y me inculcaron
todas sus aspiraciones y metas
											con la esperanza de que
yo nunca regresara a la prisión,
											y de que actuara
como sus embajadores en el mundo libre.
											Mientras hablaba, estaba muy visible
la comprensión de un fiscal,
											que dijo algo que me pareció obvio,
											que yo me había transformado
a pesar de mi encarcelamiento
											y no por el encarcelamiento en sí.
									","
											Para mim, não foram os programas
obrigatórios dentro da prisão.
											Em vez disso, eu dava ouvidos
aos conselhos dos mais velhos
											— homens que tinham sido condenados
a passar o resto da vida na prisão.
											Esses homens ajudaram-me a refazer
a minha mentalidade sobre a masculinidade.
											Instilaram-me todas
as suas aspirações e objetivos,
											na esperança de eu nunca mais
voltar para a prisão
											e de eu poder ser seu embaixador
no mundo livre.
											Enquanto eu falava, vi a luz
acender-se num dos promotores
											que disse uma coisa
que me parecia óbvia:
											que eu me tinha transformado
apesar de estar preso
											e não por causa disso.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
											It was clear these prosecutors
hadn't thought much about
											what happens to us
after they win a conviction.
											But through the simple process
of sitting in a classroom,
											these lawyers started to see
that keeping us locked up
											didn't benefit our community
											or us.
									","
											Il était clair que ces procureurs
n'avaient pas réfléchi
											à ce qu'ils nous arrivaient
après une condamnation.
											Mais simplement en s'asseyant
dans une salle de classe,
											ces avocats ont commencé à voir
que nous maintenir enfermés
											ne servait ni notre communauté,
											ni nous-mêmes.
									","
											Estaba claro que estos fiscales
habían pensado poco en
											lo que nos pasa tras ganar un juicio.
											Pero por el sencillo proceso
de sentarse en una clase,
											estos abogados comenzaron a ver
que mantenernos encarcelados,
											no beneficiaba a la comunidad
											ni a nosotros.
									","
											Era óbvio que estes promotores
nunca tinham pensado muito
											no que nos acontece
depois de sermos condenados.
											Mas, através do simples processo
de estar numa sala de aulas,
											aqueles advogados começaram a ver
que manter-nos encarcerados
											não beneficiava a nossa comunidade
											nem a nós próprios.
									",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
"
","
","
","
",What prosecutors and incarcerated people can learn from each other,Jarrell Daniels,12:04,"criminal justice,crime,education,social change,law,society,community,race,justice system"
