es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Pero la crisis de deserción 
es solo la punta del iceberg.
											Porque no incluye a los innumerables 
niños que están en la escuela,
											pero quienes están desconectados de ella, 
quienes no la disfrutan,
											quienes realmente no se benefician de ella.
									","
											Mas a crise do abandono
é só a ponta do icebergue.
											O que não se contabiliza são todos os miúdos
que estão na escola
											mas estão desligados dela,
que não a apreciam,
											que não retiram benefícios reais dela.
									","
											Ama okul bırakma krizi buz dağının sadece görünen kısmı.
											Görünmeyen kısmıysa okulda olan
											ama okulu önemsemeyen, okuldan zevk almayan
											ve okuldan gerçek anlamda hiçbir fayda elde etmeyen öğrenciler.
									","
											Mais la crise du décrochage scolaire 
n’est que la partie émergée de l'iceberg.
											Elle ne prend pas en compte
tous ces enfants qui vont à l’école
											mais qui en sont complètement détachés,
qui ne s’y sentent pas bien
											et n’en tirent aucun bénéfice.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											Y la explicación no es
											que no estemos invirtiendo suficiente dinero.
											Estados Unidos invierte más dinero en educación
											que la mayoría del resto de los países.
											Las clases tienen menos alumnos por salón
que en muchos otros países.
											Y se impulsan cientos de iniciativas cada año
											para intentar mejorar la educación.
											El problema es que, van en la dirección equivocada.
											Hay tres principios
											sobre los cuales la vida humana prospera,
											y se contradicen con la cultura educativa
											bajo la cual deben trabajar 
la mayoría de los docentes,
											y soportar, la mayoría de los alumnos.
									","
											E a razão não é que não estejamos
											a gastar dinheiro suficiente.
											Os E.U.A. gastam mais dinheiro em educação
											do que a maioria dos países.
											As turmas são mais pequenas
do que na maioria dos países.
											E existem centenas de iniciativas
todos os anos
											para tentar melhorar a educação.
											O problema é que vai tudo na direção errada.
											Existem três princípios
											com os quais a vida humana prospera,
											e são contrariados pela cultura da educação
											na qual a maioria dos professores tem de trabalhar
											e que a maioria dos alunos tem de suportar.
									","
											Sebep ise
											yeterli para harcamamamız değil.
											Amerika eğitime diğer birçok ülkeden daha
											fazla para harcıyor.
											Sınıf mevcutları diğer bir çok ülkedekinden daha az
											ve her yıl eğitimi iyileştirmek için yüzlerce
											girişim gerçekleşiyor.
											Mesele, bütün bunların yanlış yönde ilerlemesi.
											İnsan hayatının gelişiminin bağlı
											olduğu üç temel prensip vardır
											ve bu prensipler bir çok öğretmenin altında ezildiği
											ve birçok öğrencinin dayanmak zorunda olduğu
											eğitim kültürüyle çelişiyor.
									","
											Et ce n'est pas parce que
											nous ne dépensons pas assez d'argent.
											L’Amérique dépense plus d'argent
pour l'éducation
											que la plupart des autres pays.
											Les effectifs des classes y sont plus réduits 
que dans de nombreux pays.
											Et il y a chaque année
des centaines d'initiatives
											pour tenter d'améliorer l'éducation.
											Le problème, c’est que 
tout va dans la mauvaise direction.
											Il y a trois principes
											sur lesquels la vie humaine se développe,
											et qui sont incompatibles 
avec la culture du système éducatif
											dans laquelle la plupart 
des professeurs doivent travailler
											et que la plupart des élèves doivent subir.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											El primero es que, los seres humanos
											son naturalmente diferentes y diversos.
									","
											A primeira é esta, que os seres humanos
											são naturalmente diferentes e diversos.
									","
											Birincisi, insanlar doğaları gereği
											farklı ve çeşitlidirler.
									","
											Le premier principe, les êtres humains
											sont naturellement différents et divers.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											¿Puedo preguntar, cuántos de Uds.
											tienen hijos propios?
											Bien. O nietos.
											¿Qué tal 2 hijos o más? Bien.
											Y el resto de Uds. han visto niños alguna vez.
											(Risas)
											Gente pequeñita, caminando por ahí.
											Les voy a hacer una apuesta,
											y estoy seguro de que la ganaré.
											Si Uds. tienen dos o más hijos,
											apuesto a que son completamente 
diferentes entre sí.
											¿No es así? ¿No es así? 
(Aplausos)
											Jamás los confundirían, ¿verdad?
											No dirían «¿Cuál eres tú? Recuérdamelo.
											Tu madre y yo vamos a comenzar a utilizar
											algún sistema con códigos de colores, 
para no confundirnos».
									","
											Posso perguntar-vos, quantos de vocês
											têm filhos vossos?
											Ok. Ou netos.
											Quantos de vocês têm duas crianças ou mais? Certo.
											E o resto já viu estas crianças.
											(Risos)
											Pessoas pequenas a andar por aí.
											Vou fazer uma aposta,
											e estou confiante de que ganharei a aposta.
											Se têm duas ou mais crianças,
											aposto que elas são completamente diferentes
umas das outras.
											Não são? Não são? (Aplausos)
											Nunca as confundiriam, pois não?
											Tipo: ""Qual és tu? Relembra-me.
											""A tua mãe e eu vamos introduzir
											""um código de cores, para não nos confundirmos.""
									","
											Size sorsam, kaçınız
											çocuk sahibisiniz?
											Pekala. Yahut torun sahipleri?
											Peki, iki veya daha fazla çocuğu olan? Evet.
											Geri kalanınız da böyle çocuklar görmüşsünüzdür.
											(Kahkaha)
											Etrafta dolaşan küçük insanlar.
											Sizinle iddiaya girerim
											ve eminin ki iddiayı kazanacağım.
											Eğer iki ya da daha fazla çocuğunuz varsa,
											bahse girerim ki çocuklarınız birbirlerinden tamamen farklılar.
											Öyle değil mi? Değiller mi? (Alkış)
											Çocuklarınızı birbiriyle karıştırmazsınız, değil mi?
											""Sen hangisiydin? Söyle bakalım.
											Annenle size bir renk kodlama sistemi
											uygulayacağız, böylece sizleri karıştırmayacağız."" gibi.
									","
											Puis-je vous demander 
combien d'entre vous
											ont des enfants ?
											Bon. Ou des petits-enfants.
											Qui a deux enfants ou plus? Bien.
											Et le reste d'entre vous 
a déjà vu des enfants.
											(Rires)
											Des adultes en modèle réduit 
qui courent partout !
											Je vais vous faire un pari,
											et je suis convaincu 
que je vais gagner ce pari.
											Si vous avez deux enfants ou plus,
											je vous parie qu'ils sont complètement différents 
les uns des autres.
											N’est-ce-pas ? N’est-ce-pas ? 
(Applaudissements)
											Vous n'auriez jamais pu 
les confondre, hein ?
											Vous voyez le tableau : 
« T’es qui toi ? Rappelle-moi….
											Ta mère et moi allons mettre en place
											un code couleur pour être sûrs 
de ne pas vous confondre ».
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											La educación, bajo la ley Ningún Niño Rezagado,
											no está basada en la diversidad,
sino en la conformidad.
											Se exhorta a las escuelas a averiguar
											qué son capaces de hacer los niños
en un espectro muy limitado de logros.
											Uno de los efectos de la ley
Ningún Niño Rezagado
											ha sido el de reducir el foco
											hacia las llamadas disciplinas STEM, 
que son muy importantes.
											No estoy aquí para discutir contra
la ciencia y la matemática.
											Al contrario, son necesarias, pero no son suficientes.
											Una verdadera educación 
debe darle la misma importancia
											a las artes, las humanidades y la educación física.
											Una gran cantidad de niños... Lo siento, 
gracias. —(Aplausos)—
											Se estima que en Estados Unidos, actualmente
											alrededor de a un 10 % de los niños,
											se los diagnostica con varios trastornos
											bajo un título amplio de 
desórdenes de déficit de atención.
											TDAH. No estoy diciendo que esto no exista.
											Simplemente no creo que sea
una epidemia como tal.
											Si sientan a los niños, hora tras hora,
											a hacer trabajo administrativo de bajo grado,
											no se sorprendan si comienzan a inquietarse, ¿no?
											(Risas)
(Aplausos)
											Mayormente, los niños no padecen
											de ningún trastorno psicológico.
											Sufren de niñez.
(Risas)
											Y lo sé, porque pasé los primeros años de mi vida
											siendo niño. Y pasé por toda la cosa.
											Los niños prosperan mejor 
con un amplio plan de estudios
											que celebra sus diferentes talentos,
											no solo una pequeña porción de ellos.
											Y por cierto, las artes no solo son importantes
											porque mejoran las calificaciones en matemáticas.
											Son importantes porque llegan a rincones
											del interior de los niños, 
que de otra manera quedan intactos.
									","
											A educação sob o
""Nenhuma Criança Fica Para Trás""
											baseia-se não na diversidade,
mas na conformidade.
											As escolas são encorajadas a encontrar
											o que os miúdos sabem fazer
num estreito espetro de realização.
											Um dos efeitos do programa
""Nenhuma Criança Fica Para Trás""
											foi estreitar o foco
											para as chamadas disciplinas CTEM.
São muito importantes.
											Não estou aqui para argumentar
contra as Ciências ou a Matemática.
											Pelo contrário, elas são necessárias,
mas não suficientes.
											Uma educação verdadeira
tem de dar igual peso
											às Artes, às Humanidades,
à Educação Física.
											Um monte de miúdos, desculpem, obrigado. 
(Aplausos)
											Há uma estimativa nos E.U.A., atualmente, de que
											algo como 10% dos miúdos, ou por aí,
											estão a ser diagnosticados com 
vários problemas de saúde,
											sob um título amplo de
Síndrome de Défice de Atenção.
											SDAH. Não digo que tal coisa não exista.
											Não acredito é que seja uma epidemia,
como dizem.
											Se sentarem miúdos, hora após hora,
											a fazer um medíocre trabalho de escritório,
											não se surpreendam se eles
se começarem a agitar, não é?
											(Risos) (Aplausos)
											As crianças não estão, na maior parte,
											a sofrer de uma condição psicológica.
											Estão a sofrer de <i>Infância</i>. (Risos)
											E eu sei isto porque passei
o início da minha vida
											como criança. Passei pela experiência toda.
											Os miúdos prosperam melhor
com um currículo vasto,
											que celebre os seus vários talentos,
											não apenas alguns deles.
											Já agora, as Artes não são
importantes apenas
											porque melhoram os resultados a Matemática.
											São importantes porque despertam partes
											das crianças que doutra forma ficariam adormecidas.
									","
											Hiçbir Çocuk Geri Kalmasın eğitim sistemi
											çeşitliliğe değil, benzerliğe dayanıyor.
											Okullar, öğrencilerin çok dar bir başarı spektrumunda
											neler yapabileceklerini bulmaları için teşvik ediliyorlar.
											Hiçbir Çocuk Geri Kalmasın'ın etkilerinden biri
											odak noktasını STEM olarak adlandırılan (fen-teknoloji-mühendislik-matematik)
											derslerle küçültmeleri. Bunlar çok önemli.
											Fen ve matematiğe karşı çıkmak için burada değilim.
											Aksine, bu dersler gerekliler ama yeterli değiller.
											Gerçek bir eğitim sanata, beşeri bilimlere
											beden eğitimine eşit derecede önem vermeli.
											Çocuklar için çok kötü, özür dilerim, teşekkürler -(Alkış)-
											Bir tahmine göre Amerika'da halihazırda
											yine bu bakış açısıyla, çocukların yaklaşık %10'una
											çeşitli belirtiler nedeniyle dikkat eksikliği bozukluğunun
											geniş başlığı altında tanı konuluyor.
											DEHB. Böyle bir şey yoktur demiyorum.
											Sadece bu kadar salgın bir hastalık olduğuna inanmıyorum.
											Eğer çocukları saatlerce oturtup onlara
											düşük nitelikli masa başı işler yaptırırsanız
											kıpır kıpır etmeye başlarlarsa şaşırmayın, değil mi?
											(Kahkaha) (Alkış)
											Çoğu durumda, çocuklar
											psikolojik bir durumdan rahatsızlık çekmiyorlar.
											""Çocukluk""tan muzdaripler. (Kahkaha)
											Biliyorum çünkü hayatımın ilk dönemlerini
											çocuk olarak geçirdim. Bütün o aşamalardan geçtim.
											Çocuklar en iyi çeşitli yeteneklerinin
											teşvik edildiği geniş bir müfredatla gelişirler,
											dar bir müfredatla değil.
											Bu arada, sanat sadece matematik notunu
											artırdığı için önemli değil.
											Sanat dalları önemli çünkü çocukların aksi halde
											erişilemeyecek noktalarına hitap ederler.
									","
											L’éducation en vertu de la loi 
« Aucun Enfant Abandonné en Chemin »
											est basée non pas sur la diversité, 
mais sur la conformité.
											Les écoles sont encouragées 
à déterminer
											ce que les enfants peuvent faire à travers 
un prisme très étroit de réalisations.
											Un des effets de la loi 
« Aucun Enfant Abandonné en Chemin »
											a été de focaliser l’attention
											sur les disciplines scientifiques. 
Elles sont très importantes.
											Je ne suis pas ici pour plaider 
contre les sciences et les mathématiques.
											Au contraire, elles sont nécessaires, 
mais pas suffisantes.
											Une véritable éducation 
se doit de donner un poids égal
											aux arts, aux sciences humaines, 
à l'éducation physique.
											Un très grand nombre d'enfants, 
désolé, merci - (Applaudissements) –
											Selon une estimation, 
aujourd'hui en Amérique,
											on diagnostique chez environ 10% des enfants
engagés dans cette voie,
											diverses conditions regroupées
											sous l’appellation générique de 
« trouble du déficit de l’attention ».
											TDHA. Je ne dis pas
que ça n’existe pas.
											Simplement, je ne crois pas 
à une épidémie de cette ampleur.
											Si vous maintenez des enfants assis,
une heure après l’autre,
											à exécuter un travail de bureau sans intérêt,
											ne vous étonnez pas 
s'ils commencent à s'agiter !
											(Rires) (Applaudissements)
											Les enfants, pour la plupart,
											ne souffrent pas de trouble psychologique.
											Ils souffrent de l'enfance ! (Rires)
											Et ça je le sais parce que 
j'ai passé ma jeunesse
											à être un enfant. 
Je suis passé par tout ça.
											Les enfants s’épanouissent davantage 
avec un programme large
											qui glorifie leurs divers talents,
											et pas seulement une petite partie d’entre eux.
											D'ailleurs, les arts ne sont pas 
seulement importants
											parce qu'ils améliorent 
les résultats en mathématiques.
											Ils sont importants 
parce qu'ils sollicitent certains aspects
											de la personnalité des enfants 
qui, autrement, resteraient inexploitées.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											El segundo, gracias...
(Aplausos)
									","
											O segundo, obrigado — (Aplausos)
									","
											İkinci olarak, teşekkürler- (Alkış)
									","
											Le second principe, merci 
- (Applaudissements)
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
											El segundo principio que determina 
la prosperidad de la humanidad
											es la curiosidad.
											Si pueden encender la chispa
de la curiosidad en un niño,
											con frecuencia, aprenderán sin mucha ayuda.
											Los niños son aprendices naturales.
											Es un gran logro apagar esta habilidad,
											o reprimirla.
											La curiosidad es el motor del éxito.
											Y la razón por la cual digo esto, es porque
											uno de los efectos de la cultura actual aquí, 
si me permiten decirlo,
											ha sido <i>desprofesionalizar</i> a los docentes.
											No hay sistema en el mundo
											en ninguna escuela de ningún país
											que sea mejor que sus maestros.
											Los maestros son el alma del éxito en las escuelas.
											Pero enseñar es una profesión creativa.
											La enseñanza, propiamente concebida, 
no es un sistema de transmisión.
											Uno no está allí solo para transmitir 
la información recibida.
											Los grandes maestros hacen eso,
											pero lo que también hace un buen maestro es guiar,
											estimular, provocar, involucrar.
											Verán, al fin y al cabo, la educación 
se trata del aprendizaje.
											Si no hay aprendizaje,
											no hay educación.
											Y se puede pasar muchísimo tiempo
											discutiendo acerca de la educación, 
sin discutir nunca acerca del aprendizaje
											La gracia de la educación es que la gente aprenda.
									","
											O segundo princípio que leva a vida humana
a prosperar
											é a curiosidade.
											Se conseguirmos acender
a chama da curiosidade nas crianças,
											elas aprenderão, muitas vezes,
sem qualquer assistência.
											As crianças são aprendizes naturais.
											É de facto uma grande façanha
conseguir matar essa capacidade,
											ou sufocá-la.
											A curiosidade é o motor da realização.
											A razão pela qual digo isto é
											que um dos efeitos da cultura atual aqui,
se tal se pode dizer,
											tem sido desprofissionalizar os professores.
											Não há nenhum sistema no mundo
											nem nenhuma escola no país
											que seja melhor do que 
os seus professores.
											Os professores são a alma 
do sucesso das escolas.
											Mas ensinar é uma profissão criativa.
											Ensinar, corretamente concebido, não é um
sistema de transmissão.
											Vocês não estão lá apenas para
transmitir a informação que receberam.
											Os bons professores fazem isso,
											mas o que também fazem é orientar,
											estimular, provocar, envolver.
											No fim de contas, a educação
tem tudo a ver com aprendizagem.
											Se não a aprendizagem não acontece,
											não existe educação.
											As pessoas podem gastar montes de tempo
											a debater a educação sem nunca
debater a aprendizagem.
											O objetivo da educação é conseguir que
as pessoas aprendam.
									","
											İnsan yaşamını güzelleştiren ikinci prensip de
											meraktır.
											Eğer bir çocukta merak kıvılcımını ateşleyebilirseniz,
											çoğu kere, daha fazla yardım olmadan öğreneceklerdir.
											Çocuklar doğal öğrenicilerdir.
											Bu çok özel yeteneği ortaya çıkarmak büyük bir başarıdır
											veya bastırmak.
											Merak başarının motorudur.
											Bunu söylememin nedeni;
											buradaki mevcut kültürün etkilerinden biri -doğrusunu söylemek gerekirse-
											öğretmenlerin uzmanlıklarının yok edilmesidir.
											Dünyada hiçbir sistem
											ya da ülkede hiçbir okul yoktur ki
											bünyesindeki öğretmenlerinden daha iyi olsun.
											Öğretmenler okul başarısının can suyudur.
											Fakat öğretmenlik yaratıcı bir meslek.
											Öğretmenlik, iyice düşünüldüğünde, bir teslim sistemi değildir.
											Bilirsiniz, sadece edinilmiş bilgiyi aktarmak için orada bulunmazsınız.
											Mükemmel öğretmenler böyle yaparlar.
											Ama mükemmel öğretmenler ayrıca yol gösterir,
											teşvik eder, ateşler ve ilgi uyandırırlar.
											Görüyorsunuz, neticede eğitim öğrenmeyle alakalı.
											Eğer ortada öğrenme yoksa,
											eğitim de yok demektir.
											İnsanlar öğrenmeden hiç bahsetmeden
											eğitimi tartışarak müthiş zaman harcıyorlar.
											Eğitimin tek amacı, insanlara bir şeyler öğretmek.
									","
											Le deuxième principe qui conduit 
à l’épanouissement de la vie humaine
											est la curiosité.
											Si vous parvenez à allumer une étincelle 
de curiosité chez un enfant,
											le plus souvent il apprendra tout seul, 
sans assistance supplémentaire.
											Les enfants apprennent naturellement.
											C'est un véritable exploit d'endormir ce don,
											ou de l'étouffer.
											La curiosité est le moteur de la réussite.
											La raison pour laquelle je dis ça,
c'est parce que
											l'un des effets de la culture dominante ici, 
a été, si je puis dire,
											de dé-professionnaliser
le métier d’enseignant.
											Il n’existe aucun système au monde
											ni aucune école dans le pays
											qui surpasse le niveau de ses enseignants.
											Les enseignants sont les forces vives
de la réussite des écoles.
											Mais l'enseignement 
est un métier créatif.
											L’enseignement, bien conçu, 
n'est pas un système de livraison.
											Vous savez, vous n'êtes pas là 
juste pour transmettre des informations reçues.
											Les bons professeurs le font,
											mais ce que les bons professeurs font aussi 
c’est de conseiller,
											stimuler, encourager, inspirer.
											Vous voyez, au bout du compte, 
l'éducation, c'est l’apprentissage.
											Sans apprentissage
											il n’y a pas d’éducation.
											Et les gens peuvent passer 
énormément de temps
											à discuter d'éducation, sans jamais 
évoquer l'apprentissage.
											La raison d’être de l’éducation 
est d'amener les gens à apprendre.
									",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
"
","
","
","
",How to escape education's death valley,Sir Ken Robinson,19:11,"culture,education,teaching,student"
