en,pt,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","
",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
","
","
","
","
",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
											Three years ago today,
											a small asteroid exploded
over the city of Chelyabinsk, Russia.
											That object was about 19 meters across,
											or about as big as a convenience store.
											Objects of this size hit the Earth
every 50 years or so.
									","
											Aqui há três anos,
											um pequeno asteroide explodiu
sobre a cidade de Chelyabinsk na Rússia.
											Esse objeto tinha cerca
de 19 metros de diâmetro,
											ou seja, do tamanho 
de uma loja de conveniência.
											Objetos deste tamanho
atingem a Terra a cada 50 anos.
									","
											Üç yıl önce bugün,
											küçük bir asteroit Rusya'nın 
Çelyabinks şehrinin üzerinde patladı.
											Bu nesne yaklaşık olarak 19 m.
büyüklüğünde,
											veya yaklaşık olarak bir market 
büyüklüğündeydi.
											Bu büyüklükte bir nesne yaklaşık olarak 
her 50 yılda bir Dünya'ya çarpar.
									","
											Il y a trois ans aujourd'hui,
											un petit astéroïde a explosé
sur la ville de Chelyabinsk, en Russie.
											Cet objet mesurait environ
19 mètres de largeur,
											plus ou moins la taille
d'un petit magasin.
											Les objets de cette taille touchent
la Terre tous les 50 ans environ.
									","
											Hoy hace tres años,
											un pequeño asteroide explotó 
sobre la ciudad de Chelyabinsk, Rusia.
											Ese objeto tenía 
unos 19 metros de diámetro,
											o tan grande como un supermercado.
											Objetos de este tamaño golpean
la Tierra cada 50 años más o menos.
									",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
","
","
","
","
",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
											66 million years ago,
											a much larger object hit the Earth,
											causing a massive extinction.
											75 percent of plant
and animal species were lost,
											including, sadly, the dinosaurs.
											That object was
about 10 kilometers across,
											and 10 kilometers is roughly
the cruising altitude of a 747 jet.
											So the next time you're in an airplane,
											snag a window seat, look out
and imagine a rock so enormous
											that resting on the ground,
											it just grazes your wingtip.
											It's so wide that it takes your plane
one full minute to fly past it.
											That's the size of the asteroid
that hit the Earth.
									","
											Há 66 milhões de anos,
											um objeto muito maior atingiu a Terra,
											causando uma extinção maciça.
											Morreram 75% das plantas e dos animais,
											incluindo, infelizmente, os dinossauros.
											Esse objeto tinha cerca 
de 10 km de diâmetro,
											e 10 km é aproximadamente
a altitude de cruzeiro de um jato 747.
											Da próxima vez que estiverem num avião,
											sentem-se à janela, olhem para fora 
e imaginem uma pedra tão grande
											que toca no chão,
											e na asa.
											É tão larga que o vosso avião leva 
um minuto inteiro para voar sobre ela.
											É esse o tamanho do asteroide 
que atingiu a Terra.
									","
											65 milyon yıl önce,
											çok daha büyük bir nesne 
Dünya'ya çarptı
											ve büyük bir yok oluşa 
sebebiyet verdi.
											Bitki ve hayvan türlerinin %75'i yok oldu,
											üzülerek söylüyorum buna 
dinozorlar dahil.
											Bu nesne yaklaşık olarak 10 km.
büyüklüğündeydi
											ve 10 km. kabaca 747 jetinin 
seyrettiği yüksekliktir.
											Gelecek sefer uçakta olduğunuzda
											cam kenarı alın, dışarı bakın ve 
Dünya'ya dayanacak kayanın
											ne kadar büyük olduğunu hayal edin.
											Bu, kanat uçlarınızı sıyıracaktır.
											O kadar geniş ki uçağın uçarak 
geçmesi tam bir dakika sürüyor.
											İşte bu Dünya'ya çarpan asteroitin 
büyüklüğü.
									","
											Il y a 66 millions d'années,
											un objet énorme toucha la Terre,
											causant une extinction massive.
											75% des plantes
et des espèces animales ont disparu,
											y compris, tristement, les dinosaures.
											Cet objet mesurait dix kilomètres
de largeur environ,
											et dix kilomètres est à peu près
l'altitude de croisière d'un jet 747.
											Quand vous prendrez l'avion,
											asseyez-vous près du hublot, regardez 
dehors et imaginez un rocher si grand
											qui, même en restant au sol,
											effleure le bord des ailes de l'avion.
											Il est si grand qu'il faudrait une minute
avant que votre avion ne le survole.
											Voilà la taille de l'astéroïde
qui toucha la Terre.
									","
											Hace 66 millones de años,
											un objeto mucho más grande 
golpeó la Tierra,
											el cual causó una extinción masiva.
											El 75 % de las plantas
y especies animales se perdió,
											incluyendo, tristemente, los dinosaurios.
											Ese objeto tenía un diámetro de 10 km
											y 10 km es aproximadamente
la altitud de crucero de un Jet 747.
											La próxima vez que estén en un avión,
											tomen el asiento de la ventana,
miren hacia afuera e imaginen una roca
											tan enorme, que estando sobre el suelo,
											casi logra rozar el extremo del ala.
											Tan amplia que le tome al avión 
un minuto entero pasar volando sobre ella.
											Ese es el tamaño del asteroide 
que golpeó la Tierra.
									",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
","
","
","
","
",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
											It has only been within my lifetime
											that asteroids have been considered
a credible threat to our planet.
											And since then, there's been
a focused effort underway
											to discover and catalog these objects.
											I am lucky enough
to be part of this effort.
											I'm part of a team of scientists
that use NASA's NEOWISE telescope.
											Now, NEOWISE was not
designed to find asteroids.
											It was designed to orbit the earth
and look far beyond our solar system
											to seek out the coldest stars
and the most luminous galaxies.
											And it did that very well
for its designed lifetime of seven months.
											But today, six years later,
it's still going.
											We've repurposed it
to discover and study asteroids.
											And although it's
a wonderful little space robot,
											these days it's kind of like a used car.
											The cryogen that used to refrigerate
its sensors is long gone,
											so we joke that
its air-conditioning is broken.
											It's got 920 million miles
on the odometer,
											but it still runs great
											and reliably takes a photograph
of the sky every 11 seconds.
											It's taken 23 photos
since I began speaking to you.
									","
											Foi somente durante a minha vida
											que os asteroides foram considerados 
uma ameaça credível ao nosso planeta.
											E desde então, tem havido 
um esforço focado
											para descobri-los e catalogá-los.
											Eu tenho a sorte de fazer 
parte deste esforço.
											Faço parte de uma equipa de cientistas
que usam o telescópio NEOWISE.
											O NEOWISE não foi feito
para encontrar asteroides.
											Foi feito para orbitar a Terra e para 
olharmos mais além do sistema solar
											para procurarmos as estrelas mais frias 
e as galáxias mais luminosas.
											Fez isto muito bem para a sua vida
projetada de sete meses.
											Mas hoje, seis anos mais tarde, 
ainda está a funcionar.
											Demos-lhe um novo propósito, 
descobrir e estudar asteroides.
											Embora seja um maravilhoso 
pequeno robô espacial,
											hoje em dia é como um carro usado.
											O criógenio que usou para refrigerar 
os seus sensores já foi todo usado.
											Nós brincamos e dizemos
que tem o ar condicionado avariado.
											Tem 920 milhões de milhas 
no conta quilómetros,
											mas ainda funciona bem
											e tira uma fotografia 
do céu a cada 11 segundos.
											Já tirou 23 fotografias
desde que comecei a falar.
									","
											Asteroitlerin bizim gezegenimiz için
											gerçek bir tehdit olarak değerlendirilmesi
sadece benim yaşamım süresinde oldu.
											Ve bundan sonra, bu nesneleri 
keşfetmek ve katologlandırmak için
											odaklaşmış çabalarımız devam edecektir.
											Bu çabaların bir parçası 
olduğum için şanslıyım.
											NASA'nın NEOWİSE teleskobunu kullanan
bilim adamlarının bir parçasıyım.
											Şimdi, NEOWİSE asteroid bulmak için
dizayn edilmedi.
											Bu Dünya'nın yörüngesinde dönmek ve 
en soğuk yıldızları ve en aydınlık galaksileri
											araştırmak maksadıyla Güneş sisteminin çok çok 
ötesine bakmak için dizayn edildi.
											Ve 7 aylık tasarlanan ömrü 
için bu görevi çok iyi yaptı.
											Fakat günümüzde, 6 yıl sonra,
bu hala devam ediyor.
											Biz bu teleskopu asteroidleri keşfetmek 
ve çalışmak için yeniden tasarladık.
											Ve harika küçük bir uzay robotu
olmasına rağmen
											bu günlerde bir çeşit ikinci el
araba gibi.
											Sensorlerini soğutmaya yarayan
Cryogen çoktan bitti,
											bu nedenle kliması bozuldu
diye şaka yapıyoruz.
											Kilometre sayacında 920 milyon
mil yazıyor,
											fakat halen iyi çalışıyor
											ve her 11 saniyede gökyüzünün
güvenilir fotoğraflarını çekiyor.
											Konuşmaya başladığımdan bu yana
23 fotoğraf çekti.
									","
											Seulement très récemment,
											les astéroïdes ont été considérés
un vrai danger pour la planète.
											Depuis, il y a un grand travail en cours
											pour découvrir et cataloguer ces objets.
											J'ai la chance de faire
partie de ce projet.
											Je travaille avec une équipe qui utilise
le télescope NEOWISE de la NASA.
											NEOWISE n'était pas conçu
pour trouver des astéroïdes.
											Son but : tourner autour de la Terre
et regarder au-delà du système solaire
											pour chercher les astres les plus froids,
les galaxies les plus éclairées.
											Et il l'a très bien fait, 
pendant sa durée de vie utile de 7 mois.
											Mais aujourd'hui, six ans plus tard,
il est encore actif.
											On l'a réutilisé pour chercher
et analyser les astéroïdes.
											Et bien qu'il soit un super
petit robot spatial,
											aujourd'hui on dirait une vieille voiture.
											Le cryogène censé réfrigérer ses capteurs
a disparu depuis longtemps
											donc on blague que
« sa climatisation est cassée ».
											Actuellement, il a 1 480 millions
de kilomètres au compteur,
											mais il fonctionne très bien
											et prend fidèlement des photos
du ciel toutes les 11 secondes.
											Depuis que j'ai pris la parole, 
il a déjà pris 23 photos.
									","
											Únicamente, 
durante el periodo de mi vida,
											los asteroides han sido considerados
una gran amenaza para nuestro planeta.
											Desde entonces, se hace un esfuerzo 

											para descubrir y catalogar estos objetos.
											Tengo suerte de ser 
parte de este esfuerzo.
											Soy parte de un grupo de científicos,
											que utiliza el telescopio 
NEOWISE de la NASA.
											NEOWISE no fue diseñado 
para encontrar asteroides.
											Fue diseñado para orbitar la Tierra 
y ver más allá de nuestro Sistema Solar,
											para buscar las estrellas más frías 
y las galaxias más luminosas.
											Y lo hizo muy bien
durante sus siete meses de vida útil.
											Pero hoy, 6 años después, sigue activo.
											Lo hemos reutilizado 
para descubrir y estudiar asteroides.
											Y aunque es un pequeño robot
espacial estupendo,
											en estos días es como un carro usado.
											El criógeno que refrigeraba sus sensores
no funciona desde hace tiempo,
											bromeamos diciendo que su aire 
acondicionado no sirve.
											Tiene 920 millones
de millas en el odómetro,
											pero aún funciona muy bien
											y toma una fotografía fiable 
del cielo cada 11 segundos.
											Ha tomado 23 fotografías 
desde que empecé a hablarles.
									",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
","
","
","
","
",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
											One of the reasons NEOWISE is so valuable
											is that it sees the sky
in the thermal infrared.
											That means that instead of seeing
the sunlight that asteroids reflect,
											NEOWISE sees the heat that they emit.
											This is a vital capability
since some asteroids are as dark as coal
											and can be difficult or impossible
to spot with other telescopes.
											But all asteroids, light or dark,
shine brightly for NEOWISE.
									","
											Uma das razões pela qual
o NEOWISE é tão valioso
											é que ele vê o céu 
no infravermelho térmico.
											Isto significa que em vez de ver a luz 
do Sol que os asteroides refletem,
											o NEOWISE vê o calor que eles emitem.
											Esta é uma capacidade vital pois 
alguns asteroides são muito escuros
											e pode ser difícil ou impossível
vê-los com outros telescópios.
											Mas todos os asteroides, claros ou escuros,
brilham para o NEOWISE.
									","
											NEOWISE'ın değerli olmasının 
bir sebebi de
											termal infrared ile gökyüzünü görmesidir.
											Bunun anlamı, asteroidlerin yansıttığı
güneş ışığı yerine
											NEOWISE asteroidlerin yaydığı ısıyı görür.
											Bu hayati bir kabiliyettir, çünkü
bazı asteroidler kömür kadar karanlıktır
											ve diğer teleskoplar ile tespit edilmesi
çok zor veya imkansızdır.
											Fakat tüm asteroidler, aydınlık veya karanlık,
NEOWISE için parlak bir şekilde parıldarlar.
									","
											NEOWISE est si précieux
											parce qu'il voit le ciel
via des infrarouges thermiques.
											Cela signifie qu'au lieu de voir
la lumière reflétée par les astéroïdes,
											NEOWISE voit leur chaleur.
											Cette capacité est fondamentale, vu que 
certains astéroïdes sont vraiment noir
											et il est difficile voire impossible
de les voir avec d'autres télescopes.
											Tous les astéroïdes, éclairés
ou noirs, brillent pour NEOWISE.
									","
											Una razón 
por la que NEOWISE es tan valioso,
											es porque percibe el cielo
en infrarrojo térmico.
											En lugar de ver la luz solar 
que los asteroides reflejan,
											NEOWISE percibe el calor que ellos emiten.
											Esta es una capacidad vital,
											porque algunos asteroides
son oscuros como el carbón
											y puede ser difícil o imposible 
encontrarlos con otros telescopios.
											Pero todos los asteroides, brillantes 
u oscuros, brillan para NEOWISE.
									",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
"
","
","
","
","
",Adventures of an asteroid hunter,Carrie Nugent,6:06,"astronomy,asteroid,adventure,discovery,exploration,collaboration,global issues,NASA,nature,physics,science,technology,solar system,TED Fellows,universe,space,TED Books"
