es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											Este desafío significa que tenemos que empezar a pensar en nuevas formas,
											y creo que la madera va a ser parte de esa solución.
											Voy a contarles la historia del porqué.
											Para mi como arquitecto, la madera es un gran material,
											el único material, con el que puedo construir
											que crece con la energía del sol.
											Cuando un árbol crece en el bosque, libera oxígeno,
											absorbe dióxido de carbono,
											y luego cuando muere y cae al suelo y
											devuelve el dióxido de carbono a la atmósfera o al suelo.
											Si se quema en un incendio forestal, el carbono
											igualmente regresa a la atmósfera.
											Pero si se toma esa madera y se pone en una construcción,
											o en una pieza de mobiliario, o en ese juguete de madera,
											con esa increíble capacidad que tiene
											para almacenar el carbono, nos proporciona una gran retención de este elemento.
											Un metro cúbico de madera almacena
											una tonelada de dióxido de carbono.
											Nuestras dos soluciones al clima son obviamente
											reducir las emisiones y encontrar almacenamiento.
											La madera es el único material que utilizo
											que cumple esas dos funciones.
											Entendemos que es
											ético que en la tierra crezca la comida.
											Ahora necesitamos que en este siglo se
											prescriba que nuestros hogares crezcan en la tierra.
									","
											Este desafio significa que temos 
de pensar em novas maneiras.
											A madeira fará parte dessa solução.
											Vou-vos contar porquê.
											Enquanto arquiteto, 
a madeira é o único material
											material grande, 
com o qual posso construir,
											que já cresceu sob o poder do sol.
											Quando uma árvore cresce na floresta,
											dá oxigénio e absorve
o dióxido de carbono,
											morre e cai no chão da floresta,
											devolve o dióxido de carbono 
à atmosfera ou ao solo.
											Se arder num fogo florestal, 
vai devolver esse carbono
											também à atmosfera.
											Mas, se pegarem naquela madeira 
e a puserem num edifício,
											num móvel ou naquele brinquedo de madeira,
											tem uma capacidade fantástica
											de armazenar o carbono 
e de nos dar uma captura.
											Um metro cúbico de madeira irá armazenar
											uma tonelada de dióxido de carbono.
											É obvio que as nossas 
duas soluções para o clima
											são reduzir as nossas emissões 
e encontrar armazenamento.
											A madeira é o único
grande material de construção
											com o qual posso construir, 
que faz essas duas coisas.
											Por isso acredito que, se temos uma ética
											sobre a Terra nos dar comida,
											precisamos de uma ética neste século
											que é a Terra dar-nos as nossas casas.
									","
											Bu meydan okuma yeni yollardan düşünmeye başlamamız gerektiği anlamına geliyor
											ve bence tahta bu çözümün bir parçası olacak,
											ve ben size neden öyle olduğunun hikayesini anlatacağım.
											Bir mimar olarak tahta zaten
											güneş enerjisiyle büyümüş olan büyük ve
											inşaatta kullanabileceğim tek malzeme.
											Ormanda bir ağaç büyüdüğünde ve oksijen yaydığında
											ve karbondioksit emdiğinde
											ve öldüğünde ve ormanın zeminine düştüğünde
											karbondioksidi atmosfere geri verir ya da toprağa aktarır.
											Bir orman yangınında yanacak olursa da karbonu
											atmosfere geri verecektir.
											Fakat eğer o tahtayı alıp binanın içine ya da
											bir mobilya parçasına veya tahta bir oyuncağın içine koyarsanız
											aslında ağaç karbonu muhafaza etmek için inanılmaz bir kapasiteye sahiptir
											ve bize haciz yoluyla katkıda bulunur
											Bir metreküp tahta
											bir ton karbondioksidi muhafaza edecektir.
											Şu anda iklime karşı iki çözüm yolu açık şekilde
											salınımları azaltmak ve depolama alanı bulmaktır.
											Tahta bu iki şeyi gerçekten yapan benim inşaat
											yapabileceğim başlıca inşaat malzemesi.
											Yani inanıyorum ki biz Dünyanın bizim besinimizi büyüttüğü
											bir etik anlayışına sahibiz
											ve bu yüzyılda dünyanın bizim evlerimizi büyütmesi gereken
											bir etiğe yönelmemiz gerekiyor.
									","
											Ce défi nous force à réfléchir d'une nouvelle façon,
											je pense que le bois
va constituer une partie de la solution,
											et je vais vous raconter pourquoi.
											En tant qu'architecte,
le bois est le seul matériau,
											le seul grand matériau,
avec lequel je puisse construire
											qui a déjà été fabriqué par la force du soleil.
											Quand un arbre pousse dans la forêt,
et émet de l'oxygène,
											et absorbe du dioxyde de carbone,
											et quand il meurt et tombe sur le sol,
											il rend ce dioxyde de carbone
à l'atmosphère ou au sol.
											S'il brûle dans un feu de forêt,
il rend aussi ce carbone
											à l’atmosphère.
											Mais si vous prenez ce bois
et que vous le mettez dans un bâtiment,
											ou dans un meuble,
ou dans ce jouet en bois,
											il a une incroyable capacité
											à stocker le carbone
et à nous offrir un moyen de séquestration.
											Un mètre cube de bois peut stocker
											une tonne de dioxyde de carbone.
											Nos deux solutions au problème du climat sont,
évidemment,
											de réduire nos émissions
et de trouver un stockage.
											Le bois est le seul grand matériau de construction
											que je peux utiliser
qui fasse ces deux choses en même temps.
											Nous avons pour principe
											que la Terre fasse pousser notre nourriture,
											et je crois nous avons besoin, dans ce siècle,
de développer le principe
											que la Terre fasse pousser nos maisons.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											Pero, ¿cómo vamos a hacerlo
											cuando nos estamos urbanizando a este ritmo
											y pensamos en edificios de madera de solo cuatro pisos?
											Necesitamos reducir el concreto y el acero, y necesitamos
											construir en altura —en esto hemos estado trabajando—
											edificios altos, de 30 pisos, de madera.
											Hemos hecho diseños con un ingeniero
											llamado Eric Karsh que trabaja conmigo.
											Hacemos este nuevo trabajo porque
											hay nuevos productos disponibles
											que llamamos ""paneles masivos de madera"".
											Se trata de piezas hechas con árboles jóvenes
											de corto crecimiento, con pequeños trozos de madera,
											pegados para fabricar esos tableros enormes:
											de 2,40 m. de ancho, casi 20 de largo, y varios espesores.
									","
											Como é que vamos fazer isso,
											se estamos a urbanizar a este ritmo
											e pensamos em edifícios de madeira 
que só têm quatro andares?
											Precisamos de reduzir
o betão e o aço
											de que precisamos,
para crescer mais.
											Temos estado a trabalhar
											em edifícios de 30 andares 
feitos de madeira.
											Temos estado a projetá-los 
com um engenheiro
											chamado Erich Karsh 
que trabalha nisso comigo.
											Temos estado a fazer este novo trabalho
											porque há novos produtos 
de madeira para usarmos.
											Chamámos-lhes painéis de madeira.
											São painéis feitos com árvores jovens,
											árvores de pouco crescimento, 
pequenos bocados de madeira colados juntos
											para fazerem painéis que são enormes:
											2,5 m de largura, 20 m de comprimento 
e de várias espessuras.
									","
											Şimdi bu oranla şehirleşirken
											bunu nasıl yapacağız ve ahşap binalarımızı
											sadece dört katlı olarak düşüneceğiz?
											Beton ve çeliği azaltmalı ve daha büyümeliyiz
											ve bizim üzerinde çalıştığımız şey
											30 kat yüksekliğinde ahşaptan yapılmış binalar.
											Mühendisliğini Eric Karsh adında benimle birlikte proje
											üstünde çalışan bir mühendisle yapıyoruz
											ve bu yeni işi bir süredir yapıyoruz çünkü
											bizim kullanabileceğimiz yeni ahşap ürünler piyasada bulunuyor
											ve biz onları dev kereste paneller olarak adlandırıyoruz.
											Bunlar genç ağaçlardan yapılan paneller
											kısa boylu ağaçlar, kısa tahta parçaları
											birbirine yapıştırılarak dev paneller oluşturuluyor
											2,34 metre genişliğinde, 19,5 metre uzunluğunda ve değişik kalınlıklarda.
									","
											Cependant, comment faire,
											alors que nous nous urbanisons à cette vitesse,
											et que nous n'imaginons les bâtiments en bois
qu'à seulement quatre étages ?
											Nous avons besoin de réduire l'usage
du béton et de l'acier,
											et nous avons besoin de construire plus grand,
alors nous avons commencé à travailler
											sur des immeubles de 30 étages faits en bois.
											Nous les avons conçus avec un ingénieur
											qui s'appelle Eric Karsh, 
qui travaille avec moi sur ce projet,
											et nous avons commencé ce nouveau projet
											parce qu'il y a de nouveaux produits en bois
que nous pouvons utiliser,
											que nous appelons les panneaux de bois lamellé-collés.
											Ce sont des panneaux fabriqués
avec de jeunes arbres,
											avec des petits arbres,
de petites pièces de bois,
											collées ensemble
pour faire des panneaux énormes :
											2,5 mètres de large, 20 mètres de long,
et de différentes épaisseurs.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											Me parece que la mejor forma de decirlo es:
											usualmente hablamos de madera en
											medidas de 5 x 10 cm.
											Así es la conclusión a la que salta la gente.
											Una construcción con 5 x 10 es como con los
											pequeños ladrillos de Lego de ocho puntos, con los que todos jugamos de niños.
											Se puede hacer todo tipo de cosas geniales con Legos
											de ese tamaño, o con 5 x 10.
											Recordemos que cuando niños,
											cuando revisábamos el cuarto de juegos
											y encontrábamos una pieza de Lego de 24 puntos,
											era algo así como,
											""Genial, maravilloso. Puedo construir algo bien grande,
											va a ser realmente grandioso"".
											Es el cambio.
											Los paneles masivos de madera son como los ladrillos de 24 puntos.
											Con ellos se cambia la escala;
											hemos desarrollado lo que llamamos FFTT.
											Una solución ""creativa comunal""
											para construir sistemas muy flexibles
											con esos grandes cuadros donde podemos alcanzar
											seis pisos de una vez, si queremos.
											Esta animación muestra cómo el edificio se va ensamblando
											de manera muy sencilla. Estas construcciones están disponibles
											para arquitectos e ingenieros
											en diversos medios por todo el mundo,
											en diferentes estilos arquitectónicos y formas.
											Hemos diseñado edificios seguros
											que se pueden construir,
											en Vancouver,
											en una zona de alto riesgo sísmico,
											incluso a alturas de 30 pisos.
									","
											Descobri que a melhor maneira 
de descrever isto é dizer
											que estamos todos habituados 
à construção 2 x 4,
											quando pensamos na madeira.
											É o que as pessoas concluem logo.
											A construção 2 x 4 é mais ou menos
											como as peças de Lego com que 
brincávamos quando éramos crianças.
											Podemos fazer todo o tipo 
de coisas porreiras
											com o Lego nesse tamanho 
e com peças de 2 x 4.
											Lembram-se de em crianças
											procurarem nas pilhas da cave
											e descobrirem aquela peça 
de Lego, com 24 pontos?
											Ficavam naquela:
											""Isto é fantástico! 
Posso construir uma coisa grande.
											""Vai ser ótimo.""
											É essa a mudança.
											Os painéis de madeira 
são essas peças de 24 pontos.
											Estão a mudar a escala 
do que podemos fazer.
											O que desenvolvemos 
é algo a que chamamos FFTT,
											— que é uma solução Creative Commons —
											para construir um sistema 
muito flexível de construção
											com esses grandes painéis
											em que erguemos seis andares 
de uma só vez, se quisermos.
											Esta animação mostra como a habitação 
se junta de uma maneira muito simples.
											Estes edifícios estão disponíveis
											para arquitetos e engenheiros construirem
											para culturas diferentes no mundo,
											diferentes estilos 
de arquitetura e caracteres.
											Para construirmos de maneira segura,
											projetámos estes edifícios, 
até 30 andares,
											para trabalhar no contexto de Vancouver,
											onde estamos numa zona sísmica,
									","
											Bunu en iyi şekilde açıklamak için bulduğum yol şu ki
											tahta ile ilgili düşündüğümüzde
											hepimiz ikiye dört inşaata alışkınız.
											İnsanların erkenden vardıkları sonuç bu.
											İkiye dört inşaat bir şekilde çocukken oynadığımız
											küçük sekiz noktalı Lego parçalarını andırıyor,
											ve o boyutta ikiye dörtlerle legolardan her türde
											havalı şeyler yapabilirsiniz.
											Fakat çocuk olduğunuz zamanı
											ve lego yığınını evinizin bodrum katında gözden geçirdiğinizi
											ve o büyük 24 noktalı lego parçasını bulduğunuzu hatırlayın
											şöyle düşündünüz,
											""Harika, bu muhteşem. Gerçekten büyük bir şey inşa edebilirim,
											ve bu şahane olacak""
											İşte bu değişim.
											Dev kereste paneller işte o 24 noktalı parçalar.
											Onla yapabileceklerimizin boyutunu değiştiriyor
											ve geliştirdiğimiz şey bizim deyimimizle FFTT
											bir Yaratıcı Avam çözümü
											inşaatta çok esnek bir sistem inşa etmek için
											bu geniş panellerle istediğimiz zaman altı katı aynı anda
											yukarıya doğru eğebiliyoruz.
											Bu animasyon size binanın çok basit bir şekildenasıl bir araya geldiğini gösteriyor
											fakat bu binalar mimarlar ve mühendisler için
											şimdi dünyada değişik kültürler için
											değişik mimari tarzlar ve karakterlerde
											inşaat için hazır bulunuyor.
											Güvenli bir şekilde inşaat yapabilmemiz için
											bu binaların mühendisliğini , aslında
											yüksek bir deprem bölgesinde olan
											Vancouver koşullarında işe yarayacak şekilde
											30 kat yükseklikte bile yaptık
									","
											La meilleure manière que j'ai trouvé
de décrire ça, c'est de dire
											que nous sommes tous habitués
aux constructions en madriers
											quand nous pensons au bois.
											C'est à ça que les gens pensent immédiatement.
											Les madriers,
c'est un peu comme les petites briques en Lego
											avec lesquelles nous jouions
quand nous étions enfants,
											on peut faire plein de super trucs
avec des Legos de cette taille,
											comme avec des madriers.
											Mais rappellez vous,
quand vous étiez môme,
											et que vous fouilliez dans votre tas de Legos,
dans votre chambre,
											et que vous aviez trouvé
la grande pièce de Lego à 24 plots,
											et vous aviez pensé :
											« Cool, c'est génial, je peux construire
quelque chose de vraiment grand,
											et ça va être super. »
											C'est ça la différence.
											Les panneaux de bois lamellés-collés
sont ces pièces de 24 plots.
											Ils sont en train de changer l'échelle
de ce que nous pouvons faire,
											et nous avons développé
quelque chose que nous appelons FFTT,
											qui est sous licence Creative Commons,
											et qui permet de mettre en œuvre 
un système très adaptable de construction
											avec ces grands panneaux, 
où on peut monter
											six étages d'un coup
si on veut.
											Cette animation vous montre
comment le bâtiment s'assemble
											d'une façon très simple,
mais ces immeubles sont maintenant disponibles
											pour les architectes et les techniciens
qui travaillent
											dans différentes cultures de par le monde,
											dans différents styles
et genres architecturaux.
											Afin de construire en toute sécurité,
											nous avons en fait conçu ces bâtiments
											pour être adaptés à Vancouver,
											qui est une région très sismique,
											et ce même avec une hauteur de 30 étages.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											Naturalmente, cada vez que muestro esto,
											la gente, aun aquí en la conferencia, dicen:
											""¿En serio? ¿30 Pisos? ¿Cómo lo van a hacer?""
											Y hay un montón de preguntas realmente buenas;
											cuestiones importantes sobre las que llevamos mucho tiempo
											trabajando en sus respuestas, mientras se generaba
											nuestro informe y el de revisión de los pares.
									","
											Obviamente, cada vez 
que falo deste assunto,
											— até aqui na conferência — 
as pessoas dizem:
											""A sério? Trinta andares? 
Como é que isso é possível?""
											Fazem uma série de perguntas muito boas
											e perguntas importantes às quais 
passamos muito tempo a tentar responder,
											à medida que preparamos o nosso relatório 
e o relatório avaliado pelos pares.
									","
											Şimdi açık şekilde bunu ne zaman söylesem
											hatta burada konferansta bile insanlar
											""Ciddi misin? Otuz kat? Bu nasıl olabilir?"" diyorlar.
											Ve çok sayıda gerçekten çok sayıda iyi soru
											ve biz raporumuzu ve hakemli raporu bir araya getirirken
											cevapları üzerinde uzun zaman harcadığımız
											ciddi sorular yöneltildi
									","
											Evidemment,
à chaque fois que j'aborde ce sujet,
											même ici à la conférence, les gens disent :
											""Vous êtes sérieux ? Trente étages ?
Comment est-ce possible ? ""
											Et ils posent de nombreuses et très bonnes questions,
											des questions cruciales,
sur lesquelles nous travaillons pas mal de temps,
											lorsque nous rédigeons notre rapport,
											et le bilan d'évaluation par nos pairs.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											Solo voy a centrarme en algunas de ellas.
											Vamos a empezar con el fuego, porque
											probablemente el fuego es en lo que todos están pensando ahora mismo.
											Muy bien.
											Y la forma en que lo describo es así.
											Si pido que tomen un fósforo, lo enciendan,
											lo acerquen a un tronco y traten de conseguir que prenda,
											no sucede nada, ¿cierto? Todos lo sabemos.
											Para hacer fuego, se debe empezar con piezas pequeñas
											de madera, y luego se aumenta el tamaño,
											hasta que eventualmente se puede agregar el tronco.
											Cuando se añade el tronco al fuego, por supuesto,
											se quema, pero arde lentamente.
											Bien. Los paneles masivos de madera, esos nuevos productos
											que estamos utilizando, son como troncos.
											Es difícil prenderles fuego. Y cuando lo hacen,
											se queman de manera fácilmente predecible.
											Se puede utilizar lo que se sabe del fuego para predecir
											y hacer esos edificios tan seguros como
											los de concreto y acero.
									","
											Vou apenas concentrar-me
nalguns deles.
											Vamos começar pelo fogo
											porque, provavelmente, é no fogo
que estão a pensar agora.
											É normal.
											A maneira como o descrevo é esta.
											Se vos pedisse para 
pegar num fósforo e acendê-lo
											e segurar num toro 
e tentar incendiá-lo,
											não conseguiam, pois não?
											Todos sabemos isso.
											Mas para uma fogueira,
é preciso começar
											por pedaços de madeira,
continuar para cima,
											e finalmente podem pôr o toro no fogo.
											Quando puserem o toro no fogo, claro,
											ele arde, mas arde lentamente.
											Os painéis de madeira,
estes produtos novos
											que estamos a usar. 
são muito parecidos com o toro.
											É difícil pegar-lhes fogo 
e, quando isso acontece,
											ardem de uma forma 
extraordinariamente previsível.
											Podemos usar a ciência do incêndio
											para prever e construir esses edifícios 
tão seguros como o betão
											e tão seguros como o aço.
									","
											Şimdi sadece bunlardan birkaçına odaklanacağım
											ve yangınla başlayalım, çünkü sanırım yangın
											muhtemelen şu anda hepinizin hakkında düşündüğü ilk şey.
											Yeterince uygun.
											Ve benim bunu tanımlama yöntemim şöyle.
											Eğer size bir kibrit çöpü çıkarmanızı ve yakmanızı
											ve bir kütüğe doğru tutmanızı, kütüğü ateşe vermeyi denemenizi söylesem
											Bu gerçekleşmez, değil mi? Hepimiz bunu biliyoruz.
											Fakat bir ateş yakmak için önce küçük tahta parçalarıyla
											başlarsınız ve devam edersiniz
											ve sonunda kütüğü de ateşe katabilirsiniz
											ve siz kütüğü ateşe kattığınızda tabii ki
											kütük yanar fakat yavaş şekilde yanar.
											Dev kereste paneller, bizim kullandığımız bu yeni ürün
											kütüğe çok benziyor.
											onları tutuşturmak çok güç ve tutuştuklarında
											hakikaten olağandışı şekilde tahmin edilebilir hızda yanıyorlar
											ve biz yangın bilimini tahmin için kullanabilir
											ve bu binaları en az beton kadar
											ve en az çelik kadar güvenli hale getirebiliriz.
									","
											Je vais répondre à quelques une d'entre elles,
											et tout d'abord à celle du feu,
parce que je pense que cette question
											est probablement la première
à laquelle vous avez immédiatement pensé.
											C'est normal.
											Et voici ce qu'on peut en dire.
											Si je vous demandais de prendre une allumette
et de l'allumer,
											de la tenir près d'une bûche
pour qu'elle prenne feu,
											ça ne marche pas, on est d'accord ?
Nous le savons tous.
											Pour construire un feu,
on commence avec des petits bouts de bois,
											et on augmente petit a petit,
											et finalement on peut y mettre la bûche,
											et quand on le fait, bien sûr,
											elle brûle,
mais elle brûle lentement.
											Eh bien, les panneaux de bois lamellés-collés,
ces nouveaux produits
											que nous utilisons,
ressemblent beaucoup à la bûche.
											C'est très difficile de les faire prendre feu,
et quand ils brûlent,
											ils le font d'une manière extrêmement prévisible,
											et nous pouvons utiliser notre connaissance du feu
pour le prévoir,
											et rendre ces bâtiments aussi sûrs
											que le béton ou l'acier.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											El próximo gran tema es la deforestación.
											El 18 % de las contribuciones
											a las emisiones de gases de efecto invernadero en todo el mundo
											son resultado de deforestación.
											La última cosa que queremos hacer es cortar árboles.
											O, lo último que queremos hacer es cortar los árboles equivocados.
											Existen modelos de silvicultura sostenible
											que nos permite cortar árboles correctamente.
											Esos son los únicos árboles apropiados
											para esto.
											Realmente creo que estas ideas
											van a cambiar la economía de la deforestación.
											En los países con problemas de deforestación,
											tenemos que encontrar una forma de brindar
											un mejor valor para el bosque
											impulsar a la gente a hacer negocio
											con ciclos de crecimiento rápido,
											de árboles de 10, 12 y 15 años de los que se hacen esos productos
											y nos permiten construir a esa escala.
											Lo hemos calculado para un edificio de 20 pisos:
											cultivaríamos suficiente madera en EE.UU. cada 13 minutos.
											Eso es cuánto tarda.
									","
											O grande problema que se segue 
é a desflorestação.
											Dezoito por cento da nossa contribuição
											para as emissões mundiais 
de gases de estufa
											são o resultado da desflorestação.
											A última coisa que queremos 
é cortar árvores.
											Ou antes, a última coisa que queremos 
é cortar as árvores erradas.
											Há modelos para
o florestamento sustentável
											que nos permitem cortar árvores
de forma adequada
											Essas são as únicas árvores apropriadas
											para usar nesses tipos de sistemas.
											Eu acho mesmo que estas ideias
											irão mudar a economia da desflorestação.
											Em países com problemas de desflorestação
											precisamos de encontrar uma maneira
											de dar mais valor à floresta
											e encorajar as pessoas a fazerem dinheiro
											através de árvores com ciclos
de crescimento muito rápidos
											— 10, 12 ou 15 anos —
											para fazer esses produtos
											e permitir-nos construir a esta escala.
											Calculámos um edifício com 20 andares:
											Plantaríamos madeira suficiente 
na América do Norte a cada 13 minutos.
											É só isso que é preciso.
									","
											sonraki büyük mesele, ormanların yok olması
											dünya genelinde sera gazlarına katkımızın
											yüzde on sekizlik bölümü
											ormanların yok olmasının sonucudur.
											Yapmak istediğimiz en son şey ağaçları kesmek.
											Ya da en son yapmak istediğimiz şey yanlış ağaçları kesmek.
											Ağaçları düzgün şekilde kesmemize müsaade eden
											Sürüdürülebilir ormancılık modelleri bulunuyor,
											ve bu ağaçlar bu tip sistemlerde kullanılmak için
											uygun olan yegane ağaçlar.
											Şimdi bu fikirlerin ormanların yok olması ekonomisini
											gerçekten değiştireceğini düşünüyorum.
											Ormanların yok olması sorunu olan ülkelerde
											orman için daha iyi değer sağlayan
											bir yol bulmak
											ve insanları çok hızlı büyüme çemberleri aracılığıyla
											para kazanmaya teşvik etmek zorundayız.
											10, 12, 15 yaşındaki ağaçlar bu ürünleri oluşturuyor
											ve bize bu ölçekte inşa etme imkanı tanıyor.
											20 katlı bir binayı hesapladık:
											Kuzey Amerika'da her 13 dakikada yeteri kadar tahta yetiştiriyor olacağız.
											Alacağı süre bu kadar.
									","
											La grosse question suivante,
c'est celle de la déforestation.
											Dix-huit pour cent de notre contribution
											aux émissions de gaz à effet de serre
dans le monde
											proviennent de la déforestation.
											La dernière chose que nous voulons faire
est d'abattre des arbres.
											Ou plutôt, la dernière chose que nous voulons faire
est d'abattre les mauvais arbres.
											Il y a des modèles d'exploitation forestière durable,
											qui nous permettent
de couper les arbres correctement,
											et ce sont justement ces arbres là
											qui sont adaptés à ce type de système.
											Je crois vraiment que ces idées
											vont changer les données économiques
de la déforestation.
											Dans les pays qui ont
des problèmes de déforestation,
											nous devons trouver une façon de donner
											une plus grande valeur à la forêt,
											et nous devons vraiment encourager les gens
à gagner de l'argent
											grâce aux cycles rapide de croissance :
											des arbres de 10,12 ou 15 ans
que nous utilisons dans ces produits
											et qui nous permettent de construire 
dans ces dimensions.
											Nous avons calculé que nous faisons pousser
assez de bois en Amérique du Nord
											pour construire un immeuble de 20 étages
toutes les 13 minutes.
											C'est tout ce qu'il faut.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
											La historia del carbono aquí es realmente buena.
											Para construir un edificio de 20 pisos de cemento y concreto,
											el resultado es que en el proceso de fabricación
											del cemento se producen 1.200 toneladas de dióxido de carbono.
											Si lo hacemos en madera, con esta solución,
											capturamos unas 3.100 toneladas,
											o sea, una diferencia neta de 4.300 toneladas.
											El equivalente a sacar cerca de 900 coches
											fuera de los caminos, en un año.
											Recuerden los tres mil millones de personas
											que necesitan nuevos hogares.
											Tal vez esta sea una contribución a la reducción.
									","
											A história do carbono aqui 
é bastante relevante.
											Se construirmos um edifício 
de 20 andares com cimento e betão,
											o processo resultará
na produção desse cimento
											e de 1200 toneladas de dióxido de carbono.
											Se o fizéssemos em madeira, 
com esta solução,
											iríamos capturar cerca de
3100 toneladas,
											por uma diferença líquida 
de 4300 toneladas.
											Isso equivale a cerca de 900 carros 
fora da estrada num ano.
											Pensem nesses três mil milhões de pessoas
											que precisam de uma nova casa.
											Talvez este seja um contributo 
para reduzir isso.
									","
											Buradaki karbon hikayesi gerçekten iyi bir hikaye.
											eğer 20 katlı bir binayı çimento ve betondan inşa etseydik
											süreç çimento ve 1,200 ton
											karbondioksit üretimi ile sonuçlanırdı.
											Eğer bu binayı tahtadan yapsaydık, bu çözümde
											3,100 ton hapsetmiş olurduk
											4,300 ton net fark oluşurdu.
											Bu bir yılda yaklaşık 900 arabanın
											trafikten çekilmesine eşdeğer.
											Yeniden yeni bir eve ihtiyacı olan
											o üç milyar insanı düşünün,
											ve belki bu şey azaltıma katkı sağlayıcı olabilir.
									","
											Le bilan carbone est ici vraiment très bon.
											Si nous construisons un bâtiment de 20 étages
en ciment et en béton,
											le processus entraînerait la fabrication de ce ciment,
											ainsi que la production de 1200 tonnes
de dioxyde de carbone.
											Si nous le construisions en bois,
selon cette solution,
											nous pourrions stocker à peu près 3100 tonnes,
											soit une différence nette de 4300 tonnes.
											Cela équivaut à supprimer
environ 900 voitures de la route
											pendant un an.
											Souvenez-vous des trois milliards de personnes
											qui ont besoin d'une nouvelle maison,
											et on tient peut-être là un moyen
de réduire les émissions de carbone.
									",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
"
","
","
","
",Why we should build wooden skyscrapers,Michael Green,12:22,"architecture,design,materials"
