es,tr,fr,title,speaker,duration,tags
"
											Esto es lo que los psicólogos
llaman un momento ""¡Ajá!"".
											Fue cuando me di cuenta que los
los 30s no son los nuevos 20s.
											Sí, la gente sienta cabeza 
después de lo que se acostumbraba,
											pero esto no hizo que los 20s de Alex 
fueran una pausa en su desarrollo.
											Esto hizo que los 20s de Alex
fueran el momento perfecto
											y lo estábamos desperdiciando.
											Entonces me di cuenta, que 
esta clase de negligencia benigna
											era un problema real y 
tenía consecuencias reales,
											no solo para Alex y
su vida amorosa
											sino para las carreras,
las familias y los futuros
											de veinteañeros de todos lados.
									","
											Psikologların ""Hah!"" anı dedikleri an bu an.
											O an 30 yaşın yeni 20 olmadığını fark ettim.
											Evet, insanların hayatları artık daha geç yoluna giriyor,
											ama bu Alex'in 20'li yaşlarındaki sıkıntılı sürecini açıklamıyordu.
											Bu durum Alex'in, 20'li yaşlarınını gelişimindeki en
											verimli dönem yapıyordu ve biz bunu görmezden geliyorduk.
											O an bu iyi huylu inkarın aslında gerçek bir problem
											olduğunu, ve sadece Alex ve
											onun aşk hayatı için değil, 20'li yaşlarındakilerin
											kariyerleri, aileleri ve gelecekleri için ciddi
											sonuçları olabilecek bir problem olduğunu fark ettim.
									","
											C'est ce que les psychologues appellent l'instant de révélation.
											C'est le moment où j'ai réalisé que la trentaine
n'est pas la nouvelle vingtaine.
											Oui, les gens se casent plus tard qu'auparavant,
											mais ça ne fait pas de la vingtaine d'Alex 
un temps mort pour son développement.
											Ça fait de la vingtaine d'Alex le meilleur moment 
pour son développement,
											et nous étions assises là à le gâcher.
											C'est à ce moment que j'ai compris 
que cette négligence anodine
											était un vrai problème et 
qu'il avait de réelles conséquences,
											non seulement pour Alex et sa vie sentimentale
											mais pour les carrières, les familles et l'avenir
											de toutes les personnes dans la vingtaine.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Hay 50 millones
de veinteañeros
											en Estados Unidos, hoy día.
											Esto significa el 
15% de la población,
											o el 100% si consideran
											que nadie llega a la adultez
											sin pasar antes 
por los 20s.
									","
											Amerika'da şu an 20'li yaşlarında
											50 milyon insan var.
											Nüfuzun yüzde 15'inden bahsediyoruz,
											hatta zamanında 20'li yaşlarında olmamış bir yetişkin
											olamayacağını düşünürsek
											100'de 100.
									","
											Il y a actuellement 50 millions de personnes dans la vingtaine
											aux Etats-Unis.
											C'est à dire environ 15 pour cent de la population,
											ou 100 pour cent si on considère
											que personne ne se sort de l'âge adulte
											sans d'abord se sortir de ses 20 ans.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Levanten la mano
si están en sus 20s.
											Quiero ver a los
veinteañeros de aquí.
											Oh, ¡Sí! Son increíbles.
											Si trabajan con veinteañeros,
aman a un veinteañero,
											les quita el sueño 
un veinteañero, quiero ver.
											Está bien. Increíble, 
los veinteañeros de verdad importan.
									","
											Eğer 20'lerinizdeyseniz, elinizi kaldırın.
											Gerçekten 20'lerinde birilerini görmek istiyorum burda.
											Oo, hey! Süpersiniz.
											Eğer 20'lerinde birileriyle çalışıyorsanız, 20'lerinde birini seviyorsanız,
											20'lerindekiler uykularınızı kaçırıyorsa, görmek istiyorum —
											Pekala. Müthiş, 20'lerindekiler gerçekten önemli.
									","
											Levez la main, si vous avez la vingtaine.
											Je voudrais vraiment en voir quelques uns ici.
											Oh, ouais! Vous êtes géniaux.
											Si vous travaillez avec des gens dans la vingtaine, si
vous aimez une personne dans la vingtaine
											si vous perdez le sommeil à cause de personnes dans la vingtaine, je veux voir —
											OK. Génial, les jeunes de vingt ans comptent vraiment.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Yo me especializo en los
veinteañeros porque creo
											que cada uno de esos 
50 millones de veinteañeros
											merecen saber lo que
los psicólogos,
											sociólogos, neurólogos y 
especialistas en fertilidad
											ya saben:
											que reclamar sus 20s es una 
de las cosas más simples,
											y más transformadoras,
que pueden hacer
											por trabajo, por amor,
por su felicidad,
											tal vez hasta para el mundo.
									","
											Evet ben 20'lerindekiler üzerine uzmanlaştım çünkü
											inanıyorum ki 20'li yaşlarındaki 50 milyon insanın her biri
											psikologların, sosyolojistlerin, nörolojistlerin
											ve üreme uzmanlarının bildikleri şeyi
											bilmeyi hak ediyorlar:
											20'li yaşlarınız işiniz için, aşk için,
											mutluluğunuz için ve hatta dünya için
											en basit ama en etkili yatırımları yaptığınız
											bir dönem.
									","
											Je me suis spécialisée dans les
vingt ans parce que je crois
											que chacun de ces 50 millions de jeunes
											mérite de savoir ce que les psychologues,
											les sociologues, les neurologues 
et les spécialistes de la fertilité
											savent déjà :
											assumer sa vingtaine est 
une des choses les plus simples,
											mais aussi les plus transformantes, 
qu'on puisse vivre
											pour son travail, sa vie amoureuse, son bonheur
											et peut-être même le monde.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Esta no es solo mi opinión.
Estos son los hechos.
											Sabemos que el 80% de 
los momentos claves en la vida
											pasarán a los 35 años.
											Esto significa que 8 de 
cada 10 decisiones
											y experiencias y 
momentos ""¡Ajá!""
											que le dan forma a su vida
											habrán pasado para
cuando tengan 30 y tantos.
											Personas de más de 40,
no entren en pánico.
											Este público va a 
estar bien, creo.
											Sabemos que los primeros
10 años de una carrera
											tienen un impacto exponencial
											sobre la cantidad de 
dinero que ganarán.
											Sabemos que más de la mitad
de los estadounidenses
											están casados, viven 
o están saliendo
											con su pareja futura
a los 30 años.
											Sabemos que el cerebro
termina su segunda
											y última etapa de 
crecimiento en sus 20s
											y se reprograma 
para la adultez,
											lo que significa que si hay algo
que quieran cambiar de sí mismos,
											ahora es el momento
para cambiarlo.
											Sabemos que la personalidad
cambia más veces durante sus 20s
											que en cualquier otro
momento de la vida
											y sabemos que la fertilidad 
femenina llega a su tope a los 28,
											y las cosas se vuelven
complicadas a los 35.
											Los 20s son el momento
para educarse
											sobre su cuerpo y
sus opciones.
									","
											Bu benim fikrim değil. Bunlar gerçekler.
											Hayatımızın en önemli anlarının yüzde 80'inin
											35 yaşında gerçekleştiğini biliyoruz.
											Hayatımızı belirleyen 10 kararımızdan 8'i,
											deneyimlerimiz ve
											""Hah!"" anlarımız
											30'lu yaşlarımızın ortalarında gerçekleşecek.
											40 yaşın üstündekiler, paniklemeyin.
											Buradakilerin iyi olacağına inanıyorum.
											Kariyerin ilk 10 yılının
											kazandığınız parayı kat be kat
											arttırabilen bir etkisi olabileceğini biliyoruz.
											Amerikalıların yarısının gelecekteki eşleriyle
											30'lu yaşlarında evlendiklerini,
											beraber yaşadıklarını ya da sevgili olduklarını biliyoruz.
											Beynin 2. ve son gelişme atağını 20'li yaşlarımızda
											yapıp kendini yetişkinlik dönemimiz
											için yeniden düzenleyip tamamladığını biliyoruz.
											Bu da demek oluyor ki, kendinizde değiştirmek istediğiniz
											her neyse şu an onu değiştirmenizin zamanı.
											20'li yaşlarımızda karakterimizin, hayatımızın
											herhangi bir anından daha çok değiştiğini biliyoruz,
											ve kadın doğurganlığının 28 yaşında en üst seviyeye ulaştığını biliyoruz,
											35 yaşından sonra işler biraz zorlaşıyor.
											Yani 20'li yaşlarınızda kendinizi vücudunuz
											ve seçenekleriniz hakkında eğitecek zamanınız var.
									","
											Ce n'est pas mon opinion. 
Ce sont les faits.
											Nous savons que 80 pour cent 
des moments les plus décisifs d'une vie
											ont lieu avant 35 ans.
											Ça signifie que 8 des 10 décisions,
											expériences et révélations
											qui font d'une vie ce qu'elle est
											auront lieu d'ici le milieu de la trentaine.
											Vous les gens de plus de 40 ans, pas de panique.
											Ce public va s'en sortir, je pense.
											Nous savons que les 10 premières années d'une carrière
											ont un impact exponentiel
											sur le salaire qu'on gagnera.
											Nous savons que plus de la moitié des Américains
											sont mariés, vivent ou sortent
											avec leur futur partenaire avant leurs 30 ans.
											Nous savons que le cerveau termine sa seconde
											et ultime poussée de croissance dans la vingtaine
											alors qu'il se recâble pour l'âge adulte,
											ce qui signifie que tout ce qu'on veut changer en soi,
											c'est maintenant qu'il faut le faire.
											Nous savons que la personnalité change
plus durant la vingtaine
											qu'à n'importe quel autre moment de la vie,
											et nous savons que le pic de fertilité 
chez les femmes a lieu à 28 ans,
											et que les choses se compliquent après 35 ans.
											Donc la vingtaine est le moment 
de s'informer
											sur son corps et ses options.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Cuando pensamos en
el desarrollo del niño,
											todos sabemos que 
los primeros 5 años son cruciales
											para el lenguaje y 
el apego en el cerebro.
											Es un momento en el 
que su vida diaria y común
											tiene un impacto desmedido 
en la persona que se convertirán.
											Pero lo que no escuchamos 
con frecuencia es que hay algo llamado
											desarrollo adulto 
y nuestros 20s
											son un momento crítico
en el desarrollo adulto.
									","
											Çocuk gelişimini düşününce, ilk 5 yılın
											dil gelişimi ve bağlanma açısından
											en kritik dönem olduğunu biliyoruz.
											Bu dönem günlük, sıradan hayatınızın; gelecekte olacağınız
											kişi üzerinde orantısız etkiye sahip olduğu bir dönem.
											Bundan daha az duyduğumuz bir şey de,
											yetişkin gelişimi diye bir şey olması ve 20'li yaşların
											bu gelişim için kritik dönem olması.
									","
											Donc, lorsqu'on pense au développement de l'enfant,
											nous savons tous que les 5 premières années
sont une période critique
											pour le langage et les connections dans le cerveau.
											C'est le moment où la vie quotidienne
											a un impact extraordinaire sur celui 
ou celle qu'on va devenir.
											Mais ce dont on entend moins parler, 
c'est qu'il existe
											ce qu'on appelle un développement adulte, et que notre vingtaine
											est la période critique du développement adulte.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Pero esto no es lo que 
los veinteañeros están escuchando.
											Los periódicos hablan sobre cambios
en la línea del tiempo de la adultez.
											Los investigadores llaman a los 20s
una adolescencia extendida.
											Los periodistas le acuñan 
nombres ridículos a los veinteañeros
											como ""twixters"" 
y ""kidults.""
											Es verdad.
											Como cultura, hemos considerado
una trivialidad lo que en realidad
											es la década que 
define la adultez.
									","
											Ancak 20'li yaşlar bu özellikleriyle anılmıyorlar.
											Gazeteler yetişkinlik sürecinin değiştiğinden bahsediyorlar.
											Araştırmacılar 20'li yaşları ergenliğin uzantısı olarak görüyorlar.
											Gazeteciler 20'li yaşlarındakiler için ""twixters"" ve
											""kidults"" (çocutişkin) gibi saçma kelimeler uyduruyorlar.
											Gerçekten.
											Kültürümüzde yetişkinliği tanımlayan 10 yılı
											bu şekilde değersizleştiriyoruz.
									","
											Mais ce n'est pas ce que les jeunes adultes entendent.
											Les journaux parlent de décalage des phases de la maturité.
											Les chercheurs appellent les 20 ans, 
une adolescence prolongée.
											Les journalistes donnent des surnoms stupides
à ceux qui ont la vingtaine
											comme « twixters » ou « adulescent ».
											C'est vrai.
											Culturellement, 
nous avons trivialisé ce qui est en réalité
											la décennie primordiale de l'âge adulte.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Leonard Bernstein decía que
para lograr grandes cosas,
											necesitas un plan y
no suficiente tiempo.
											¿No es verdad?
											¿Qué creen que pasa
											cuando le dan palmadas a 
un veinteañero en la cabeza y le dicen,
											""tienes otros 10 años
para empezar tu vida""?
											No pasa nada.
											Le robaron a esa persona el
sentido de urgencia y su ambición
											y no pasa absolutamente nada.
									","
											Leonard Bernstein, güzel şeylere ulaşmak için
											plana ihtiyacınız vardır ve yeterli zamanınız yoktur demiş.
											Doğru değil mi?
											Yani 20'li yaşlarındaki birinin sırtını sıvazlayıp
											""Yaşamaya başlamak için ekstra 10 yılın var"" derseniz
											ne olacağını düşünüyorsunuz?
											Hiçbir şey olmaz.
											Bu kişinin acelesini ve tutkusunu çalmış olursunuz
											ve gerçekten de hiçbir şey olmaz.
									","
											Leonard Bernstein a dit que 
pour faire de grandes choses,
											il faut avoir un plan et pas assez de temps.
											N'est-ce pas vrai ?
											Que pensez-vous qu'il arrive
											quand, en lui passant la main dans les cheveux, on dit à un jeune de vingt ans
											«Tu as encore 10 ans pour commencer ta vie ? »
											Il ne se passe rien.
											On a privé cette personne de son impatience et de son ambition,
											et il ne se passe absolument rien.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Y luego todos los días, veinteañeros
inteligentes, interesantes
											como ustedes o 
sus hijos e hijas
											llegan a mi oficina 
y dicen algo así:
											""Ya sé que mi novio
no es bueno para mí,
											pero esta relación no cuenta.
Solo estoy matando tiempo"".
											O dicen, ""Todos dicen 
que mientras empiece
											una carrera antes de 
los 30, todo estará bien"".
									","
											Ve sonra her gün, sizin gibi ya da kızınız gibi, oğlunuz gibi
											akıllı, ilginç 20'li yaşlarındakiler
											ofisime gelirler ve şöyle şeyler söylerler:
											""Erkek arkadaşımın benim için uygun olmadığını biliyorum,
											ama bu ilişki sayılmaz. Ben sadece zaman geçiriyorum.""
											Ya da diğerleri, ""Herkes, kariyerime 30'lu yaşlarımda
											başlarsam iyi olacağını söylüyor.""
									","
											Et puis, chaque jour, 
des jeunes gens intelligents, intéressants
											comme vous ou comme vos fils et vos filles
											arrivent dans mon bureau et disent des choses comme :
											« Je sais que mon petit ami n'est pas bon pour moi
											mais cette relation n'a pas d'importance. 
Je ne fais que passer le temps. »
											Ou bien ils disent :« Tout le monde dit que tant que je commence
											ma carrière d'ici mes 30 ans, ça ira. »
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Pero luego empieza
a sonar algo así:
											""Mis 20s están por terminarse y 
todavía no tengo nada que mostrar.
											Tenía mejor currículum el día 
que me gradué de la universidad"".
									","
											Ama sonra şu hale gelmeye başlar:
											""20'li yaşlarım neredeyse bitiyor, ve elimde yaptığım hiçbir şeyim yok.
											Üniversiteden mezun olduktan sonraki gün daha iyi bir özgeçmişim vardı.""
									","
											Mais ensuite ça commence à ressembler à ça :
											« Ma vingtaine est presque terminée, 
et je n'ai rien accompli.
											J'avais un meilleur CV au lendemain 
de mon diplôme universitaire. »
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Y después empieza 
a sonar algo así:
											""Mis citas durante los 20s eran 
como el juego de las sillas.
											Todos corrían y se divertían,
											pero luego en algún momento
alrededor de los 30, se apagó la música
											y todos comenzaron
a sentarse.
											Yo no quería ser la única
que se quedara parada,
											así que a veces pienso que
me casé con mi esposo
											porque él era la silla 
más cercana cuando tenía 30"".
									","
											Ve sonra şöyle olmaya başlıyor:
											""20'li yaşlarımda sevgililik sandalye kapmaca oynamak gibiydi.
											Herkes etrafta koşup duruyordu, eğleniyorduk,
											ama 30'lu yaşların başında müzik durdu
											ve herkes sandalyelere oturmaya başladı.
											Tek başına ayakta kalan olmak istememiştim,
											o yüzden bazen eşimle bu yüzden evlendiğimi düşünüyorum,
											çünkü o 30'umda bana en yakın olan sandalyeydi.""
									","
											Et ensuite ça commence à ressembler à ça :
											« Sortir à 20 ans, 
c'était comme jouer aux chaises musicales.
											Tout le monde se tournait autour et s'amusait,
											mais ensuite vers 30 ans, 
c'est comme si la musique s'arrêtait
											et tout le monde commençaient à s'asseoir.
											Je ne voulais pas être la dernière debout,
											alors quelquefois je pense que j'ai épousé mon mari
											parce qu'il était la chaise la plus proche de moi à 30 ans. »
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											¿Dónde están los veinteañeros aquí?
											No hagan eso.
									","
											20'li yaşlarındakiler neredeler?
											Bunu yapmayın.
									","
											Où sont les gens qui ont la vingtaine ici ?
											Ne faites pas ça.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Bueno, eso suena un poco extremo,
pero no se equivoquen,
											los riesgos son muy altos.
											Cuando se dejan muchas 
cosas para los 30s,
											hay una enorme presión
a los treinta y tantos
											de empezar una carrera, elegir 
una ciudad, elegir una pareja,
											y tener dos o tres hijos en un periodo
de tiempo mucho más corto.
											Muchas de estas cosas
no son compatibles,
											y hay investigaciones 
que empiezan a mostrar,
											que es mucho más difícil
y estresante hacer
											todo de una vez
a los 30s.
									","
											Tamam, bu biraz ciddiyetsiz gelebilir ama gerçekten
											beklentiler bu kadar yüksekken hata yapmayın.
											30'lu yaşlara yaklaşırken
											kariyer yolunda başlangıç adımları için, şehir seçmek için,
											eş bulmak için ve kısa süre için 2 ya da 3 çocuk için
											20'li yaşların inanılmaz büyük bir baskısı oluyor.
											Bunların çoğu birbirine uymayan şeyler,
											araştırmanın da gösterdiği gibi bunların
											hepsini 30'larımızdayken yapmak
											oldukça zor ve fazlaca stresli.
									","
											OK, ça a l'air un peu léger, mais ne vous y trompez pas,
											les enjeux sont très importants.
											Quand on repousse beaucoup de choses 
jusqu'à la trentaine,
											on se met sous pression
											pour faire décoller sa carrière, 
pour s'installer, se mettre en couple,
											avoir 2 ou 3 enfants 
en une période encore plus courte.
											Beaucoup de ces choses sont incompatibles,
											comme la recherche commence à le montrer,
											simplement plus difficiles et plus stressantes à faire
											tout d'un coup pendant la trentaine.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											La crisis de la mediana 
edad post-milenio
											no se trata de comprar
autos deportivos rojos.
											Se trata de darte cuenta que no puedes
tener la carrera que quieres ahora.
											Darte cuenta que no puedes 
tener el hijo que quieres ahora,
											o que no le puedes dar 
un hermano a tu hijo.
											Muchos treintañeros 
y cuarentones
											se ven a sí mismos, y a mí,
sentados en la habitación,
											y hablan sobre sus 20s,
											""¿Qué estaba haciendo?
¿En qué estaba pensando?""
									","
											Milenyum sonrası orta yaş bunalımı
											kırmızı bir spor araba almak değildir.
											Bu, şu an istediğiniz kariyere ulaşamayacağınızı anlamanızdır.
											Bu, şu an istediğiniz çocuğa sahip olamayacağınızı,
											ya da çocuğunuza bir kardeş veremeyeceğinizi anlamanızdır.
											Bir çok 30'lu ve 40'lı yaşlarındakiler karşımda
											otururlarken kendilerine ve bana bakarlar
											ve 20'li yaşları için,
											""Ne yapıyordum ki? Aklımdan ne geçiyordu?"" derler,
									","
											La crise de la quarantaine post-millénaire
											ne consiste pas à acheter une voiture de sport rouge.
											C'est de se rendre compte qu'on ne peut pas avoir 
la carrière qu'on veut maintenant.
											C'est se rendre compte qu'on ne peut pas avoir 
les enfants qu'on veut maintenant,
											ou qu'on ne peut pas faire
un frère ou une sœur à son enfant.
											Beaucoup trop de trentenaires et de quadragénaires
											se regardent, puis me regardent moi
de l'autre côté de cette pièce,
											parlent de leur vingt ans et disent:
											« Qu'est-ce que je faisais ? 
A quoi est-ce que je pensais »
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Quiero cambiar lo que
los veinteañeros
											estén haciendo y pensando.
									","
											20'li yaşlarındakilerin yaptığı ve düşündüğü
											şeyleri değiştirmek istiyorum.
									","
											Je veux changer ce que les gens de la vingtaine
											sont en train de faire et de penser.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
