en,es,de,tr,title,speaker,duration,tags
"
											So clearly, clearly, for reef fish,
											dining out can be scary.
											But I wanted to understand
how these fish do their job
											in risky situations.
											So my colleagues and I
put massive video camera stands
											in a coral reef
											to remotely monitor entire feeding grounds
											that produce a lot of algae
											but are exposed to predators.
											And this perspective from above
											shows us the feeding behavior
and precise movements
											of many different fish,
											shown here with colored dots.
											And by analyzing
thousands of fish movements
											to and from feeding grounds,
											we discovered a pattern.
											These fish, despite being
from different species
											and not swimming in schools,
											were copying one another,
											such that one fish entering
these dangerous feeding grounds
											could lead many others to do the same.
											And fish stayed for longer
and ate more algae
											when they were surrounded
by more feeding fish.
									","
											Queda claro entonces que, 
para los peces coralinos,
											salir a comer puede ser aterrador.
											Pero yo quería saber 
cómo actúan estos peces
											en situaciones de peligro.
											Para eso, instalé con mis colegas 
grandes soportes para cámaras
											dentro del arrecife de coral
											para monitorear de manera remota
zonas enteras de alimentación,
											abundantes en algas
											pero expuestas a los depredadores.
											Esta vista desde arriba
											muestra el comportamiento
de distintos tipos de peces
											a la hora de alimentarse,
y registra sus movimientos precisos,
											identificados con puntos de colores.
											Y después de analizar miles
de movimientos de peces
											cuando entraban a la zona
de alimentación y cuando salían,
											descubrimos un patrón.
											A pesar de pertenecer
a especies distintas
											y de no nadar en cardúmenes,
											estos peces se imitaban unos a otros,
											de manera que cuando un pez entraba
a esta peligrosa zona para alimentarse,
											inducía a otros a hacer lo mismo.
											Y los peces permanecían
más tiempo y comían más algas
											cuando estaban rodeados
de otros peces que comían su alimento.
									","
											Wir sehen hier ganz klar:
											Riff-Fische sind beim Fressen
besonders gefährdet!
											Ich wollte wissen,
wie diese Fische ihren Job
											in riskanten Situationen erledigen.
											Meine Kollegen und ich bauten also
massive Videokamera-Konstruktionen
											in einem Korallenriff auf,
											um ganze Futterplätze zu beobachten,
											die viele Algen produzieren,
											aber auch Raubtieren ausgesetzt sind.
											Und diese Perspektive von oben
											zeigt uns das Fressverhalten
und genaue Bewegungen
											von vielen verschiedenen Fischen.
											Es wird mit verschiedenfarbigen
Punkten angezeigt.
											Nach der Analyse von tausenden
von Fischbewegungen
											in die und aus den Futterstellen
											entdeckten wir ein Muster.
											Obwohl diese Fische nicht
in Schwärmen schwammen
											und verschiedenen Arten angehörten,
ahmten sie einander nach.
											So konnte ein Fisch, der eine
gefährliche Futterstelle betrat,
											viele andere dazu bringen,
dasselbe zu tun.
											Die Fische blieben länger
und fraßen mehr Algen,
											wenn sie von mehr fressenden
Fischen umgeben waren.
									","
											Açıkca resif balığı için
											dışarıda yemek yemek korkutucu 
bir şey olabilir.
											Fakat ben bu balıklar işlerini riskli 
durumlarda
											nasıl yapıyor anlamak istedim.
											Meslektaşlarım ve ben mercan resiflerine
											büyük kameralar yerleştirdik.
											Pek çok yosun üreten bu beslenme alanında
											onları uzaktan izlemek için.
											Hem de avcılara apaçık bir ortamda.
											Yukarıdan bu açıyla
											beslenme davranışını ve pek çok
balığın

											kusursuz hareketlerini
											renkli noktalar bize gösteriyor.

											Beslenme alanına ve alanından itibaren
											binlerce balık hareketini analiz ederek
											bir desen keşfettik.
											Bu balıklar farklı türden olmasına ve
											kendi bölgesinde yüzmemesine rağmen
											birbirlerini taklit ediyorlardı.
											Öyle ki bir balığın bu tehlikeli beslenme
alanına girmesi
											pek çok diğer balığı da buraya sürükledi.
											Etrafta daha çok beslenen balık olduğunda
											balıklar daha uzun süre kaldılar
daha çok yosun yediler.
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
											Now, this could be happening
											because even simple movements
by individual fish
											can inadvertently communicate
vital information.
											For example, if even one fish
sees a predator and flees,
											this can alert many others to danger.
											And a fish safely entering feeding grounds
can show others that the coast is clear.
									","
											Ahora bien, esto puede estar ocurriendo
											porque incluso los movimientos
más simples de un solo pez
											pueden comunicar información vital
de manera involuntaria.
											Por ejemplo, si un solo pez
divisa un predador y huye,
											puede estar alertando a otros del peligro.
											Y si un pez ingresa tranquilamente 
a la zona de alimentación,
											puede estar avisando a los otros 
que no hay moros en la costa.
									","
											Das könnte daran liegen,
											dass selbst einfache Bewegungen
von einzelnen Fischen
											unbeabsichtigt wichtige
Informationen mitteilen können.
											Wenn zum Beispiel nur ein Fisch
ein Raubtier sieht und flüchtet,
											kann dies viele andere
auf die Gefahr aufmerksam machen.
											Ein Fisch, der die Futterstelle erreicht,
zeigt anderen, dass sie sicher ist.
									","
											Bu şu sebeple oluyor olabilir:
											tek bir balığın basit bir hareketi bile
											farkında olmadan hayati bir bilgiye
dönüştü.
											Örneğin bir balık avcıyı görür ve kaçarsa
											bu diğerlerine tehlike uyarısı
olduğunu anlatır.
											Bir balığın beslenme alanına girmesi 
diğerlerine buranın temiz olduğunu anlatır
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
											So it turns out that even when
these fish are different species,
											they are connected within social networks
											which can provide information
on when it's safe to eat.
											And our analyses indicate that fish simply
copying other fish in their social network
											could account for over 60 percent
of the algae eaten by the fish community,
											and thus could be critical
to the flow of energy and resources
											through coral reef ecosystems.
											But these findings also suggest
that overfishing,
											a common problem in coral reefs,
											not only removes fish,
											but it could break up
the social network of remaining fish,
											which may hide more and eat less algae
											because they're missing
critical information.
											And this would make coral reefs
more vulnerable than we currently predict.
									","
											Es decir que, aun siendo
de distintas especies,
											estos peces están conectados 
dentro de redes sociales
											que pueden dar información 
sobre el momento más seguro para comer.
											Nuestra investigación indica 
que este simple comportamiento imitativo
											entre peces de distinta especie
en una misma red social
											los induciría a comer
más del 60 % de las algas.
											Esto puede ser fundamental
para el flujo de energías y recursos
											a través de los ecosistemas 
de los arrecifes de coral.
											Pero este descubrimiento sugiere
también que la sobrepesca
											—un problema muy común
en los arrecifes de coral—
											no solo elimina peces,
											sino que puede romper la red social
de los peces que quedan,
											que estarían más ocultos
y comerían menos algas
											porque les faltaría información esencial.
											Y de esta manera, los arrecifes de coral
											se volverían más vulnerables 
de lo que actualmente se predice.
									","
											Selbst wenn die Fische also
verschiedenen Arten angehören,
											sind sie in sozialen Netzwerken verknüpft,
											die Informationen darüber geben können,
wann das Fressen sicher ist.
											Unsere Analysen zeigen,
dass das Imitieren anderer Fische
											für über 60 % der von Fischen gefressenen
Algen verantwortlich sein könnte.
											Das wäre ausschlaggebend
für den Fluss von Energie und Ressourcen
											durch die Ökosysteme von Korallenriffen.
											Aber dieser Fund deutet auch an,
dass Überfischung —
											ein gängiges Problem im Korallenriff —
nicht nur Fische entfernt,
											sondern auch das soziale Netzwerk
der restlichen Fische aufbricht,
											die sich dann verstecken
und weniger Algen fressen,
											weil ihnen wichtige Informationen fehlen.
											Das würde Korallenriffe
verletzlicher machen,
											als wir im Moment vermuten.
									","
											Bu balıklar faklı türden olsalar bile
											sosyal ağlarla birbirine bağlılar,
											yemek yemenin güvenli olduğu zamanları
birbirlerine iletirler.
											Analizlerimiz gösteriyor ki bir balığın 
sosyal çevresindeki başka balığı taklidi
											yüzde 60'dan fazla yosunun 
yenmesini açıklıyor.
											Bu mercan resifi ekosisteminin 
enerji akışında
											ve kaynaklarında can alıcı bir nokta.
											Ayrıca mercan resifindeki
ortak bir sorun olan
											aşırı balık avlamanın
											sadece balıkları azalttığını değil;
											kalan balıkları sosyal çevresinden 
ayırdığını,
											hayati bilgiyi kaçırarak daha çok saklanıp
											daha az yosun yediğini keşfettik.
											Bu mercan resiflerini tahmin ettiğimizden
daha çok korunmasız kılıyor.
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
											So remarkably, fish social networks
											allow the actions of one to spread to many
											and could affect entire coral reefs,
											which feed millions of us
											and support the global economy
											for all of us.
									","
											Notablemente, las redes sociales 
de los peces
											hacen que la acción de un pez 
se multiplique entre otros
											y de este modo pueden afectar
arrecifes enteros,
											que son fuente de alimento
de millones de personas
											y el sustento de la economía
global de todos.
									","
											Erstaunlicherweise erlauben es also
soziale Fisch-Netzwerke,
											die Aktionen eines einzelnen
auf viele zu verbreiten.
											Das könnte ganze Korallenriffe betreffen,
die Millionen von uns ernähren
											und die globale Wirtschaft
für alle von uns unterstützen.
									","
											Önemli biçimde balık sosyal çevresinin
											birinden diğerlerine bilgiyi yayarak
yapmış olduğu
											milyonlarcamızı doyuran

											ve küresel ekonomiyi ayakta tutan
											bütün bu mercan resifini etkileyen

											bu hareketleri sayesindedir.
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
											Now, our discovery
points us towards better ways
											to sustainably manage coral reefs,
											but it also shows us,
											we humans are not just affected
by the actions of other humans,
											but we could be affected
by the actions of individual fish
											on a distant coral reef
											through their simple copying behavior.
									","
											Ahora bien, este descubrimiento
nos indica que debemos lograr
											un mejor manejo sustentable
de los arrecifes de coral,
											pero también nos muestra
											que los humanos no estamos influenciados
solamente por la acción de otros humanos,
											sino también por la acción
de peces individuales
											en un lejano arrecife de coral
											a través de su simple
comportamiento de imitación.
									","
											Unsere Entdeckung weist die Richtung
											zu nachhaltigerer Verwaltung
von Korallenriffen.
											Sie zeigt uns auch,
											dass wir Menschen nicht nur von den Taten
anderer Menschen betroffen sind,
											sondern vielleicht auch
von den Taten einzelner Fische
											in einem weit entfernten Korallenriff,
durch ihr einfaches Imitationsverhalten.
									","
											Bizim buluşumuz,
sürdürülebilir ve daha iyi
											biçimde mercan resiflerini
idare edeceğimizi
											gösterdi ve insanların sadece
											diğerlerinin hareketlerinden değil
											ayrıca uzak bir resifteki tek bir balığın
											basit bir taklit hareketinden
											etkilenebileceğini de ortaya koydu.
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
											Thank you.
									","
											Gracias.
									","
											Danke.
									","
											Teşekkür ederim.
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
											(Applause)
									","
											(Aplausos)
									","
											(Beifall)
									","
											(Alkışlar)
									",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
"
","
","
","
",Could fish social networks help us save coral reefs?,Mike Gil,4:43,"TED Fellows,animals,Anthropocene,biology,biosphere,communication,fish,environment,nature,science,sustainability,oceans,coral reefs"
