en,es,de,fr,title,speaker,duration,tags
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Cheers)
									","
											(Ovación)
									","
											(Jubel)
									","
											(Exclamations)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											Thank you.
											But there's more.
									","
											Gracias.
											Pero hay más.
									","
											Danke sehr.
											Es geht noch weiter.
									","
											Je vous remercie.
											Et ce n'est pas fini.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Rires)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											Lots of issues to deal with:
											manufacturing, outsourcing, job creation,
											patents, partnerships, funding —
											these are all typical
issues for a start-up,
											but hardly typical for me.
											And a word about funding.
											I live and work in San Francisco,
											and if you're looking for funding,
											you are typically going to compete
with some very young people
											from the high-tech industry,
											and it can be very discouraging
and intimidating.
											I have shoes older
than most of these people.
									","
											Hay muchos problemas con los que lidiar:
											fabricación, tercerización, 
creación de empleos,
											patentes, sociedades, financiación...
											problemas típicos de 
los nuevos emprendimientos,
											pero que casi no lo son para mí.
											Y algo sobre la financiación.
											Yo vivo y trabajo en San Francisco.
											Y si uno va en busca de financiación,
											por lo general compite 
contra gente muy joven
											de la industria de alta tecnología,
											algo que puede ser 
muy desalentador e intimidante.
											Tengo zapatos más viejos
que la mayoría de esas personas.
									","
											Eine ganze Reihe von Aufgaben:
											Produktion, Outsourcing, 
Schaffung von Arbeitsplätzen,
											Lizenzen, Kooperationen, Finanzierung —
											alles übliche Probleme für ein Start-Up,
											aber unüblich für mich.
											Ein Wort zum Thema Finanzierung:
											Ich lebe und arbeite in San Francisco.
											Bei der Suche nach Sponsoren
											misst man sich üblicherweise
mit sehr jungen Leuten
											aus der Hightech-Industrie,
											was sehr entmutigend und
einschüchternd sein kann.
											Ich besitze Schuhe, die älter sind.
									","
											Beaucoup de problèmes à traiter
sont apparus :
											fabrication, sous-traitance, recrutement,
											brevets, partenariats, financement ;
											tous ces problèmes sont 
classiques pour une start-up
											mais pas vraiment pour moi.
											Juste un mot sur le financement.
											Je vis et travaille à San Francisco,
											et si vous cherchez un financement,
											vous allez généralement concourir 
avec de très jeunes créateurs
											de l'industrie de haute technologie,
											et cela peut être très décourageant
et intimidant.
											Mes chaussures sont plus âgées
que la plupart d'entre eux.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Rires)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											I do.
									","
											De verdad.
									","
											Kein Witz.
									","
											C'est vrai !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Rires)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											But five years later,
											I'm thrilled and proud to share with you
											that our revenues have doubled every year,
											we have no debt,
											we have several marquee clients,
											our patent was issued,
											I have a wonderful partner
											who's been with me
right from the beginning,
											and we've won more than 20 awards
for the work that we've done.
											But best of all,
											we've made a small dent —
											a very small dent —
											in the worldwide plastic pollution crisis.
									","
											Pero cinco años después,
											me entusiasma y enorgullece contarles
											que nuestras ganancias 
se han duplicado cada año,
											no tenemos deudas,
											tenemos varios clientes de marquesina,
											emitimos nuestra patente,
											tengo una maravillosa compañera
											que ha estado conmigo
desde el principio,
											y hemos ganado más de 20 premios
por el trabajo que hemos hecho.
											Pero lo mejor de todo,
											hemos hecho una pequeña mella,
											una mella muy pequeña,
											en la crisis mundial de la 
contaminación debido al plástico.
									","
											Doch fünf Jahre später
											kann ich begeistert und stolz berichten,
											dass sich unser Umsatz
jedes Jahr verdoppelt hat,
											dass wir keine Schulden haben,
											dass wir einen festen 
Hauptkundenstamm haben,
											dass unsere Lizenz bewilligt wurde.
											Ich hatte von Anfang an
eine unglaubliche Partnerin,
											und wir haben für unsere Arbeit
über 20 Auszeichnungen erhalten.
											Das Beste jedoch ist,
											dass wir in puncto Plastikverschmutzung
											die Welt ein kleines bisschen 
sauberer gemacht haben.
									","
											Mais cinq ans plus tard,
											je suis ravi et fier de partager avec vous
											que nos revenus ont doublé chaque année,
											que nous n'avons pas de dette,
											que nous avons plusieurs clients
de marque,
											et notre brevet est accepté.
											J'ai un associé merveilleux
											qui est avec moi depuis le début,
											et nous avons gagné plus de
20 récompenses pour notre travail.
											Mais le meilleur de tout cela
											est d'avoir fait une entaille,
											une très petite entaille,
											dans la crise mondiale
de la pollution plastique.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											And I am doing the most rewarding
and meaningful work of my life right now.
											I can tell you there's lots of resources
available to entrepreneurs of all ages,
											but what I really yearned for
five years ago
											was to find other first-time entrepreneurs
											who were my age.
											I wanted to connect with them.
											I had no role models, absolutely none.
											That 20-something app developer
from Silicon Valley
											was not my role model.
									","
											Y ahora hago el trabajo más gratificante
y significativo de mi vida.
											Hay muchos recursos al alcance de 
emprendedores de todas las edades,
											pero lo que realmente anhelaba
hace cinco años
											era encontrar otros emprendedores nuevos
											de mi edad.
											Deseaba conectarme con ellos.
											No tenía modelos a seguir,
absolutamente a nadie.
											Ese desarrollador de aplicaciones 
veinteañero de Silicon Valley
											no era mi modelo a seguir.
									","
											Mein neuer Job bedeutet mir 
so viel wie keiner davor.
											Ich versichere Ihnen, 
Unternehmer jeden Alters
											können hier Arbeit finden.
											Aber wonach ich mich vor fünf Jahren
wirklich gesehnt habe, war,
											andere Neueinsteiger in dem
Gebiet und in meinem Alter zu finden.
											Ich suchte meinesgleichen.
											Es gab keine Vorbilder für mich.
											Der 20-jährige App-Entwickler
aus Silicon Valley
											war kein Vorbild für mich.
									","
											Et je fais en ce moment le travail le plus
enrichissant et valorisant de ma vie.
											Je peux vous dire qu'il y a beaucoup
de ressources disponibles
											pour les entrepreneurs de tous âges,
											mais ce que je cherchais vraiment
il y a cinq ans,
											c'était d'autres entrepreneurs novices
											qui aient mon âge.
											Je voulais créer des connexions avec eux.
											Je n'avais pas de modèle,
absolument aucun.
											Le développeur de 20 ans
dans la Silicon Valley
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											n'était pas mon modèle.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											I'm sure he was very clever —
									","
											Seguro que era muy inteligente...
									","
											Sicher war er schlau —
									","
											(Rires)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											Je suis sûr qu'il est très bien !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											I want to do something about that,
											and I want all of us
to do something about that.
											I want us to start talking more
											about people who don't become
entrepreneurs until they are seniors.
											Talking about these bold
men and women who are checking in
											when their peers, in essence,
are checking out.
											And then connecting all these people
across industries, across regions,
											across countries —
											building a community.
									","
											Quiero hacer algo al respecto,
											quiero que todos hagamos algo al respecto.
											Quiero que empecemos a hablar más
											de quiénes no se hacen emprendedores 
hasta ser mayores.
											Que hablemos de esos 
hombres y mujeres que entran
											cuando sus pares, básicamente, salen.
											Y que conectemos a esas personas 
de varias industrias y regiones,
											de varios países,
											para que creen comunidad.
									","
											Ich will etwas verändern,
											und ich wünsche mir,
dass wir alle daran beteiligt sind.
											Ich wünsche mir, dass wir mehr
über Unternehmer berichten,
											die erst im Alter zu Unternehmern werden.
											Darüber berichten, wie diese starken
Männer und Frauen einsteigen,
											wo andere aussteigen.
											Es geht darum, all diese 
Menschen über wirtschaftliche
											und geographische Grenzen
hinweg zusammenzubringen.
									","
											(Rires)
											Je veux agir à ce sujet,
											que nous agissions tous à ce sujet.
											Je veux que nous parlions plus
											de ceux qui ne deviennent entrepreneurs
que lorsqu'ils sont seniors.
											Parler de ces hommes et femmes
courageux qui commencent
											quand leurs pairs, en substance,
s'arrêtent.
											Et rassembler ces personnes,
											de toutes industries,
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											You know, the Small Business
Administration tells us
											that 64 percent of new jobs
created in the private sector in the USA
											are thanks to small businesses like mine.
											And who's to say
that we'll stay forever small?
											We have an interesting culture
											that really expects
when you reach a certain age,
											you're going to be golfing,
or playing checkers,
											or babysitting the grandkids
all of the time.
											And I adore my grandchildren —
									","
											La Administración de 
Pequeños Negocios dice
											que el 64 % de los nuevos empleos 
creados en el sector privado de EE.UU.
											es gracias a los pequeños 
negocios como el mío.
											¿Y quién dice que seguiremos 
siendo pequeños para siempre?
											Tenemos una curiosa cultura
											que en verdad espera que 
alcanzada una cierta edad,
											uno se dedique al golf,
o a jugar damas,
											o a cuidad a los nietos todo el tiempo.
											Y adoro a mis nietos...
									","
											Laut der US-Behörde für kleine Unternehmen
											werden 64 % aller neuen Arbeitsplätze 
in den USA in der Privatwirtschaft
											von kleinen Unternehmen
wie meinem geschaffen.
											Und wer weiß, ob wir
für immer klein bleiben?
											Unsere Kultur erwartet von uns,
											dass wir im Alter ununterbrochen
											Golfen gehen, Schach spielen
											oder auf unsere Enkelkinder aufpassen.
											Ich vergöttere meine Enkelkinder —
									","
											et de toutes régions, pour en faire
une communauté.
											Selon l'Agence pour les Petites
Entreprises, 64% des emplois
											créés dans le secteur privé aux États-Unis
											le sont par de petites entreprises
comme la mienne.
											Et qui dit que nous serons
toujours petits ?
											Notre culture est intéressante :
											passé un certain âge, nous devrions
											aller jouer au golf, ou aux dames,
											ou garder nos petits-enfants.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											J'adore mes petits-enfants !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											and I'm also passionate
											about doing something meaningful
in the global marketplace.
									","
											pero también me apasiona
											hacer algo significativo 
en el mercado mundial.
									","
											Aber ich möchte auch
											etwas Sinnvolles für den Weltmarkt tun.
									","
											(Rires)
											Mais je suis aussi passionné
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											And I'm going to have lots of company.
											The Census Bureau says that by 2050,
											there will be 84 million seniors
in this country.
											That's an amazing number.
											That's almost twice as many
as we have today.
											Can you imagine how many
first-time entrepreneurs there will be
											among 84 million people?
											And they'll all have
four decades of experience.
									","
											Y voy a tener mucha compañía.
											La Oficina del Censo 
dice que para 2050,
											habrá 84 millones de personas
mayores en este país.
											Es una cantidad increíble.
											Es casi el doble de la que tenemos hoy.
											¿Imaginan cuántos emprendedores 
nuevos habrá
											entre esos 84 millones de personas?
											Y todos tendrán cuatro décadas 
de experiencia.
									","
											Und damit werde ich nicht alleine sein.
											Laut der amerikanischen 
Volkszählungsbehörde
											werden bis 2050 mehr als 84 Mio.
Senioren in den USA leben.
											Das ist eine unglaubliche Zahl.
											Das sind fast doppelt so viele wie heute.
											Können Sie sich vorstellen,
in wie vielen von den 84 Millionen
											Existenzgründer stecken könnten?
											Und alle von Ihnen 
haben 40 Jahre Erfahrung.
									","
											de faire une chose qui ait du sens
du point de vue mondial !
											Et je ne vais pas rester un cas unique.
											Le Bureau du Recensement prévoit
que d'ici 2050,
											il y aura 84 millions de seniors
dans ce pays.
											C'est un nombre incroyable !
											C'est presque deux fois plus
qu'aujourd'hui !
											Pouvez-vous imaginer combien il y aura
de nouveaux entrepreneurs
											parmi ces 84 millions de personnes ?
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											Et ils auront tous quatre décennies
d'expérience.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											So when I say, ""Let's start talking more
about these wonderful entrepreneurs,""
											I mean, let's talk about their ventures,
											just as we do the ventures
of their much younger counterparts.
											The older entrepreneurs in this country
have a 70 percent success rate
											starting new ventures.
											70 percent success rate.
											We're like the Golden State Warriors
of entrepreneurs —
									","
											Así que cuando digo ""Hablemos más
de estos maravillosos emprendedores"",
											digo, hablemos de sus empresas,
											así como hablamos de las empresas 
de sus contrapartes mucho más jóvenes.
											Los emprendedores mayores en este país
tienen una tasa de éxito del 70 %
											al crear nuevas empresas.
											Una tasa de éxito del 70 %.
											Somos la élite de los emprendedores...
									","
											Wenn ich also sage, ""Lasst uns mehr
über diese UnternehmerInnen berichten"",
											meine ich, dass wir genauso
über ihre Projekte sprechen,
											wie wir über die Projekte ihrer
jüngeren Pendants sprechen.
											Ältere Unternehmer dieses Landes
haben eine Erfolgsquote von 70 %
											bei der Unternehmensgründung.
											Eine Erfolgsquote von 70 %.
											Wir sind der FC Bayern München
der Unternehmer —
									","
											(Rires)
											Alors quand je dis « Parlons plus
de ces merveilleux entrepreneurs »,
											je veux dire, parlons de
leurs entreprises,
											comme nous le faisons des entreprises
de leurs homologues beaucoup plus jeunes.
											Les entrepreneurs plus âgés dans ce pays
ont un taux de réussite de 70%
											dans la création de nouvelles entreprises.
											70% de taux de réussite !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											Nous sommes les Golden State Warriors
des entrepreneurs !
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Rires)
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
											And that number plummets to 28 percent
for younger entrepreneurs.
											This is according to a UK-based
group called CMI.
									","
											Ese número se desploma al 28 %
para emprendedores más jóvenes.
											Esto de acuerdo a un grupo 
de Reino Unido llamado CMI.
									","
											Diese Zahl beträgt lediglich 28 %
für jüngere Unternehmer.
											Die Information stammt von dem
britischen CM-Institut in London.
									","
											(Applaudissements)
											Et ce nombre dégringole à 28%
pour les jeunes entrepreneurs.
									",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
"
","
","
","
",How I became an entrepreneur at 66,Paul Tasner,6:58,"TED Residency,entrepreneur,plastic,business,innovation,aging,green,sustainability"
