en,es,de,fr,title,speaker,duration,tags
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											(Laughter)
									","
											(Risas)
									","
											(Lachen)
									","
											(Rires)
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											Now look at your finger.
											How's it feel? Gross?
											In desperate need of soap or bleach?
											That's how you feel now,
											but it's not going to be
how you feel in the future.
									","
											Ahora miren sus dedos.
											¿Qué aspecto tienen? ¿Están sucios?
											¿Necesitan con urgencia jabón?
											Ese es el aspecto actual,
											pero no será el aspecto en el futuro.
									","
											Sehen Sie auf Ihren Finger.
											Was fühlen Sie? Ekel?
											Benötigt dringend Seife
oder Desinfektionsmittel?
											So fühlen Sie sich jetzt,
											aber in der Zukunft
werden Sie sich anders fühlen.
									","
											Regardez votre doigt.
											Comment vous vous sentez ? Dégoûté ?
											En grand besoin de savon ou de javel ?
											C'est ce que vous ressentez maintenant,
											mais ce sera différent dans le futur.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											For the last 100 years,
											we've had an adversarial relationship
											with the microscopic life nearest us.
											If I told you there was
a bug in your house
											or bacteria in your sink,
											there was a human-devised
solution for that,
											a product to eradicate, exterminate,
											disinfect.
											We strive to remove most
of the microscopic life in our world now.
											But in doing so, we're ignoring
the best source of new technology
											on this planet.
											The last 100 years have featured
human solutions to microbial problems,
											but the next 100 years will feature
microbial solutions to human problems.
									","
											En los últimos 100 años,
											hemos tenido una relación contradictoria
											con la vida microscópica 
más cercana a nosotros.
											Si les decía que había 
un bicho en sus casas
											o bacterias en el sumidero,
											existían soluciones humanas para eso,
											productos para erradicar, exterminar,
											desinfectar.
											Ahora bregamos por eliminar
la vida microscópica en nuestro mundo.
											Pero al hacerlo, estamos ignorando
la mejor fuente de nueva tecnología
											del planeta.
											En los últimos 100 años se han destacado
soluciones humanas a problemas microbianos
											y en los próximos 100 años se destacarán 
soluciones microbianas a problemas humanos.
									","
											In den letzten 100 Jahren
											hatten wir zu dem winzigen Leben 
um uns eine feindliche Beziehung.
											Für ein Insekt in Ihrem Haus
oder Bakerien in der Spüle,
											erfanden die Menschen eine Lösung,
											ein Produkt zum Beseitigen,
Vernichten, Desinfizieren.
											Wir sind bestrebt, fast das ganze
mikroskopische Leben zu vernichten.
											Dadurch ignorieren wir
die beste Quelle für neue Technologien
											auf diesem Planeten.
									","
											Ces cent dernières années,
											nous avons entretenu
des relations hostiles
											avec la vie microscopique
qui nous entoure.
											S'il y avait un insecte chez vous
ou une bactérie dans votre évier,
											il y aurait une solution
créée par les hommes,
											un produit pour détruire, exterminer,
											désinfecter.
											Nous cherchons à éliminer
la majorité de la vie microscopique
											dans notre monde actuel.
											Ce faisant, nous ignorons la meilleure
source de technologie nouvelle
											sur cette planète.
											Ces cent dernières années ont été marquées
											par les solutions humaines
aux problèmes de microbes,
											mais les cent prochaines années
											mettront en vedette les solutions
microbiennes aux problèmes humains.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											I'm a scientist, and I work
with researchers
											at North Carolina State University
and the University of Colorado
											to uncover the microscopic
life that is nearest us,
											and that's often in our most intimate
and boring environments,
											be it under our couches, in our backyards,
											or in our belly buttons.
											I do this work because it turns out
that we know very little
											about the microscopic life
that's nearest us.
											As of a few years ago,
no scientist could tell you
											what bugs or microorganisms
live in your home —
											your home, the place you know
better than anywhere else.
									","
											Soy científica y trabajo 
con investigadores
											en la Universidad Estatal de Carolina 
del Norte y de la Universidad de Colorado
											para descubrir la vida microscópica
que está más cerca de nosotros,
											a menudo en nuestros ambientes 
más íntimos y aburridos,
											bajo nuestros sofás, 
en nuestros patios traseros,
											en nuestros ombligos.
											Hago este trabajo porque 
sabemos muy poco
											sobre la vida microscópica
que está más cerca de nosotros.
											Hace unos años,
ningún científico podía decir
											qué bichos o microorganismos
vivía en nuestros hogares...
											el hogar, el lugar que conocemos
mejor que cualquier otro lugar.
									","
											Für 100 Jahre gab es menschliche Lösungen
für mikrobielle Probleme,
											die nächsten 100 Jahre liefern mikrobielle
Lösungen für menschliche Probleme.
									","
											Je suis une scientifique.
											Je travaille avec des chercheurs
à l'Université de Caroline du Nord
											et à l'Université du Colorado
											pour déceler la vie microscopique
autour de nous,
											souvent trouvée dans nos environnements
les plus ennuyeux et les plus intimes,
											qu'elle soit sous nos canapés,
dans nos jardins
											ou dans nos nombrils.
											Je fais ce travail
parce que nous ne connaissons pas
											la vie microscopique
la plus proche de nous.
											Il y a peu de temps,
aucun scientifique ne pouvait dire
											quels insectes ou micro-organismes
vivaient chez vous —
											chez vous, l'endroit que vous connaissez
mieux que quiconque.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											And so I and teams of others
											are armed with Q-tips and tweezers
											and advanced DNA techniques
											to uncover the microscopic
life nearest us.
											In doing so, we found
over 600 species of bugs
											that live in USA homes,
											everything from spiders and cockroaches
											to tiny mites that cling to feathers.
											And we found over 100,000 species
of bacteria and fungi
											that live in our dust bunnies,
											thousands more that live
on our clothes or in our showers.
											We've gone further still,
											and we looked at the microorganisms
											that live inside the bodies
of each of those bugs in our home.
											In each bug, for example, a wasp,
											we see a microscopic jungle
unfold in a petri plate,
											a world of hundreds of vibrant species.
											Behold the biological cosmos!
											So many of the species
you're looking at right now
											don't yet have names.
											Most of the life around us
remains unknown.
									","
											Por eso junto con otros equipos
											usamos hisopos, pinzas
											y técnicas avanzadas de ADN
											para descubrir la vida microscópica
más cercana a nosotros.
											Y, al hacerlo, encontramos
más de 600 especies de bichos
											que viven en hogares estadounidenses,
											desde arañas y cucarachas
											hasta diminutos ácaros de las plumas.
											Y encontramos más de 100 000 especies
de hongos y bacterias
											que viven en el polvo de nuestros conejos,
											miles más que viven
en nuestra ropa o en nuestras duchas.
											Hemos ido aún más lejos,
											y miramos los microorganismos
											que viven dentro de los cuerpos
de esos bichos de nuestra casa.
											En cada bicho, por ejemplo, una avispa,
											vemos una selva microscópica
en una placa de Petri,
											un mundo de cientos de especies vibrantes.
											¡Contemplen el cosmos biológico!
											Muchas de las especies que estamos viendo
											aún no tienen nombres.
											La mayor parte de la vida que nos rodea
sigue siendo desconocida.
									","
											Als Wissenschaftlerin
arbeite ich mit Forschern
											der Universitäten von North Carolina
und Colorado zusammen.
											Wir wollen das uns naheliegenste
mikrobielle Leben enthüllen.
											Dieses findet sich oft in unserer
vertrauten und langweiligen Umgebung,
											sei es unter der Couch, in unseren Gärten
											oder in unseren Bauchnabeln.
											Ich mache diese Arbeit,
weil wir sehr wenig
											über dieses mikroskopische Leben wissen.
											Vor einigen Jahren
kannte kein Wissenschaftler

											die Insekten oder Mikroorganismen
in Ihrem Haushalt,
											den Ort, den Sie besser kennen
als jeden anderen.
									","
											Ainsi, d'autres personnes et moi-même
											sommes armées
de cotons-tiges, de pinces à épiler
											et de techniques d'ADN avancées
											pour déceler la vie microscopique
proche de nous.
											De cette manière, nous avons trouvé
plus de 600 espèces d'insectes
											vivant dans les maisons aux États-Unis,
											tout depuis les araignées et les cafards
											jusqu'aux petites mites
qui s'accrochent aux plumes.
											Nous avons trouvé plus de 100 000 espèces
de bactéries et de champignons
											vivant dans nos moutons de poussière,
											des milliers d'autres qui vivent
dans nos vêtements ou dans nos douches.
											Nous sommes allés plus loin
et nous avons observé les micro-organismes
											qui vivent à l'intérieur
de chacun de ces insectes.
											Dans chaque insecte,
une guêpe par exemple,
											nous voyons une jungle microscopique
se révéler dans une boîte de Petri,
											un monde de centaines d'espèces vivantes.
											Voici le cosmos biologique !
											Beaucoup des espèces
que vous voyez maintenant
											n'ont pas encore été nommées.
											La vie autour de nous
nous est en majorité inconnue.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											I remember the first time I discovered
and got to name a new species.
											It was a fungus that lives
in the nest of a paper wasp.
											It's white and fluffy,
											and I named it ""mucor nidicola,""
											meaning in Latin that it lives
in the nest of another.
											This is a picture of it
growing on a dinosaur,
											because everyone
thinks dinosaurs are cool.
											At the time, I was in graduate school,
											and I was so excited
that I had found this new life form.
											I called up my dad, and I go,
											""Dad! I just discovered
a new microorganism species.""
											And he laughed and he goes,
											""That's great. I hope you also
discovered a cure for it.""
									","
											Recuerdo la primera vez que descubrí
y tuve que denominar una nueva especie.
											Era un hongo que vive en el nido 
de una avispa de papel.
											Es blanca y esponjosa,
											la denominé ""Mucor nidicola"",
											su significado en latín 
es que vive en el nido de otro.
											En esta foto crece sobre un dinosaurio,
											porque todos piensan que 
los dinosaurios son geniales.
											En ese momento yo estaba 
en la escuela de posgrado,
											entusiasmada por haber encontrado 
esta nueva forma de vida.
											Llamé a mi papá, y le dije:
											""Papá, acabo de descubrir una 
nueva especie de microorganismo"".
											Se rio y me dijo:
											""Genial. Espero que también
hayas descubierto una cura para eso"".
									","
											So bewaffneten ich und ein Team
											uns mit Wattestäbchen, Pinzetten
											und neuen DNA-Techniken,
											um das mikroskopische Leben zu enthüllen.
											Dabei fanden wir mehr
als 600 Insektenarten,
											die in US-Haushalten leben.
											Von Spinnen und Kakerlaken
											bis an Federn haftende Milben.
											Wir fanden über 100 000 
Bakterien- und Pilzarten,
											die in unseren Staubpartikeln leben,
											Tausende mehr, die auf unserer Kleidung
oder in unseren Duschen leben.
											Wir sind noch weiter gegangen,
											wir betrachteten die Mikroorganismen,
											die im Körperinneren der Insekten
bei uns zu Hause leben.
											In jedem Insekt, z. B. einer Wespe,
											sahen wir einen mikroskopischen Dschungel,
der sich in einer Petrischale ausbreitete.
											Eine Welt von hunderten lebhaften Arten.
											Betrachten Sie den biologischen Kosmos!
											Viele Arten, auf die Sie jetzt schauen,
haben noch keinen Namen.
											Das meiste Leben um uns herum
bleibt unbekannt.
									","
											Je me souviens de la première fois
où j'ai nommé une nouvelle espèce.
											C'était un champignon
qui vit dans le nid d'une guêpe poliste.
											Il est blanc et d'aspect pelucheux
											et je l'ai nommé « mucor nidicola »,
											ce qui signifie, en latin,
qu'il vit dans le nid d'un autre.
											Voici une photo de cette espèce
poussant sur un dinosaure,
											parce tout le monde trouve
que les dinosaures sont cools.
											À l'époque, j'étais à l'université
											et j'étais si excitée d'avoir découvert
cette nouvelle forme de vie.
											J'ai appelé mon père et j'ai dit :
											« Papa ! Je viens de découvrir
une nouvelle espèce de micro-organisme. »
											Il a ri et m'a répondu :
											« C'est super. J'espère que tu as aussi
trouvé un remède. »
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											(Laughter)
									","
											(Risas)
									","
											Meiner ersten entdeckten neuen Art
sollte ich einen Namen geben.
											Es war ein Pilz, der in
einem Wespennest lebte.
											Er ist weiß und weich und ich
nannte ihn ""Mucor Nidicola"",
											ein lateinischer Ausdruck für
""im Nest eines anderen wohnend"".
											Dieses Bild zeigt, wie er
auf einem Dinosaurier wächst,
											denn jeder meint, Dinosaurier sind cool.
											Zu dieser Zeit war ich an der Uni
											und ich war sehr aufgeregt,
dass ich diese neue Lebensform fand.
											Ich rief meinen Dad an und sagte:

											""Dad! Ich entdeckte gerade eine neue
Art eines Mikroorganismus.""
											Er lachte und meinte:
											""Großartig. Ich hoffe, du hast
auch das Gegenmittel entdeckt.""
									","
											(Rires)
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											""Cure it.""
									","
											""Una cura"".
									","
											(Lachen)
									","
											« Trouve un remède. »
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											Now, my dad is my biggest fan,
											so in that crushing moment where he wanted
to kill my new little life form,
											I realized that actually I had failed him,
											both as a daughter and a scientist.
											In my years toiling away in labs
and in people's backyards,
											investigating and cataloging
the microscopic life around us,
											I'd never made clear
my true mission to him.
											My goal is not to find technology
											to kill the new microscopic
life around us.
											My goal is to find new technology
from this life, that will help save us.
									","
											Ahora, mi papá es mi mayor admirador,
											y en ese momento aplastante en el que 
él quería matar mi nueva forma de vida,
											me di cuenta de que le había fallado
											como hija y como científica.
											En mis años de arduo trabajo en 
laboratorios y patios de las personas,
											investigando y catalogando
la vida microscópica que nos rodea,
											nunca le había dejado en claro a él,
mi verdadera misión.
											Mi objetivo no es encontrar la tecnología
											para matar a la nueva vida microscópica
que nos rodea.
											Mi objetivo es encontrar nueva tecnología
en esa vida, que nos ayude a salvarnos.
									","
											""Gegenmittel.""
											Mein Dad ist mein größter Fan,

											aber in diesem entscheidenden Moment,
als er den Tod des kleinen Wesens wollte,
											begriff ich, dass ich ihn
zweimal enttäuscht hatte,
											als Tochter und als Wissenschaftlerin.
											In meinen harten Arbeitsjahren
in Laboren und Gärten,
											dem Untersuchen und Katalogisieren
des mikroskopischen Lebens,
											vergaß ich, ihm meine
wahre Aufgabe klarzumachen.
											Mein Ziel ist nicht, neue Technologien
											für das Töten der
Mikroorganismen zu erfinden.
											Mein Ziel ist, durch diese Lebensform neue
Technologien zu finden, die uns retten.
									","
											Mon père est mon plus grand fan
et lors de ce moment dévastateur
											où il voulait tuer
ma nouvelle petite forme de vie,
											j'ai réalisé que je l'avais laissé tomber,
											en tant que fille
et en tant que scientifique.
											Durant toutes ces années de travail
en laboratoire et dans des jardins
											à investiguer et cataloguer
la vie microscopique autour de nous,
											je ne lui avais jamais révélé
ma vraie mission.
											Mon but n'est pas
de trouver une technologie
											pour tuer cette nouvelle
vie microscopique,
											mais de trouver une nouvelle technologie
à partir de cette vie, qui va nous aider.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											The diversity of life in our homes is more
than a list of 100,000 new species.
											It is 100,000 new sources
of solutions to human problems.
											I know it's hard to believe
that anything that's so small
											or only has one cell
											can do anything powerful,
											but they can.
											These creatures
are microscopic alchemists,
											with the ability to transform
their environment
											with an arsenal of chemical tools.
											This means that they can live
anywhere on this planet,
											and they can eat whatever
food is around them.
											This means they can eat everything
from toxic waste to plastic,
											and they can produce waste products
like oil and battery power
											and even tiny nuggets of real gold.
											They can transform the inedible
into nutritive.
											They can make sugar into alcohol.
											They give chocolate its flavor,
											and soil the power to grow.
									","
											La diversidad de la vida en el hogar 
es más que las 100 000 especies nuevas.
											Son 100 000 nuevas fuentes de soluciones 
a los problemas humanos.
											Sé que es difícil de creer
que algo tan diminuto
											o unicelular
											pueda lograr algo potente,
											pero sí puede.
											Estas criaturas
son alquimistas microscópicos,
											capaces de transformar su entorno
											con un arsenal de herramientas químicas.
											Esto significa que pueden vivir
en cualquier parte del planeta,
											y pueden comer cualquier alimento 
que esté a su alrededor.
											Esto significa que pueden comer
desde residuos tóxicos hasta plásticos,
											pueden digerir productos de desecho
como petróleo y carga de baterías
											e incluso pequeñas pepitas de oro real.
											Pueden transformar lo no comestible
en algo nutritivo.
											Pueden convertir azúcar en alcohol.
											Le dan al chocolate su sabor,
											y al suelo el poder de cultivo.
									","
											Die Lebensvielfalt Zuhause ist mehr
als eine Liste von 100 000 neuen Arten.
											Es sind 100 000 neue Quellen für
Lösungen der menschlichen Probleme.
											Ich weiß, es ist schwer zu glauben,
dass so etwas Kleines, Einzelliges,
											etwas Mächtiges tun kann,
aber sie können es.
											Diese Wesen sind
mikroskopische Alchemisten,
											die fähig sind, durch ihr Arsenal
an chemischen Werkzeugen,
											die Umwelt zu verändern.
											Das heißt, sie können überall 
auf dem Planeten leben
											und sie können sich
von allen Stoffen ernähren.
											Das heißt, sie essen alles
von toxischem Müll bis Plastik,
											sie produzieren Sekundärrohstoffe
wie Öl und Batterieleistung
											und auch winzige echte Goldstücke.
											Sie können Ungenießbares
in Nahrhaftes umwandeln.
											Sie machen Zucker zu Alkohol.
											Sie geben der Schokolade den Geschmack
											und dem Boden die Wachstumskraft.
									","
											La diversité de la vie dans nos maisons
											est plus qu'une liste
de 100 000 nouvelles espèces.
											C'est 100 000 nouvelles sources
de solutions aux problèmes humains.
											C'est difficile à croire que quelque chose
de si petit ou doté d'une seule cellule
											peut être important,
											mais ils le peuvent.
											Ces créatures sont des alchimistes
microscopiques
											avec la capacité de transformer
leur environnement
											à l'aide d'un arsenal
de produits chimiques.
											Elles peuvent donc vivre n'importe où
sur cette planète
											et elles peuvent manger n'importe quoi.
											Elles peuvent donc tout manger,
du déchet toxique au plastique
											et elles peuvent produire des déchets
comme de l'huile et de l'énergie
											et même de véritables et minuscules
pépites d'or.
											Elles peuvent transformer
l'immangeable en nutriment.
											Elles peuvent faire
de l'alcool avec du sucre.
											Elles donnent au chocolat son goût
											et à la terre, le pouvoir de croître.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
											I'm here to tell you
											that the next 100 years will feature
these microscopic creatures
											solving more of our problems.
											And we have a lot of problems
to choose from.
											We've got the mundane:
bad-smelling clothes or bland food.
											And we've got the monumental:
											disease, pollution, war.
											And so this is my mission:
											to not just catalog
the microscopic life around us,
											but to find out what it's uniquely
well-suited to help us with.
									","
											Hoy vine a decirles
											que los próximos 100 años contarán 
con estas criaturas microscópicas
											para resolver la mayoría
de nuestros problemas.
											Y tenemos muchos problemas para elegir.
											Tenemos lo mundano:
ropa con mal olor o comida sosa.
											Y tenemos lo monumental:
											enfermedad, contaminación, guerra.
											Y esta es mi misión:
											no solo catalogar
la vida microscópica que nos rodea,
											sino averiguar qué es lo único
bien adaptado para ayudarnos.
									","
											Ich sage Ihnen hier,
											dass in den nächsten 100 Jahren
diese mikroskopischen Wesen
											viele unserer Probleme lösen.
											Wir können aus vielen Problemen auswählen.
											Wir haben die alltäglichen:
Schlecht riechende Kleidung, fades Essen.
											Und wir haben die gewaltigen:
											Krankheit, Umweltverschmutzung, Krieg.
											Und das ist meine Aufgabe:
											Nicht nur das winzige Leben
um uns herum zu katalogisieren,
											sondern herauszufinden, wer besonders
geeignet ist, uns zu helfen.
									","
											Je suis là pour vous dire
											que ces cent prochaines années
verront ces créatures microscopiques
											résoudre plus de nos problèmes.
											Et nous avons le choix dans nos problèmes.
											Nous avons le banal :
											des vêtements qui sentent mauvais
ou de la nourriture fade.
											Et nous avons le monumental :
											les maladies, la pollution, la guerre.
											Voici donc ma mission :
											de ne pas simplement cataloguer
la vie microscopique qui nous entoure
											mais de découvrir à quoi elle est
uniquement adaptée pour nous aider.
									",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
"
","
","
","
",Meet the microscopic life in your home — and on your face,Anne Madden,10:07,"bacteria,biology,biomechanics,biotech,future,health,innovation,microbes,microbiology,nature,science,technology,fungi"
