pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Mas o que eu não consegui prever
											durante aquela rápida transição
											foi a incrível experiência da sobreposição
											da minha experiência com visão 
à minha experiência de cegueira
											dos mesmos lugares e com as mesmas pessoas
											num período de tempo tão curto.
									","
											Fakat, bu hızlı geçiş sürecinde
											tahmin edemediğim şey,
											bu kadar kısa bir süre içerisinde,
											aynı yerleri ve aynı insanları
											gözlerim görürken ve görmezken deneyimlemem
											inanılmaz bir tercrübeydi.
									","
											But what I didn't anticipate
											through that rapid transition
											was the incredible experience of the juxtaposition
											of my sighted experience
up against my unsighted experience
											of the same places and the same people
											within such a short period of time.
									","
											Was ich aber nicht vorausgeahnt hatte,
											durch diesen rapiden Wandel,
											war die unglaubliche Erfahrung, 
der direkten Gegenüberstellung
											meiner Erlebnisse als Sehender 
und meiner Erlebnisse als Nicht-Sehender
											von den selben Orten und 
den selben Menschen
											innerhalb so kurzer Zeit.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Daí resultaram muitas ideias,
											ou ""iluminações"" como lhes chamei,
											coisas que aprendi desde que 
perdi a visão.
											Essas ""iluminações"" variavam 
das mais triviais
											às mais profundas,
											das mundanas às cómicas.
											Como arquiteto, 
esta sobreposição tão forte
											da minha experiência com visão e sem visão
											dos mesmos lugares e das mesmas cidades
											num espaço de tempo tão curto
											deu-me todo o tipo de
""iluminações"" maravilhosas
											da cidade por si só.
											Uma das mais marcantes
											foi a perceção de que, na verdade,
											as cidades são lugares 
fantásticos para os cegos.
											Também fiquei bastante surpreendido
											pela propensão da cidade 
para a bondade e o cuidado
											em oposição à indiferença ou coisa pior.
											E assim, comecei a perceber que
											parecia que os cegos tinham
											uma influência positiva na cidade em si.
											Isso foi uma descoberta curiosa para mim.
									","
											Bundan birçok sezgi veya gözlem oluştu.
											Ben deyimimle,
											görüşümü kaybettiğimden beri öğrendiğim şeyler.
											Bu gözlemler,
											önemsizden önemliye,
											sıradandan eğlenceliye kadar sıralanabilir.
											Bu kadar kısa bir zamanda
											aynı yerleri ve aynı şehirleri
											gözlerim görürken ve görmezken
											deneyimlemem
											bir mimar olarak, benim şehir ile alakalı
											harika gözlemler edinmemi sağladı.
											Bunlar içerisindeki fevkaladelik
											aslında şehirlerin körler için
											harika yerler olduğuydu.
											Ve sonra, şehrin
											umursamazlığa veya daha kötüsüne karşılık
											ilgi ve şefkate olan eğilimi karşında şaşırdım.
											Sonra fark etmeye başladım ki
											görünüşe göre görme engelli olmanın
											şehrin üzerinde daha olumlu bir etkisi varmış.
											Bu benim için biraz şaşırtıcıydı.
									","
											From that came a lot of insights,
											or outsights, as I called them,
											things that I learned since losing my sight.
											These outsights ranged from the trival
											to the profound,
											from the mundane to the humorous.
											As an architect, that stark juxtaposition
											of my sighted and unsighted experience
											of the same places and the same cities
											within such a short period of time
											has given me all sorts of wonderful outsights
											of the city itself.
											Paramount amongst those
											was the realization that, actually,
											cities are fantastic places for the blind.
											And then I was also surprised
											by the city's propensity for kindness and care
											as opposed to indifference or worse.
											And then I started to realize that
											it seemed like the blind seemed to have
											a positive influence on the city itself.
											That was a little curious to me.
									","
											Dadurch gewann ich eine Menge Einblicke
											oder ""Ausblicke"", wie ich sie nannte,
											Dinge, die ich gelernt habe, 
seit ich mein Sehvermögen verlor.
											Das Spektrum dieser Ausblicke 
reichte vom Belanglosen
											bis zum Tiefgreifenden,
											vom Banalen bis zum Unterhaltsamen.
											Als Architekt habe ich 
die direkte Gegenüberstellung
											meiner Erlebnisse als Sehender 
und als Nicht-Sehender
											von den selben Orten 
und den selben Städten
											innnerhalb so kurzer Zeit
											mir eine ganze Reihe 
wundervoller Ausblicke
											über die Stadt als solche ermöglicht.
											Überragend dabei
											war die Erkenntnis, dass Städte
											tatsächlich fantastische Orte 
für Blinde sind.
											Überrascht hat mich auch
											die Neigung der Stadt zu 
Freundlichkeit und Achtsamkeit,
											im Gegensatz zu Gleichgültigkeit 
oder Schlimmerem.
											Und da begann es mir zu dämmern, dass,
											wie es schien, blinde Menschen
											einen positiven Einfluss 
auf die Stadt haben könnten.
											Das fand ich doch ein wenig spannend.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Deixem-me voltar atrás e mostrar
											porque é que a cidade é tão boa 
para os cegos.
											Inerente ao treino para 
recuperar da perda da visão,
											aprendemos a confiar em 
todos os nossos sentidos não visuais,
											coisas que de outro modo 
talvez fossem ignoradas.
											É como se um mundo novo 
de informação sensorial
											se abrisse.
											Eu fiquei impressionado com a sinfonia
											de sons subtis ao meu redor na cidade
											que podem ser ouvidos e usados
											para sabermos onde estamos,
											como nos movermos e 
aonde precisamos de ir.
											Da mesma forma, apenas agarrando-nos 
com firmeza a uma bengala,
											podemos sentir texturas contrastantes 
no chão sob os nossos pés,
											e com o tempo, construímos
um padrão de onde estamos
											e para onde estamos a ir.
											Da mesma forma, sentirmos o sol 
a aquecer-nos um lado do rosto
											ou o vento no pescoço
											dá-nos pistas sobre o nosso alinhamento,
											a progressão através de um quarteirão,
											e o nosso movimento no tempo e no espaço.
											Mas também, o sentido do olfato.
											Alguns bairros e cidades 
têm o seu próprio cheiro,
											assim como lugares e coisas ao seu redor,
											com sorte, conseguimos seguir 
o nosso nariz
											até àquela padaria nova que procurávamos.
									","
											Bir adım geri atalım ve
											şehrin görme engelliler için neden bu kadar iyi olduğuna bakalım.
											Görme kaybına alışma eğitiminde öğretilen,
											görme dışındaki hislerinize güvenmenizdir,
											başka zamanlarda ihmal edeceğiniz şeylere.
											Kendinizi yeni bir duyusal bilgi dünyasının
											içinde bulmak gibi.
											Şehirde ve çevremde duyabildiğim,
											nasıl hareket etmeniz ve nereye gitmeniz gerektiğini
											anlayabildiğiniz bu seslerin
											senfonisi beni
											gerçekten de etkilemişti.
											Ek olarak, sadece beyaz bastonu tutarak
											zemindeki farklı dokuları hissedebiliyorsunuz
											ve zamanla nerede olduğunuzun ve nereye gittiğinizin
											şablonunu oluşturuyorsunuz.
											Benzer bir şekilde, güneşin yüzünüzün bir tarafını ısıtması
											veya boynunuzda hissettiğiniz rüzgar;
											konumunuz, sokaktaki ilerlemeniz,
											zaman ve mekandaki hareketiniz
											ile ilgili size ipucu veriyor.
											Ayrıca, koku hissi.
											Bazı bölgeler ve şehirlerin kendine has bir kokusu var,
											aynı şekilde yerlerin ve etrafınızdaki şeylerin de.
											Ve eğer şanslıysanız, burnunuzu takip ederek
											aradığınız yeni fırını bulabilirsiniz.
									","
											Let me step back and take a look
											at why the city is so good for the blind.
											Inherent with the training for recovery from sight loss
											is learning to rely on all your non-visual senses,
											things that you would otherwise maybe ignore.
											It's like a whole new world of sensory information
											opens up to you.
											I was really struck by the symphony
											of subtle sounds all around me in the city
											that you can hear and work with
											to understand where you are,
											how you need to move, and where you need to go.
											Similarly, just through the grip of the cane,
											you can feel contrasting textures in the floor below,
											and over time you build a pattern of where you are
											and where you're headed.
											Similarly, just the sun warming one side of your face
											or the wind at your neck
											gives you clues about your alignment
											and your progression through a block
											and your movement through time and space.
											But also, the sense of smell.
											Some districts and cities have their own smell,
											as do places and things around you,
											and if you're lucky, you can even follow your nose
											to that new bakery that you've been looking for.
									","
											Lassen Sie mich etwas ausholen 
und genauer betrachten,
											warum die Stadt 
so gut für die Blinden ist.
											Im Zuge des Aufbautrainings 
nach der Erblindung
											lernt man, sich auf all seine 
nicht-visuellen Sinne zu verlassen,
											Dinge, die man ansonsten 
vielleicht ignorieren würde.
											Das ist, als würde sich 
einem eine ganz neue Welt
											sinnlicher Wahrnehmungen öffnen.
											Ich war erstaunt über die Sinfonie
											unscheinbarer Geräusche 
um mich herum in der Stadt,
											die man hören und nutzen kann,
											um zu verstehen, wo man ist
											und wie und wohin man sich bewegen muss.
											Ähnlich wie man, 
nur durch den Griff des Stocks,
											die sich verändernde Beschaffenheit 
des Bodens ertasten kann.
											Und mit der Zeit ergibt sich 
eine Vorstellung davon, wo man ist
											und worauf man zusteuert.
											Ähnlich wie die Sonne, 
die eine Seite des Gesichts erwärmt,
											oder der Wind im Nacken
											einem Hinweise darauf gibt, 
wie man steht
											und über das eigene Vorankommen 
durch ein Wohnviertel
											und die Bewegung durch Zeit und Raum.
											Aber auch der Geruchssinn.
											Einige Wohngegenden und Städte 
haben ihren eigenen Geruch
											wie auch Orte und Dinge um einen herum.
											Und wenn man Glück hat, 
kann man sogar der Nase nach
											zu der neuen Bäckerei folgen, 
die man gesucht hat.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Tudo isto realmente me surpreendeu,
											pois comecei a perceber que
											a minha experiência da cegueira
											era muito mais multissensorial
											do que foi a minha experiência com visão.
											O que me surpreendeu também 
foi o quanto a cidade
											estava a mudar ao meu redor.
											Quando se tem visão,
											todos se centram em si mesmos
											cuidando da sua própria vida.
											Quando se perde a visão,
											a história muda completamente.
											E não sei quem observa quem,
											mas desconfio que muitas pessoas 
me estão a observar.
											E eu não sou paranoico, 
mas onde quer que eu vá,
											dão-me todo o tipo de orientações:
											""Passe por aqui"", ""Vá por ali"", 
""Cuidado com isso"".
											Muitas das informações são boas.
											Algumas são úteis. Muitas são o oposto.
											Tenho de descobrir o que elas 
realmente significam.
											Algumas são erradas e não são úteis.
											Mas está tudo bem no 
grande esquema das coisas.
									","
											Bunların hepsi beni gerçekten çok şaşırttı;
											çünkü fark etmeye başladım ki,
											görmüyorkenki deneyimim
											görürkenki deneyimlerimden
											çok daha fazla duyumsaldı.
											Beni etkileyen başka bir konu ise
											çevremdeki şehrin ne kadar çok değiştiğiydi.
											Görme duyunuz varken,
											herkes kendi ile ilgileniyor gibi,
											herkes kendi işine bakıyor.
											Görme yetinizi kaybettiğinizde ise,
											tamamen başka bir durum.
											Kimin kime baktığını bilmiyorum,
											ama herkesin bana baktığına dair şüphelerim var.
											Paranoyak değilim ama gittiğim her yerde,
											her türlü tavsiyeyi duyuyorum:
											Buraya gel, hareket et, dikkat et.
											Çoğu tavsiye güzel.
											Bazı tavsiyeler yardımcı. Çoğu ise tersine dönmüş.
											Gerçekten ne söylediklerini anlamaya çalışmak gerekiyor.
											Bazıları ise yanlış ve hiç yardımcı olmuyor.
											Tabii ki bu kadar iyi şeyin içinde bunlar önemsiz.
									","
											All this really surprised me,
											because I started to realize that
											my unsighted experienced
											was so far more multi-sensory
											than my sighted experience ever was.
											What struck me also was how much the city
											was changing around me.
											When you're sighted,
											everybody kind of sticks to themselves,
											you mind your own business.
											Lose your sight, though,
											and it's a whole other story.
											And I don't know who's watching who,
											but I have a suspicion that
a lot of people are watching me.
											And I'm not paranoid, but everywhere I go,
											I'm getting all sorts of advice:
											Go here, move there, watch out for this.
											A lot of the information is good.
											Some of it's helpful. A lot of it's kind of reversed.
											You've got to figure out what they actually meant.
											Some of it's kind of wrong and not helpful.
											But it's all good in the grand scheme of things.
									","
											All das überraschte mich wirklich,
											weil ich zu erkennen begann,
											dass meine Erfahrungen als Blinder
											von viel größerer 
sinnlicher Vielfalt waren
											als es meine Erfahrungen 
als Sehender je waren.
											Mich verblüffte auch, 
wie sehr sich die Stadt
											um mich herum veränderte.
											Wenn man sehen kann,
											bleibt jeder irgendwie für sich selbst,
											man kümmert sich um 
seine eigenen Angelegenheiten.
											Aber verliert man sein Sehvermögen,
											ist es eine komplett andere Geschichte.
											Und ich weiß nicht, wer wen beobachtet,
											aber ich habe den Verdacht, 
dass eine Menge Leute mich beobachten.
											Ich bin nicht paranoid, 
aber wo ich auch bin,
											bekomme ich alle möglichen Ratschläge:
											Geh hierhin, bewege dich dorthin, 
passe auf das hier auf.
											Viele der Informationen sind gut.
											Manches ist hilfreich. Vieles davon 
ist irgendwie widersprüchlich.
											Man muss herausfinden, 
was sie tatsächlich meinten.
											Manches ist auch falsch 
und nicht hilfreich.
											Aber alles in allem 
ist es doch in Ordnung.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Mas uma vez, estava eu em Oakland
											a andar pela Broadway, 
e cheguei a uma esquina.
											Estava à espera do sinal sonoro
para poder atravessar a rua,
											e assim que soou, eu estava 
prestes a atravessar a rua,
											quando de repente, a minha mão direita
											foi agarrada por uma pessoa,
											que me puxou o braço 
e me levou para a passadeira
											e atravessou a rua sempre a puxar-me,
											a falar em mandarim.
											(Risos)
											Bem, não houve escapatória
das garras mortais deste homem,
											mas ele levou-me são e salvo.
											O que podia eu fazer?
											Acreditem, existem
maneiras mais educadas
											de oferecer ajuda.
											Não sabemos que está lá,
											assim, seria melhor dizer 
um ""Olá"" primeiro.
											""Você precisa de ajuda?""
									","
											Fakat bir keresinde
											Oakland, Broadway'de yürürken, bir köşeye geldim.
											Sesli yaya geçiş sinyalini bekliyordum,
											sinyal çalmaya başladığında adımımı yola atmak üzereyken
											aniden adamın biri
											sağ elimi yakaladı
											ve kolumu çekiştirerek, beni yaya geçidine sürükledi
											ve yolun karşısına geçirdi,
											bunlar olurken benimle Çince konuşuyordu.
											(Gülüşmeler)
											Bu adamın sıkı sıkıya tutmasından kaçmak mümkün değildi,
											ama yine de beni karşıya sağ salim geçirdi.
											Ne yapabilirdim ki?
											Ama inanın ki, yardım etmenin
											çok daha nazik yolları var.
											Sizin orada olduğunuzu bilmiyoruz,
											bu yüzden önce ""Merhaba"" demek iyi olur.
											""Yardım etmemi ister misiniz?""
									","
											But one time I was in Oakland
											walking along Broadway, and came to a corner.
											I was waiting for an audible pedestrian signal,
											and as it went off, I was just about
to step out into the street,
											when all of a sudden, my right hand
											was just gripped by this guy,
											and he yanked my arm
and pulled me out into the crosswalk
											and was dragging me out across the street,
											speaking to me in Mandarin.
											(Laughter)
											It's like, there was no escape
from this man's death grip,
											but he got me safely there.
											What could I do?
											But believe me, there are more polite ways
											to offer assistance.
											We don't know you're there,
											so it's kind of nice to say ""Hello"" first.
											""Would you like some help?""
									","
											Aber einmal war ich in Oakland,
											ging den Broadway entlang 
und kam an eine Kreuzung.
											Ich wartete auf 
ein akustisches Fußgängersignal
											und als es losging, 
wollte ich gerade auf die Straße treten,
											als aus heiterem Himmel dieser Typ
											nach meiner rechten Hand griff.
											Er riss an meinem Arm, 
zog mich raus auf den Zebrastreifen,
											zerrte mich über die Straße
											und redete dabei auf Mandarin mit mir.
											(Lachen)
											Da war überhaupt kein Entkommen 
aus dem eisernen Griff dieses Mannes.
											Aber er hat mich sicher rüber gebracht.
											Was hätte ich tun sollen?
											Aber glauben Sie mir, 
es gibt höflichere Arten,
											seine Hilfe anzubieten.
											Wir wissen nicht, dass Sie dort sind,
											also wäre es schon nett, 
erst ""Hallo"" zu sagen,
											""Darf ich Ihnen helfen?""
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Mas em Oakland, 
eu fiquei realmente surpreendido
											com quanto a cidade tinha mudado
											desde que perdi a minha visão.
											Quando via, gostava dela. Era agradável.
											Era uma ótima cidade.
											Mas, quando perdi a visão
											e estava a andar pela Broadway,
											fui abençoado a cada quarteirão 
do caminho.
									","
											Fakat Oakland'dayken, görme yetimi kaybettiğimden beri,
											şehrin ne kadar çok değiştiğini görmek
											etkileyiciydi.
											Görüyorken severdim Oakland'ı, iyiydi.
											Harika bir şehirdi.
											Fakat görme yetimi kaybedince,
											Broadway'de yürürken,
											her sokakta dua ettiler benim için.
									","
											But while in Oakland, I've really been struck by
											how much the city of Oakland changed
											as I lost my sight.
											I liked it sighted. It was fine.
											It's a perfectly great city.
											But once I lost my sight
											and was walking along Broadway,
											I was blessed every block of the way.
									","
											Aber in Oakland hat mich 
wirklich verblüfft,
											wie sehr sich die Stadt selbst veränderte,
											nachdem ich mein Augenlicht verloren hatte.
											Es gefiel mir als Sehender. Es war schön.
											Es ist wirklich eine großartige Stadt.
											Aber als ich dann erblindet war
											und den Broadway entlang ging,
											wurde ich an jeder Ecke gesegnet.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											""Deus te abençoe, homem.""
									","
											""Tanrı yardımcın olsun adamım""
									","
											""Bless you, man.""
									","
											""Hey Mann, sei gesegnet.""
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											""Vá em frente, irmão.""
									","
											""Yılmak yok, dostum""
									","
											""Go for it, brother.""
									","
											""Du machst das schon, Bruder.""
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											""Deus te abençoe.""
									","
											""Tanrı seni korusun""
									","
											""God bless you.""
									","
											""Gott segne dich.""
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Eu não tive nada disso quando via.
											(Risos)
											E mesmo cego, não me tratam 
assim em São Francisco.
											E sei que isso incomoda 
alguns dos meus amigos cegos,
											não me incomoda apenas a mim.
											Normalmente, pensa-se que
											é uma emoção que vem por piedade.
											Eu tendo a pensar que vem
da nossa humanidade partilhada,
											vem da nossa união, 
e acho isso muito bom.
											Na verdade, quando me sinto em baixo,
											vou para a Broadway, na baixa 
da cidade de Oakland,
											faço uma caminhada, 
e sinto-me logo melhor,
											num instante.
									","
											Bunları görüyorken duymuyordum.
											(Gülüşmeler)
											Bunları San Francisco'da görmüyorken bile duymuyorum.
											Biliyorum ki bu sadece beni değil,
											diğer görmeyen arkadaşlarımı da rahatsız ediyor.
											Genellikle, bunun acımadan
											gelen bir duygu olduğu düşünülür.
											Ben ise bunun paylaşılan insaniyetten,
											birliktelikten geldiğini düşünüyorum ve bence bu iyi bir şey.
											Aslında, mutsuz olduğum zamanlarda
											Oakland'da Broadway'e gidiyorum.
											Yürüyüş yapıyorum ve anında
											çok iyi hissediyorum.
									","
											I didn't get that sighted.
											(Laughter)
											And even without sight,
I don't get that in San Francisco.
											And I know it bothers some of my blind friends,
											it's not just me.
											Often it's thought that
											that's an emotion that comes up out of pity.
											I tend to think that it comes
out of our shared humanity,
											out of our togetherness, and I think it's pretty cool.
											In fact, if I'm feeling down,
											I just go to Broadway in downtown Oakland,
											I go for a walk, and I feel better like that,
											in no time at all.
									","
											Als Sehender passierte mir das nicht.
											(Lachen)
											Und selbst als Nicht-Sehender 
passiert mir das in San Francisco nicht.
											Ich weiß, ein paar 
meiner blinden Freunde stört das,
											das passiert nicht nur mir.
											Oft wird gedacht,
											dass diese Empfindung dem Mitleid 
entspringt.
											Ich glaube eher, dass es 
unserem gemeinsamen Menschsein,
											unserer Zusammengehörigkeit entspringt – 
und ich finde es ziemlich cool.
											Tatsächlich, wenn ich mich schlecht fühle,
											gehe ich ich einfach zum Broadway 
in die Innenstadt von Oakland.
											Ich gehe spazieren
											und fühle mich gleich besser.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Mas isso também mostra como
											a deficiência e a cegueira
											atravessam linhas étnicas, sociais,
											raciais e económicas.
											A deficiência é um fornecedor 
de oportunidades iguais.
											Todos são bem-vindos.
											De facto, ouvi na comunidade 
de deficientes
											que na verdade só existem
dois tipos de pessoas:
											existem as portadoras de deficiência,
											e aquelas que ainda não descobriram a sua.
											É uma maneira diferente de pensar,
											mas acho que é bonito,
											pois é certamente muito mais inclusiva
											do que o ""nós contra eles""
											ou o ""não-deficiente contra o deficiente"",
											e isso é muito mais honesto e respeitoso
											da fragilidade da vida.
									","
											Ayrıca, bu olay fiziksel engelli ve görme engelli olmanın
											şu yada bu biçimde nasıl etnik, sosyal,
											ırksal ve ekonomik ön yargıları ortadan
											kaldırdığını gösteriyor.
											Engelli olmak bir fırsat eşitliği sağlayıcısıdır.
											İsteyen herkes katılabilir.
											Aslında, engelliler tarafından,
											gerçekte iki insan tipi olduğunun söylendiğini duydum:
											Engelli olanlar
											ve sahip olduğu engeli henüz keşfedememiş olanlar.
											Farklı bir düşünme şekli,
											fakat bence çok güzel.
											Çünkü ""siz-biz"" veya
											""engelli-engelsiz""e kıyasla,
											kesinlikle çok daha fazla birliktelik sağlıyor
											ve hayatın kırılganlığına
											çok daha dürüst ve saygılı.
									","
											But also that it illustrates how
											disability and blindness
											sort of cuts across ethnic, social,
											racial, economic lines.
											Disability is an equal-opportunity provider.
											Everybody's welcome.
											In fact, I've heard it said in the disability community
											that there are really only two types of people:
											There are those with disabilities,
											and there are those that haven't
quite found theirs yet.
											It's a different way of thinking about it,
											but I think it's kind of beautiful,
											because it is certainly far more inclusive
											than the us-versus-them
											or the abled-versus-the-disabled,
											and it's a lot more honest and respectful
											of the fragility of life.
									","
											Aber es verdeutlicht auch
											wie Behinderung und Blindsein
											sich über ethnische, soziale,
											kulturelle und wirtschaftliche 
Ordnungen hinwegsetzen.
											Behinderung ist ein Förderer 
von Chancengleichheit.
											Jeder ist willkommen.
											Tatsächlich habe ich in der Gemeinschaft
der Behinderten die Äußerung gehört,
											dass es eigentlich nur zwei Arten
von Menschen gebe:
											Da sind solche, 
die eine Behinderungen haben
											und da sind solche, die sich der ihren 
noch nicht so recht bewusst sind.
											Das ist eine andere Art darüber zu denken,
											aber ich finde es irgendwie schön,
											weil es ganz sicher viel integrativer ist
											als das Wir-gegen-sie
											oder das Behinderte-gegen-Nicht-Behinderte,
											und es beschreibt viel aufrichtiger 
und achtsamer
											die Zerbrechlichkeit des Lebens.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
","
","
","
",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
"
											Assim, a minha palavra final é
											que não apenas a cidade é boa 
para os cegos,
											mas ela precisa de nós.
											E tenho tanta certeza disso que
											quero propor aqui hoje
											que os cegos sejam usados como os 
protótipos dos moradores da cidade,
											quando imaginarmos novas 
e maravilhosas cidades,
											e não pessoas sobre as quais se pensa
											depois do molde já estar feito.
											Aí é demasiado tarde.
											Assim, se projetarem uma cidade 
com os cegos em mente,
											haverá uma rede generosa 
de passeios caminháveis,
											com um grande leque de opções e escolhas
											todas disponíveis ao nível da rua.
											Se projetarem uma cidade 
com os cegos em mente,
											os passeios serão previsíveis e generosos.
											O espaço entre os edifícios 
será melhor distribuído
											entre as pessoas e os carros.
											Na verdade, carros, quem precisa deles?
											Quando somos cegos, não conduzimos. 
(Risos)
											Eles não gostam de nos ver a conduzir. 
(Risos)
											Se projetarem uma cidade 
com os cegos em mente,
											vão projetar uma cidade com um sistema
											de transportes coletivo robusto, 
acessível e bem interligado
											que liga todas as partes da cidade
											e a região ao redor.
											Se projetarem uma cidade 
com os cegos em mente,
											haverá empregos, muitos empregos.
											Pessoas cegas querem trabalhar também.
											Elas querem ganhar o seu dinheiro.
									","
											Bu konudan sizler için çıkartacağım son ders,
											sadece şehrin görme engelliler için iyi olması değil,
											şehrin bizlere ihtiyacı olmasıdır.
											Bugün sizlere şunu teklif etmek istiyorum,
											yeni ve harika şehirler tasarlanırken
											şehirli profili için görme engelliler
											baz alınmalıdır ve
											her şey şekillendikten sonra düşünülen
											insanlar olmamalıdırlar.
											O zaman her şey için çok geç oluyor.
											Eğer bir şehri, görme engellileri düşünerek tasarlarsanız,
											sokak seviyesinde,
											zengin ve çeşitli seçenekleriyle
											yürünebilir bir kaldırım ağı olan bir şehriniz olur.
											Eğer bir şehri, görme engellileri düşünerek tasarlarsanız;
											kaldırımlar tahmin edilebilir ve bol olur.
											Binalar arasında, insanların ve arabaların kapladığı
											boşluklar daha dengeli olur.
											Aslında arabalara kimin ihtiyacı var ki?
											Eğer görme engelliyseniz araba kullanmazsınız. (Gülüşmeler)
											Kullandığınız zaman arabalar sizi sevmezler. (Gülüşmeler)
											Eğer bir şehri, görme engellileri düşünerek tasarlarsanız;
											sağlam, ulaşılabilir, şehrin her noktasını ve
											çevresindeki bölgelerin tümünü bağlayan
											iyi bir toplu taşıma sistemi olan
											bir şehir tasarlarsınız.
											Eğer bir şehri, görme engellileri düşünerek tasarlarsanız;
											iş imkanı yaratırsınız, hem de bir sürü.
											Görme engelli insanlar da çalışmak istiyorlar.
											Hayatlarını kazanmak istiyorlar.
									","
											So my final takeaway for you is
											that not only is the city good for the blind,
											but the city needs us.
											And I'm so sure of that that
											I want to propose to you today
											that the blind be taken as
the prototypical city dwellers
											when imagining new and wonderful cities,
											and not the people that are thought about
											after the mold has already been cast.
											It's too late then.
											So if you design a city with the blind in mind,
											you'll have a rich, walkable network of sidewalks
											with a dense array of options and choices
											all available at the street level.
											If you design a city with the blind in mind,
											sidewalks will be predictable and will be generous.
											The space between buildings will be well-balanced
											between people and cars.
											In fact, cars, who needs them?
											If you're blind, you don't drive. (Laughter)
											They don't like it when you drive. (Laughter)
											If you design a city with the blind in mind,
											you design a city with a robust,
											accessible, well-connected mass transit system
											that connects all parts of the city
											and the region all around.
											If you design a city with the blind in mind,
											there'll be jobs, lots of jobs.
											Blind people want to work too.
											They want to earn a living.
									","
											Als Letztes möchte ich Ihnen mitgeben,
											dass nicht nur die Stadt 
gut für Blinde ist,
											sondern die Stadt uns braucht.
											Und dessen bin ich mir so sicher,
											dass ich Ihnen heute nahelegen möchte,
											dass die Blinden als die prototypischen 
Stadtbewohner gelten sollten,
											wenn man sich neue 
und wundervolle Städte vorstellt,
											und nicht als die Menschen, 
an die man denkt,
											nachdem alles schon in Beton gegossen ist.
											Dann ist es zu spät.
											Wenn man also eine Stadt 
im Sinne der Blinden entwirft,
											erhält man ein üppiges, gut begehbares 
Netzwerk an Gehsteigen,
											mit einer großen Anzahl 
an Möglichkeiten und Angeboten,
											die alle auf der Ebene der Straße 
vorhanden sind.
											Wenn man eine Stadt 
im Sinne der Blinden entwirft,
											werden die Gehsteige vorhersehbar 
und großzügig angelegt sein.
											Der Raum zwischen den Häusern 
wird ausgewogen
											zwischen Menschen und Autos 
aufgeteilt sein.
											Im Ernst, Autos, wer braucht die?
											Als Blinder fährt man nicht. (Lachen)
											Die Leute mögen nicht, 
wenn man fährt. (Lachen)
											Wenn man eine Stadt 
im Sinne der Blinden entwirft,
											entwirft man eine Stadt mit einem stabilen,
											zugänglichen, gut angebundenen 
öffentlichen Verkehrssystem,
											das alle Teile der Stadt miteinander 
verbindet
											und auch das Umland.
											Wenn man eine Stadt 
im Sinne der Blinden entwirft,
											wird es viele, viele Jobs geben.
											Blinde Menschen wollen auch arbeiten.
											Sie möchten ihren Lebensunterhalt 
verdienen.
									",Design with the blind in mind,Chris Downey,11:40,"Senses,agriculture,design,sight,urban planning,blindness"
