pt,tr,fr,title,speaker,duration,tags
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Sou artista,
											uso formas de tecnologia
de acesso público
											e informação pública no meu trabalho.
											A minha melhor opção era divulgar tudo,
											espalhar a informação
											e usá-la de forma
a que pudesse ser acessível a todos.
											Então, criei um ""site"",
chamado La Cura,
											onde publico os meus dados médicos.
											Na verdade, tive de roubá-los,
											algo de que poderemos falar
noutra altura.
											(Risos)
											Escolhi esta palavra, ""La Cura"",
											— que em italiano significa ""A Cura"".
											Noutras culturas,
											a palavra ""cura""
pode ter diversos significados.
											Nas culturas ocidentais,
											significa eliminar ou atrasar uma doença,
											mas noutras culturas,
											por exemplo, na Ásia,
											no Mediterrâneo,
nos países latinos, em África,
											pode querer dizer outras coisas.
									","
											Ben bir sanatçıyım, bir çok yolla 
açık kaynak teknolojisini kullanıyorum
											ve çalışmalarımda bilgiyi 
açığa çıkarıyorum.
											En iyi şansım buydu;
bilgiyi açığa çıkarmak
											ve bu bilgiye erişen herkesin
bunu kullanması.
											Dolayısıyla bir web sitesi açtım,
adı ""La Cura""
											ve içine tıbbi verilerimi 
canlı olarak koyuyordum.
											Aslında onu hacklemek zorunda kaldım
											ve bunu başka bir 
konuşmamda tartışabiliriz.
											(Gülüşmeler)
											İsim olarak La Cura'yı seçtim —
											La Cura İtalyanca'da ""Tedavi"" demek —
											çünkü birçok farklı kültürde,
											""tedavi"" kelimesi farklı
anlamlar taşıyabilir.
											Bizim batı kültüründe
											hastalığı yok etmek yada
ters çevirmek anlamına geliyor
											ama farklı kültürlerde
											mesela Asya'dan,
											Akdeniz'den, Latin ülkelerinden,
Afrika'dan
											kültürler için daha fazla
anlamı olabilir.
									","
											Je suis un artiste, j'utilise plusieurs 
formes de technologies open source
											et d'information libre.
											Donc mon intuition a été
de partager toutes mes informations.
											Faire en sorte que tout le monde
puisse y accéder.
											Donc j'ai créé un site, 
qui s'appelle La Cura,
											sur lequel j'ai posté mes 
données médicales, en ligne.
											J'ai d'ailleurs dû les hacker,
											mais c'est un truc dont on pourra 
parler à un autre moment.
											(Rires)
											J'ai choisi ce mot, la Cura.
											La Cura en italien 
veut dire « le traitement »
											parce que dans beaucoup de cultures,
											le mot « traitement » peut
avoir plusieurs sens.
											Dans les cultures occidentales,
											ça veut dire, éradiquer ou 
tuer une maladie,
											mais dans d'autres cultures,
											par exemple, les cultures asiatiques,
											méditerranéennes, latines ou africaines,
											ça peut vouloir dire plus que ça.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											É óbvio que estava interessado
na opinião dos médicos
											e dos profissionais de saúde,
											mas também estava interessado
na cura do artista, do poeta,
											do ""designer"",
											dos músicos, quem sabe.
											Estava interessado na cura social,
											na cura psicológica,
											na cura espiritual,
											na cura emocional.
											Estava interessado
em qualquer tipo de cura.
									","
											Elbette doktorların ve sağlık
çalışanlarının
											fikirleriyle ilgileniyordum
											ama aynı zamanda sanatçıların,
şairlerin,
											tasarımcıların,
											müzisyenlerin tedavilerini de
merak ediyordum.
											Sosyal tedaviyi de merak ediyordum,
											psikolojik tedaviyi de merak ediyordum,
											Ruhani tedaviyi de merak ediyordum,
											duygusal tedaviyi de merak ediyordum,
											her türden tedaviyi merak ediyordum.
									","
											Bien sûr j'ai été intéressé par 
l'opinion des médecins
											et des professionnels de santé,
											mais j'ai aussi été intéressé par le 
remède des artistes, des poètes,
											des designers,
											et, qui sait, des musiciens.
											J'étais intéressé par la cure sociale,
											j'étais intéressé par la cure 
psychologique,
											j'étais intéressé par la cure spirituelle,
											par la cure émotionelle,
											par toutes les formes de cures possibles.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											E resultou.
											O ""site"" La Cura foi um fenómeno.
											Recebi muita atenção dos ""media"",
tanto em Itália como lá fora,
											e rapidamente recebi
mais de 500 mil contactos,
											""e-mails"", redes sociais...
											A maior parte deles eram sugestões
sobre como curar o meu cancro,
											mas outros eram sobre
como me curar a mim
											como um indivíduo completo.
											Por exemplo,
milhares de vídeos,
											imagens, fotografias,
artes performativas,
											foram produzidos para o La Cura.
											Aqui vemos Francesca Fini
na sua atuação.
											Ou, coisas como o que
o artista Patrick Lichty fez,
											produziu uma escultura em 3D
do meu tumor
											e pô-la à venda no Thingiverse.
											Agora, também podem ter o meu cancro.
											(Risos)
											O que é uma coisa boa,
se pensarmos bem.
											Podemos partilhar o nosso cancro.
									","
											Ve işe yaradı.
											La Cura sitesi yayıldı.
											İtalya ve yurtdışından medyanın
dikkatini çekti
											ve hızlıca 500.000'den fazla
ziyaretçiye ulaştım
											- eposta ve sosyal ağlarla bağlı -
											birçoğu kanserimi 
tedaviyle ilgili önerilerdi
											ama daha fazlası kendimi nasıl
tedavi ediceğimle ilgiliydi,
											bütün bir birey olarak.
											Mesela binlerce video,
											görüntü, resim ve sanat eseri
											La Cura için üretildi.
											Mesela, Burada Francesca Fini'nin
eserini görüyoruz.
											Ya da sanatçı Patrick Lichty'nin eseri:
											Benim tümörümün 3D heykelini yapıp
											Thingiverse'de satışa çıkardı.
											Artık sizde benim kanserime 
sahip olabilirsiniz
											(Gülüşmeler)
											Eğer düşünürseniz bu güzel bir şey,
											kanserimizi paylaşabiliriz.
									","
											Et ça a marché.
											Le site La Cura est devenu viral.
											J'ai reçu plein d'attention de la part 
des médias italiens et étrangers
											et j'ai rapidement reçu plus
de 500 000 contacts —
											emails, réseaux sociaux —
											beaucoup donnaient des suggestions 
pour guérir mon cancer,
											mais la plupart me disaient 
comment me guérir
											en tant qu'individu.
											Par exemple, des centaines de vidéos,
											images, photos, performances artistiques
											ont été produites pour La Cura.
											Par exemple, ici on voit Francesca Fini 
en pleine performance.
											Ou, comme l'artiste 
Patrick Lichty l'a fait :
											il a créé une sculpture 3D de ma tumeur
											et l'a mis en vente sur Thingiverse.
											Maintenant vous aussi
pouvez avoir ma tumeur !
											(Rires)
											Ce qui est plutôt cool, quand on y pense,
											on peut partager nos cancers.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											E isto continuava.
											Cientistas,
especialistas em medicina,
											alguns investigadores, médicos;
											todos me contactavam
para me aconselhar.
											Com toda esta informação e apoio,
											consegui reunir
uma equipa de neurocirurgiões,
											médicos tradicionais,
											oncologistas
e centenas de voluntários,
											com quem podia discutir
											as informações que recebia,
que eram muito importantes.
											Juntos conseguimos delinear
uma estratégia para a minha cura
											em muitas línguas,
de acordo com diferentes culturas.
											A estratégia atual
estende-se pelo mundo inteiro
											e milhares de anos da história humana,
											o que é notável.
									","
											Ve bu böyle devam ediyor,
											bilim adamları,
geleneksel ilaç uzmanları,
											araştırmacılar, doktorlar,
											hepsi bana tavsiye vermek için 
iletişime geçti.
											Bütün bu bilgi ve destekle
											artık kendi beyin cerrahı takımımı
kurabilir,
											geleneksel doktorlarla,
											onkologloklarla ve birkaç yüz
gönüllüyle
											beraber benim için çok önemli olan

											aldığım bilgileri tartışabilirdim.
											Ve beraber, kendi tedavim için 
bir strateji oluşturabilirdik
											birçok dilde, birçok
kültüre bağlı olarak.
											Mevcut strateji
bütün dünyayı ve
											binlerce yıllık insanlık tarihini
birbirine bağlıyor.
											ki bu benim için kayda değer bir şey.
											[Ameliyat]
									","
											Et il y avait tout ça —
											les scientifiques, les experts en
médecine traditionnelle,
											des chercheurs, 
des docteurs —
											tous là pour 
me donner des conseils.
											Avec toutes ces informations
et ce soutien,
											j'ai pu former une équipe de 
plusieurs neuro-chirurgiens,
											de docteurs en médecine traditionnelle,
											des oncologues, et quelques centaines 
de volontaires
											avec qui j'ai pu discuter
											à propos des informations que je recevais,
ce qui est très important.
											Et ensemble, on a imaginé un plan
pour ma propre cure
											dans plusieurs langues,
selon différentes cultures.
											Et notre stratégie s'inspirait
du monde entier
											et de milliers d'années 
d'histoire humaine,
											ce qui est vraiment incroyable, je trouve.
											[Chirurgie]
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											As RM seguintes revelaram, felizmente,
pouco ou nenhum crescimento do cancro.
											Então, tive tempo para escolher.
											Escolhi o médico
com quem queria trabalhar,
											escolhi o hospital onde queria ficar,
											e, no processo,
fui apoiado por milhares de pessoas,
											que nunca sentiram pena de mim.
											Todos sentiam
que podiam ter um papel ativo
											na minha cura
											e esta foi a parte mais importante
do La Cura.
									","
											İlerleyen dönemde, MR'lar kanserimde
büyümenin olmadığını gösterdi.
											Bu zamanı seçimlerim için kullandım.
											Çalışmak istediğim doktoru seçtim,
											kalmak istediğim hastaneyi seçtim
											ve bu arada binlerce insan 
beni destekliyordu,
											hiçbirisi bana acımıyordu.
											Herkes iyileşmemde aktif rol
											alabileceğini düşünüyordu.
											La Cura'nın en önemli rolü de buydu.
									","
											Les IRMs qui ont suivi ont montré que,
											heureusement, le cancer n'évoluait
presque pas.
											J'ai donc pu prendre 
mon temps et choisir.
											J'ai choisi le docteur avec qui
je voulais travailler,
											j'ai choisi l'hôpital,
											et en même temps j'avais le soutien 
de milliers de personnes.
											Aucun d'eux n'avait pitié de moi.
											Tout le monde pensait pouvoir
avoir un rôle dans ma guérison.
											et ceci a été l'aspect 
le plus important de La Cura.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Quais foram os resultados?
											Estou bem, como podem ver.
Muito bem.
											(Aplausos)
											Tive ótimas notícias,
depois da cirurgia:
											tinha gliomas de baixo grau,
											um tumor ""bom"",
que não cresce muito.
											Mudei completamente
a minha vida e o meu estilo de vida.
											Tudo o que fiz foi pensado
para me manter interessado.
									","
											Sonuçlar nedir?
											İyiyim, gördüğünüz gibi, gayet iyiyim.
											(Alkış)
											Harika haberlerim var;
											Ameliyattan sonra
											düşük dereceli tümörüm vardı
											fazla büyümeyen ve iyi türden
bir kanser.
											Hayatımı ve yaşam tarzımı 
tamamen değiştirdim.
											Kendimi hazırlamak için yaptığım
her şey, dikkatlice tasarlanmıştı.
									","
											Le résultat ?
											Je vais bien, comme vous voyez, 
très bien même.
											(Applaudissements)
											J'ai de très bonnes nouvelles
après l'opération :
											j'ai... j'avais un taux très faible 
de gliome,
											une sorte de « bon » cancer 
qui ne grandit pas beaucoup.
											J'ai complètement changé ma vie et
mon mode de vie.
											Tout ce que j'ai fait était pensé pour
m'inclure dans tout ce qui se passait.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Até aos últimos minutos da cirurgia,
											que foi bastante complexa;
											implantaram uma matriz de elétrodos
no meu cérebro, deste lado,
											para construir um mapa funcional
daquilo que o cérebro controla.
											E, momentos antes da operação,
											pudemos discutir
o mapa funcional do meu cérebro
											com o médico,
para compreender que riscos corria
											e se haveria alguns
que quisesse evitar.
											Obviamente, havia.
									","
											Ameliyata dakikalar kala,
											ki gergin anlardı,
											elektrodlar beynime yerleştirilmişti
											—bu taraftan—
											böylece beyin kontrollerimin işlevsel 
bir haritası çıkartıldı.
											Operasyondan hemen önce,
											doktorla birlikte beynimin haritası
üzerinde konuştuk,
											yaşabileceğim ve kaçınmak isteyeceğim
											riskleri anlamak için.
											Tabii ki vardı.
											[Açılma]
									","
											Durant toute l'opération chirurgicale,
											qui a vraiment été intense,
											des électrodes ont été implantées 
dans mon cerveau
											de ce côté,
											afin de créer une carte fonctionnelle 
de ce que le cerveau contrôle.
											Et juste avant l'opération,
											on a pu discuter avec mon docteur de 
cette carte fonctionnelle de mon cerveau
											pour comprendre les risques 
que je prenais
											et si je voulais en éviter certains.
											Évidemment il y en avait.
											[Ouverture]
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											E esta abertura
foi o aspeto essencial do La Cura.
											Milhares de pessoas partilharam
as suas histórias e experiências.
											Os médicos puderam falar
com pessoas que normalmente não consultam,
											quando pensam no cancro.
											Sou um estado contínuo de tradução
											entre diversas línguas,
											onde a ciência se cruza com a emoção
											e a investigação convencional
se cruza com a investigação tradicional.
									","
											Bu açılma gerçekten La Cura'nın
temel rollerinden biriydi.
											Binlerce insan hikayelerini ve
deneyimlerini paylaştı.
											Doktorlar kanser üzerine düşünürken,
genelde danışmadıkları
											insanlarla konuşmak zorunda kaldılar.
											Kurucusu olduğum yapı,
birçok farklı dilin aralarında
											sürekli bir çeviri yapmasına 
imkan veriyor.
											Burada bilim, duyguyla buluşuyor
											ve alışılagelmiş araştırma
geleneksel araştırmayla buluşuyor.
											[Toplum]
									","
											Cette ouverture a été essentielle
pour La Cura.
											Des milliers de personne ont partagé 
leurs histoires, leurs expériences.
											Les docteurs ont pu parler avec des gens 
qu'ils n'ont pas l'habitude de consulter
											à propos du cancer.
											Je suis dans un état de traduction 
permanent
											dans pleins de langues différentes,
											dans lesquelles la science rencontre
les émotions
											et la recherche conventionnelle rencontre
la recherche traditionnelle.
											[Société]
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											O mais importante do La Cura
									","
											La Cura'nın en önemli özelliği
									","
											Le truc le plus important sur La Cura,
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											foi sentir-me como parte
de uma sociedade
											interessada e unida,
											cujo bem-estar depende do bem-estar
de todos os seus componentes.
											Esta ""performance"" global é a minha
cura para o cancro de acesso público.
											E, na minha opinião,
											é uma cura não só para mim,
mas para toda a gente.
									","
											toplumla kurdurdurduğu bağı 
hissetmeniz
											çünkü bireyin sağlığı bütün
paydaşlarının sağlıklı olmasına bağlı.
											Bu benim küresel çapta, 
açık kaynaklı kanser tedavisi yöntemim.
											Benim düşüncem,
											benim için çare oldu ama dahası
hepimiz için olması
									","
											c'était ce sentiment de faire partie 
d'une société connectée et engagée
											dont le bien-être dépend du
bien-être de chacun.
											Cette performance mondiale est ma
cure open-source contre le cancer.
											Et je pense que,
											c'est une cure pour moi, 
et pour nous tous.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Obrigado.
									","
											Teşekkürler.
									","
											Merci.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
