en,fr,es,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											Answer in 2
									","
											Solution dans 2 secondes.
									","
											[La respuesta en 2]
									","
											[Resposta em: 2
									","
											Cevap için 2
									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											Answer in 1
									","
											Solution dans 1 seconde.
									","
											[La respuesta en 1]
									","
											[Resposta em: 1]
									","
											Cevap için 1
									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											There isn’t enough time to calculate the 
exact number of rabbits in the final cell.
											The good news is we don’t need to.
											All we need to figure out
											is how many trailing zeros it has.
									","
											On n'a pas le temps de calculer le nombre
exact de lapins dans la dernière cage.
											Bonne nouvelle : ce n'est pas nécessaire.
											Nous devons simplement estimer
le nombre de zéros à droite.
									","
											No hay tiempo suficiente para 
calcular la cifra exacta de conejos
											en la última celda.
											La buena noticia es que no hace falta.
											Lo único que necesitamos saber
											es cuántos ceros tiene a la derecha.
									","
											Não há tempo para calcular o número
exato de coelhos na célula final.
											Felizmente, não será preciso.
											Só precisamos de imaginar
											quantos zeros à direita ela tem.
									","
											Son hücredeki tam tavşan sayısını
hesaplamak için yeterli zaman yok.
											İyi haber şu ki gerek de yok.
											Tek yapmamız gereken
sonunda kaç sıfır olacağını bulmak.

									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											But how can we know how many trailing 
zeros a number has
											without calculating the number itself?
											What we do know is that we arrive at the
number of rabbits in the bottom cell
											through a process of multiplication –
											literally.
											The number of rabbits in each cell
											is the product of the number of rabbits 
in each of the two cells above it.
											And there are only two ways
											to get numbers with trailing zeros 
through multiplication:
											either multiplying a number ending in 5 
by any even number,
											or by multiplying numbers that have 
trailing zeroes themselves.
									","
											Mais comment faire pour déterminer ça
											sans calculer le nombre lui-même ?
											Nous savons que nous obtenons
un nombre de lapins dans la dernière cage
											par un processus de multiplication,
											littéralement.
											Le nombre de lapins
dans chaque cage
											est le produit du nombre de lapins
dans les deux cages au-dessus de celle-ci.
											Or il n'y a que deux manières
											d'obtenir des zéros à droite
dans les multiplications.
											Soit on multiplie par un nombre pair
un nombre qui se termine par 5,
											soit on multiplie des nombres
qui se terminent avec des zéros.
									","
											Pero ¿cómo podemos saber
cuántos ceros tiene un número al final
											sin calcular el número en cuestión?
											Lo que sabemos es que para obtener
el número de conejos en la última celda
											debe hacerse una multiplicación...
											literalmente.
											El número de conejos en cada celda
											es el producto del número de conejos
en cada una de las dos celdas superiores.
											Y solo hay dos formas
de obtener un resultado
											con ceros finales
mediante una multiplicación.
											O multiplicando un número que acabe en 5
por otro número par cualquiera,
											o multiplicando números
que acaben en cero.
									","
											Mas como saber quantos zeros à direita
tem um número
											sem calcular esse número?
											Só sabemos que chegamos
ao número de coelhos na célula de baixo
											através de um processo de multiplicação
— literalmente.
											O número de coelhos em cada célula
											é o produto do número de coelhos
em cada duas células acima dela.
											E só há duas formas
											de obter números com zeros à direita
através da multiplicação:
											ou multiplicando um número
acabado em 5 por um número par,
											ou multiplicando números
que têm zeros à direita
									","
											Fakat sayının kendisini hesaplamadan
sonundaki sıfır adedini nasıl bulabiliriz?
											En alt hücredeki tavşan sayısına
											bir çarpma işlemi sonucu
ulaştığımızı biliyoruz –
											kelimenin tam anlamıyla.
											Her hücredeki tavşan sayısı
											üstteki iki hücrede bulunan
tavşan sayılarının çarpımıdır.
											Çarpma yoluyla oluşan
											sondaki sıfırların sayısını
bulmanın sadece iki yolu var:
											Ya 5 ile biten bir sayıyı
bir çift sayıyla çarpma
											ya da sonunda sıfır olan sayılarla çarpma.
									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											Let’s calculate the number of rabbits 
in the second row
											and see what patterns emerge.
											Two of the numbers have trailing zeros –
											20 rabbits in the fourth cell 
and 30 in the fifth cell.
											But there are no numbers ending in 5.
											And since the only way to get a number 
ending in 5 through multiplication
											is by starting with a number ending in 5,
											there won’t be any more 
down the line either.
											That means we only need to worry
											about the numbers that have 
trailing zeros themselves.
											And a neat trick to figure out the amount
of trailing zeros in a product
											is to count and add the trailing zeros 
in each of the factors –
											for example, 10 x 100 = 1,000.
									","
											Calculons le nombre de lapins
dans la deuxième rangée.
											Il y a une règle qui émerge.
											Deux des nombres ont des zéros à droite.
											Il y a respectivement 20 et 30 lapins
dans les 4ème et 5ème cages.
											Mais aucun nombre ne se termine par 5.
											Sachant qu'une multiplication qui a comme
résultat en un nombre qui se termine par 5
											doit contenir un 5 dans ses facteurs,
											cette option est éliminée.
											Nous devons donc nous concentrer
											sur les nombres avec des zéros à droite.
											L'astuce pour déterminer dans un produit
le nombre de zéros à droite
											consiste à compter le nombre de zéros
dans chaque facteur.
											Par exemple, 10 x 100 = 1 000.
									","
											Calculemos el número 
de conejos de la segunda fila
											y veamos si existe un patrón.
											Dos de los números acaban en cero:
											20 conejos en la cuarta celda
y 30 en la quinta celda.
											Pero no hay números que acaben en 5.
											Y como la única forma de obtener
un número que acabe en 5
											mediante una multiplicación
											es partiendo de un número que acabe en 5,
											tampoco los habrá más adelante.
											Solo tenemos que fijarnos, pues,
											en los números que terminen en cero.
											Un buen truco para saber la cantidad
de ceros finales en un producto
											es contar los ceros a la derecha
de cada uno de los factores y sumarlos,
											por ejemplo: 10 x 100 = 1000.
									","
											Calculemos o número de coelhos
na segunda fila
											e vejamos qual é o padrão que surge.
											Dois dos números têm zeros à direita
											— 20 coelhos na quarta cela
e 30 coelhos na quinta cela.
											Mas não há números terminados em 5.
											Como a única maneira de obter
um número terminado em 5,
											através da multiplicação,
											é começar com um número terminado em 5,
											não haverá nenhum
na linha seguinte.
											Por isso, só precisamos de nos preocupar
											com os números
que têm zeros à direita.
											Um bom truque para ver a quantidade
de zeros à direita num produto
											é contar e somar os zeros à direita
em cada um dos fatores
											— por exemplo, 10 x 100 = 1000.
									","
											İkinci sıradaki tavşan
sayılarını hesaplayıp
											oluşacak deseni kendimiz görelim.
											İki sayının da sonunda sıfır var –
											dördüncü hücrede 20 tavşan
ve beşincide 30 tavşan.
											Fakat 5 ile biten sayı yok.
											Çarpma yoluyla 5 ile biten
bir sayı elde etmenin tek yolu
											5 ile biten bir sayıyla
başlamak olduğundan,
											sıranın altında da
başkası bulunmayacaktır.
											Yani sadece sonunda sıfır bulunan
sayıları düşünmemiz gerekmektedir.
											Bir çarpımda sondaki sıfırların
sayısını bulmanın güzel bir yolu
											çarpanların sonundaki sıfırların
sayılarını toplayıp saymaktır –
											örneğin 10 x 100 = 1000.
									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											So let’s take the numbers in the fourth 
and fifth cells
											and multiply down from there.
											20 and 30 each have one zero,
											so the product of both cells will have 
two trailing zeros,
											while the product of either cell and 
an adjacent non-zero-ending cell
											will have only one.
											When we continue all the way down,
											we end up with 35 zeros 
in the bottom cell.
											And if you’re not too stressed about 
the potential nano-rabbit apocalypse,
											you might notice that counting 
the zeros this way
											forms part of Pascal’s triangle.
									","
											Prenons les nombres
des 4ème et 5ème cages
											et commençons la multiplication.
											20 et 30 ont chacun un zéro.
											Dès lors, le produit des deux cellules
contiendra deux zéros à droite.
											Le produit entre ces cellules
et leur cellule voisine respective,
											qui ne se termine pas par un zéro,
											contiendra un seul zéro à droite.
											Si on continue ainsi jusqu'en bas,
											nous obtenons 35 zéros
dans la cellule du bas.
											Si l'éventuelle apocalypse causée
par les nano-lapins ne vous distrait pas,
											vous remarquerez qu'en comptant
les zéros de cette manière,
											on forme une partie du triangle de Pascal.
									","
											Tomemos entonces los números
de la cuarta y quinta celda
											y multipliquemos a partir de allí.
											El 20 y el 30 tienen un cero cada uno,
											así que el producto de ambas celdas
tendrá dos ceros a la derecha,
											en tanto que el producto de una de ellas
y su celda adyacente no terminada en cero
											solo tendrá un solo cero al final.
											A medida que seguimos multiplicando,
											obtendremos 35 ceros en la última celda.
											Y si no estás demasiado preocupado por
el potencial apocalipsis de nanoconejos,
											podrás darte cuenta de que
contando los ceros de esta forma
											se forma una parte
del triángulo de Pascal.
									","
											Então, vejamos os números
da quarta e da quinta células
											e multipliquemos a partir daí.
											20 e 30 têm um zero, cada um,
											portanto o produto de ambas as células
terão dois zeros à direita,
											enquanto o produto de cada célula
											por uma célula adjacente
que não acabe num zero
											terá só um zero.
											Quando continuamos por ali abaixo,
											acabamos com 35 zeros
na célula de baixo.
											E, se não estiveres muito nervoso
											com o possível apocalipse
dos nano-coelhos,
											talvez repares que contar
os zeros deste modo
											faz parte do triângulo de Pascal.
									","
											Öyleyse dördüncü ve beşinci
hücrelerdeki sayıları alıp
											oradan itibaren çarpalım.
											20 ve 30'da birer sıfır var,
											böylece iki hücrenin çarpımında
sonda iki sıfır olacak,
											bunun yanı sıra bu hücrelerin bitişikteki
sıfırla bitmeyen bir hücreyle çarpımında
											sadece bir sıfır bulunacak.
											Bu şekilde aşağı doğru ilerlersek
											en alttaki hücrede 35 sıfır elde ederiz.
											Potansiyel nano-tavşan kıyameti
konusunda çok endişeli değilseniz
											sıfırları bu yolla saymanın
Pascal üçgeninin bir parçasını
											oluşturduğunu da fark edebilirsiniz.
									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
											Adding those 35 zeros to the 
46 digit number we had before
											yields an 81 digit number –
											too big for the habitat to contain!
											You rush over and pull 
the emergency switch
											just as the seventh generation of rabbits 
was about to mature –
											hare-raisingly close to disaster.
									","
											Quand on additionne ces 35 zéros
au nombre de 46 chiffres précédent,
											on obtient un nombre à 81 chiffres,
											qui dépasse la capacité de l'habitat.
											Vous vous précipitez
sur la prise de sécurité
											juste avant que la 7ème génération
de lapins n'arrive à maturité,
											et vous évitez le désastre.
									","
											Cuando añadimos esos 35 ceros
al número de 46 dígitos inicial,
											obtenemos un número de 81 cifras,
											demasiado grande
para que quepa en la celda.
											Te apresuras y tiras 
de la palanca de emergencia
											justo cuando la séptima generación
estaba a punto de llegar a la madurez,
											y evitas el desastre.
									","
											Se acrescentarmos 35 zeros
											ao número de 46 algarismos
que já tínhamos
											resulta um número de 81 algarismos
											— demasiado grande para caber no ""habitat"".
											Apressas-te a acionar a alavanca de emergência
											mesmo quando a sétima geração
de coelhos está a tornar-se adulta,
											evitando assim o desastre.
									","
											Bu 35 sıfırı eldeki 46 basamaklı 
sayıya ekleyerek
											81 basamaklı bir sayı elde ederiz –
											Yaşam hücresinin alacağından fazla!
											Yedinci nesil tavşanların
üremesinden hemen önce
											koşup acil durum kolunu çekersin –
											neredeyse tavşan kıyameti kopacaktı.
									",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
"
","
","
","
","
",Can you solve the multiplying rabbits riddle?,Alex Gendler,4:26,"TED-Ed,math,animation"
