es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											La otra cosa que quería hacer es hablarles de ustedes.
											Habrá unas 1.600 personas, creo.
											Mi cálculo es que probablemente 45 de ustedes
											sienten absoluta pasión por la música clásica.
											Adoran la música clásica. Tienen la FM siempre en el dial clásico.
											Y tienen CDs en el auto y van al concierto.
											Y sus hijos tocan instrumentos.
											No se imaginan la vida sin música clásica.
											Ese es el primer grupo; es un grupo muy pequeño.
											Después está el otro grupo, más grande.
											Esta es la gente a la que no les molesta la música clásica.
											(Risas)
											Ya saben, llegas a casa después de un largo día
											y tomas una copa de vino y pones los pies en alto.
											Un poco de Vivaldi como fondo no hace daño.
											(Risas)
											Ese es el segundo grupo.
											Ahora viene el tercer grupo.
											La gente que nunca escucha música clásica.
											Simlpemente no forma parte de su vida.
											Quizás la escuchan como fumadores pasivos en el aeropuerto, pero —
											(Risas)
											— y quizá una pequeña parte de una marcha de Aida
											al entrar en la sala. Pero, fuera de eso, nunca escuchan.
											Ese es probablemente el grupo más grande.
									","
											Şimdi, yapmak istediğim bir diğer şey ise size sizden bahsetmek.
											Orada sanıyorum 1600 kişi var.
											Benim tahminim muhtemelen 45'iniz
											klasik müzik konusunda kesinlikle tutkulu.
											Klasik müziğe tapıyorsunuz. Radyonuz her zaman o klasik müzik kanalında.
											Ve arabanızda CD'leri bulunuyor, ve senfonilere gidiyorsunuz.
											Ve çocuklarınız enstrüman çalıyor.
											Hayatınızı klasik müzik olmadan hayal edemiyorsunuz.
											Bu ilk grup, oldukça küçük bir grup.
											Ardından bir diğer grup var, daha büyük bir grup.
											Bunlar ise klasik müziği önemsemeyen insanlar.
											(Kahkahalar)
											Bilirsiniz, evinize uzun bir günün ardından gelirsiniz,
											bir bardak şarabınızı alır ve ayaklarınızı uzatırsınız.
											Arkaplanda biraz Vivaldi'nin zararı olmaz.
											(Kahkahalar)
											Bu da ikinci gruptur.
											Şimdi sıra üçüncü grupta.
											Bunlar ise klasik müziği hiçbir zaman dinlemeyen insanlardır.
											Basitçe hayatınızın bir parçası değildir.
											Hava alanında sigara içme bölümlerinde duyabilirsiniz, fakat —
											(Kahkahalar)
											— ve belki de koridora girerken Aida'dan
											küçük bir marş. Fakat bunun dışında hiçbir zaman duymazsınız.
											Belki de bu aralarındaki en büyük gruptur.
									","
											L'autre chose que je veux faire c'est vous parler de vous.
											Il y a 1600 personnes ici.
											Mon estimation est que probablement 45 d'entre vous
											sont des grands passionnées de musique classique.
											Vous adorez la musique classique. Votre FM est toujours sur France Musique.
											Vous avez des CD dans votre voiture, vous allez aux concerts.
											Vos enfants jouent d'un instrument.
											Vous ne pouvez pas imaginer votre vie sans musique classique.
											C'est le premier groupe; un petit groupe.
											Puis il y a l'autre groupe, plus grand.
											Ceux qui ne détestent pas un peu de musique classique.
											(Rires)
											Quand vous rentrez à la maison après une dure journée
											et prenez un verre de vin, et allongez vos jambes.
											Un petit Vivaldi en musique de fond ne vous fait pas de mal.
											(Rires)
											C'est le deuxième groupe.
											Maintenant le troisième groupe.
											Ceux qui n'écoutent jamais de musique classique.
											Elle ne fait simplement pas partie de votre vie.
											Vous l'entendez peut être à l'aéroport, mais —-
											(Rires)
											— et peut être un peu d'une marche de Aida.
											quand vous pénétrez dans un hall. Mais sinon vous n'en entendez jamais.
											C'est probablement le plus grand des trois groupes.
									","
											Außerdem möchte ich Ihnen von Ihnen selbst erzählen.
											Hier sitzen etwa 1.600 Menschen, glaube ich.
											Nach meiner Schätzung sind 45 von Ihnen
											absolut leidenschaftliche Hörer klassischer Musik.
											Sie lieben klassische Musik. Ihr Radio steht immer auf einem Klassik-Sender.
											Sie haben CDs in Ihrem Auto und gehen ins Orchester.
											Ihre Kinder spielen Instrumente.
											Sie können sich kein Leben ohne Klassik vorstellen.
											Das ist die erste Gruppe; eine ziemlich kleine Gruppe.
											Dann gibt es noch eine Gruppe; eine größere Gruppe.
											Das sind diejenigen, denen Klassik nichts ausmacht.
											(Lachen)
											Sie wissen schon. Sie kommen nach einem langen Tag nach Hause
											und nehmen sich ein Glas Wein, legen die Füße hoch.
											Ein bisschen Vivaldi im Hintergrund kann nicht schaden.
											(Lachen)
											Das ist die zweite Gruppe.
											Nun zur dritten Gruppe.
											Das sind diejenigen, die nie Klassik hören.
											Es ist einfach kein Teil ihres Lebens.
											Sie hören es vielleicht wie ein Passivraucher am Flughafen, aber...
											(Lachen)
											...und vielleicht ein biscchen von einem Marsch aus Aida,
											wenn Sie den Saal betreten. Aber sonst hören Sie sie nie.
											Das ist wahrscheinlich die größte Gruppe von allen.
									","
											A outra coisa que queria fazer 
é falar sobre vocês.
											Creio que há 1600 pessoas nesta sala.
											A minha estimativa é que provavelmente 
há aqui um grupo de 45 pessoas
											que são absolutamente apaixonadas 
por música clássica.
											Adoram música clássica.
											O vosso rádio está sempre numa estação
que passa música clássica.
											Têm CD no vosso carro e vão a concertos.
											E os vossos filhos tocam instrumentos.
											Não conseguem imaginar a vossa vida 
sem música clássica.
											Este é o primeiro grupo.
É um grupo pequeno.
											Depois, há um outro grupo maior.
											Este é o grupo das pessoas que não se 
interessam por música clássica. (Risos)
											Chegam a casa depois de um longo dia,
											tomam um copo de vinho e colocam 
os pés em repouso.
											Um pouco de Vivaldi em música de fundo 
não faz mal nenhum. (Risos)
											Este é o segundo grupo.
Agora, vem o terceiro grupo.
											Estas são as pessoas que nunca 
ouvem música clássica.
											Simplesmente, não faz parte da vossa vida.
											Talvez oiçam como se fossem
fumadores passivos no aeroporto, mas...
											(Risos)
											E talvez um pouco da marcha
da ""Aida"" quando chegam a algum sítio.
											Mas, tirando isso, nunca ouvem.
											Este é provavelmente
o maior grupo de todos.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Y después hay un grupo muy pequeño.
											Son los que creen que no tienen sentido musical.
											Montones de personas creen que no tienen sentido musical.
											Ciertamente, escucho mucho decir: ""Mi marido no tiene oído para la música"".
											(Risas)
											Pero, a decir verdad, es se puede no tener sentido musical. Todos lo tenemos.
											Si no tuviéramos sentido musical, no podríamos hacer los cambios
											en el auto, con palanca manual.
											No podríamos distinguir entre
											alguien de Texas y alguien de Roma.
											Y el teléfono. El teléfono. Si llama su madre
											por el pobre teléfono, llama y dice ""Hola"",
											no sólo saben quién es, también saben de qué humor está.
											Tienen un oído fantástico. Todo el mundo tiene un oído fantástico.
											O sea que a nadie le falta sentido musical.
									","
											Ve bir de çok küçük bir grup vardır.
											Bu insanlar kendilerini ton sağırı sananlardır.
											İnanılmaz sayıda insan ton sağırı olduğu düşünür.
											Aslında, şunu çok duyarım, ""Benim kocam ton sağırıdır.""
											(Kahkahalar)
											Aslında, ton sağırı olamazsınız. Kimse ton sağırı değildir.
											Eğer ton sağırı olsaydınız, manuel vitesli
											arabanızda vitesi değiştiremezdiniz.
											Texas'taki biri ile
											Roma'daki biri arasındaki farkı anlayamazdınız.
											Ve telefon. Telefon. Eğer anneniz
											o umutsuz telefonda arar, arar ve ""Merhaba"" derse,
											kim olduğunu bilmekle kalmaz, hangi ruh halinde olduğunu da bilirsiniz.
											Harika kulaklarınız var. Herkesin harika kulakları var.
											Yani kimse ton sağırı değil.
									","
											Et puis il y a un tout petit groupe.
											Ceux qui pensent ne pas avoir l'oreille musicale.
											Un nombre incroyable de gens pensent ne pas avoir l'oreille musicale.
											D'ailleurs, j'entends souvent, ""mon mari n'a pas l'oreille musicale"".
											(Rires)
											Vous ne pouvez pas ne pas avoir l'oreille musicale. Personne.
											Si vous n'aviez pas l'oreille musicale, vous ne pourriez pas changer les vitesses
											de votre voiture.
											Vous ne pourriez pas entendre la différence entre
											un Texan et un habitant de Rome.
											Au téléphone, quand votre mère appelle,
											elle parle et dit ""Bonjour"",
											non seulement vous savez qui c'est, mais vous savez de quelle humeur elle est.
											Vous avez une oreille fantastique. Tout le monde
											a l'oreille musicale.
									","
											Und dann gibt es noch eine sehr kleine Gruppe.
											Das sind diejenigen, die denken, sie hätten kein musikalische Gehör.
											Erstaunlich viele denken, sie hätten kein musikalisches Gehör.
											Ich höre tatsächlich oft: „Mein Mann hat kein musikalisches Gehör.“
											(Lachen)
											Aber in Wirklichkeit gibt es das nicht. Jeder hat ein musikalisches Gehör.
											Wenn Sie kein musikalisches Gehör hätten,
											könnte Sie im Auto keine Gänge schalten.
											Sie könnten keinen Unterschied hören zwischen
											jemandem aus Texas und jemandem aus Rom.
											Und das Telefon! Wenn Ihre Mutter anruft –
											und in sie in schlechter Telefonqualität „Hallo“ hören
											wissen Sie nicht nur, wer es ist, sondern auch in welcher Stimmung sie ist!
											Sie haben ein fantastisches Gehör. Jeder hat es.
											Also: jeder hat ein musikalisches Gehör.
									","
											E depois existe
um grupo muito pequeno.
											Estas são pessoas que acreditam que 
não têm ouvido para a música.
											Um número incrível de pessoas
acredita não ter ouvido para a música.
											De facto, oiço muitas vezes:
""O meu marido é surdo."" (Risos)
											Na verdade, isso não existe.
Todos temos ouvido para a música.
											Se vocês não conseguissem distinguir
as notas musicais,
											não poderiam fazer as mudanças
no vosso carro, manualmente.
											Não saberiam diferenciar o sotaque
											entre alguém do Texas e alguém de Roma.
											E ao telefone.
											Se a vossa mãe vos ligar
naquele miserável telefone,
											e vos disser: ""Olá""
											vocês não só a reconhecem logo,
como sabem se está de mau humor.
											Vocês têm um ouvido fantástico.
Todos temos um ouvido fantástico.
											Assim, todos somos capazes
de reconhecer as notas musicais.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Pero les digo algo. Para mí no está bien seguir con esta cosa
											con semejante abismo entre los que entienden,
											aman y sienten pasión por la música clásica,
											y los que no se relacionan con ella para nada.
											Los que no tienen oído, ya no están aquí.
											Pero aun entre esas tres categorías, el abismo es demasiado grande.
											O sea que no me iré de aquí que el último en esta sala,
											abajo y en Aspen, y todos los que están mirando
											lleguen a amar y entender la música clásica.
											Así que esto es lo que haremos.
									","
											Fakat size şunu söyleyeyim. Böyle devam etmek benim için işe yaramıyor:
											klasik müziği anlayanlar, sevenler ve
											ona tutkuyla bağlananlar ile
											klasik müzik ile hiçbir alakası olmayanlar arasında bir uçurum yaratmak.
											Ton sağırı insanlar, artık burada değiller.
											Fakat bu üç kategori arasında bile, çok büyük bir uçurum var.
											Bu yüzden bu odadaki, alt kattaki ve Aspen'daki
											her bir insan ve izleyen herkes klasik müziği sevip,
											anlayana kadar gitmeyeceğim.
											Yani, yapacağımız şey bu.
									","
											Mais ça ne sert à rien que je continue sur cette lancée
											alors qu'il y a un tel écart entre ceux qui comprennent,
											et adorent la musique classique,
											et ceux qui n'ont rien à voir avec elle.
											Ceux qui n'ont pas l'oreille musicale ne sont plus ici.
											Mais même entre les trois catégories qui restent, le fossé est énorme.
											Je ne partirai pas avant que chaque personne dans cette salle,
											en bas et dans Aspen, et tous ceux qui regardent,
											en arrivent à aimer et à comprendre la musique classique.
											Voilà ce que nous allons faire.
									","
											Aber ich sagen Ihnen was. Ich kann so nicht weitermachen,
											mit dieser Kluft zwischen denen, die klassische Musik
											verstehen und leidenschaftlich lieben
											und denen, die keinerlei Bezug zu ihr haben.
											Die ohne Gehör sind nicht mehr hier.
											Aber selbst mit den drei anderen Kategorien ist es eine zu große Kluft.
											Also werde ich nicht weiter machen, bevor nicht jeder Einzelne in diesem Raum
											im Untergeschoss und in Aspen, und jeder, der sonst noch zusieht,
											beginnt, klassische Musik zu verstehen und zu lieben.
											Also tun wir folgendes.
									","
											Mas digo-vos:
Não consigo continuar
											com uma separação tão grande
entre aqueles que compreendem,
											adoram e são apaixonados
por música clássica,
											e aqueles que não têm
qualquer relação com ela.
											As pessoas que não têm ouvido para 
a música, já não estão aqui.
											Mas mesmo entre as outras 3 categorias, 
existe um abismo demasiado grande.
											Então, não sairei daqui enquanto 
cada pessoa nesta sala,
											lá em baixo e em Aspen, e todas as outras 
pessoas que nos estão a ver,
											não vierem a gostar e a compreender 
a música clássica.
											Portanto, é isto que vamos fazer.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Ahora, se dan cuenta de que no tengo la más mínima duda
											de que esto funcionará si miran mi cara, ¿cierto?
											Es una de las características de un líder que no dude
											ni un momento de la capacidad de aquellos a quien lidera
											de ver cualquier cosa que él sueña.
											Imaginen si Martin Luther King hubiera dicho; ""Yo tengo un sueño.
											Por supuesto, no sé si van a poder entenderlo.""
											(Risas)
									","
											Şimdi, yüzüme bakarsanız bunun işe yarayacağı ile ilgili
											en ufak bir şüphemin olmadığını fark ediyorsunuz, değil mi?
											Bu, liderlerin vasıflarından bir tanesidir:
											yönettiği insanların, onun hayal ettiği şeyi
											kavramaları konusunda şüphesinin bulunmaması.
											Martin Luther King'in şunu söylediğini düşünün: ""Bir hayalim var.
											Elbette, bunu anlayacaklarından emin değilim.""
											(Kahkahalar)
									","
											Vous remarquez que je n'ai aucun doute
											que ça va marcher. Regardez mon visage.
											C'est l'apanage d'un leader de n'avoir aucun doute
											dans la capacité des gens qu'il mène
											à réaliser ses rêves.
											Imaginez si Martin Luther King avait dit, ""J'ai un rêve
											mais je ne suis pas sûr qu'ils pourront le faire"".
											(Rires)
									","
											Sehen Sie! Es gibt keinerlei Zweifel in meinem Gesicht,
											dass das hier funktionieren wird, richtig?
											Es gehört zu einem Führer, dass er die Möglichkeiten derer,
											die er führt, zu keinem Zeitpunkt in Zweifel zieht,
											um das, wovon er träumt, zu ermöglichen.
											Stellen Sie sich vor, Martin Luther King hätte gesagt: „I have a dream.
											Aber ich weiß nicht, ob mir jemand folgen wird.“
											(Lachen)
									","
											Agora, repararam na minha cara que 
eu não tenho a mínima dúvida
											de que isto vai funcionar, certo?
											Uma das características de um líder 
é nunca duvidar
											da capacidade daqueles que lidera
											de perceberem
o quer que ele esteja a sonhar.
											Imaginem se o Martin Luther King
tivesse dito:
											""Eu tenho um sonho.
											""Contudo, não tenho a certeza se 
eles estão prontos para ele.""
											(Risos)
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Está bien. Tomaré entonces una pieza de Chopin.
											Es un bello preludio de Chopin. Algunos lo conocen.
											(Música)
											¿Saben qué me parece que ocurrió probablemente en esta sala?
											Cuando empecé, pensaron, ""Qué lindo suena""
											(Música)
											""No creo que debamos ir al mismo lugar
											de vacaciones el verano que viene"".
											(Risas)
											¿Es gracioso, no? Es gracioso cómo esos pensamientos
											nos dan vueltas en la cabeza.
											Y por supuesto —
											(Aplausos)
											— y por supuesto, si la pieza es larga y tuvieron un largo día,
											pueden llegar a desconectarse.
											Entonces, su acompañante les dará un codazo en las costillas
											para decir: ""¡Despierta, es cultura! Y entonces se sentirán peor.
									","
											Pekala. Şimdi Chopin'den bir parça çalacağım.
											Bu, Chopin'den güzel bir giriştir. Bazılarınız hatırlayacaktır.
											(Müzik)
											Biraz önce bu odada ne oldu biliyor musunuz?
											Başladığımda, şöyle düşündünüz, ""Ne kadar hoş bir melodisi var.""
											(Müzik)
											""Seneye yaz tatilimizde
											bence aynı yere gitmeyelim.""
											(Kahkahalar)
											Komik, değil mi? Bu fikirlerin kafanıza
											bir anda esmesi çok komik.
											Ve elbette —
											(Alkışlar)
											— ve elbette, eğer parça uzun ve siz de uzun bir gün geçirdiyseniz,
											bir anda sızabilirsiniz.
											O zaman, eşiniz sizi dürtüp şunu söyleyecektir:
											""Uyan! Kültür bu!"" ve sonra daha kötü hissedersiniz.
									","
											Bien. Je vais prendre un morceau de Chopin
											Un beau prélude de Chopin. Certains le connaissent.
											(Musique)
											Vous savez ce qui c'est probablement passé dans cette salle?
											Quand j'ai commencé, vous avez pensé, ""Que c'est beau!""
											(Musique)
											""Je ne pense pas qu'on devrait retourner au même endroit
											pour les vacances cet été"".
											(Rires)
											C'est amusant, n'est-ce pas? Comme ces pensées
											vous viennent à l'esprit.
											Et bien sûr
											(Applaudissements)
											— si le morceau est long et si vous avez eu une dure journée,
											vos pensées s'égareront.
											Et votre compagnon vous donnera un coup de coude
											et dira, ""Réveille-toi! C'est de la culture!"" Et vous vous sentirez encore plus mal.
									","
											Okay. Ich werde ein Stück von Chopin nehmen.
											Es ist ein schönes Vorspiel von Chopin. Manche werden es kennen.
											(Musik)
											Ich stelle mir vor, was in diesem Raum gerade passiert ist.
											Als ich begonnen habe haben Sie gedacht: „Wie schön das klingt.“
											(Musik)
											„Ich denke, wir sollten in diesen Sommerferien
											nicht wieder an den gleichen Ort fahren.“
											(Lachen)
											Es ist lustig, oder? Wie sich unsere Gedanken
											irgendwie in unsere Köpfe schleichen.
											Und natürlich...
											(Applaus)
											...wenn es ein langes Stück ist und Ihr Tag anstrengend war
											könnten Sie tatsächlich wegdriften.
											Ihrer Sitznachbar stößt Ihnen dann in die Rippen
											und sagt „Aufwachen! Das ist Kultur!“ Und Sie fühlen sich noch schlechter.
									","
											Muito bem. Vou então tocar
uma peça de Chopin.
											Este é um belíssimo prelúdio de Chopin. 
Alguns de vós vão reconhecê-lo.
											(Música)
											Sabem o que é que eu acho que
provavelmente aconteceu nesta sala?
											Quando eu comecei a tocar,
vocês pensaram: ""Que bonito.""
											(Música)
											""Penso que não deveríamos ir 
para o mesmo sítio
											""nas nossas próximas férias de verão.""
											(Risos)
											É engraçado, não é?
											É engraçado como estes pensamentos
surgem nas nossas cabeças.
											E é claro...
											(Aplausos)
											É claro, se a peça é longa 
e vocês tiveram um longo dia,
											podem querer até dormir.
											E então, a vossa companheira 
toca-vos nas costas
											e diz: ""Acorda! É cultura!""
											E vocês sentem-se ainda piores.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Pero, ¿alguna vez pensaron que la razón por la que sienten somnolencia
											con la música clásica no es por ustedes, sino por nosotros?
											Alguien pensó, mientras yo tocaba,
											""¿Por qué usa tantos acentos?""
											Si hubiera hecho esto con mi cabeza, seguro lo habrían pensado.
											(Música)
											Y por el resto de su vida, cada vez que escuchen música clásica
											siempre podrán saber si escuchan esos acentos.
									","
											Fakat, klasik müzikte bu kadar uykulu hissetmenizin
											sizden değil, bizden kaynaklandığını düşündünüz mü?
											Ben çalarken hiç kimse şöyle düşündü mü:
											""Neden bu kadar çok tempo tutuyor?""
											Eğer başımla şunu yapsaydım, kuşkusuz böyle düşünürdünüz.
											(Müzik)
											Ve hayatınızın geri kalanı boyunca, her klasik müzik dinlediğinizde
											o tempoyu hissedip hissetmediğinizi hep bileceksiniz.
									","
											Mais avez-vous remarqué que la raison pour laquelle vous somnolez
											avec la musique classique ce n'est pas vous, mais nous?
											Quelqu'un s'est-il dit pendant que je jouais,
											""Pourquoi utilise-t-il autant d'impulsions?""
											Si j'avais fait ça avec ma tête vous y auriez pensé.
											(Musique)
											Et pour toujours, quand vous entendrez de la musique classique
											vous saurez si vous avez entendu de telles impulsions.
									","
											Könnte der Grund, warum Sie bei klassischer Musik müde werden
											vielleicht nicht bei Ihnen liegen sondern bei uns?
											Hat jemand von Ihnen, während ich gespielt habe, gedacht:
											„Warum setzt er so viele Akzente?“
											Wenn ich mit meinem Kopf so gemacht hätte, hätten Sie es sicherlich gedacht.
											(Musik)
											Und für Ihr restliches Leben, werden Sie immer wissen,
											wenn Sie bei klassischer Musik diese Akzente hören.
									","
											Mas já vos ocorreu que o motivo 
pelo qual se sentem sonolentos
											quando ouvem música clássica, 
é por nossa causa?
											Alguém pensou,
enquanto eu estava a tocar:
											""Porque é que ele está a usar
tantos impulsos?""
											Se eu tivesse feito gestos
com a minha cabeça,
											certamente que o teriam pensado.
											(Música)
											E agora, para o resto da vossa vida,
sempre que ouvirem música clássica,
											irão reconhecer
se ouvirem estes impulsos.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
											Entonces, veamos lo que está pasando aquí realmente.
											Tenemos un SI. Esto es un SI. La siguiente nota es DO.
											Y el trabajo del DO es hacer triste al SI. ¿Y lo consigue, no?
											(Risas)
											Los compositores lo saben. Si quieren música triste
											simplemente tocan esas dos notas.
											(Música)
											Pero básicamente es sólo un SI, con cuatro tristes.
											(Risas)
											Ahora, baja a LA. Ahora a SOL y luego a FA.
											Entonces tenemos SI, LA, SOL, FA. Y si tenemos SI, LA, SOL, FA,
											¿que esperamos después? Oh, eso pudo haber sido casual.
											Probemos de nuevo. Oooh, el coro TED.
											(Risas)
											Y notan que no hay nadie sin oído musical, ¿cierto? Nadie.
											Miren, cada aldea de Bangladesh
											y cada aldea en China. Todos saben:
											da, da, da, da — da. Todos saben quién espera ese MI.
									","
											Şimdi burada neler olduğunu görelim.
											Elimizde B var. Bu B. Sonraki nota ise bir C.
											Ve C'nin görevi, B'yi hüzünlü yapmak. Ve yapıyor, değil mi?
											(Kahkahalar)
											Besteciler bunu bilir. Eğer hüzünlü müzik istiyorlarsa
											sadece o iki notayı çalarlar.
											(Müzik)
											Fakat basitçe bu sadece dört hüzünlü bir B'dir.
											(Kahkahalar)
											Şimdi A'ya doğru düşüyor. Şimdi G'ye ve F'ye.
											Böylece elimizde B, A, G, F var. Ve eğer elimizde B, A, G, F var ise,
											ardından neyi bekleriz? O, bir sürpriz olabilir.
											Tekrar deneyelim. Oo, TED korosu.
											(Kahkahalar)
											Ve kimsenin ton sağırı olmadığını fark ettiniz değil mi? Kimse değil.
											Bilirsiniz, Bangladeş'teki ve
											Çin'deki her köy. Herkes biliyor:
											da, da ,da ,da — da. Herkes biliyor. Kimler o E'yi bekliyordu?
									","
											Voyons ce qui se passe vraiment
											Nous avons un SI. La prochaine note est un DO.
											Le boulot du DO c'est de rendre le SI triste. Et il y arrive!
											(Rires)
											Les compositeurs savent cela. Si ils veulent une musique triste
											ils jouent ces deux notes.
											(Musique)
											Fondamentalement, c'est juste un SI avec quatre tristes.
											(Rires)
											Puis ça descend sur LA. Puis SOL, et FA.
											Nous avons SI, LA, SOL, FA. Et après SI, LA, SOL, FA,
											on s'attend à? Ah, ca n'a peut être pas marché.
											Essayons encore. Ooh, la chorale de TED.
											(Rires)
											Vous remarquez que tout le monde a l'oreille musicale.
											Dans chaque village du Bangladesh
											et chaque hameau de la Chine. Tout le monde le sait.
											da, da, da, da — da. Tout le monde sait qu'on attend un MI.
									","
											Lassen Sie uns sehen, was hier wirklich passiert.
											Wir haben ein H. Das ist ein H. Die nächste Note ist ein C.
											Die Aufgabe des C ist es, das H traurig zu machen. Und es funktioniert, oder?
											(Lachen)
											Komponisten wissen das. Wenn sie traurige Musik wollen
											spielen sie einfach diese beiden Noten.
											(Musik)
											Aber eigentlich ist es bloß ein H mit vier traurigen Noten.
											(Lachen)
											Jetzt geht es runter zum A, zum G und zum F.
											Also haben wir H, A, G, F. Und was erwarten wir
											nach H, A, G, F? Oh, das kann einfach Glück gewesen sein.
											Probieren wir es erneut. Ooh, der TED-Chor.
											(Lachen)
											Sehen Sie! Alle haben ein musikalisches Gehör. Jeder.
											Sie wissen es, jedes Dorf in Bangladesh
											und jedes Dörfchen in China – alle wissen:
											da, da, da, da – da. Jeder weiß es, der das E erwartet.
									","
											Vamos lá ver o que realmente 
está a acontecer aqui.
											Temos um Si. Isto é um Si. 
A próxima nota é um Dó.
											E a função do Dó é tornar o Si triste. 
E consegue, não consegue?
											(Risos)
											Os compositores sabem disto.
											E se eles quiserem música triste,
tocam estas duas notas.
											(Música)
											Mas basicamente, é um Si 
com quatro tristezas.
											(Risos)
											Agora, desce para Lá. Agora para Sol. 
E depois para Fá.
											Então temos, Si, Lá, Sol, Fá. 
E se temos, Si, Lá, Sol, Fá,
											o que esperamos a seguir?
											(Música)
											Oh, pode ter sido um lapso.
											Vamos tentar outra vez.
											(Música)
											Oh, o coro TED.
											(Risos)
											E repararam que não há ninguém
que não tenha um ouvido musical, certo?
											Ninguém.
											Em qualquer aldeia no Bangladeche
											e em cada aldeia na China — todos sabem:
											da, da, da, da — da. Todos sabem que 
se está à espera desse Mi.
									",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
"
","
","
","
","
",The transformative power of classical music,Benjamin Zander,20:43,"conducting,creativity,culture,entertainment,live music,music,performance"
