en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
											DT: (Speaking Chinese)
									","
											DT: (Em chinês)
									","
											DT: (Hablando en chino)
									","
											DT: (parle en chinois)
									","
											DT: (Çince konuşuyor)
									",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
											KFL: You didn't know
he knew Chinese, did you?
									","
											KFL: Não sabiam que ele 
falava chinês, pois não?
									","
											KFL: No sabían que 
Trump hablaba chino ¿verdad?
									","
											KFL: 
Vous ne saviez pas qu'il parlait chinois ?
									","
											KFL: Çince bildiğini
bilmiyordunuz değil mi?
									",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
											So deep learning has become the core
in the era of AI discovery,
											and that's led by the US.
											But we're now in the era
of implementation,
											where what really matters is execution,
product quality, speed and data.
											And that's where China comes in.
											Chinese entrepreneurs,
											who I fund as a venture capitalist,
											are incredible workers,
											amazing work ethic.
											My example in the delivery room is nothing
compared to how hard people work in China.
											As an example, one startup
tried to claim work-life balance:
											""Come work for us because we are 996.""
											And what does that mean?
											It means the work hours
of 9am to 9pm, six days a week.
											That's contrasted
with other startups that do 997.
									","
											A aprendizagem profunda tornou-se
o núcleo, na era da descoberta da IA,
											e é liderada pelos EUA.
											Mas agora estamos na era
da implementação,
											em que o que importa é a execução,
											a qualidade do produto,
a rapidez e os dados.
											É aí que a China entra em cena.
											Os empresários chineses,
											que eu financio como investidor de risco,
											são trabalhadores incríveis,
											com uma ética de trabalho impressionante.
											O exemplo na sala de parto não se compara 
com o trabalho árduo das pessoas na China.
											Como exemplo, uma ""start-up"" tentou 
reivindicar o equilíbrio trabalho-vida:
											""Venha trabalhar para nós
porque somos 996.""
											O que é que isso significa?
											Significa que o trabalho é das 9 da manhã 
às 9 da noite, seis dias por semana.
											Isto contrasta com outras ""start-ups""
que fazem 997.
									","
											El aprendizaje profundo se ha convertido
en el eje central en la era de la IAs,
											que va liderada por EE. UU.
											Pero ahora estamos
en la era de la implementación,
											donde lo que prima es la calidad del
producto, su ejecución, velocidad y datos.
											Y es aquí donde China entra en juego.
											Los empresarios chinos que
financio como inversor de riesgo,
											son trabajadores increíbles,
											con una ética de trabajo impecable.
											Mi ejemplo de la sala de partos 
no es comparable
											con lo duro que se trabaja en China.
											Por ejemplo, una compañía promovía 
equilibrio entre trabajo y vida personal:
											""Ven a trabajar con nosotros
que somos 996"".
											¿Y esto qué significa?
											Significa que el trabajo es de las 9 a.m.
hasta las 9 p.m., seis días a la semana.
											Esto contrastaba con
otras empresas que eran 997.
									","
											Donc, l'apprentissage profond est 
au centre des découvertes sur l'IA,
											et les USA sont à la pointe.
											Mais nous sommes désormais 
dans l'étape de mise en œuvre,
											et l'important c'est l'exécution, 
la qualité, la vitesse et les données.
											Et c'est ici qu'intervient la Chine.
											Les entrepreneurs chinois
											que je finance 
en tant que capital-risqueur,
											sont de travailleurs exceptionnels,
											d'une conscience professionnelle 
hallucinante.
											Mon exemple dans la salle d'accouchement,
											n'est rien comparé
aux travailleurs chinois.
											Par exemple, une startup a un slogan
sur l'équilibre travail/vie personnelle
											« Rejoignez nous, car on fait du 996. »
											Qu'est ce que ça veut dire ?
											Ça veut dire travailler de 9h du matin 
à 9h du soir, six jours par semaine.
											À relativiser avec les autres
startups qui font du 997.
									","
											Sonuç olarak derin öğrenme
yapay zekâ keşif çağının temeli oldu
											ve bunun öncüsü ABD.
											Fakat artık uygulama çağındayız,
											burada önemli olan işi yapmak,
ürün kalitesi, hız ve veri.
											İşte bu noktada Çin devreye giriyor.
											Çinli girişimciler,
											ki ben de riskli yatırımlarla
destekliyorum,
											inanılmaz çalışıyorlar,
											harika bir iş etikleri var.
											Benim doğum odası örneğim Çin'in 
çalışkan insanları yanında önemsiz kalır.
											Örneğin bir girişimci, iş ve hayat
dengesini şu şekilde anlatmaya çalışmış:
											""Gelin bizim için çalışın
çünkü bizler 9-9-6 'yız.""
											Peki bu ne anlama geliyor?
											Bu, sabah 9'dan akşam 9'a 
haftada altı gün anlamına geliyor.
											Diğer girişimcilerin 9-9-7'lerine
karşı ürettikleri bir fikir.
									",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
											And the Chinese product quality
has consistently gone up
											in the past decade,
											and that's because of
a fiercely competitive environment.
											In Silicon Valley, entrepreneurs
compete in a very gentlemanly fashion,
											sort of like in old wars
in which each side took turns
											to fire at each other.
									","
											A qualidade dos produtos chineses
tem crescido constantemente
											na última década,
											graças a um meio altamente competitivo.
											Em Silicon Valley, os empresários
competem de forma muito cavalheiresca,
											como nas guerras antigas 
em que cada lado alternava
											quando disparavam uns para os outros.
									","
											Y la calidad de los productos chinos
ha mejorado consistentemente
											en la ultima década,
											y eso es debido al ambiente
intensamente competitivo.
											En Silicon Valley los empresarios
compiten de forma caballeresca,
											algo así como las guerras antiguas 
cuando se tomaba turnos
											para dispararse entre ellos.
									","
											La qualité des produits chinois 
n'a pas cessé d'augmenter
											durant la dernière décennie,
											et cela grâce au milieu 
hyper concurrentiel.
											Dans la Silicon Valley, les entrepreneurs 
rivalisent d'une façon très fair play,
											un peu comme dans ces guerres antiques, 
dans lesquelles chaque côté
											se tirait dessus à tour de rôle.
									","
											Çin ürünlerinin kalitesi son 10 yıl içinde
											istikrarlı bir şekilde artmakta
											ve bunun sebebi oradaki
istikrarlı rekabet ortamı.
											Silikon Vadisi'nde girişimciler,
çok centilmen bir edada rekabet ediyorlar,
											her bir tarafın birbirine
ateş etmek için sıra beklediği
											eski savaşlardaki gibi.
									",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
											(Laughter)
									","
											Mas no mundo chinês,
											é uma guerra de gladiadores até à morte.
											Num meio tão cruel, os empresários
aprendem a crescer rapidamente,
											aprendem a melhorar os seus produtos
a uma velocidade incrível,
											e aprendem a aprimorar 
os seus modelos de negócio
											até à perfeição.
											Fruto disso, ótimos produtos chineses
como o WeChat e o Weibo
											são efetivamente melhores
											que os equivalentes americanos
do Facebook e do Twitter.
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
"
","
","
","
","
",How AI can save our humanity,Kai-Fu Lee,14:49,"AI,media,future,invention,innovation,technology,machine learning,society,computers,intelligence"
