en,fr,tr,pt,es,title,speaker,duration,tags
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											Pause the video to figure it out 
for yourself.
									","
											Mettez la vidéo en pause pour
le découvrir par vous-même.
									","
											Kendi kendinize düşünmek için
videoyu burada durdurun.
									","
											[Pausa o vídeo se quiseres 
resolver sozinho.]
									","
											[Pausa el vídeo si quieres
resolverlo por ti mismo]
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											Answer in 3
									","
											Réponse dans 3
									","
											Cevap için: 3
									","
											Resposta em 3
									","
											[Respuesta en 3]
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											Answer in 2
									","
											Réponse dans 2
									","
											Cevap için: 2
									","
											Resposta em 2
									","
											[Respuesta en 2]
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											Answer in 1
									","
											Réponse dans 1
									","
											Cevap için: 1
									","
											Resposta em 1
									","
											[Respuesta en 1]
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											It’s easy to get mixed up with all the
cuddlies, duddlies, and fuddlies
											coming from different colored eggs.
											If we ignore how many total eggs
of each color there are,
											and just look at the 
process of egg fusion,
											we might notice something that 
will make this problem simpler.
									","
											Il est facile de s'y perdre avec tous
ces câlinoux, terrifioux et effrayoux
											venant d'œufs de différentes couleurs.
											Si on ne tient pas compte du nombre d'œufs
de chaque couleur,
											et si nous regardons juste le processus
de fusion des œufs,
											nous remarquons une chose
qui va simplifier le problème.
									","
											Farklı renklerden çıkan cuddly,
duddly ve fuddly'lerden dolayı
											kafanızın karışması normal.
											Her renkte toplam kaç yumurta
olduğunu göz ardı edip
											sadece yumurta birleşimine bakarsak
											problemi kolaylaştıracak
bir şeyi fark edebiliriz.
									","
											É fácil confundir-se com todos
os ""cuddlies"", ""duddlies"", e ""fuddlies""
											a saírem de diferentes
ovos coloridos.
											Se ignorarmos a quantidade total
de ovos de cada cor,
											e olharmos apenas
para o processo de fusão,
											poderemos notar algo que tornará
esse problema mais simples.
									","
											Es fácil lograr que se mezclen todos 
los mimosos, dudosos y terrorosos
											provenientes de diferentes 
huevos de colores.
											Si ignoramos cuántos huevos 
de cada color hay en total,
											y solamente miramos
el proceso de fusión de huevos,
											podremos notar algo que 
hará este problema más simple.
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											When two eggs fuse,
											the number of eggs of each of those 
colors decreases by one,
											and the number of the third 
color increases by one.
											That means they all change parity,
											or evenness and oddness, 
at the same time.
											Right now all three piles are odd, 
but you get to add an egg to one color,
											which means that it’ll be even 
and the other two will be odd.
											Whichever color you choose
											will always be the opposite parity 
of the other two piles:
											odd when they’re even and 
even when they’re odd,
											since every egg fusion flips each pile’s 
parity simultaneously.
											We want to end with 1 blue, 0 purple,
and 0 red eggs, or odd, even, even.
											That means we want the blue egg pile 
to be the opposite parity
											of the other two piles 
at the start as well.
									","
											Lorsque deux œufs fusionnent,
											le nombre d'œufs de ces couleurs
diminue de un,
											et le nombre de la troisième couleur
augmente de un.
											Cela signifie qu'ils changent
tous de parité,
											ou entre paire et impaire, en même temps.
											Pour le moment, les trois piles
sont impaires,
											mais vous devez ajouter un œuf
d'une couleur,
											cette couleur sera donc paire
et les deux autres impaires.
											N'importe quelle couleur choisie
											sera toujours l'égalité inverse
des deux autres piles :
											impaire lorsqu'elles sont paires,
et paire lorsqu'elles sont impaires,
											puisque chaque fusion d'œufs change la
parité de chaque pile de façon simultanée.
											Nous voulons arriver à 1 bleu, 0 violet
et 0 rouge, soit impair, pair et pair.
											Nous voulons donc que la pile d'œufs
bleus soit de la parité opposée
											à celle des deux autres piles,
et ce dès le début.
									","
											İki yumurta birleşince
											her iki renkten de birer yumurta azalıyor
											ve üçüncü renk sayıca bir artıyor.
											Böylelikle hepsinin paritesi,
											yani tek ve çift sayıda olması,
aynı anda değişiyor.
											Şu an her üç yığının da paritesi tek ama
renklerden birine bir yumurta ekleyince
											bir yığının paritesi çift olurken
diğer ikisininki tek kalacak.
											Hangi rengi seçerseniz seçin
											diğer iki renkle zıt paritede olacak:
											Çift olduklarında tek
ve tek olduklarında ise çift
											çünkü herhangi bir yumurta birleşimi
her yığının paritesini anında değiştirir.
											Elde etmeye çalıştığımız 1 mavi, 0 mor
ve 0 kırmızı yumurta veya tek, çift, çift.
											Yani başlangıçta mavi yumurta
yığınının diğer iki yığınla
											zıt paritede olmasını istiyoruz.
									","
											Quando dois ovos se fundem,
											a quantidade de ovos de cada uma
dessas duas cores diminui de um,

											e a quantidade da terceira cor
aumenta uma unidade.
											Isso significa que todos mudam a paridade,
											ou seja, o seu estado de par ou ímpar
ao mesmo tempo.
											Neste momento, as três pilhas são ímpares,
mas podes juntar um ovo numa cor,
											o que significa que essa pilha ficará par,
e as outras duas ficarão ímpares.
											Qualquer um que escolheres
											ela terá sempre a paridade oposta
à das outras duas pilhas:
											ímpar quando forem pares;
par quando forem ímpares,
											já que cada fusão de ovos muda a paridade
de cada pilha ao mesmo tempo.
											Queremos terminar com um ovo azul,
zero violetas e zero vermelhos,
											ou ímpar, par e par.
											Isso significa que queremos
que a pilha de ovos azuis
											tenha a paridade oposta
das outras duas logo de início.
									","
											Cuando dos huevos se fusionan,
											el número de cada uno de los huevos
de colores se disminuye en uno,
											y el número del tercer color
aumenta en uno.
											Esto significa que 
todos ellos cambian de paridad
											o de manera par o impar al mismo tiempo.
											Ahora las tres pilas son impares,
pero debes agregar un huevo de un color,
											lo que significa que será par
y los otros dos serán impares.
											Cualquier color que escojas
											siempre será la paridad opuesta
de las otras dos pilas:
											impar cuando sean pares y, 
par cuando sean impares,
											dado que cada fusión de huevos cambia
la paridad de cada pila simultáneamente.
											Queremos quedarnos con 1 azul,
0 morados, y 0 huevos rojos,
											o pares, impares, impares.
											Es decir, queremos que la pila de
huevos azules esté en la paridad opuesta
											de las otras dos pilas
en el inicio también.
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
											So you add a blue egg into the room,
											and 99 egg fusions later,
											only a single blue egg remains.
											The Cuddly that hatches is sure to make 
your 6-year-old as happy as can be.
											Just be sure to follow the 
shopkeeper’s warning,
											and never feed it after midnight.
									","
											Vous ajoutez donc un œuf bleu
dans l'incubateur,
											et 99 fusions plus tard,
											il reste un seul œuf bleu.
											Le Câlinou qui éclôt rendra votre fils
de six ans très heureux.
											Mais suivez bien les conseils du vendeur,
											et ne le nourrissez jamais après minuit.
									","
											Öyleyse makineye 
mavi bir yumurta eklersiniz
											ve bu durumda 99 yumurta birleşip
											tek bir mavi yumurta çıkarırlar.
											Çıkacak Cuddly'nin 6 yaşındaki oğlunuzu
olabildiğine mutlu edeceği kesin.
											Yalnız, satıcının uyarısını dikkate alın
											ve gece yarısından sonra asla beslemeyin.
									","
											Então, colocas um ovo azul no seu lugar,
											e 99 fusões de ovos depois,
											apenas permanece um único ovo azul.
											O ""cuddly"" que choca, com certeza,
											deixará muito feliz
o teu filho de seis anos.
											Só não te esqueças 
de seguir o aviso do dono da loja,
											e nunca o alimentes depois da meia-noite.
									","
											Así que, agregando un huevo azul,
											y después de 99 fusiones,
											un solo huevo azul queda.
											Sin duda el mimoso que nació hará 
a tu hijo de 6 años tan feliz como pueda.
											Solo asegúrate de seguir
la advertencia del comerciante,
											y nunca lo alimentes
después de medianoche.
									",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
"
","
","
","
","
",Can you solve the cuddly duddly fuddly wuddly riddle?,Daniel Finkel,3:16,"animation,TED-Ed,math,animals,education"
