en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											Of course, China is not the only place
where this alternative fuel exists,
											nor the only place where it is possible.
											But because of the country's sheer scale
and status as a rising superpower,
											the needs of its population
have created an opportunity
											for truly compelling impact.
											When explaining the rapid growth
of the Chinese tech industry,
											many observers will cite two reasons.
											The first is the 1.4 billion people
that call China home.
											The second is the government's
active participation —
											or pervasive intervention,
depending on how you view it.
											Now, the central authorities have spent
heavily on network infrastructure
											over the years,
											creating an attractive
environment for investment.
											At the same time, they've insisted
on standards and regulation,
											which has led to fast consensus
and therefore, fast adoption.
											The world's largest pool
of tech talent exists
											because of the abundance
of educational incentives.
											And local, domestic companies,
in the past, have been protected
											from international competition
											by market controls.
									","
											É claro que a China não é o único país
onde existe essa energia alternativa,
											nem o único país onde isso é possível.
											Mas, graças à enorme escala do país
											e ao seu estatuto
de superpotência emergente,
											as necessidades da população
criaram a oportunidade
											para um verdadeiro impacto.
									","
											Sin duda, China no es el único lugar 
con este combustible alternativo,
											ni el único lugar donde es posible.
											Pero dada la escala y el estatus del país 
como una superpotencia en ascenso,
											las necesidades de su población 
han creado una oportunidad
											para un impacto 
verdaderamente convincente.
											Al explicar el rápido crecimiento 
de la industria tecnológica china,
											muchos observadores citarán dos razones.
											La primera son los 1400 millones de 
personas que llaman hogar a China.
											La segunda es la participación 
activa del gobierno,
											la intervención generalizada, 
según como la vean.
											Pero las autoridades centrales han gastado
mucho en infraestructura de red
											a través de los años,
											creando un ambiente atractivo 
para la inversión.
											Al mismo tiempo, han insistido 
en estándares y regulación,
											lo que ha llevado a un consenso rápido 
y, por lo tanto, a una adopción rápida.
											El mayor grupo de talentos 
tecnológicos del mundo existe
											debido a la abundancia 
de incentivos educativos.
											Y las empresas nacionales locales, 
en el pasado, han sido protegidas
											de la competencia internacional
											por controles de mercado.
									","
											Bien sûr, il n'y a pas qu'en Chine
où ce catalyseur alternatif existe
											et où il peut entrer en action.
											Mais, comme la Chine a la taille et
le statut d'une superpuissance émergente,
											les besoins de sa population
ont créé une opportunité
											pour un résultat vraiment puissant.
											Pour expliquer la croissance rapide
de la technologie chinoise,
											beaucoup d'experts citent deux raisons.
											Premièrement, la Chine compte
1,4 milliard d'habitants.
											Deuxièmement,
la participation active de l’État –
											ou son intervention envahissante,
selon le point de vue.
											L’État chinois a dépensé massivement
dans le réseau d'infrastructures,
											au fil des années,
											créant une atmosphère
favorable à l'investissement.
											En même temps, il a appuyé
des standards et des lois
											qui ont favorisé un consensus et,
ainsi, une adoption rapide.
											Le plus grand vivier de talents
dans la technologie existe
											grâce à la profusion
des avantages à la formation.
											Et, dans le passé, les entreprises
chinoises étaient protégées
											de la concurrence mondiale
											grâce au contrôle des marchés.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											Of course, you cannot observe
the Chinese internet
											without finding widespread censorship
											and very serious concerns
about dystopian monitoring.
											As an example:
											China is in the process of rolling out
a social credit rating
											that will cover its entire population,
											rewarding and restricting citizens,
											based on highly
qualitative characteristics
											like honesty and integrity.
											At the same time,
											China is deploying facial recognition
											across many of its 170 million
closed-circuit cameras.
											Artificial intelligence is being used
to predict crime and terrorism
											in Xinjiang province,
											where the Muslim minority
is already under constant surveillance.
									","
											Quando explicam o rápido crescimento
da indústria da tecnologia da China,
											muitos observadores citarão dois motivos.
											O primeiro são os 1400 milhões
de nacionalidade chinesa.
											E o segundo é a participação
ativa do governo
											ou a sua intervenção generalizada,
conforme o nosso ponto de vista.
											As autoridades centrais
investiram fortemente
											em infraestruturas de rede
ao longo dos anos,
											criando um espaço atrativo
para o investimento
											Ao mesmo tempo, insistiram
em normas e regulamentações,
											o que provocou um rápido consenso
e, consequentemente, uma rápida adesão.
											A maior bolsa do mundo
de talentos tecnológicos
											existe graças à abundância
de incentivos educativos.
											As empresas nacionais no passado
											foram protegidas
da competição internacional
											através de controlos do mercado.
											É claro que não podemos
entender a Internet chinesa
											sem depararmos com uma censura alargada
											e há sérios receios quanto
a uma distopia de vigilância.
											Por exemplo:
											A China está a criar um sistema
de avaliação de crédito social
									","
											Por supuesto, no se puede 
observar la Internet china
											sin encontrar censura generalizada
											y preocupaciones muy graves
sobre el monitoreo distópico.
											Como ejemplo:
											China está en el proceso de implementar 
una calificación crediticia social
											que cubrirá a toda su población,
											recompensar y restringir a los ciudadanos,
											basado en características 
altamente cualitativas
											como la honestidad y la integridad.
											Al mismo tiempo,
											China está desplegando 
reconocimiento facial
											a través de muchas de sus 170 millones 
de cámaras de circuito cerrado.
											Se usa inteligencia artificial para 
predecir el crimen y el terrorismo
											en la provincia de Xinjiang,
											donde la minoría musulmana 
ya está bajo vigilancia constante.
									","
											On ne peut pas, bien sûr,
parler d'Internet en Chine
											en omettant la censure généralisée
											et les grandes préoccupations
quant à la surveillance dystopique.
											Par exemple,
											la Chine est en train de déployer
un système de crédit social
											qui concernera toute la population,
											récompensant ou pénalisant ses citoyens,
											sur la base d'éléments très subjectifs
											comme l'honnêteté ou l'intégrité.
											Au même moment,
											on installe la reconnaissance faciale
											pour la plupart des 170 millions
de caméras de vidéosurveillance en Chine.
											L'intelligence artificielle sert à prédire
la criminalité et le terrorisme
											au Xinjiang,
											où la minorité musulmane est déjà
sous surveillance constante.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											Yet, the internet has continued
to grow, and it is so big —
											much bigger than I think
most of us realize.
											By the end of 2017,
											the Chinese internet population
had reached 772 million users.
											That's larger than the populations
of the United States, Russia,
											of Germany, of the United Kingdom,
of France and Canada combined.
											Ninety-eight percent of them
are active on mobile.
											Ninety-two percent of them
use messaging apps.
											There are now 650 million
digital news consumers,
											580 million digital video consumers,
											and the country's largest
e-commerce platform, Taobao,
											now boasts 580 million
monthly active users.
											It's about 80 percent larger than Amazon.
											On-demand travel, between bikes and cars,
											now accounts for 10 billion
trips a year in China.
											That's two-thirds of all trips
taken around the world.
											So it's a very mixed bag.
									","
											que vai abranger toda a população,
											recompensando ou não os cidadãos,
											com base em características
altamente qualitativas,
											como a honestidade e a integridade.
											Ao mesmo tempo,
											a China está a implementar
o reconhecimento facial
											usando muitos dos 170 milhões
de câmaras de circuito fechado.
											A inteligência artificial está a ser usada
para prever o crime e o terrorismo
											na província de Xinjiang,
											onde a minoria muçulmana
já está sob constante vigilância.
											Contudo, a Internet continua
a crescer, e está enorme,
									","
											Sin embargo, Internet ha seguido 
creciendo y es tan grande,
											mucho más grande de lo creo 
la mayoría nos damos cuenta.
											A finales de 2017,
											la población china de Internet 
alcanzó 772 millones de usuarios.
											Eso es más grande que 
las poblaciones de EE.UU., Rusia,
											de Alemania, del Reino Unido, 
de Francia y Canadá combinadas.
											El 98 % están activos en el móvil.
											El 92 % usa aplicaciones de mensajería.
											En la actualidad hay 650 millones 
de consumidores de noticias digitales,
											580 millones de consumidores 
de video digital,
											y la plataforma de comercio electrónico 
más grande del país, Taobao,
											ahora ostenta 580 millones 
de usuarios activos al mes.
											Es un 80 % más grande que Amazon.
											Los viajes a pedido, entre 
bicicletas y automóviles,
											ahora representan 10 000 millones 
de viajes al año en China.
											Eso es dos tercios de todos los viajes 
realizados en todo el mundo.
											Entonces, es una bolsa muy variada.
									","
											Pourtant, Internet a continué de grandir,
il est tellement grand –
											plus grand je pense que
ce qu'on imagine en général.
											Fin 2017,
											le nombre de Chinois utilisant Internet
avait atteint 772 millions de personnes.
											C'est plus que le nombre d'habitants
aux États-Unis, en Russie,
											en Allemagne, au Royaume-Uni,
en France et au Canada additionnés.
											98% d'entre eux utilisent
Internet sur leur mobile.
											92% utilisent des applications
de messagerie.
											Désormais, 650 millions de personnes
lisent des informations en ligne,
											580 millions regardent
des vidéos sur Internet
											et la plus grande plateforme chinoise
de e-commerce, Taobao,
											compte maintenant 580 millions
d'utilisateurs actifs chaque mois.
											C'est environ 80% de plus qu'Amazon.
											Les transports à la demande,
des vélos aux voitures,
											représentent désormais
10 milliards de trajets par an en Chine.
											Ce sont les deux tiers des trajets
de ce type dans le monde entier.
											Il y a donc un peu de tout.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											The internet exists in a restricted,
arguably manipulated form within China,
											yet it is massive and has vastly improved
the lives of its citizens.
											So even in its imperfection,
											the growth of the Chinese internet
should not be dismissed,
											and it's worthy of our closer examination.
									","
											muito maior do que
a maioria de nós julga, segundo penso.
											No final de 2017, os utilizadores
chineses da Internet
											atingiram os 772 milhões de pessoas.
											Isto é maior do que as populações
dos EUA, da Rússia,
											da Alemanha, do Reino Unido,
da França e do Canadá somadas.
											98% delas utilizam-na no telemóvel.
											92% delas usam aplicativos de mensagem.
											Há hoje 650 milhões de novos
consumidores digitais,
											580 milhões de espetadores
de vídeos digitais,
											e a maior plataforma de comércio 
eletrónico do país, o Taobao,
											atende hoje 580 milhões
de utilizadores ativos por mês.
											É quase 80% maior que a Amazon.
											As viagens marcadas,
de bicicleta ou de carro
											representam hoje 10 mil milhões
de viagens por ano na China.
											São dois terços de todas
as deslocações do mundo inteiro.
											Trata-se de um grupo muito diversificado.
											A Internet é uma forma restrita
e provavelmente manipulada na China,
											mas é abrangente e tem melhorado
profundamente a vida dos cidadãos.
									","
											Internet existe en una forma restringida, 
posiblemente manipulada dentro de China,
											sin embargo, es masiva y ha mejorado 
enormemente las vidas de sus ciudadanos.
											Entonces, incluso dentro 
de su imperfección,
											el crecimiento de la Internet china 
no se debe descartar,
											y es digno de nuestro examen más agudo.
									","
											Internet existe en Chine sous une forme,
certes limitée et probablement manipulée,
											mais qui a été adoptée massivement et qui
a énormément amélioré la vie des gens.
											Malgré ses défauts,
											la croissance d'Internet en Chine
est incontestable
											et vaut la peine
d'être observée de plus près.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											Let me tell you two other stories today.
											Luo Zhaoliu is a 34-year-old engineer
from Jiangxi province.
											Now, his home region used to be
extremely important to the Communist party
											because this was the birthplace
of the Red Army.
											But over the decades,
because of its separation
											from the economic and manufacturing
centers of the country,
											it has slid into irrelevance.
											Luo, like so many in his generation,
left home at a young age
											to look for work in a major city.
											He ended up in Shenzhen,
which is one of China's tech hubs.
											As the young migrate,
											these rural villages
are left with only elderly,
											who are really struggling to elevate
themselves above abject poverty.
									","
											Por isso, mesmo na sua imperfeição,
											o crescimento da Internet chinesa
não deve ser menosprezado
											e é digno dum exame mais atento.
											Vou contar mais duas histórias.
									","
											Hoy les contaré dos historias.
											Luo Zhaoliu es un ingeniero de 34 años 
de la provincia de Jiangxi.
											Su lugar de origen solía ser sumamente
importante para el Partido Comunista
											porque ser el lugar de
nacimiento del Ejército Rojo.
											Pero a lo largo de las décadas, 
debido a su separación
											de los centros económicos 
y de fabricación del país,
											se ha tornado irrelevante.
											Luo, como tantos en su generación, 
se fue de casa a temparana edad
											a buscar trabajo en una gran ciudad.
											Terminó en Shenzhen, que es uno 
de los centros tecnológicos de China.
											A medida que los jóvenes migran,
											estas aldeas rurales 
se quedan con solo ancianos,
											que realmente luchan por elevarse 
por encima de la pobreza extrema.
									","
											Voici deux autres histoires.
											Luo Zhaoliu est un ingénieur de 34 ans,
originaire de la province de Jiangxi.
											Sa région d'origine a été
très importante pour le Parti Communiste
											car c'est là qu'a été formée
l'Armée rouge.
											Au fil du temps,
à cause de son éloignement
											des centres économiques
et industriels du pays,
											elle est devenue délaissée.
											Luo, comme beaucoup de sa génération,
est parti tôt de chez lui
											chercher du travail dans une grande ville.
											Il est arrivé à Shenzhen,
un des pôles technologiques chinois.
											Comme les jeunes partent,
											seules les personnes âgées
restent dans ces villages ruraux
											et se battent vraiment
pour se sortir de la misère.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
