tr,en,title,speaker,duration,tags
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Mesele şu ki, bildiğimiz üzere
											bir şeyler medeniyeti yok etmeli.
											Ne kadar kötü
olabileceğini hayal etmelisiniz,
											teknolojimizde iyileştirme 
yapmamızı engellemenin,
											daimi olarak,
											nesilden nesile.
											Neredeyse, doğası gereği
											bu, insan tarihinde gerçekleşen
en kötü şey.
									","
											The point is, something would have to
destroy civilization as we know it.
											You have to imagine
how bad it would have to be
											to prevent us from making
improvements in our technology
											permanently,
											generation after generation.
											Almost by definition,
this is the worst thing
											that's ever happened in human history.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Bu yüzden tek alternatif,
											ikinci kapının ardındaki,
											akıllı makinelerimizi yıllar geçtikçe
											geliştirmeye devam etmemiz.
											Bir noktada da bizden daha 
akıllı makineler inşa edeceğiz
											ve bizden akıllı makinelerimiz
olduğunda onlar,
											kendilerini geliştirmeye başlayacaklar.
											Ve sonra, matematikçi IJ Good'un
""zekâ patlaması"" olarak
											adlandırdığı bu süreçle,
											bizden kurtulabilecekler.
									","
											So the only alternative,
											and this is what lies
behind door number two,
											is that we continue
to improve our intelligent machines
											year after year after year.
											At a certain point, we will build
machines that are smarter than we are,
											and once we have machines
that are smarter than we are,
											they will begin to improve themselves.
											And then we risk what
the mathematician IJ Good called
											an ""intelligence explosion,""
											that the process could get away from us.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Sıklıkla karikatürize edilir,
benim de burada yaptığım gibi,
											korku kötücül robot ordularının
											bize saldırmaları.
											Ama bu çok da olası bir senaryo değil.
											Kendiliğinden makinelerimiz
kötücül olacak değil.
											Asıl kaygılandıran ise;
bizden o kadar çok daha yetkin
											makineler üreteceğiz ki bizim ve onların
											amaçları arasındaki 
en küçük bir fark, bizi
											ortadan kaldırabilecek.
									","
											Now, this is often caricatured,
as I have here,
											as a fear that armies of malicious robots
											will attack us.
											But that isn't the most likely scenario.
											It's not that our machines
will become spontaneously malevolent.
											The concern is really
that we will build machines
											that are so much
more competent than we are
											that the slightest divergence
between their goals and our own
											could destroy us.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Nasıl da karıncalar gibi
olacağımızı bir düşünün.
											Onlardan nefret etmiyoruz.
											Onlara zarar vermek için
yolumuzu değiştirmiyoruz.
											Üstelik bazen onlara zarar
vermemeye çalışıyoruz.
											Kaldırımlarda üzerlerinden geçiyoruz.
											Ancak ne zaman onların varlıkları
											bizim hedeflerimizle çakışsa,
											diyelim ki bu gibi bir bina inşa ederken,
											tereddütsüz imha edebiliyoruz onları.
											Endişe uyandıran ise bir gün,
bilinçli olsun veya olmasın
											bize de benzer bir umursamazlıkla
muamele edebilecek
											makineler üreteceğiz.
									","
											Just think about how we relate to ants.
											We don't hate them.
											We don't go out of our way to harm them.
											In fact, sometimes
we take pains not to harm them.
											We step over them on the sidewalk.
											But whenever their presence
											seriously conflicts with one of our goals,
											let's say when constructing
a building like this one,
											we annihilate them without a qualm.
											The concern is that we will
one day build machines
											that, whether they're conscious or not,
											could treat us with similar disregard.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Zannederim ki bir çoğunuza ihtimal
dışı görünüyor bu durum.
											Eminim ki bazılarınız süper zeki
											Yapay Zekâ'nın kaçınılmaz olması
şöyle dursun,
											mümkünlüğünden dahi şüphe duyuyor.
											Ancak sonra ileriki varsayımlardan
											bazılarında bir tuhaflık bulmalısınız.
											Ve sadece üç tanesi var.
									","
											Now, I suspect this seems
far-fetched to many of you.
											I bet there are those of you who doubt
that superintelligent AI is possible,
											much less inevitable.
											But then you must find something wrong
with one of the following assumptions.
											And there are only three of them.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Zekâ, fiziksel sistemlerde
bilgi işleme ile ilgilidir.
											Aslında bu bir varsayımdan biraz fazla.
											Zaten makinelerimizde kısıtlı
zekâyı kurduk ve
											bu makinelerin çoğu çoktan
											üstün insan seviyesinde bir
performansta.
											Ve biliyoruz ki bu mutlak mesele,
											""genel zekâ"" denilen birçok
alanda esneklikle
											düşünebilme yeteneğine sebep olabilir,
											çünkü beyinlerimiz bunu başardı değil mi?
											Yani sadece atomlar var burada
											ve biz gitgide daha zeki 
davranışlar sergileyen atomlar
											sistemi kurmaya devam ettikçe,
											nihayetinde makinelerimize
											genel zekâyı kurabileceğiz,
											engellenmedikçe.
									","
											Intelligence is a matter of information
processing in physical systems.
											Actually, this is a little bit more
than an assumption.
											We have already built
narrow intelligence into our machines,
											and many of these machines perform
											at a level of superhuman
intelligence already.
											And we know that mere matter
											can give rise to what is called
""general intelligence,""
											an ability to think flexibly
across multiple domains,
											because our brains have managed it. Right?
											I mean, there's just atoms in here,
											and as long as we continue
to build systems of atoms
											that display more and more
intelligent behavior,
											we will eventually,
unless we are interrupted,
											we will eventually
build general intelligence
											into our machines.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											İlerlemenin seviyesinin önemli
olmadığının farkına varmak çok mühim,
											çünkü herhangi bir gelişme
bizi sayı çizgisine getirmeye yetebilir.
											Devam etmek için Moore
kanununa gerek yok.
											Üstel bir gelişime ihtiyacımız yok.
											Sadece devam etmeliyiz.
									","
											It's crucial to realize
that the rate of progress doesn't matter,
											because any progress
is enough to get us into the end zone.
											We don't need Moore's law to continue.
We don't need exponential progress.
											We just need to keep going.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											İkinci varsayım ise devam etmemiz.
											Akıllı makinelerimizi geliştirmeye
devam edeceğiz.
											Ve zekânın değeri göz önüne alınırsa,
											yani zekâ ya bütün değer
verdiklerimizin kaynağıdır ya da
											değer verdiğimiz her şeyi
											korumak için ona ihtiyacımız vardır.
											Bizim en değerli kaynağımızdır.
											O yüzden bunu yapmak isteriz.
											Umutsuzca çözmek istediğimiz
problemlerimiz vardır.
											Alzheimer ve kanser gibi
hastalıkları tedavi etmek isteriz.
											Ekonomi sistemlerini anlamak isteriz.
											İklim bilimini ilerletmek isteriz.
											Yani yapabilirsek bunu yapacağız.
											Tren çoktan istasyondan çıktı ve
basılabilecek bir fren yok.
									","
											The second assumption
is that we will keep going.
											We will continue to improve
our intelligent machines.
											And given the value of intelligence —
											I mean, intelligence is either
the source of everything we value
											or we need it to safeguard
everything we value.
											It is our most valuable resource.
											So we want to do this.
											We have problems
that we desperately need to solve.
											We want to cure diseases
like Alzheimer's and cancer.
											We want to understand economic systems.
We want to improve our climate science.
											So we will do this, if we can.
											The train is already out of the station,
and there's no brake to pull.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Velhasıl, zekânın zirvesinde duramayız
											ya da yakınında herhangi bir yerde.
											Ve bu gerçekten mühim bir öngörüdür.
											Durumumuzu istikrarsız yapan ve
											risk hakkındaki sezgilerimizi güvenilmez
kılan bu durum.
									","
											Finally, we don't stand
on a peak of intelligence,
											or anywhere near it, likely.
											And this really is the crucial insight.
											This is what makes
our situation so precarious,
											and this is what makes our intuitions
about risk so unreliable.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Şimdi yaşamış en zeki insanı düşünün.
											Buradaki hemen hemen herkesin
son listesinde John von Neumann vardır.
											Yani, John von Neumann' nın çevresindeki
insanlardaki etkisi,
											zamanının en iyi matematikçileri
ve fizikçileri de dâhil olmak üzere,
											oldukça detaylı olarak hazırlanmış.
											Hakkında anlatılanların yarısı
yarı gerçek ise
											şimdiye dek yaşamış
											en zeki insan olduğuna şüphe yok.
											Öyleyse zekâ spektrumunu bir düşünün.
											Bir tarafta John von Neumann
											ve diğer tarafta siz ve ben.
											Ve bir de tavuk.
									","
											Now, just consider the smartest person
who has ever lived.
											On almost everyone's shortlist here
is John von Neumann.
											I mean, the impression that von Neumann
made on the people around him,
											and this included the greatest
mathematicians and physicists of his time,
											is fairly well-documented.
											If only half the stories
about him are half true,
											there's no question
											he's one of the smartest people
who has ever lived.
											So consider the spectrum of intelligence.
											Here we have John von Neumann.
											And then we have you and me.
											And then we have a chicken.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Gülüşmeler)
									","
											(Laughter)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Pardon, bir tavuk.
									","
											Sorry, a chicken.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Gülüşmeler)
									","
											(Laughter)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Bu konuşmayı gereğinden daha
depresif yapmama gerek yok.
									","
											There's no reason for me to make this talk
more depressing than it needs to be.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Gülüşmeler)
									","
											(Laughter)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Ezici bir üstünlükle olası görünüyor
ancak zekâ spektrumu
											şu anda tasarlayabileceğimizden
daha da ileriye uzanıyor
											ve kendimizden daha zeki
makineler üretirsek
											büyük ihtimalle bu spektrumu
hayal edemeyeceğimiz
											ölçüde keşfedecekler
											ve o ölçüde bizi aşacaklar.
									","
											It seems overwhelmingly likely, however,
that the spectrum of intelligence
											extends much further
than we currently conceive,
											and if we build machines
that are more intelligent than we are,
											they will very likely
explore this spectrum
											in ways that we can't imagine,
											and exceed us in ways
that we can't imagine.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Ve hızın fazileti gereği bunun
doğru olduğunu anlamak önemli.
											Değil mi? Stanford veya MIT'deki
ortalama araştırmacı takımınızdan
											daha zeki olmayan süper zeki 
Yapay Zekâ
											geliştirdiğimizi düşünün.
											Elektronik devreler, 
biyokimyasallardan milyon kez
											daha hızlı çalışır, yani
											bu makine onu yapan beyinlerden
milyon kez daha
											hızlı çalışmalıdır.
											Bir haftalığına çalışmaya ayarlasanız
											ve insan seviyesinde 20.000 yıl 
sürecek zihinsel
											işleri yapacak, haftalarca.
											Engellemek şöyle dursun,
bu tarz bir zihinsel
											ilerlemeyi nasıl durdurabiliriz ki?
									","
											And it's important to recognize that
this is true by virtue of speed alone.
											Right? So imagine if we just built
a superintelligent AI
											that was no smarter
than your average team of researchers
											at Stanford or MIT.
											Well, electronic circuits
function about a million times faster
											than biochemical ones,
											so this machine should think
about a million times faster
											than the minds that built it.
											So you set it running for a week,
											and it will perform 20,000 years
of human-level intellectual work,
											week after week after week.
											How could we even understand,
much less constrain,
											a mind making this sort of progress?
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Endişe uyandıran diğer bir şey ise,
											açıkcası, olabilecek en iyi
senaryoyu düşünün.
											Hiçbir kaygı barındırmayan
bir süper zeki Yapay Zekâ
											tasarımı keşfettiğimizi düşünün.
											İlk seferde en iyi tasarımı bulduk.
											Tam da istenilen şekilde davranan bir
											kâhin bize verilmiş gibi.
											Bu makine müthiş bir işten
tasarruf ettiren bir aygıt olurdu.
											Güneş ışığıyla çalışan, herhangi
bir fiziksel işi yapabilen,
											aşağı yukarı ham maddeleri
											maliyetinde olan makineyi
											yapabilecek makineyi tasarlayabilir.
											Yani insanların yaptığı angarya 
işlerin sonundan bahsediyoruz.
											Aynı zamanda çoğu zihinsel işlerin de
sonundan bahsediyoruz.
									","
											The other thing that's worrying, frankly,
											is that, imagine the best case scenario.
											So imagine we hit upon a design
of superintelligent AI
											that has no safety concerns.
											We have the perfect design
the first time around.
											It's as though we've been handed an oracle
											that behaves exactly as intended.
											Well, this machine would be
the perfect labor-saving device.
											It can design the machine
that can build the machine
											that can do any physical work,
											powered by sunlight,
											more or less for the cost
of raw materials.
											So we're talking about
the end of human drudgery.
											We're also talking about the end
of most intellectual work.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Böyle bir durumda biz
maymunlar ne yapardık?
											Birbirimize masaj yapabilir ve
frizbi oynayabiliriz.
											Biraz LSD ve tartışmaya açık
giysi seçimlerini de ekleyin

											ve bütün dünya Burning
Man (festival) gibi olabilir.
									","
											So what would apes like ourselves
do in this circumstance?
											Well, we'd be free to play Frisbee
and give each other massages.
											Add some LSD and some
questionable wardrobe choices,
											and the whole world
could be like Burning Man.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Gülüşmeler)
									","
											(Laughter)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Şimdi kulağa hoş gelebilir ama
											kendinize şu anki ekonomik
ve siyasi düzenimizde
											ne olabileceğini sorun.
											Daha önce görmediğimiz düzeyde
											eşitsiz bir zenginlik ve işsizliğe
											tanık olurduk gibi görünüyor.
											Bu yeni zenginliği derhal tüm 
insanlığın hizmetine
											sunmadaki isteksizlikle,
											dünyanın geri kalanı açlıktan
ölürken birkaç trilyoner
											ekonomi dergilerimizin
kapaklarını süslüyor olabilir.
									","
											Now, that might sound pretty good,
											but ask yourself what would happen
											under our current economic
and political order?
											It seems likely that we would witness
											a level of wealth inequality
and unemployment
											that we have never seen before.
											Absent a willingness
to immediately put this new wealth
											to the service of all humanity,
											a few trillionaires could grace
the covers of our business magazines
											while the rest of the world
would be free to starve.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Peki ya Ruslar ya da Çinliler,
Silikon Vadisi'ndeki
											bazı şirketlerin üstün zeki 
Yapay Zekâ'yı dağıtmak
											üzere olduğunu duysa ne yaparlardı?
											Karasal ya da siber, bu makine
											tahmin edilemez bir güçle savaş
											çıkarabilecek potansiyelde olurdu.
											Bu kazananın her şeyi
aldığı bir senaryo.
											Buradaki rekabetten 6 ay
ilerde olmak
											minimum 500.000 yıl
											ileride olmaktır.
											Demek ki bu tür bir atılımın
sadece söylentisi bile
											türümüzün çıldırmasına yol açabiliyor.
									","
											And what would the Russians
or the Chinese do
											if they heard that some company
in Silicon Valley
											was about to deploy a superintelligent AI?
											This machine would be capable
of waging war,
											whether terrestrial or cyber,
											with unprecedented power.
											This is a winner-take-all scenario.
											To be six months ahead
of the competition here
											is to be 500,000 years ahead,
											at a minimum.
											So it seems that even mere rumors
of this kind of breakthrough
											could cause our species to go berserk.
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											Şimdi en korkutucu şeylerden bir tanesi
											bana göre, şu anda,
											Yapay Zekâ araştırmacılarının
güven verici olmak istediklerinde
											söyledikleri şeyler.
											Ve en sık bize endişe etmememiz
											için söylenen neden ise zaman.
											Çok çok uzakta, haberin yok mu?
											Muhtemelen 50 ya da 100 yıl kadar uzakta.
											Bir araştırmacı dedi ki;
											""Yapay Zekâ güvenliği için endişelenmek
											Mars'ta aşırı nüfus artışına
endişelenmek gibi.""
											Bu Silikon Vadisi'nin
											""Sıkmayın tatlı canınızı"" versiyonu.
									","
											Now, one of the most frightening things,
											in my view, at this moment,
											are the kinds of things
that AI researchers say
											when they want to be reassuring.
											And the most common reason
we're told not to worry is time.
											This is all a long way off,
don't you know.
											This is probably 50 or 100 years away.
											One researcher has said,
											""Worrying about AI safety
											is like worrying
about overpopulation on Mars.""
											This is the Silicon Valley version
											of ""don't worry your
pretty little head about it.""
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
											(Gülüşmeler)
									","
											(Laughter)
									",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
"
","
",Can we build AI without losing control over it?,Sam Harris,14:27,"brain,AI,choice,history,future,humanity,innovation,intelligence,invention,mind,machine learning,neuroscience,potential,robots,science,technology,society"
