en,tr,es,fr,pt,de,title,speaker,duration,tags
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											And soon he would start typing himself,
											because he had so many
of these conversations
											that he figured out how
the Russian conversation usually starts.
											What an ingenious method, right?
									","
											Kısa bir zaman sonra kendisi yazabiliyor
											çünkü bu sohbetleri o kadar tekrarladı ki
											Rusça bir sohbetin nasıl başladığını
artık iyice kavradı.
											Nasıl da yaratıcı bir yöntem değil mi?
									","
											Pronto comenzaría 
a escribirlas él mismo
											porque tenía muchas
de estas conversaciones
											y había entendido cómo comenzaban
las conversaciones en ruso.
											Un método ingenioso, ¿cierto?
									","
											Il a vite tapé lui-même
											car il a eu tant de ces conversations
											qu'il a compris comment ces conversations
en russe commençaient.
											C'est une méthode ingénieuse,
n'est-ce pas ?
									","
											Em breve, começou a digitar sozinho,
											porque tinha tantas dessas conversas
											que aprendeu como se inicia
normalmente uma conversa russa.
											Que método mais engenhoso, não é?
									","
											Bald fing er selbst an zu tippen,
											denn er hatte so viele dieser Gespräche,
											dass er herausgefunden hatte,
											wie ein russisches Gespräch
üblicherweise beginnt.
											Was für eine raffinierte Methode, oder?
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											And then I met polyglots who always start
by imitating sounds of the language,
											and others who always learn the 500
most frequent words of the language,
											and yet others who always start
by reading about the grammar.
											If I asked a hundred different polyglots,
											I heard a hundred different
approaches to learning languages.
											Everybody seems to have a unique way
they learn a language,
											and yet we all come to the same result
of speaking several languages fluently.
									","
											O dile özgü sesleri taklit ederek
işe koyulan poliglotlarla da tanıştım,
											ilk önce o dilin en sık kullanılan
500 kelimesini öğrenenlerle de
											ve tabii her zaman öncelikle
dil bilgisi çalışarak başlayanlarla.
											Yüz farklı poliglotla konuştuysam
											dil öğrenmeye yönelik
yüz farklı yaklaşım dinledim.
											Herkesin kendine özgü bir
dil öğrenme yöntemi var gibi görünüyor
											ve hepimiz aynı sonuca ulaşarak
birden çok dil akıcı konuşuyoruz.
									","
											Luego conocí a políglotas 
que siempre comienzan
											imitando los sonidos del idioma,
											otros que siempre aprenden 
las 500 palabras de uso más frecuente,
											e incluso algunos que siempre
leen primero sobre la gramática.
											Si entrevistara a 100 políglotas,
											escucharía 100 métodos diferentes
para el aprendizaje de idiomas.
											Todos parecen tener su propio método 
para aprender un idioma
											y aun así, todos alcanzamos la meta
de hablar varios idiomas fluidamente.
									","
											J'ai ensuite rencontré des polyglottes
											qui commencent toujours
par imiter les sons de la langue,
											d'autres apprennent les 500 mots
les plus fréquents de la langue
											et d'autres commencent
par lire la grammaire.
											Si j'interrogeais cent polyglottes,
											j'entendais cent approches différentes
de l'apprentissage des langues.
											Tout le monde avait une façon unique
d'apprendre une langue
											mais nous arrivions tous
au même résultat :
											parler couramment plusieurs langues.
									","
											Depois conheci alguns poliglotas
que começavam sempre a aprender,
											imitando sons do idioma,
											e outros que aprendiam sempre
as 500 palavras mais usadas na língua,
											e ainda outros que começavam
sempre por ler a gramática.
											Se eu perguntasse a centenas
de diferentes poliglotas,
											ouviria centenas de maneiras diferentes
de aprender línguas.
											Toda a gente parece ter a sua forma
de aprender um idioma,
											contudo, todos nós chegamos
ao mesmo ponto:
											falar várias línguas fluentemente.
									","
											Ich traf Polyglotte,
die immer damit anfangen,
											die Laute einer Sprache nachzuahmen,
											und Andere, die immer
die häufigsten 500 Wörter lernen,
											und noch Andere, die immer
zuerst über die Grammatik lesen.
											Wenn ich 100 verschiedene
Polyglotte fragen würde,
											würde ich 100 verschiedene Lernwege hören.
											Jeder scheint seine einzigartige Art
Sprachen zu lernen zu haben.
											Dennoch kommen alle zu demselben Ergebnis:
mehrere Sprachen fließend zu sprechen.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											And as I was listening to these polyglots
telling me about their methods,
											it suddenly dawned on me:
											the one thing we all have in common
											is that we simply found ways to enjoy
the language-learning process.
											All of these polyglots
were talking about language learning
											as if it was great fun.
											You should have seen their faces
											when they were showing me
their colorful grammar charts
											and their carefully handmade flash cards,
											and their statistics
about learning vocabulary using apps,
											or even how they love to cook
based on recipes in a foreign language.
											All of them use different methods,
											but they always make sure
it's something that they personally enjoy.
									","
											Bu poliglotların yöntemlerini
bana anlatışlarını dinlerken
											birden cevap kafamda beliriverdi:
											Hepimizin ortak yanı
											dil öğrenme sürecini keyiflendirecek
yöntemler buluyor olmamız.
											Tüm bu poliglotlar
dil öğrenme deneyimlerini
											çok eğlenceli gibi anlatıyorlardı.
											Anlatırken yüzlerini görmeniz lazım,
											bana o renkli dil bilgisi tablolarını
											ve kendi yaptıkları
flaş kartları gösterirken
											ve tabii uygulamalarla kelime
öğrenme üzerine istatistiklerini
											ve hatta yabancı dilde bir tarifle
yemek yapmayı nasıl sevdiklerini.
											Her birinin farklı yöntemleri vardı
											ama bu her zaman
zevk alacakları bir şey oluyordu.
									","
											Mientras escuchaba a estos políglotas
hablarme sobre sus métodos
											me di cuenta de algo,
											que lo único que tenemos en común
											es que buscamos la forma
de disfrutar durante el aprendizaje.
											Todos estos políglotas hablaban
del aprendizaje de idiomas
											como algo divertido.
											Deberían ver sus expresiones
											cuando me mostraban
sus coloridas tablas gramaticales
											sus tarjetas de vocabulario
creadas cuidadosamente,
											sus estadísticas en las aplicaciones
para aprender vocabulario,
											o incluso, cómo les encanta cocinar
con una receta en otro idioma.
											Todos usan métodos diferentes
											pero siempre se aseguran
de que sea algo que disfrutan.
									","
											En écoutant ces polyglottes
me parler de leurs méthodes,
											j'ai soudain eu une épiphanie :
											la chose que nous avons tous en commun
											est que nous trouvions comment apprécier
l'apprentissage d'une langue.
											Tous ces polyglottes disaient
qu'apprendre une langue
											était divertissant.
											Vous auriez dû voir leur visage
											quand ils me montraient
leurs diagrammes de grammaire,
											leurs cartes de vocabulaire
faites à la main,
											leurs statistiques sur l'apprentissage
du vocabulaire avec des applis
											ou combien ils aimaient cuisiner
avec des recettes dans une autre langue.
											Ils utilisent des méthodes différentes
											mais ils s'assurent que ce soit
quelque chose qu'ils apprécient.
									","
											Enquanto eu escutava esses poliglotas
a contarem-me os seus métodos,
											de repente ocorreu-me:
											A única coisa que todos temos em comum
											é que encontramos maneiras
de nos divertirmos,
											aprendendo um novo idioma.
											Todos aqueles poliglotas falavam
em aprender novas línguas
											como se fosse um divertimento.
											Vocês deviam ver as caras deles
											quando me mostravam as suas
tabelas gramaticais coloridas
											e os seus cartões de memória,
cuidadosamente preparados,
											as estatísticas sobre aprendizagem
de vocabulário, em aplicativos
											ou até como eles gostam de cozinhar
com base em receitas noutros idiomas.
											Todos usavam métodos diferentes,
											mas sempre com a certeza que é uma coisa
que os diverte pessoalmente.
									","
											Während diese Polyglotten
mir von ihren Methoden erzählten,
											dämmerte mir:
											Was wir alle gemein haben ist,
											dass wir Wege gefunden haben,
Spaß am Sprachenlernen zu haben.
											All diese Polyglotten
erzählten vom Sprachenlernen
											als ob es viel Spaß macht.
											Sie hätten ihre Gesichter sehen sollen,
											als sie mir ihre bunten
Grammatiktabellen zeigten,
											ihre sogfältig handgemachten Karteikarten,
											und ihre Vokabellernstatistiken via Apps,
											oder gar wie sie es lieben, Rezepte
aus fremdsprachigen Kochbüchern zu kochen.
											Sie alle nutzen verschiedene Methoden,
											aber sie stellen alle sicher,
											dass es etwas ist,
was ihnen selbst Spaß macht.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											I realized that this is actually
how I learn languages myself.
											When I was learning Spanish,
I was bored with the text in the textbook.
											I mean, who wants to read about Jose
											asking about the directions
to the train station. Right?
											I wanted to read ""Harry Potter"" instead,
											because that was
my favorite book as a child,
											and I have read it many times.
											So I got the Spanish translation
of ""Harry Potter"" and started reading,
											and sure enough, I didn't understand
almost anything at the beginning,
											but I kept on reading
because I loved the book,
											and by the end of the book, I was able
to follow it almost without any problems.
											And the same thing happened
when I was learning German.
											I decided to watch ""Friends,""
my favorite sitcom, in German,
											and again, at the beginning
it was all just gibberish.
											I didn't know where one word finished
and another one started,
											but I kept on watching every day
because it's ""Friends.""
											I can watch it in any language.
I love it so much.
											And after the second or third season,
											seriously, the dialogue
started to make sense.
									","
											Bu yöntemi aslında kendim de
benimsediğimi fark ettim.
											İspanyolca öğrenirken
ders kitabındaki yazılardan sıkılmıştım.
											Jose'nin tren istasyonunda
											insanlara yol sormasını
kim okumak ister ki?
											Ben ''Harry Potter'' okumak istiyordum
											çünkü çocukken sen sevdiğim kitap buydu
											ve pek çok kez okudum da.
											''Harry Potter''ın İspanyolca
çevirisini alıp okumaya başladım
											ve tabii ilk önce neredeyse
hiçbir şey anlamadım
											ama okumaya devam ettim
çünkü kitabı seviyordum.
											Kitabın sonuna geldiğimde neredeyse
hiç sorun olmadan takip edebiliyordum.
											Almanca öğrenirken de aynı şeyi yaşadım.
											En sevdiğim dizi 'Friends''i
Almanca izlemeye karar verdim
											ve yine ilk başlarda
hiçbir şey anlaşılmıyordu.
											Cümlenin nerede başlayıp
nerede bittiğini bile anlamıyordum
											ama izlemeye devam ettim
çünkü dizi ''Friends.''
											Hangi dilde olsa izlerim.
O kadar çok seviyorum ki.
											İkinci veya üçüncü sezon sonunda
											gerçekten de diyaloglar
anlam kazanmaya başladı.
									","
											Me di cuenta de que, en realidad,
yo también aprendía así.
											Cuando estaba aprendiendo español,
me aburría con los textos en los libros.
											Quién quiere leer sobre José
											que pregunta sobre cómo llegar
a la estación del tren, ¿cierto?
											Más bien quería leer ""Harry Potter"",
											porque era mi libro favorito de niña
											y lo había leído muchas veces.
											Así que conseguí ""Harry Potter""
en español y comencé a leer.
											Claro, no entendía nada al comienzo,
											pero seguí leyendo
porque me encantaba el libro,
											y al llegar al final ya podía
entenderlo casi sin ningún problema.
											Lo mismo me pasó cuando
estaba aprendiendo alemán.
											Decidí ver ""Friends"", mi serie
de televisión favorita, en alemán.
											De nuevo, al comienzo 
no entendía nada,
											no sabía cuándo terminaba 
una palabra y comenzaba otra,
											pero seguí viéndolo todos los días
porque es ""Friends"".
											Me gusta tanto que puedo verlo
en cualquier idioma.
											Y en serio, luego de la segunda 
o tercera temporada,
											los diálogos comenzaron 
a cobrar sentido.
									","
											J'ai réalisé que c'était ainsi
que j'apprenais des langues.
											Quand j'apprenais l'espagnol, les textes
dans les manuels m'ennuyaient.
											Qui veut parler de Jose
											qui demande son chemin
pour aller à la gare ?
											Je voulais plutôt lire « Harry Potter »
											car, enfant, c'était mon livre préféré
											et je l'ai lu de nombreuses fois.
											Alors j'ai acheté la traduction espagnole
de « Harry Potter » et j'ai lu.
											Bien sûr, au début
je ne comprenais presque rien
											mais j'ai continué à lire
car j'adorais le livre
											et à la fin du livre, j'arrivais à suivre
presque sans problème.
											La même chose est arrivée
quand j'ai appris l'allemand.
											J'ai décidé de regarder « Friends »,
ma série préférée, en allemand
											et, de nouveau, au début,
c'était du charabia.
											J'ignorais quand un mot terminait
et quand le suivant commençait,
											mais j'ai regardé tous les jours
car c'était « Friends ».
											Peu importe la langue,
je les aime tellement.
											Après la deuxième ou troisième saison,
											sérieusement, le dialogue
a commencé à prendre sens.
									","
											Eu percebi que é assim
que eu também aprendo línguas.
											Quando estudava espanhol,
ficava aborrecida com o texto do manual.
											Ou seja, quem quer ler sobre o José
											a pedir diferentes direções 
para a estação de comboio?
											O que eu queria era ler ""Harry Potter"",
											porque era o meu livro favorito
quando criança.
											Li-o montes de vezes.
											Então, comprei a tradução espanhola
de ""Harry Potter"" e comecei a ler.
											É claro, de início, não consegui
entender absolutamente nada,
											mas continuei a ler
porque eu adorava o livro.
											No final do livro, já conseguia segui-lo
quase sem problemas.
											Fiz a mesma coisa
quando aprendi alemão.
											Decidi assistir a ""Friends"",
a minha série favorita, em alemão.
											De novo, no começo
era tudo uma algaraviada.
											Eu não entendia onde uma palavra 
terminava e outra começava
											mas eu assistia todos os dias
porque era ""Friends"".
											Posso ver em qualquer língua.
É uma coisa que adoro.
											Depois da segunda ou terceira temporada,
											a sério, o diálogo
começou a fazer sentido.
									","
											Ich realisierte, dass auch ich
so meine Sprachen lerne.
											Als ich Spanisch lernte,
langweilte mich der Text im Lehrbuch.
											Wer will schon über Jose lesen,
											der nach dem Weg zum Bahnhof fragt?
											Ich wollte stattdessen
""Harry Potter"" lesen,
											weil das in meiner Kindheit
mein Lieblingsbuch war
											und ich es schon oft gelesen habe.
											Also habe ich mir die spanische
Fassung von ""Harry Potter"" besorgt
											und angefangen zu lesen.
											Natürlich habe ich am Anfang
fast nichts verstanden
											aber ich habe weitergelesen,
weil ich das Buch liebe.
											Am Ende des Buchs konnte ich
der Handlung fast ohne Probleme folgen.
											So war es auch, als ich Deutsch lernte.
											Ich beschloss ""Friends"", meine
Lieblingssendung, auf Deutsch zu schauen,
											und wieder war es
am Anfang alles Kauderwelsch.
											Ich wusste nicht, wo ein Wort endete
und das nächste anfing,
											aber ich schaute täglich weiter,
weil es ""Friends"" war.
											Ich kann das in allen Sprachen anschauen.
So sehr liebe ich es.
											Nach der zweiten oder dritten Staffel
											fingen die Dialoge an, Sinn zu ergeben.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											I only realized this
after meeting other polyglots.
											We are no geniuses
											and we have no shortcut
to learning languages.
											We simply found ways
how to enjoy the process,
											how to turn language learning
from a boring school subject
											into a pleasant activity
which you don't mind doing every day.
											If you don't like writing
words down on paper,
											you can always type them in an app.
											If you don't like listening
to boring textbook material,
											find interesting content on YouTube
or in podcasts for any language.
											If you're a more introverted person
											and you can't imagine speaking
to native speakers right away,
											you can apply the method of self-talk.
											You can talk to yourself
in the comfort of your room,
											describing your plans for the weekend,
how your day has been,
											or even take a random
picture from your phone
											and describe the picture
to your imaginary friend.
											This is how polyglots learn languages,
											and the best news is,
it's available to anyone
											who is willing to take the learning
into their own hands.
									","
											Başka poliglotlarla tanıştıktan sonra
bunun farkına vardım.
											Biz dâhi değiliz
											dil öğrenmeye giden gizli
bir kısa yolumuz yok.
											Süreçten keyif almanın
bir yolunu bulmuşuz,
											yabancı dili sıkıcı bir okul dersinden
											her gün yapmaktan zevk alacağımız
bir aktiviteye dönüştürmüşüz.
											Kağıda yazı yazmayı sevmiyorsanız
											yerine uygulama kullanabilirsiniz.
											Sıkıcı ders kitabı materyallerini
dinlemeyi sevmiyorsanız
											YouTube'da veya podcast'lerde
her dilde ilginç içerik bulabilirsiniz.
											Daha çok içe dönük biriyseniz
											ve ana dilinde biriyle
konuşmaktan çekiniyorsanız
											self konuşma
yöntemini uygulayabilirsiniz.
											Odanızda rahatça
kendi kendinize konuşabilirsiniz,
											haftasonu planlarınız,
gününüzün nasıl geçtiği hakkında
											hatta telefonunuzla
rastgele bir fotoğraf çekip
											hayali arkadaşınıza
o fotoğrafı tarif edebilirsiniz.
											Poliglotlar bu şekilde dil öğreniyorlar.
											İyi haber de şu ki
dil öğrenme konusunu
											kendi ellerine almak isteyen
herkese açık bir yol bu.
									","
											Solo me di cuenta después 
de conversar con otros políglotas.
											No somos genios
											y no tenemos ningún truco
para aprender idiomas.
											Simplemente descubrimos maneras
de disfrutar del proceso,
											de transformar la aburrida experiencia 
escolar de aprender idiomas
											en una actividad placentera
que no nos importa hacer a diario.
											Si no te gusta escribir en papel,
											puedes escribir en una aplicación.
											Si no te gusta escuchar 
los aburridos libros de texto
											ve contenido interesante en YouTube
o podcasts en cualquier idioma.
											Si eres una persona introvertida
											y no te imaginas conversando
con nativos inmediatamente,
											puedes usar el método
de hablar contigo mismo.
											Puedes conversar contigo mismo
en la comodidad de tu habitación,
											sobre tus planes de fin de semana,
o sobre cómo fue tu día,
											o puedes buscar una foto en tu teléfono
											y describírsela a un amigo imaginario.
											Así es como los políglotas
aprenden idiomas
											y la mejor noticia es que
está disponible para cualquiera
											que esté dispuesto a tomar
las riendas de su propio aprendizaje.
									","
											Je n'ai réalisé cela qu'après
avoir rencontré d'autres polyglottes.
											Nous ne sommes pas des génies
											et n'avons pas de raccourci
pour apprendre des langues.
											Nous avons trouvé
comment apprécier le processus,
											comment faire passer l'apprentissage
d'une langue d'un cours ennuyeux
											à une activité plaisante
que vous pouvez faire au quotidien.
											Si vous n'aimez pas écrire
des mots sur du papier,
											tapez-les dans une appli.
											Si vous n'aimez pas écouter
du contenu ennuyeux de manuel,
											trouvez du contenu intéressant sur YouTube
ou dans des podcasts dans la langue.
											Si vous être plus introverti
											et ne pouvez pas imaginer parler
immédiatement à un locuteur natif,
											appliquez la méthode
du dialogue intérieur.
											Vous pouvez vous parler
depuis votre chambre,
											décrire vos projets pour le week-end,
comment a été votre journée,
											prendre une photo sur votre téléphone
											et décrire la photo
à votre ami imaginaire.
											C'est ainsi que les polyglottes
apprennent des langues
											et la bonne nouvelle est
que c'est accessible à quiconque
											prêt à prendre en main son apprentissage.
									","
											Só percebi isso depois de
conhecer outros poliglotas.
											Nós não somos génios,
											não temos atalhos
para aprender idiomas.
											Apenas achamos maneiras
de nos divertirmos nesse processo,
											como mudar o estudo de novos idiomas
de uma atividade chata na escola
											para algo agradável que não nos importamos
de fazer todos os dias.
											Se não gostarem de escrever num papel,
											podem usar um aplicativo de anotações.
											Se não vos agradar ouvir os áudios
aborrecidos dos manuais,
											procurem assuntos interessantes no YouTube
											ou em ""podcasts"" para qualquer língua.
											Se são uma pessoa introvertida
											e não conseguem imaginar-se
a falar com nativos logo de início,
											podem utilizar o método
de falarem com vocês mesmos.
											Podem falar sozinhos
no conforto da vossa sala,
											narrar os planos para o fim de semana,
como foi o vosso dia,
											ou tirem uma foto qualquer com o telemóvel
											e descrevam-na a um amigo imaginário.
											É assim que os poliglotas
aprendem idiomas.
											A melhor parte é que isto
é acessível a qualquer um
											que esteja disposto a aprender
pelos seus próprios meios.
									","
											Das wurde mir erst bewusst,
als ich andere Polyglotte traf.
											Wir sind keine Genies.
											Wir kennen keine Abkürzungen,
um Sprachen zu lernen.
											Wir haben einfach Wege gefunden,
den Prozess zu genießen,
											Sprachenlernen von
einem langweiligen Schulfach
											in eine angenehme Aktivität zu verwandeln,
die man gerne täglich macht.
											Wenn man nicht gerne Vokabeln
auf Papier notiert,
											kann man sie immer noch
in eine App eingeben.
											Wenn man ungern
											langweilige Schulbuchtexte hört,
											kann man auf Youtube oder in Podcasts für
jede Sprache interessante Inhalte finden.
											Wenn man introvertiert ist
											und sich nicht vorstellen kann,
gleich mit Muttersprachlern zu sprechen,
											kann man die ""Self-Talk"" Methode anwenden.
											Man kann in seinem Zimmer
mit sich selbst sprechen,
											Wochenendpläne beschreiben,
wie der Tag gelaufen ist,
											oder einfach ein zufälliges Handyfoto
											einem imaginären Freund beschreiben.
											So lernen Polyglotte Sprachen.
											Das Beste daran ist,
das kann jeder machen,
											der gewillt ist, das Lernen
selbst in die Hand zu nehmen.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											So meeting other polyglots
helped me realize
											that it is really crucial
to find enjoyment
											in the process of learning languages,
											but also that joy in itself is not enough.
											If you want to achieve fluency
in a foreign language,
											you'll also need to apply
three more principles.
									","
											Başka poliglotlarla tanışarak
şunu anladım ki
											dil öğrenme süreci boyunca
											zevk alabilmek gerçekten çok önemli
											ama sadece zevk yeterli değil.
											Yabancı bir dilde akıcı konuşmayı
başarmak istiyorsanız
											uygulamanız gereken üç ilke daha var.
									","
											Hablando con otros políglotas 
me di cuenta
											de que es realmente 
importante disfrutar
											del proceso de aprendizaje de idiomas,
											pero el disfrute solo no es suficiente.
											Para alcanzar la fluidez en otro idioma,
											necesitas aplicar otros tres principios.
									","
											Rencontrer des polyglottes
m'a aidée à réaliser
											qu'il est crucial de trouver du plaisir
											dans le processus
d'apprentissage des langues
											mais que le plaisir
en lui-même ne suffit pas.
											Si vous voulez maîtriser
une langue étrangère,
											vous devez appliquer
trois autres principes.
									","
											Conhecer outros poliglotas
ajudou-me a perceber
											como é importante encontrar
divertimento
											no processo de aprender idiomas,
											mas também que a diversão não chega.
											Se querem atingir a fluência
numa língua estrangeira,
											têm de aplicar outros três princípios.
									","
											Andere Polyglotte zu treffen,
hat mir geholfen zu verstehen,
											dass es entscheidend ist,
											Freude am Sprachen lernen zu finden,
											aber auch, das Freude
allein nicht aussreicht.
											Wenn man Sprachkompetenz
in einer Fremdsprache erlangen will,
											muss man ausserdem
drei weitere Prinzipien einhalten.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
											First of all, you'll need
effective methods.
											If you try to memorize a list of words
for a test tomorrow,
											the words will be stored
in your short-term memory
											and you'll forget them after a few days.
											If you, however,
want to keep words long term,
											you need to revise them
in the course of a few days repeatedly
											using the so-called space repetition.
											You can use apps which are based
on this system such as Anki or Memrise,
											or you can write lists of word
in a notebook using the Goldlist method,
											which is also very popular
with many polyglots.
											If you're not sure which methods are
effective and what is available out there,
											just check out polyglots'
YouTube channels and websites
											and get inspiration from them.
											If it works for them,
it will most probably work for you too.
									","
											Öncelikle etkili yöntemlere
ihtiyacınız var.
											Yarınki test için bir liste kelime
ezberlemeye çalışırsanız
											kelimeler kısa süreli
hafızanızda depolanacak
											ve birkaç gün sonra onları unutacaksınız.
											Ama eğer kelimeleri
uzun süre hatırlamak istiyorsanız
											onları birkaç gün boyunca sürekli
tekrar etmeniz gerek,
											sözde aralıklı tekrar
yöntemini kullanarak.
											Anki veya Memrise gibi bu sisteme dayalı
uygulamalar kullanabilir
											veya Goldlist yötemiyle bir deftere
kelime listesi çıkarabilirsiniz,
											pek çok poliglot arasında
bu oldukça yaygın bir yöntem.
											Hangi yöntemlerin etkili olduğunu
ve daha neler olduğunu bilemiyorsanız
											poliglotların YouTube kanallarına
veya internet sitelerine girin
											ve onlardan esinlenin.
											Onlar için işe yarıyorsa
muhtemelen sizin için de yarayacaktır.
									","
											Primero, necesitarás métodos efectivos.
											Si tratas de memorizar una lista
de palabras para el examen de mañana,
											las palabras se archivarán
en tu memoria de corto plazo
											y las olvidarás en pocos días.
											Si quieres recordar
las palabras a largo plazo,
											debes repasarlas repetidamente
durante de varios días,
											usando lo que se conoce
como repaso espaciado.
											Puedes usar aplicaciones que se basan
en este sistema como Anki o Memrise,
											o escribir una lista de palabras
en un cuaderno con el método Goldlist,
											que es también muy popular
entre muchos políglotas.
											Si no sabes cuál método es
el más efectivo y lo que está disponible,
											visita los canales de YouTube
y sitios webs de políglotas
											y busca inspiración en ellos.
											Si funciona para ellos, es probable
que también te funcione.
									","
											Premièrement, vous aurez besoin
de méthodes efficaces.
											Si vous essayez de mémoriser
une liste de mots pour un examen demain,
											vous les mémoriserez
dans votre mémoire à court terme
											et les oublierez quelques jours plus tard.
											Cependant, si vous voulez conserver
des mots à long terme,
											vous devez les revoir de façon répétée
durant quelques jours
											en utilisant la répétition espacée.
											Vous pouvez utiliser des applis basées
sur ce système comme Anki ou Memrise,
											écrire des listes de mots dans un carnet
avec la méthode Goldlist
											qui est très populaire
parmi les polyglottes.
											Si vous n'êtes pas sûrs des méthodes
qui sont efficaces et disponibles,
											consultez des chaînes YouTube
et des sites de polyglottes
											et inspirez-vous en.
											Si cela fonctionne pour eux,
cela fonctionnera probablement pour vous.
									","
											Primeiro, precisam de métodos
que deem resultado.
											Caso tentem memorizar várias palavras
para um teste amanhã,
											elas vão ficar gravadas
na memória de curto-prazo
											e vão-se esquecer delas
poucos dias depois.
											Portanto, se querem gravá-las 
a longo prazo,
											precisam de as relembrar
durante dias, repetidamente,
											usando a chamada repetição espaçada.
											Podem usar aplicativos com base
num sistema, como o Anki ou Memrise,
											ou fazer listas num caderno
usando o método da lista de ouro,
											que também é muito popular
entre muitos poliglotas.
											Se não sabem qual o método
que vai ser eficaz ou que está disponível,
											vejam canais do YouTube 
e ""websites"" de poliglotas
											e inspirem-se neles.
											Se funcionou para eles,
é bem provável que funcione com vocês.
									","
											Erstens braucht man effektive Methoden.
											Wenn man sich eine Vokabelliste
für einen Test morgen einprägt,
											werden die Vokabeln
im Kurzzeitgedächtnis gespeichert
											und man vergisst sie nach wenigen Tagen.
											Wenn man die Vokabeln
jedoch langfristig lernen will,
											muss man sie innerhalb weniger Tage
mehrmals wiederholen.
											Das ist die ""verteilte Wiederholung"".
											Es gibt Apps, die auf diesem System
beruhen z.B. Anki oder Memrise,
											oder mann kann die Goldlist-Methode nutzen
											und Vokabellisten in ein Heft schreiben.
											Diese Methode ist bei vielen
Polyglotten sehr beliebt.
											Wenn man nicht sicher ist, welche
Methoden effektiv sind und welche es gibt,
											kann man auf Youtube die Channels
und Webseiten von Polyglotten ansehen
											und sich von ihnen inspirieren lassen.
											Wenn es für sie klappt,
klappt es für einen vermutlich auch.
									",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
"
","
","
","
","
","
",The secrets of learning a new language,Lýdia Machová,10:45,"language,education,communication,culture,personal growth,speech"
