en,pt,fr,es,tr,title,speaker,duration,tags
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											""Layoffs.""
											The blood drains from your face,
											your mind goes into overdrive,
											frantically searching
for some place to run and hide.
									","
											""Despedimentos.""
											Ficam sem pinga de sangue na cara,
											as vossas mentes ficam num frenesim,
											procurando freneticamente
algum lugar para fugir e esconder-se.
									","
											« Licenciements. »
											Vous devenez tout blanc,
											votre cerveau se met en surchauffe
											et vous cherchez frénétiquement
un endroit où vous cacher.
									","
											""Despidos.""
											Su cara se pone pálida,
											y su mente vuela
											frenéticamente buscando
un lugar para huir y esconderse.
									","
											''İşten çıkarmalar.''
											Yüzünüzdeki kan çekilir,
											beyninize aşırı yük biner,
											telaş içinde kaçıp saklanacak 
bir yer ararsınız.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											Well, you can run,
											but you really can't hide.
											Most of us spend
the majority of our waking hours
											involved in organizations.
											And due to changes in globalization,
											changes due to advances in technology
											and other factors,
											the reality is our organizations
are constantly having to adapt.
											In fact,
											I call this the era
of ""always-on"" transformation.
									","
											Bem, vocês podem fugir,
											mas não podem esconder-se.
											Muitos de nós passamos grande 
parte das horas em que estamos despertos
											envolvidos em organizações.
											Devido às mudanças na globalização,
											às mudanças devido 
aos avanços tecnológicos
											e a outros fatores,
											a realidade é que as nossas organizações
estão constantemente a ter de se adaptar.
											Na verdade,
											eu chamo a esta época
a era de transformação constante.
									","
											Vous pouvez fuir
mais impossible de se cacher.
											La plupart d'entre nous passons
la majorité de nos heures éveillées
											dans une organisation.
											Du fait des changements
de la mondialisation,
											des changements liés
aux avancées technologiques
											et à d'autres facteurs,
											la réalité est que nos organisations
doivent constamment s'adapter.
											En fait,
											j'appelle cela une ère
de transformation constante.
									","
											Pueden huir,
											pero no pueden esconderse.
											Muchos de nosotros
pasa la mayoría del tiempo
											involucrados en organizaciones.
											Debido a cambios en la globalización,
											cambios debido a avances tecnológicos
											y otros factores,
											la realidad es que nuestras organizaciones
están en constante necesidad de adaptarse.
											De hecho,
											yo la llamo 
la era de transformación permanente.
									","
											Tabii ki, kaçabilirsiniz,
											ama aslında saklanamazsınız.
											Çoğumuz uyanık saatlerimizin çoğunluğunu
											kurumlarda geçiriyoruz.
											Küreselleşmedeki değişimden dolayı,
											teknolojideki ilerlemelerden dolayı
											ve diğer etkenler nedeniyle,
											gerçek şu ki, kuruluşlarımız
sürekli adapte olmak durumunda.
											Doğrusu, ben bu çağa
											""Sürekli aktif'' dönüşüm çağı diyorum.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											When I shared this idea
with my wife Nicola,
											she said, ""Always-on transformation?
											That sounds exhausting.""
											And that may be
exactly what you're thinking —
											and you would be right.
											Particularly if we continue to approach
the transformation of organizations
											the way we always have been.
									","
											Quando partilhei esta ideia
com a minha esposa Nicola,
											ela disse: ""Transformação constante?
											Isso parece desgastante.""
											Isso poderá ser 
exactamente o que estão a pensar
											— e vocês teriam razão.
											Especialmente se continuarmos a abordar
a transformação de organizações
											da maneira que sempre o temos feito.
									","
											Quand j'ai partagé cette idée
avec ma femme Nicola,
											elle a dit : « Transformation constante ?
											Cela semble épuisant. »
											C'est peut-être ce que vous pensez —
											et vous auriez raison.
											Surtout si nous continuons à concevoir
la transformation des organisations
											comme nous l'avons toujours fait.
									","
											Cuando compartí esta idea 
con mi esposa Nicola,
											ella dijo, ""¿Transformación permanente?
											Me parece agotador.""
											Puede ser exactamente lo que piensan,
											y pueden estar en lo cierto,
											especialmente, si seguimos abordando
la transformación de las organizaciones
											de la misma manera de siempre.
									","
											Bu fikri eşim Nicola ile paylaştığımda
											''Sürekli aktif dönüşüm mü?
											Kulağa yorucu geliyor.'' dedi.
											Siz de belki tam olarak
böyle düşünüyorsunuz
											ve haklı olabilirsiniz.
											Özellikle de kurumların dönüşümüne
hep aynı şekilde
											yaklaşmaya devam edersek.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											But because we can't hide,
											we need to sort out two things.
											First,
											why is transformation so exhausting?
											And second, how do we fix it?
									","
											Mas porque não nos podemos esconder,
											precisamos de resolver duas coisas.
											Em primeiro lugar,
											porque é que 
a transformação é tão cansativa?
											E em segundo, como corrigimos isso?
									","
											Mais car nous ne pouvons pas nous cacher,
											nous devons résoudre deux problèmes.
											Le premier :
											pourquoi la transformation
est-elle si épuisante ?
											Et le deuxième :
comment régler cela ?
									","
											Pero debido a que 
no podemos escondernos,
											necesitamos reflexionar sobre dos cosas.
											Primero,
											¿por qué cambiar es tan agotador?
											Y segundo, ¿como lo mejoramos?
									","
											Saklanamadığımızdan dolayı
											iki şeyi açıklığa kavuşturmamız gerekiyor.
											İlk olarak,
											dönüşüm neden yorucu?
											Ve ikincisi, bunu nasıl çözeriz?
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											First of all,
											let's acknowledge that change is hard.
											People naturally resist change,
											especially when it's imposed on them.
											But there are things that organizations do
that make change even harder
											and more exhausting
for people than it needs to be.
											First of all,
											leaders often wait too long to act.
											As a result,
											everything is happening in crisis mode.
											Which, of course, tends to be exhausting.
											Or, given the urgency,
											what they'll do is they'll just focus
on the short-term results,
											but that doesn't give
any hope for the future.
											Or they'll just take
a superficial, one-off approach,
											hoping that they can return
back to business as usual
											as soon as the crisis is over.
									","
											Primeiro que tudo,
											vamos reconhecer que mudar é difícil.
											As pessoas resistem
naturalmente às mudanças,
											especialmente quando lhes são impostas.
											Mas há coisas que as organizações fazem
que dificultam ainda mais as mudanças
											e que as tornam mais cansativas para
as pessoas do que realmente têm que ser.
											Primeiro que tudo,
											os líderes normalmente esperam
demasiado tempo para atuar.
											Como consequência,
											tudo acontece num modo de crise.
											Algo que, obviamente, 
tende a ser cansativo.
											Ou, devido à urgência,
											eles concentram-se
nos resultados a curto prazo,
											mas isso não oferece
nenhuma esperança para o futuro.
											Ou simplesmente adotam
uma abordagem superficial e pontual,
											com a esperança de que 
poderão regressar à normalidade
											logo que a crise acabe.
									","
											Tout d'abord,
											acceptons que le changement est difficile.
											Les gens résistent naturellement
au changement,
											surtout lorsqu'il leur est imposé.
											Mais les organisations font des choses
qui rendent le changement plus dur
											et plus épuisant pour les gens
que ce qu'il devrait être.
											Tout d'abord,
											les dirigeants attendent souvent
trop longtemps pour agir.
											Le résultat est que
tout se passe en état de crise.
											Ce qui, bien sûr, est épuisant.
											Ou, puisqu'il y a urgence,
											ils vont uniquement se concentrer
sur les résultats à court terme
											mais cela ne donne
aucun espoir pour l'avenir.
											Ou ils auront une approche
superficielle et ponctuelle,
											en espérant pouvoir revenir
au quotidien
											dès que la crise sera terminée.
									","
											En primer lugar,
											reconozcamos que cambiar es difícil.
											Por instinto, 
la gente se resiste a cambiar,
											sobre todo, cuando se les obliga.
											Pero hay algo que hacen las organizaciones
que supone que el cambio sea más difícil
											y más agotador para las personas
de lo que debería ser.
											Ante todo,
											los lideres, a menudo, 
esperan mucho para actuar.
											Como resultado,
											todo sucede en momentos de crisis.
											Logrando que sea más agotador, 
por supuesto.
											O, dada la urgencia,
											lo que harán ellos es centrarse
en resultados a corto plazo,
											pero que no dan esperanza alguna
en el futuro.
											O solo lo enfocan
de una manera simple y superficial,
											esperando que puedan hacer
negocios como siempre
											tan pronto como la crisis termine.
									","
											Her şeyden önce,
											değişmenin zor olduğunu kabul edelim.
											İnsanlar doğal olarak değişime direnir,
											özellikle değişime zorlandıklarında.
											Fakat kurumlar değişimi
insanlar için olması gerekenden
											daha zor ve yorucu yapan
şeyler yapıyorlar.
											İlk olarak,
											liderler harekete geçmek
için genelde çok bekliyor.
											Sonuç olarak,
											her şey kriz ortamında oluşuyor.
											Ki bu da yorucu oluyor.
											Ya da aciliyet söz konusu olursa,
											yaptıkları şey sadece kısa süreli
sonuçlara odaklanmak oluyor,
											ancak bu gelecek için
hiçbir umut vermiyor.
											Ya da üstünkörü, bir kerelik
bir yaklaşıma başvurarak
											kriz biter bitmez
normal hâllerine dönmeyi
											umut edecekler.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											This kind of approach
											is kind of the way some students
approach preparing for standardized tests.
											In order to get test scores to go up,
											teachers will end up teaching to the test.
											Now, that approach can work;
											test results often do go up.
											But it fails the fundamental
goal of education:
											to prepare students
to succeed over the long term.
									","
											Este tipo de abordagem
											é, de certa forma, como alguns estudantes
se preparam para testes estandardizados.
											Para fazer subir as notas dos testes,
											os professores acabam 
por ensinar para o teste.
											Essa abordagem até poderá funcionar;
											os resultados dos testes geralmente sobem.
											Mas falha no objetivo 
fundamental do ensino:
											preparar os estudantes
para terem êxito a longo prazo.
									","
											Ce genre d'approche
											ressemble à celle de certains étudiants
se préparant pour des tests standardisés.
											Afin d'avoir des notes plus élevées,
											les professeurs finiront
par enseigner pour l'examen.
											Cette approche peut marcher ;
											en général les notes augmentent.
											Mais c'est un échec en ce qui concerne
l'objectif fondamental de l'éducation :
											préparer les étudiants
à réussir sur du long terme.
									","
											Este tipo de enfoque
											es parecido a cuando algunos estudiantes
se preparan para los exámenes de admisión.
											Con el fin de tener los resultados
para entrar en la universidad,
											los profesores acabarán 
enseñándoles a pasar el examen.
											Este enfoque puede funcionar;
											a menudo,
los resultados los hacen ingresar.
											Pero, falla el objetivo fundamental
de la educación,
											que es preparar a los alumnos
a tener éxito a largo plazo.
									","
											Bu tür bir yaklaşım
											bazı öğrencilerin standartlaştırılmış
sınavlara hazırlanma şekillerine benziyor.
											Test sonuçlarını yükseltmek için
											öğretmenler test tekniği öğretmek
zorunda kalacak.
											Bu yaklaşım işe yarayabilir;
											test sonuçları çoğu kez yükselir.
											Fakat bu, eğitimi temel amacından
mahrum bırakır:
											Öğrencileri uzun vadede
başarıya hazırlamak.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											So given these obstacles,
											what can we do
											to transform the way
we transform organizations
											so rather than being exhausting,
											it's actually empowering and energizing?
											To do that, we need to focus
on five strategic imperatives,
											all of which have one thing in common:
											putting people first.
									","
											Então, dados estes obstáculos,
											o que podemos fazer
											para transformar a maneira
em que transformamos organizações
											de forma a que, em vez de ser cansativa,
											seja, na verdade, 
responsável e estimulante?
											Para fazer isso, precisamos de nos
focar em cinco imperativos estratégicos,
											todos eles tendo uma coisa em comum:
											pôr as pessoas em primeiro lugar.
									","
											Étant donnés ces obstacles,
											ce que nous pouvons faire,
											c'est transformer la façon
dont nous transformons les organisations
											afin que, au lieu d'être épuisant,
											cela soit stimulant et énergisant.
											Pour cela, il faut nous concentrer
sur cinq impératifs stratégiques
											qui ont tous une chose en commun :
											faire passer les gens d'abord.
									","
											Tomando en cuenta estos obstáculos,
											¿qué podemos hacer
											para transformar el modo
de cambiar de las organizaciones
											para que en vez de que sea agotador,
											sea empoderador y estimulante?
											Para hacerlo, necesitamos enfocarnos
en cinco preceptos estratégicos,
											los cuales tienen algo en común:
											poner a las personas en primer lugar.
									","
											Bu engeller göz önünde tutulursa,
											yorucu olmamaları için
											organizasyonları dönüştürme
tarzımızı dönüştürmek
											ve onları güçlendirici
											ve enerjik yapmak için neler yapabiliriz?
											Bunu yapmak için, beş stratejik
zorunluluğa odaklanmamız gerekiyor
											ve bunların bir ortak noktaları var:
											İnsanı öne koymak.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											The first imperative
for putting people first
											is to inspire through purpose.
											Most transformations have
financial and operational goals.
											These are important
and they can be energizing to leaders,
											but they tend not to be very motivating
to most people in the organization.
											To motivate more broadly,
											the transformation needs to connect
with a deeper sense of purpose.
									","
											O primeiro imperativo
para pôr as pessoas em primeiro lugar
											é inspirar através de um objetivo.
											A maioria das transformações tem
objetivos financeiros e operacionais.
											Estes são importantes e
podem ser estimulantes para os líderes,
											mas normalmente não são muito motivadores
para a maioria das pessoas na organização.
											Para motivar de forma mais ampla,
											a transformação precisa de estar ligada
a uma noção de propósito mais profunda.
									","
											Le premier impératif
pour faire passer les gens d'abord
											est d'inspirer grâce à un objectif.
											La plupart des transformations
ont des buts financiers et opérationnels.
											Ils sont importants et peuvent être
énergisants pour les dirigeants
											mais ils ont tendance à ne pas motiver
la plupart des gens de l'organisation.
											Pour motiver à plus grande échelle,
											la transformation doit donner
un sens plus profond à l'objectif.
									","
											El primer precepto para poner
a las personas en primer lugar
											es inspirar a través del propósito.
											Muchas transformaciones tienen
objetivos financieros y operacionales.
											Estos son importantes y 
pueden estimular a los líderes,
											pero tienden a no ser muy motivadores
para la mayoría en la organización.
											Para motivar ampliamente,
											la transformación necesita estar conectada
con un profundo sentido de propósito.
									","
											İnsanı öne koymanın ilk zorunluluğu
											amaç ile ilham vermektir.
											Çoğu dönüşümün finansal ve
operasyonel amaçları vardır.
											Bunlar önemli ve liderler için
enerji verici olabilir,
											ama bunlar organizasyon içindeki çoğu kişi
için pek motivasyon sağlayıcı değildir.
											Daha geniş çaplı motivasyon için,
											dönüşümün daha derin bir
amaç hissiyle bağlanması gerekir.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
											Take LEGO.
											The LEGO Group has become
an extraordinary global company.
											Under their very capable leadership,
											they've actually undergone
a series of transformations.
											While each of these
has had a very specific focus,
											the North Star,
											linking and guiding all of them,
											has been Lego's powerful purpose:
											inspire and develop
the builders of tomorrow.
											Expanding globally?
											It's not about increasing sales,
											but about giving millions of additional
children access to LEGO building bricks.
											Investment and innovation?
											It's not about developing new products,
											but about enabling more children
											to experience the joy
of learning through play.
											Not surprisingly,
											that deep sense of purpose tends
to be highly motivating to LEGO's people.
									","
											Vejam o exemplo da LEGO.
											O Grupo LEGO tornou-se
uma empresa mundial extraordinária.
											Sob a sua liderança muito capaz,
											eles, na verdade, passaram
por uma série de transformações.
											Enquanto cada uma destas
teve um foco muito específico,
											a Estrela Polar,
											ligando-as e guiando-as a todos elas,
											tem sido o objetivo poderoso da Lego:
											inspirar e desenvolver
os construtores de amanhã.
											Expandir-se mundialmente?
											Não tem a ver com aumentar as vendas,
											mas com dar a milhões de outras crianças
acesso aos blocos de construção da LEGO.
											Investimento e inovação?
											Não tem a ver com 
desenvolver novos produtos,
											mas com permitir que mais crianças
											experimentem a alegria
de aprender através de brincadeiras.
											Não é de estranhar
que a noção profunda de objetivo
											costuma ser muito motivadora
para as pessoas da LEGO.
									","
											Prenez LEGO.
											Le groupe LEGO est devenu
une entreprise mondiale extraordinaire.
											Sous leur direction très compétente,
											ils ont traversé
une série de transformations.
											Bien que chacune de ces transformations
avaient un but précis,
											l’Étoile du Berger,
											les connectant et liant toutes,
											a été l'objectif puissant de LEGO :
											inspirer et développer
les bâtisseurs de demain.
											Se développer mondialement ?
											Il n'est pas question
d'augmenter les ventes,
											mais de donner accès à des briques LEGO
à des millions d'autres enfants.
											Investir et innover ?
											Ce ne sont pas de nouveaux produits
											mais permettre à plus d'enfants
											de ressentir la joie
de l'apprentissage par le jeu.
											Il n'est pas surprenant
											que ce sens d'objectif profond tende
à fortement motiver les employés de LEGO.
									","
											Pongamos como ejemplo Lego.
											El Grupo Lego se ha convertido
en una extraordinaria empresa global.
											Bajo una gran capacidad de liderazgo,
											han pasado por muchas transformaciones.
											Mientras que cada una de ellas
han tenido un foco muy específico,
											la Estrella del Norte,
											conectando y guiando a todos,
											ha sido el propósito más poderoso de Lego:
											Inspirar y desarrollar 
a los constructores del futuro.
											¿Expandirse globalmente?
											No se trata de incrementar las ventas,
											sino de dar acceso a millones de niños
de tener bloques de construcción de Lego.
											¿Inversión y motivación?
											No se trata de desarrollar
nuevos productos,
											sino de permitir a más niños
											tener la experiencia de divertirse
aprendiendo a través del juego.
											No es sorprendente
											que el profundo sentido de propósito es 
el gran motivador del personal en Lego.
									","
											LEGO örneğine bakalım.
											LEGO grubu, olağanüstü
küresel bir şirket oldu.
											Çok mahir liderliği altında,
											fiili olarak bir dizi dönüşüme gittiler.
											Bunların her biri belirli bir
odak noktasına sahipken,
											hepsini birbirine bağlayan
											ve yol gösteren North Star mağazası
											Lego'nun güçlü amacı olmuştur:
											Yarının inşacılarına ilham ol
ve onları geliştir.
											Küresel ölçekte genişlemek?
											Mesele satışları artırmak değil,
											milyonlarca çocuğun LEGO parçalarına
erişimini sağlamaktır.
											Yatırım ve yenilik?
											Mesele yeni ürünler geliştirmek değil,
											daha fazla çocuğun
											oyunla öğrenme keyfini
deneyimlemesini sağlamaktır.
											Beklendiği üzere,
											bu derin amaç hissi, LEGO
çalışanlarını oldukça motive ediyor.
									",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
"
","
","
","
","
",5 ways to lead in an era of constant change,Jim Hemerling,13:21,"business,collaboration,innovation,communication,leadership,motivation,potential,success,work"
