en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											Simone Bianco: As many of you know,
											since 1950, the average
surface temperature of the earth
											has increased by one degree Centigrade
											due to all the carbon dioxide
we are pumping into the air.
											Now, while this temperature increase
may not seem like a big deal to us,
											it is to plankton.
											Indirect measurements have shown
that the global phytoplankton population
											may have decreased by as much
as 40 percent between 1950 and 2010
											because of climate change.
											And you see, this is a problem
											also because it's starving
the fish that eat them.
											And about a billion people
around the world
											depend on fish as their primary source
of protein from animals.
									","
											Simone Bianco:
Como muitos de vocês sabem,
											desde 1950 que a temperatura média 
da superfície da Terra
											aumentou um grau centígrado
											devido às nossas emissões 
de dióxido de carbono.
											Apesar de não parecer muito para nós, 

											é muito para o plâncton.
											Medições indiretas mostram que
a população global de fitoplâncton
											pode ter diminuído até 40%
entre 1950 e 2010
											devido às mudanças no clima.
											Vejam, isso também é um problema
											pois está a matar à fome os peixes 
que se alimentam do plâncton.
											E cerca de mil milhões de pessoas no mundo
											dependem dos peixes
como principal fonte de proteína animal.
									","
											Simone Bianco: Desde 1950
como muchos de Uds. saben,
											la temperatura media
en la superficie terrestre
											se ha incrementado un grado centígrado
											debido a todo el dióxido de carbono
que enviamos a la atmósfera.
											Ahora, si bien este incremento
no es gran cosa para nosotros,
											para el plancton sí lo es.
											Mediciones indirectas han mostrado
que la población global de fitoplancton
											podría haber disminuido
hasta un 40 % entre 1950 y 2010
											debido al cambio climático.
											Esto también es un problema
											porque los peces que lo comen
se están muriendo de hambre.
											Y hay unos mil millones
de personas en el mundo
											que principalmente dependen del pescado
como fuente de proteína animal.
									","
											Simone Bianco: Birçoğunuzun bildiği gibi,
											havaya verdiğimiz karbondioksitten dolayı
											ortalama dünya yüzeyi sıcaklığı 
1950'den bu yana
											1 santigrat derece arttı.
											Bu sıcaklık artışı bizim için
büyük bir sorun olarak görünmeyebilir
											ama planktonlar için öyle.
											Dolaylı ölçümler fitoplankton nüfusunun 
1950 ve 2010 seneleri arasında
											iklim değişikliğinden dolayı %40 oranında
											azalmış olabileceğini gösteriyor.
											Gördüğünüz üzere bu, onları yiyen
balıkları aç bıraktığından dolayı da
											bir problem.
											Dünyada yaklaşık 1 milyar insan
											hayvanlardan alınan ana protein 
kaynağı olarak balıklara bağımlı.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											So you see, this isn't just
about breathing.
											No plankton means no fish.
											And that is a lot of food
we will need to replace.
											There's something else
that is interesting.
											The bodies of plankton's ancestors
											actually make up a for lot
of the carbon we burn today.
											Which is kind of ironic, if you ask me.
											Because the plankton that are here today
clean that carbon out of the air.
											But you see, they don't really
hold a grudge.
									","
											Por isso, a questão não é apenas 
a nossa respiração.
											Sem plâncton, não há peixe.
											Isso significa que temos que 
substituir muita comida.
											Há uma outra coisa interessante.
											Os corpos dos ancestrais do plâncton
											são parte do carbono dos combustíveis 
que consumimos hoje.
											O que é um tanto irónico, a meu ver.
											Porque o plâncton de hoje
remove este carbono do ar.
											Mas ele não leva a mal.
									","
											Como ven, no se trata solo de respirar.
											Sin plancton no hay peces.
											Y eso significa reemplazar
un montón de comida.
											Hay otra cosa que es interesante.
											Los restos de los ancestros del plancton
											constituyen una gran cantidad
del carbono que hoy quemamos.
											Lo que para mí es una ironía,
											porque el plancton que tenemos hoy
elimina ese carbono del aire.
											Pero claro, el plancton no es rencoroso.
									","
											Yani bu sadece nefes almakla ilgili değil.
											Plankton yok demek balık yok demek.
											Ve bu da yerine koymamız gereken
çok fazla yemek demek.
											Enteresan olan başka bir şey daha var.
											Planktonların atalarının bedenleri
											bugün yaktığımız karbonun 
çoğunu telafi ediyor.
											Bu da biraz ironik doğrusu.
											Çünkü planktonlar havadaki
karbonu temizliyor.
											Ama kin tuttuklarından değil tabii ki.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											The problem is they cannot keep up
											with the tremendous amount
of carbon we are dumping into the air.
									","
											O problema é que ele 
não está a dar conta
											da imensa quantidade de carbono 
que estamos a emitir.
									","
											El problema es que no da abasto
											con la enorme cantidad
de carbono que emitimos.
									","
											Sorun bizim havaya verdiğimiz
muazzam miktarda karbonla
											baş edememeleri.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											So what does all of this mean?
											Well, it means
that our big carbon footprint
											is crushing the very creatures
that sustain us.
											And yes, like Tom said,
											killing almost half of the creatures
that allow us to breathe
											is a really big deal.
											So you're probably asking yourself:
											Why aren't we doing something about it?
											Our theory is that plankton are tiny,
											and it's really, really hard to care
about something you cannot see.
											You see, there's a quote I really like
in ""The Little Prince"" that goes,
											""What is essential
is invisible to the eye.""
											We really believe
that if more people could come
											face to ... cilia with plankton,
											there is a greater chance
we could all rally together
											and save these creatures
											that are so important
to life on our planet.
									","
											O que é que isso tudo significa?
											Significa que a nossa grande 
pegada de carbono
											está a esmagar as próprias criaturas 
que nos mantêm vivos.
											E, como disse o Tom,
											matar quase metade das criaturas 
que nos permitem respirar
											é um grande problema.
											Vocês devem estar a perguntar-se:
											""Porque não fazemos nada?""
											Achamos que é por o plâncton
ser minúsculo,
											e por ser muito difícil importarmo-nos
com algo que não vemos.
											Há uma frase em "" O Principezinho"" 
de que gosto muito, e que é assim:
											""O essencial é invisível aos olhos.""
											Nós acreditamos que, se mais pessoas 
conseguissem ver o plâncton...
											olhos nos olhos do plâncton,
											haveria uma possibilidade maior 
de todos nos unirmos
											para salvar estas criaturas
											tão importantes para a vida na Terra.
									","
											¿Qué significa todo esto?
											Significa que nuestra gran
huella de carbono
											está aplastando justamente
a las criaturas que nos sostienen.
											Y sí, como dijo Tom,
											matar casi la mitad de las criaturas
que nos permiten respirar
											es algo realmente serio.
											Uds. probablemente se preguntarán:
											¿Por qué no hacemos algo al respecto?
											Nuestra teoría es que
el plancton es diminuto,
											y es muy, pero muy difícil preocuparse
por algo que uno no puede ver.
											Hay una cita en ""El Principito""
que me gusta mucho:
											""Lo esencial es invisible a los ojos"".
											Realmente creemos que,
si más gente pudiera encontrarse
											cara a ... cilios con el plancton,
											sería mucho más probable
											que nos pudiéramos unir
para salvar a estas criaturas
											tan importantes para la vida en la Tierra.
									","
											Bunların hepsi ne anlama geliyor?
											Anlamı, koca karbon ayak izimiz
											bizi ayakta tutan varlıkları eziyor.
											Tom'un da dediği gibi
											nefes almamızı mümkün kılan 
varlıkların neredeyse yarısını öldürmek
											büyük mesele.
											Muhtemelen kendinize soruyorsunuz:
											Neden bu konuda bir şey yapmıyoruz?
											Teorimiz planktonların minik olması
											ve göremediğiniz şeyleri önemsemek
gerçekten de çok zor.
											""Küçük Prens""te sevdiğim bir alıntı var:
											""Gerekli olan göze görünmezdir.""
											Eğer daha fazla insan 
planktonlarla yüz-kirpik gelirse,
											birlik olup gezegenimizdeki yaşam için
											çok önemli olan bu varlıkları
											kurtarma şansımızın
											daha büyük olacağına gerçekten inanıyoruz.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											TZ: Exactly, Simone.
											So to do this,
											we're going to bring you
scuba diving with plankton.
											But I just need to shrink you
by a factor of 1000,
											to a scale where the diameter
of a human hair is as big as my hand.
											And I happen to have invented
a machine to do just that.
									","
											Tom Z.: Exato, Simone.
											Então, para isso,
											vamos levar-vos a mergulhar 
com o plâncton.
											Apenas terei que vos encolher
cerca de 1000 vezes,
											como se o diâmetro de um fio de cabelo 
fosse da largura da minha mão.
											Por acaso, eu inventei uma máquina 
capaz de fazer isso.
									","
											TZ: Exactamente, Simone.
											Para hacer esto,
											vamos a llevarlos a bucear con plancton.
											Pero primero tengo que reducir
su tamaño 1000 veces,
											a una escala en la que el diámetro
de un pelo humano es grande como mi mano.
											Y justamente he inventado
una máquina que hace exactamente eso.
									","
											TZ: Kesinlikle, Simone.
											Bunu yapmak için,
											size planktonlarla
tüplü dalış yaptıracağız.
											Bunun için sizi, saç telinin
elim boyutunda olduğu ölçeğe
											1000 faktör kadar küçültmem gerek.
											Ve tam da bunu yapacak 
makineyi icat etmiş bulunmaktayım.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											SB: Anyone here remember
""Fantastic Voyage""
											or ""Innerspace?""
											Yeah, yeah.
											Martin Short is one of my all-time
favorite actors.
											And now this — this is just like that.
									","
											SB. : Alguém se lembra do filme
""Viagem Fantástica""?
											Ou de ""O Micro-Herói""?
											Isso mesmo.
											Martin Short é um dos meus 
atores preferidos.
											É exatamente disso que estamos a falar.
									","
											SB: ¿Alguien se acuerda
de la película ""Viaje fantástico""
											o de ""Viaje insólito""?
											Sí, sí.
											Martin Short es uno de mis actores
favoritos de todos los tiempos.
											Y esto es exactamente igual.
									","
											SB: Buradaki herkes ""Esrarengiz Yolculuk""
											ya da ""İçimde Biri Var""ı hatırlar.
											Evet, evet.
											Martin Short benim gelmiş geçmiş
favori oyuncularımdan.
											Şimdi de bu aynen öyle.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											TZ: Indeed, yes.
											When I was a boy,
I saw ""Fantastic Voyage,""
											and I really loved how I could travel
through the bloodstream
											and see biology work on a cellular level.
											I've always been inspired
by science fiction.
											As an inventor, I try
and turn fantasy into reality.
											And I once invented this glove
											which let me travel and help
people like you explore the virtual world.
											So now I've invented this machine
											to let us explore the microscopic world.
											It's not virtual, it's real.
											Just really, really tiny.
											It's based on the microscope
that got Simone's attention.
											So, here's how it works.
											I have an image sensor
											like the kind in your cell phone,
behind the lens.
											And then I have a little tray
of plankton water
											like you might find from a river
											or my fish tank, which I never
change the water on.
									","
											TZ: Exatamente.
											Vi ""Viagem Fantástica"" quando era menino,
											e adorei a ideia de viajar 
pela corrente sanguínea
											e ver biologia a nível celular.
											A ficção científica sempre me inspirou.
											Como inventor, tento transformar 
a fantasia em realidade.
											Uma vez inventei uma luva
											que ajudava pessoas como nós
a viajar pelo mundo virtual.
											E agora eu inventei esta máquina
											para explorarmos o mundo 
a nível microscópico.
											Não é virtual, é real.
											Apenas muito, muito pequena.
											Foi criada com base no meu microscópio 3D.
											E funciona assim:
											Aqui temos um sensor de imagens
											como o de um telemóvel,
atrás da lente.
											E também um recipiente 
com água e plâncton
											como a água de um rio,
											ou do meu aquário, que eu nunca limpo.
									","
											TZ: Definitivamente, sí.
											Cuando era niño, vi ""Viaje fantástico""
											y me encantó poder viajar
por el torrente sanguíneo
											y ver cómo funcionaba
la biología a nivel celular.
											Siempre me ha inspirado
la ciencia ficción.
											Como inventor, trato de convertir
la fantasía en realidad.
											Una vez inventé un guante
											que me permitía viajar y ayudar a gente
como Uds. a explorar el mundo virtual.
											Así que ahora inventé esta máquina
											para permitirnos explorar
el mundo microscópico.
											No es virtual, es real.
											Solo que muy, pero muy diminuta.
											Está basada en el microscopio
que le llamó la atención a Simone.
											Funciona así:
											Tengo un sensor de imagen
											como el que tiene el celular
detrás de la lente.
											Y tengo una pequeña bandeja
de agua con plancton,
											como por ejemplo agua de río
											o de mi pecera a la que nunca
le cambio el agua.
									","
											TZ: Hakikaten de öyle.
											Küçükken ""Esrarengiz Yolculuk""u izledim,
											kan akışında seyahat etmeyi
											ve biyolojinin hücresel boyutta 
çalışmasını görmeyi gerçekten sevdim.
											Bilim kurgudan hep ilham almışımdır.
											Bir mucit olarak fanteziyi gerçeğe
dönüştürmeye çalışıyorum.
											Bir keresinde seyahat etmemi 
ve insanlara sanal dünyayı
											keşfetmesinde yardım etmemi
sağlayan eldiveni icat ettim.
											Şimdi de mikroskobik alemi
											keşfetmek için bu makineyi icat ettim.
											Sanal değil, gerçek.
											Sadece minicik.
											Simone'nin dikkatini çeken 
mikroskoba dayalı.
											Şöyle çalışıyor.
											Telefonlarınızdaki merceğin
arkasındakine benzer
											bir görüntü sensörüm var.
											Ve küçük bir petri kabı dolusu
											nehirden ya da suyunu asla 
değiştirmediğim akvaryumumdan
											bulabileceğiniz planktonum var.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											Because I love plankton.
									","
											Porque eu adoro plâncton.
									","
											Porque me encanta el plancton.
									","
											Çünkü planktonları severim.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											And underneath I have a light, an LED,
											which is going to cast shadows
of the plankton on the image sensor.
											And now this silver thing
is an XY plotter,
											so I can move the image sensor
to follow the plankton as they swim.
											Now comes the fantasy part.
									","
											E por baixo disso,
colocamos uma luz LED
											que projeta as sombras do plâncton 
no sensor de imagens.
											E esta coisa prateada
é uma impressora de grande formato
											e assim posso mover o sensor 
seguindo o plâncton enquanto nada.
											Agora vem a parte mágica.
									","
											Y debajo tengo una luz, un LED,
											que va a proyectar la sombra del plancton
en el sensor de imagen.
											Y esta cosa plateada
es un plóter de dos ejes,
											así puedo mover el sensor de imagen
para seguir al plancton mientras nada.
											Ahora viene la parte fantástica.
									","
											Altında da planktonların gölgelerini
											görüntü sensörüne
düşürecek LED ışığım var.
											Bu gümüş şey bir veri çizicisi,
											bununla planktonlar yüzerken 
görüntü sensörüyle takip edebilirim.
											Şimdi fantezi kısmına geçiyorum.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											I put a tilt sensor on this helmet
											so I can control
the microscope with my head.
											And now let's look at the video
from this image sensor.
											These are all plankton.
											This is in that little tray,
											and with my head,
I can move the microscope.
											So now we're ready
to go scuba diving with plankton.
											My head will be the navigator,
											and Simone will be our tour guide.
									","
											Eu coloco um sensor de inclinação
neste capacete
											para poder controlar
o microscópio na minha cabeça.
											Agora, vamos ver o vídeo
do sensor de imagem.
											Tudo isto é plâncton.
											Isto está naquela pequena gamela,
											e eu posso mover o microscópio 
com a cabeça.
											Agora estamos prontos para 
mergulhar com o plâncton.
											A minha cabeça será o navegador,
											e o Simone será o nosso guia.
									","
											A este casco le puse
un sensor de inclinación
											para poder controlar
el microscopio con la cabeza.
											Y ahora vamos a ver el video
del sensor de imagen.
											Todo esto es plancton,
											es lo que está en esa bandejita,
											y con mi cabeza
puedo mover el microscopio.
											Así que ahora estamos listos
para bucear con el plancton.
											Mi cabeza va a ser el navegador
											y Simone va a ser nuestro guía turístico.
									","
											Bu başlığa bir eğim sensörü taktım
											böylece mikroskobu 
kafamla kontrol edebilirim.
											Hadi görüntü sensöründen 
gelen videoya bakalım.
											Bunların hepsi plankton.
											Bu küçük petri kabında
											ve kafamla mikroskobu
hareket ettirebilirim.
											İşte şimdi planktonlarla 
tüplü dalış yapmaya hazırız.
											Kafam navigasyonumuz
											Simone ise tur rehberimiz olacak.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											SB: Yes.
									","
											SB: Sim.
									","
											SB: Sí.
									","
											SB: Evet.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
