pt,tr,title,speaker,duration,tags
"
											em se adaptar ao ambiente escolar.
											No entanto, tínhamos de procurar soluções
para o ajudar a lidar com a suas emoções
											enquanto lhe ensinávamos as bases
da leitura e da matemática.
											E houve três coisas
que nos ajudaram imenso.
									","
											Birincisi, en çok nerede sıkıntı
çektiğini anlamalıydık.
											Birçok küçük çocuk için
											daha az yapısallaşmış olan ev ortamından
											daha fazla yapısallaşmış
okul ortamına geçmek zor olabilir.
											Bu yüzden D için yaptığımız şey,
											mola odamızda onun için
sakin bir alan yaratmaktı.
											Odaya sallanan sandalyeler,
yumuşak yastıklar ve kitaplar yerleştirdik
											ve D'nin diğer çocuklardan uzakta,
											kendi isteğiyle evden okul ortamına
geçmesine zaman vermek için
											sabahları bu odaya gitmesine izin verdik.
											D hakkında daha fazla şey 
öğrenmeye başladıkça
											onu sakinleştiren 
başka stratejiler de öğrendik.
											Örneğin, D kendinden 
küçük öğrencilere yardım etmeyi severdi
											bu yüzden onu kreş yardımcısı yaptık.
											Kreş sınıfına gitti
											ve öğrencilere harflerin 
nasıl yazılacağını öğretti.
											Gerçekten de öğretmenin bazı öğrencilerde
başaramadığını kendisi başarmıştı.
											İster inanın ister inanmayın
											D gerçekten de buradaki 
bazı öğrencileri sakinleştirdi
											ve bize akranların davranış 
üzerindeki etkisinin
											yetişkinlerinkinden 
çok daha iyi olduğunu gösterdi.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Primeiro, tivemos de perceber
quais eram as maiores dificuldades.
											Tal como para muitas crianças,
											entrar na escola pode
ser uma transição difícil
											visto que que elas passam
de um ambiente familiar pouco estruturado
											para um ambiente escolar mais estruturado.
											O que nós fizemos pelo D foi
criar uma área tranquilizante para ele
											na nossa sala de repouso
											que nós equipámos com
cadeiras de baloiço, almofadas e livros,
											e deixámos o D
ir para este sítio, de manhã,
											longe das outras crianças,
											dando-lhe tempo para fazer
a transição para o ambiente escolar
											à sua maneira.
											À medida que começámos
a aprender mais sobre o D,
											aprendemos novas estratégias
que o conseguiam acalmar.
											Por exemplo, o D adorava ajudar
os alunos mais novos.
											Então, pusemo-lo como
ajudante do pré-escolar.
											Ele ia para a sala do pré-escolar
											e ensinava os alunos a traçar as letras.
											Na verdade, ele foi bem
sucedido com alguns deles
											que o professor não conseguia ensinar.
											E acreditem ou não,
											o D, de facto, ajudou a acalmar alguns
dos alunos do pré-escolar,
											demonstrando-nos que a influência
dos colegas no comportamento
											era deveras maior do que qualquer coisa
que os adultos podiam fazer.
									","
											Onunla şarkıları ve şakaları kullandık.
											Evet, müdür ve öğretmenlerin 
çocuklarla gülmelerinin
											kulağa gerçekten saçma geldiğini biliyorum
											ama müdür bir şaka yaptığında
veya okul hoparlöründen
											sonu neredeyse her zaman 
kahkahayla biten bir şarkı söylediğinde,
											D'nin yüzündeki şoku hayal edebilirsiniz.
											Bu D'nin sinir krizlerinin 
süresini kısaltmaya
											ve onun dünyasıyla bağlantı
kurmamıza yardımcı oldu.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Nós usámos o humor e as canções com ele.
											Sim, eu sei que parece muito ridículo
											a directora e os professores
rirem com as crianças,
											mas vocês podem imaginar
a cara de espanto do D
											quando a directora contava uma piada
ou cantava uma canção que passava na rádio
											e que acabava quase sempre
em gargalhada,
											reduzindo a extensão da sua revolta
											e ajudando-nos a conectarmo-nos
com ele no seu mundo.
									","
											Biliyorum, bazılarınız
											""Her öğrenciye bu tür özel muamele 
göstermek gerçekçi değildir""
											diye düşünüyor
											ama biz gerçekten de bunu yaptık.
											Çünkü D için işe yarayan yöntem 
ve taktikleri anladığımızda
											öğretmenlerimiz aynı yöntemleri 
başka öğrencilerle kullanabildiler.
											Öğrencilerin davranışlarına 
sadece tepki göstermek yerine
											aktif olarak üzerine gitmeye başladık.
											Öğretmenlerimiz ders 
programlarında zaman yaratarak
											öğrencilere duygularını
nasıl tanımlayacaklarını
											ve onlarla 10'a kadar saymak,
stres çarkı çevirmek
											veya kısa bir yürüyüşe çıkmak gibi
											uygun ve sağlıklı baş etme
stratejileri öğrettiler.
											Gün içinde çocuklara şarkı söylemeleri,
											yoga yapmaları
											ve fiziksel aktivitelere katılmaları için
											zihin molaları verdik.
											Uzun süreler boyunca hareketsiz 
oturmakta zorlanan çocuklar içinse
											sallanan sandalyeler,
											egzersiz bisikletleri
											ve hatta zemin için 
eliptik bisikletler alarak
											esnek oturma alanları yarattık.
											Bu değişiklikler çocukları sınıfta 
kalmaları için cesaretlendirdi
											ve odaklanıp öğrenmelerine 
yardımcı oldu.
											Daha az çocuk düzeni bozduğunda
											tüm çocuklar daha iyi oldu.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Eu sei que alguns de vocês estão a pensar:
											""Não é prático utilizar este tipo
de tratamento especial
											""para cada aluno"",
											mas nós conseguimos fazê-lo.
											Após percebermos quais os instrumentos
e as tácticas que funcionavam com o D,
											os nossos professores ficaram aptos
a aplicar isso a outros alunos.
											Começámos por abordar pró-activamente
o comportamento dos alunos
											em vez de reagir, simplesmente.
											Na verdade, os nossos professores
despendiam tempo de aula
											a ensinar as crianças
a identificar as suas emoções
											e estratégias de sucesso saudáveis,
apropriadas para lidar com elas,
											tais como contar até 10,
											brincar com um ""fidget spinner""
											ou ir dar um passeio rápido.
											Implementámos várias pausas
durante o dia,
											permitindo às crianças cantar canções,
											fazer posições de ioga
											e participar em actividades
físicas estruturadas.
											Para os miúdos que tinham dificuldade
em estar longos períodos sentados,
											investimos em assentos flexíveis,
											como cadeiras de baloiço
e bicicletas estáticas,
											e até mesmo máquinas elípticas no chão,
											permitindo aos alunos pedalar
por baixo das carteiras.
											Estas mudanças encorajaram as crianças
a permanecer na sala de aula,
											ajudando-as a concentrarem-se e aprender.
											Quando há menos crianças a perturbar,
											todos as crianças se saem melhor.
									","
											İşte, büyülü olan şey:
											Bu bize fazladan paraya mal olmadı.
											Sadece önceden sahip olduklarımızı
farklı bir şekilde düşündük.
											Örneğin, her devlet okulunun 
bir eğitim materyali hattı vardır.
											Eğitim materyali bir kitap olabilir,
											beyaz tahta olabilir,
											esnek oturma düzeni olabilir,
											stres çarkı olabilir,
											okulun duvarlarını daha yatıştırıcı
bir renge boyamak bile olabilir
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											E aqui está a coisa mágica:
											isso não nos custou
um monte de dinheiro extra.
											Nós só pensámos de maneira
diferente no que tínhamos.
											Por exemplo, todas as escolas públicas
têm uma linha de fornecimento pedagógico.
											Um fornecimento pedagógico
pode ser um livro,
											pode ser um quadro branco,
											pode ser um assento flexível,
											pode ser um ""fidget spinner"",
											pode, até mesmo, ser pintar as paredes
da escola com uma cor mais calmante,
											permitindo que os alunos tenham êxito.
											Não é que nós não tenhamos investido
em instrumentos académicos
											— obviamente —
											mas também levámos a sério
os instrumentos sociais.
											Os resultados falam por si mesmos.
											Ao abordar muito a sério
o desenvolvimento emocional das crianças
											e ajudando-as a lidar com as suas emoções,
											vimos uma melhoria enorme
nas avaliações de leitura e matemática,
											superando de longe as expectativas
de evolução desse ano
											e ultrapassando muitas escolas
com a mesma demografia.
									","
											ki bunlar öğrencileri geliştirir.
											Tabii ki de akademik araçlara
yatırım yapmadık değil
											ama biz sosyal araçları da ciddiye aldık.
											Sonuçlar ise ortada.
											Çocuklarımızın duygusal 
gelişimini ciddiye alarak
											ve duygularını kontrol 
etmelerine yardımcı olarak
											okuma ve matematik puanlarımızda
bir yılda beklediğimiz büyümeyi aşan
											ve bizimle aynı demografide olan 
birçok okula fark atan
											büyük bir büyüme gördük.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Outra coisa que fizemos para ajudar
os miúdos a lidar com as emoções
											foi usarmos contactos.
											Sendo uma escola pública
sem financiamento privado,
											nós não tínhamos uma equipa de apoio
											para abordar o caos que as nossas
crianças podiam enfrentar em casa,
											e não tínhamos formação nem fundos
para abordar isso directamente.
											Então, começámos por nos
aproximarmos de grupos locais,
											de organizações comunitárias,
											e até mesmo da Universidade
do Estado de Ohio.
											A nossa parceria com esta Universidade
											forneceu-nos estudantes universitários
											que estudavam educação
											e também psicologia escolar
e trabalho social escolar.
											Estes estudantes fizeram duplas
com os nossos professores
											para ajudar os alunos
com maiores dificuldades.
											Toda a gente beneficiou
											porque os professores tiveram acesso
ao mais recente pensamento académico
											e os estudantes universitários
ganharam experiência de vida concreta
											na sala de aula.
											Na nossa parceria
com o Hospital Infantil Nacional
											eles criaram um centro de saúde
dentro da nossa escola,
											dando-nos os recursos de saúde
física e mental para os nossos alunos.
											As nossas crianças também
beneficiaram com isso.
											As faltas continuaram a diminuir,
											e as crianças tiveram
acesso a ajuda psicológica
											que podiam usufruir
durante o tempo escolar.
									","
											Çocuklarımızın duygu kontrolüne yardımcı
olmak için yaptığımız ikinci şey ise
											yardım almaktı.
											Çok da finanse edilmeyen bir okul olarak
											çocukların evde 
karşı karşıya kalabileceği
											kargaşayı ele alacak
bir destek ekibimiz yoktu
											ve konuyu doğrudan ele almak için
eğitimimiz veya paramız da yoktu.
											Bu yüzden yerel gruplara, 
toplumsal kurumlara
											ve hatta Ohio Devlet 
Üniversitesi'ne ulaşmaya başladık.
											Ohio Devlet Üniversitesi'yle
olan ortaklığımız
											okulumuza sadece pedagoji okuyan değil
											aynı zamanda okul psikolojisi
											ve okul sosyal hizmetleri okuyan 
öğrencileri de sağladı.
											Bu öğrenciler, en çok zorluk
çeken çocuklara yardım etmek için
											öğretmenlerimizle eşleşti.
											Bundan herkes yararlandı
											çünkü öğretmenlerimiz en yeni
düşünce sistemlerine ulaşabildiler
											ve üniversite öğrencileri de sınıflarda
gerçek hayat deneyimleri kazanabildi.
											yerel Nationwide Children's Hospital
çocuk hastanesiyle olan ortaklığımız
											okulumuza, öğrencilerimize fiziksel 
ve akıl sağlığı kaynakları sağlayan
											bir sağlık kliniği kazandırdı.
											Bizim çocuklarımız bundan da faydalandı.
											Devamsızlıklar azalmaya devam etti
											ve çocuklarımız okul günü 
boyunca erişebilecekleri
											rehberlik desteğine sahipti.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											E talvez a maior mudança
não tenha sido no D ou nas crianças.
											Foi nos adultos e na sala de aula.
											Os professores são geralmente bons
											a planear e a distribuir
instruções académicas
											mas, quando se entra
num comportamento prejudicial,
											isso pode situar-se completamente
fora do âmbito do trabalho.
											Mas, ao levarmos a sério
o desenvolvimento emocional das crianças,
											passámos de uma filosofia de exclusão
											— se perturbas, vais para a rua —
											para uma filosofia
de confiança e respeito.
											Não foi fácil,
											mas sentimos no coração,
											que era uma maneira positiva
de fazer a mudança.
											Fiquei com admiração pelos professores
que deram este salto comigo.
									","
											Belki de en büyük değişim D'de 
veya diğer çocuklarda değildi.
											Odadaki yetişkinlerdeydi.
											Öğretmenler genelde akademik öğretimi 
planlamak ve ders anlatmakta iyilerdir
											ama düzen bozucu davranışlar,
											işin tamamen kapsamı 
dışında gibi gelebilir.
											Ama biz çocuklarımızın
duygusal gelişimini ciddiye alarak
											dışlama felsefesinden —
											sınıfı rahatsız ediyorsun, çık —
											güven ve saygı felsefesine geçtik.
											Kolay değildi
											ama biz bunun bir değişim yapmanın
											olumlu bir yolu olduğuna
gönülden inandık
											ve bu adımı benimle birlikte atan
öğretmenlere hayranlık duyuyorum.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Fazendo parte do nosso plano
de desenvolvimento profissional,
											estudámos a investigação
do Dr. Bruce Perry
											e a sua investigação sobre os efeitos
de diferentes experiências infantis
											no cérebro infantil em desenvolvimento.
											Aprendemos que algumas
das experiências dos nossos alunos,
											tais como um pai ausente,
											um ambiente doméstico caótico,
											a pobreza e a doença,
											criam traumas reais
em cérebros em desenvolvimento.
											Sim, traumas.
											Eu sei que é uma palavra muito forte
											mas isso ajudou-nos
a reformular e a entender
											os comportamentos que estávamos a ver.
											Essas difíceis experiências domésticas
											criavam uma verdadeira barreira 
de arrame farpado à aprendizagem,
											e tivemos de encontrar
uma solução para isso.
											Então, os professos continuaram
a praticar o plano das aulas,
											fazendo planos de aulas mais curtas
com um único tema,
											permitindo que as crianças se envolvessem
											e continuaram a introduzir 
intervalos de movimento,
											permitindo que as crianças
pulassem na sala de aula
											e dançassem durante dois minutos seguidos,
											porque aprendemos que fazer intervalos
ajuda os alunos a reter novas informações.
											Devo acrescentar que o ""Cha-Cha Slide""
proporciona uma dança perfeita.
									","
											Kişisel mesleki gelişim
planımızın bir parçası olarak
											Dr. Bruce Perry'nin farklı 
çocukluk deneyimlerinin,
											gelişmekte olan bir çocuğun 
beyni üzerindeki etkilerini inceleyen
											araştırmasını inceledik.
											Öğrendiklerimiz, bazı öğrencilerimizin
ortada görünmeyen bir ebeveyn,
											düzensiz bir ev hayatı,
											yoksulluk ve hastalık gibi
											deneyimlerinin gelişen bir beyin üzerinde
gerçek bir travma yaratmasıydı.
											Evet, tramva.
											Biliyorum bu çok büyük bir kelime
											ama gördüğümüz davranışlara 
yeni bir açıdan bakmamıza
											ve anlamamıza yardımcı oldu.
											Bu zor ev hayatı,
											öğrenmenin önünde,
											bizim bir şekilde üstesinden gelmemiz
gereken dikenli teller yaratıyor.
											Böylece öğretmenlerimiz,
çocukların iki dakika boyunca sınıfta
											zıplamalarına ve dans etmelerine
imkan veren hareket molaları vermeye
											ve onların derse katılımını sağlayan,
											tek bir konu odaklı, daha kısa yeni
ders planları uygulamaya devam etti.
											Çünkü molaların yeni bilgileri
akılda tutmaya yardımcı olduğunu öğrendik.
											""Cha-Cha Slide"" şarkısının 
kısa bir dans partisi için
											harika olduğunu ekleyebilir miyim?
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											(Risos)
									","
											(Kahkahalar)
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Eu vi professores a dizerem:
""O que é que te aconteceu?""
											em vez de: 
""O que é que se passa contigo?""
											ou ""Como posso ajudar-te?""
em vez de ""Rua!""
											Este investimento nas crianças
fez uma enorme diferença.
											Nós continuamos a ver a nossa
classificação académica a subir.
									","
											Öğretmenlerin ""Senin neyin var?"" yerine
											""Sana ne oldu?"" veya ""Çık"" yerine,
											""Sana nasıl yardımcı olabilirim?""
dediklerini duydum.
											Çocuklarımıza yaptığımız
bu yatırım büyük farklar yarattı
											ve akademik başarımızda
artış görmeye hala devam ediyoruz.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Fico feliz por dizer que,
quando o D chegou ao quarto ano,
											raramente causava problemas.
											Tornou-se um líder na escola,
											e este comportamento
contagiou os outros alunos.
											Nós vimos e sentimos que o ambiente
escolar continuava a melhorar,
											tornando-se um sítio feliz e seguro
não apenas para as crianças
											mas para os adultos,
											apesar de qualquer influência externa.
									","
											D, 4. sınıfa geçtiğinde
											artık başının nadiren derde
girdiğini söylemekten mutluyum.
											Okulda bir lider oldu
											ve bu davranış 
diğer öğrencileri de etkiledi.
											Okul ortamının iyileşmeye devam ettiğini
ve sadece çocuklar için değil,
											aynı zamanda yetişkinler için de
											mutlu ve güvenli bir ortam 
haline geldiğini
											hem gördük ve hem hissettik,
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Num avanço rápido até ao presente,
											eu hoje trabalho com um programa
de ensino alternativo
											com alunos do secundário
											que têm dificuldade em se adaptarem
ao ambiente tradicional do secundário.
											Recentemente, analisei
algumas das suas histórias.
											Muitos deles têm entre 17 e 18 anos,
											têm experiências com drogas,
											já entraram e saíram
do sistema de detenção juvenil
											e foram expulsos da escola.
											Descobri que muitos deles exibem
os mesmos comportamentos
											que eu vi no D de seis anos.
											Então, não posso deixar de perguntar:
											Se estes miúdos tivessem
aprendido mais cedo,
											estratégias de contenção saudáveis
											quando os tempos ficam difíceis
											seriam capazes de sobreviver
numa escola secundária normal?
											Não posso dar certezas,
											mas tenho de vos dizer
que acredito que isso teria ajudado.
									","
											Günümüze gelirsek
											ben artık geleneksel lise ortamında 
zorlanan lise öğrencileri ile çalışan
											bir alternatif eğitim
programında çalışıyorum.
											Yakın zamanda
bazılarının geçmişlerini inceledim.
											Çoğu uyuşturucu kullanan,
											ıslahevine girip çıkmış
											ve okuldan atılmış
											17-18 yaşlarında gençler.
											Keşfettiğim şey, birçoğunun
6 yaşındaki D'de gördüğüm
											davranışları sergiliyor olmasıydı.
											Bu yüzden eğer bu çocuklar küçükken
											sağlıklı başa çıkma stratejileri 
öğrenmiş olsalardı
											şimdi normal bir lisede
											okuyor olabilirler miydi diye 
merak etmeden edemedim.
											Kesin olarak bir şey diyemem
											ama benim yardım edebileceğine
inandığımı söylemeliyim.
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
											Está na hora de todos nós levarmos a sério
											o desenvolvimento social e emocional
das nossas crianças.
											É hora de nos levantarmos e dizermos
o que é preciso fazer pelas crianças.
											Se ensinarmos as crianças a ler
e escrever, e elas se licenciam,
											mas não sabem gerir as suas emoções,
											como irão ser as nossas comunidades?
									","
											Artık hepimizin çocuklarımızın 
sosyal ve duygusal gelişimini
											ciddiye alma zamanı geldi.
											Şimdi, çocuklarımız için ne yapmamız
gerektiğini söylememizin zamanı.
											Eğer çocuklara okuma yazmayı öğretirsek
											ama duygularını yönetmeyi
bilmeden mezun olurlarsa
											toplumumuz ileride neye benzeyecek?
									",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
"
","
",Creative ways to get kids to thrive in school,Olympia Della Flora,13:22,"children,education,parenting,teaching,emotions,creativity"
