en,pt,fr,tr,es,de,title,speaker,duration,tags
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											Now, there's one problem with it,
											that inflatables
											are quite fragile.
											They need to be protected,
											specifically, when you go
to a very harsh environment like the Moon.
											Look at it like this.
											The temperature difference on a Moon base
											could be anything up to 200 degrees.
											On one side of the base,
it could be 100 degrees Celsius
											and on the other side,
it could be minus 100 degrees.
											We need to protect ourselves from that.
									","
											Mas este tem um problema,
											estes insufláveis
											são muito frágeis.
											Precisam de ser protegidos,
											especialmente, quando vamos
para um ambiente agreste como a Lua.
											Vejam as coisas por este prisma.
											A diferença de temperaturas
numa base da Lua
											pode ser da ordem dos 200 ºC.
											De um lado da base podem estar 100 ºC
											e do outro lado, podem estar -100 ºC.
											Temos que nos proteger
contra isso.
									","
											Cet objet présente un problème :
											les éléments gonflables
											sont assez fragiles.
											Ils doivent être protégés,
											en particulier lorsque vous voyagez vers
un environnement hostile comme la Lune.
											Considérez les choses de cette façon.
											La différence de température
sur une base lunaire
											peut atteindre 200 degrés.
											D'un côté de la base,
il pourrait faire 100 degrés Celsius
											et de l'autre côté,
il pourrait faire -100 degrés.
											Nous devons nous protéger
de ces variations extrêmes.
									","
											Şimdi, başka bir problem var ama,
											bu şişirilebilir şey,
											tamamen kırılgan.
											Korunmaya ihtiyacı var,
											özellikle, özellikle Ay gibi sert çevre
koşullarının olduğu bir yerde.
											Şuna bir bakın.
											Ay'daki sıcaklık değişimi
											200 dereceyi bulabiliyor.
											Ayın bir tarafında sıcaklık
100 santigrat dereceyi bulabilir,
											öte yandan, diğer tarafında
eksi 100 derece olabilir.
											Kendimizi bundan korumamız gerekiyor.
									","
											Pero, hay un problema con eso,
											y es que los inflables
											son bastante frágiles
											Deben estar protegidos,
											sobre todo, en un entorno 
tan duro como el de la Luna.
											Véanlo así.
											La diferencia de temperatura 
en una base lunar
											podría llegar a ser de 200 º.
											En un lado de la base
podría haber 100 °C
											y en el otro lado,
podría haber menos -100 °C.
											Debemos protegernos de eso.
									","
											Es gibt aber ein Problem damit,
											nämlich, dass aufblasbare Dinge
recht empfindlich sind.
											Sie müssen geschützt werden,
											besonders in einer so 
schroffen Umgebung wie dem Mond.
											Sehen Sie es doch mal so:
											Die Temperaturunterschiede
auf einer Mondbasis
											können bis zu 200 Grad betragen.
											Auf der einen Seite der Basis
können es 100 Grad Celsius sein
											und auf der anderen Seite minus 100 Grad.
											Davor müssen wir uns schützen.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											The Moon also does not have
any magnetic fields,
											which means that any radiation —
solar radiation, cosmic radiation —
											will hit the surface.
											We need to protect ourselves
from that as well,
											protect the astronauts from that.
											And then third,
											but definitely not last,
											the Moon does not have any atmosphere,
											which means any meteorites coming into it
will not get burned up,
											and they'll hit the surface.
											That's why the Moon is full of craters.
											Again, we need to protect
the astronauts from that.
									","
											Na Lua também não há
campos magnéticos,
											o que significa que quaisquer radiações
— radiação solar, radiação cósmica —
											atingirão a superfície.
											Também temos que nos proteger
contra isso,
											proteger os astronautas contra isso.
											E, terceiro,
											mas, de certeza, não é o último,
											a Lua não tem atmosfera,
											o que significa que os meteoritos
não se incendeiam
											e vão atingir a superfície.
											É por isso que a Lua
está cheia de crateras.
											Mais uma vez, precisamos de proteger
os astronautas contra isso.
									","
											La Lune ne possède aucun champ magnétique
											ce qui veut dire que toute radiation —
radiation solaire, radiation cosmique —
											touchera la surface.
											Nous devons aussi nous protéger,
ainsi que les astronautes, des radiations.
											Et troisièmement,
											et certainement pas le dernier,
											la Lune n'a pas d'atmosphère,
											ce qui veut dire que les météorites
se dirigeant vers la Lune
											ne seront pas désintégrées
et percuteront la surface.
											C'est pour ça que la Lune
est pleine de cratères.
											Encore, nous devons protéger
les astronautes de ça.
									","
											Ayrıca, Ay'da bir manyetik alan da yok.
											Bunun anlamı herhangi bir radyasyon —
solar radyasyon, kozmik radyasyon —
											yüzeyi bozabilir.
											Bundan da kendimizi korumamız gerekir,
											astranotları da öyle tabiki de.
											Üçüncü olarak,
											sonuncusu değil ama,
											Ay'da atmosfer yok,
											bu da şu demek; herhangi bir meteor
atmosferde yanıp kül olmayacak,
											direkt olarak yüzeye çarpacak.
											Ay'daki kraterlerin sebebi de bu.
											Bundan da, astronotları 
korumamız gerekecek.
									","
											La Luna tampoco tiene campo magnético,
											o sea que cualquier radiación
— sea solar o cósmica —
											golpeará la superficie.
											Debemos protegernos de eso también,
											proteger a los astronautas de eso.
											Y luego tercero,
											pero definitivamente no último,
											la Luna no tiene atmósfera,
											o sea que cualquier meteorito
que llegue a ella no se quemará,
											impactará en la superficie.
											Por eso la Luna está llena de cráteres.
											Nuevamente, debemos proteger
a los astronautas de eso.
									","
											Außerdem hat der Mond 
auch kein Magnetfeld,
											was bedeutet, dass jegliche Strahlung —
											Sonnenstrahlung, kosmische Strahlung —
											auf die Oberfläche trifft.
											Auch davor müssen wir 
die Astronauten schützen.
											Drittens, aber nicht weniger wichtig,
											hat der Mond keine Atmosphäre;
											einfallende Meteoriten
verbrennen also nicht darin,
											sondern treffen die Oberfläche.
											Deshalb ist ja der Mond voller Krater.
											Auch davor müssen wir 
die Astronauten schützen.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											So what kind of structure do we need?
											Well, the best thing is really a cave,
											because a cave has a lot of mass,
and we need mass.
											We need mass to protect
ourselves from the temperatures,
											from the radiation
											and from the meteorites.
											So this is how we solved it.
											We have indeed the blue part,
as you can see.
											That's an inflatable for our Moon base.
											It gives a lot of living space
and a lot of lab space,
											and attached to it you have a cylinder,
											and that has all
the support structures in,
											all the life support and also the airlock.
											And on top of that, we have a structure,
that domed structure,
											that protects ourselves,
											has a lot of mass in it.
											Where are we going
to get this material from?
											Are we going to bring concrete and cement
from Earth to the Moon?
											Well, of course not,
because it's way too heavy.
											It's too expensive.
											So we're going to go
and use local materials.
									","
											Então, que tipo de estruturas
são precisas?
											Bom, o melhor será uma gruta,
											porque uma gruta tem muita massa
e precisamos de massa.
											Precisamos de massa
para nos proteger das temperaturas,
											das radiações
											e dos meteoritos.
											Então, foi assim
que resolvemos o problema.
											Temos a parte azul, como estão a ver.
											É um insuflável para a base na Lua.
											Proporciona muito espaço para viver
e muito espaço de laboratório.

											Ligado a ele, temos um cilindro,
											que contém todas as estruturas de apoio,
											como o apoio à vida e também
a câmara de vácuo.
											Por cima, temos uma estrutura,
esta estrutura abobadada
											que nos protege,
											e que contém muita massa.
											Onde é que vamos buscar
este material?
											Vamos levar betão e cimento
da Terra para a Lua?
											Claro que não, porque é peso a mais.
											É caro demais.
											Por isso, vamos usar materiais locais.
									","
											De quel type de structure
avons-nous besoin ?
											La meilleure solution
serait vraiment une grotte.
											Une grotte a une masse importante
et nous en avons besoin.
											Nous avons besoin de masse
pour nous protéger des températures,
											des radiations
											et des météorites.
											Voici la solution que nous avons trouvée.
											Nous avons la partie bleue,
comme vous pouvez le voir.
											C'est l'élément gonflable
de notre base lunaire.
											Elle offre beaucoup d'espace de vie
et d'espace de laboratoire.
											Elle est attachée à un cylindre
											qui possède toutes les structures
de support,
											tous les systèmes de survie
ainsi que le sas.
											Au-dessus, nous avons une structure,
cette structure en dôme
											qui nous protège,
											qui a une masse importante.
											Où allons-nous trouver
ces matières premières ?
											Allons-nous amener du béton
depuis la Terre sur la Lune ?
											Bien sûr que non,
parce que c'est bien trop lourd.
											C'est trop cher.
											Nous allons utiliser
des matières premières locales.
									","
											Öyleyse, ne tarz bir yapı gerekli?
											Doğrusu, en iyisi bir mağara,
											çünkü, bir mağara 
çok büyük yükler taşıyabilir.
											Kendimizi koruyabilmemiz için sıcaklıktan,
											radyasyondan
											ve meteorlardan buna ihtiyacımız var.
											Böyle bir çözüm tasarladık.
											Mavi renkli bir parçamız var,
siz de görebilirsiniz buradan.
											Bu Ay yüzeyinde şişirilebilir bir parça.
											Bu bize bir çok yaşama alanı
ve laboratuvar sahası veriyor
											ve ona bağlantılı silindirler var,
											bunların hepsi içerideki yapıyı
destekliyor,
											bütün hayatı destekliyor,
ayrıca hava kilitleri var.
											Bunların en tepesinde,
kubbeli bir yapı var,
											bizi koruyacak,
											çok katmanlı bir kütle.
											Peki, bu malzemeleri nereden bulacağız?
											Dünya'dan, Ay'a çimento ve beton
götürebilir miyiz?
											Tabii ki, hayır,
çünkü bu çok ağır olur.
											Pahalı da olur.
											Bu yüzden orada bulabileceğimiz
malzemeleri kullanmalıyız.
									","
											Pero, ¿qué tipo de 
estructura necesitamos?
											Lo mejor es realmente una cueva,
											porque una cueva tiene mucha masa,
y necesitamos masa.
											Necesitamos masa para protegernos
de las temperaturas,
											de la radiación
											y de los meteoritos.
											Y lo resolvimos así.
											De hecho, tenemos la parte azul,
como pueden ver.
											Es un inflable para nuestra base lunar.
											Da mucho espacio de vida
y mucho espacio de laboratorio,
											y unido a eso hay un cilindro,
											todo con las estructuras de soporte,
											el soporte a la vida 
y también la cámara de aire.
											Y además de eso, hay una estructura,
esa estructura abovedada,
											que nos protege,
											y tiene mucha masa adentro.
											¿De dónde vamos a obtener este material?
											¿Vamos a llevar concreto y cemento
de la Tierra a la Luna?
											Claro que no,
porque es demasiado pesado.
											Es demasiado costoso.
											Así que vamos a ir
y usar materiales locales.
									","
											Welche Art von Struktur brauchen wir also?
											Am besten wäre wohl eine Höhle,
											weil eine Höhle viel Masse hat
und wir die Masse brauchen,
											um uns vor den Temperaturen zu schützen,
											vor der Strahlung und vor den Meteoriten.
											Und so haben wir das gelöst:
											Der blaue Teil, den Sie hier sehen,
											ist eine aufblasbare Einheit
für unsere Mond-Basis.
											Die gibt uns viel Platz 
zum Leben und für das Labor.
											Verbunden damit ist ein Zylinder,
											der die Versorgungseinrichtungen,
											die Lebenserhaltungssysteme 
und die Luftschleuse enthält.
											Darüber haben wir
eine kuppelartige Struktur,
											die uns schützt,
											weil sie eine große Masse enthält.
											Woher kommt das Material?
											Werden wir Beton und Zement
von der Erde zum Mond bringen?
											Natürlich nicht,
weil es viel zu schwer ist.
											Das ist zu teuer.
											Also müssen wir vor Ort
vorhandenes Material verwenden.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											Now, local materials are something
we deal with on Earth as well.
											Wherever we build
or whatever country we build in,
											we always look at,
what are the local materials here?
											The problem with the Moon is,
what are the local materials?
											Well, there's not that many.
											Actually, we have one.
											It's moondust,
											or, fancier scientific name,
regolith, Moon regolith.
											Great thing is, it's everywhere, right?
											The surface is covered with it.
											It's about 20 centimeters
up to a few meters everywhere.
											But how are we going to build with it?
											Well, we're going to use a 3D printer.
											Whenever I ask any of you
what a 3D printer is,
											you're probably all thinking, well,
probably something about this size
											and it would print things
that are about this size.
											So of course I'm not going to bring
a massive 3D printer to the Moon
											to print my Moon base.
											I'm going to use a much smaller device,
something like this one here.
											So this is a small device,
a small robot rover,
											that has a little scoop,
											and it brings the regolith to the dome
											and then it lays down
a thin layer of regolith,
											and then you would have
the robot that will solidify it,
											layer by layer,
											until it creates, after a few months,
											the full base.
									","
											Materiais locais é uma coisa
com que também lidamos na Terra.
											Em qualquer país em que construamos,
											procuramos sempre quais são
os materiais que ali existem.
											O problema com a Lua é saber
quais são os materiais locais.
											Bem, não há assim tantos.
											Temos um,
											é a poeira lunar
											ou, com um nome científico
mais pomposo, o regolito,
											o regolito da Lua.
											O que é ótimo,
é que está por toda a parte.
											Cobre toda a superfície.
											Há uma espessura entre 20 cm
a poucos metros, por todo o lado.
											Mas, como é que vamos
construir com aquilo?
											Vamos usar uma impressora 3D.
											Sempre que pergunto o que é
uma impressora 3D,
											provavelmente todos vocês pensam
que é uma coisa deste tamanho
											e pode imprimir coisas
que são deste tamanho.
											Claro que não vou levar para a Lua
uma enorme impressora 3D
											para imprimir a base da Lua.
											Vou levar um aparelho muito mais pequeno
uma coisa parecida com esta aqui.
											É um pequeno aparelho, 
um pequeno ""rover"" robótico
											que tem uma pequena pá
											e traz o regolito para a abóbada.
											Depois, deposita uma camada
delgada de regolito
											e depois temos o robô que
o vai solidificar,
											camada a camada,
											até criar, ao fim de uns meses,
											toda a base.
									","
											Nous faisons aussi appel aux matières
premières locales sur Terre.
											Peu importe le pays, on cherche
toujours les matières premières locales.
											Le problème avec la Lune,
c'est de trouver ces matières premières.
											Il n'y en a pas tant que ça.
											En fait, nous en avons trouvé une.
											C'est la poussière de lune,
											ou, de son beau nom scientifique,
régolithe, le régolithe lunaire.
											Ce qui est génial,
c'est qu'il y en a partout.
											La surface en est recouverte.
											Il y en a des couches de 20 centimètres
à quelques mètres partout.
											Mais comment allons-nous construire avec ?
											Nous allons utiliser une imprimante 3D.
											Si je vous demande
ce qu'est une imprimante 3D,
											vous pensez probablement
à quelque chose de cette taille
											qui imprimerait
des choses de cette taille.
											Je ne vais bien sûr pas amener
une énorme imprimante 3D sur la Lune
											pour imprimer ma base lunaire.
											Je vais utiliser un appareil
beaucoup plus petit, comme celui-ci.
											C'est un petit engin,
un petit robot
											avec une petite pelle.
											Il amène le régolithe au dôme
											puis étale une fine couche de régolithe,
											et enfin vous avez le robot
qui solidifiera le tout,
											couche par couche,
											jusqu'à la création, après quelques mois,
											de la base complète.
									","
											Yerel malzemeler Dünya'da da çözüm
olarak kullandığımız bir durum.
											Nerede, ne zaman bir ülkede 
bir yapı inşa etsek,
											oradaki yerel malzemelerin 
ne olduğuna bir bakarız.
											Ay'daki problem şu, yerel malzeme ne?
											Yani, pek bir şey yok.
											Aslında, tek bir şey var.
											O da ay tozu.
											ya da, havalı bilimsel ismiyle,
regolit, Ay regoliti.
											Bunun en güzel yanı, her yerde var,
öyle değil mi?
											Yüzey bunlardan oluşuyor.
											20 santimetreden 
birkaç metreye kadar her yerde.
											Ama, bununla nasıl bir şey
inşa edebiliriz?
											3D yazıcı kullanacağız.
											Sizden birine 3D yazıcı ne diye sorsam,
											üç aşağı beş yukarı hepinizin
bir fikri vardır, boyutları hakkında
											ve onun basabileceği ürünlerin
boyutları hakkında.
											O zaman büyük bir 3D yazıcı
götüremeyeceğim Ay'a
											Ay'daki evimi basmak için.
											O hâlde daha küçük bir cihaz kullanacağız,
tıpkı bunun gibi.
											Küçük bir cihaz bu,
küçük bir gezgin robot,
											küçük bir kepçesi olan
											ve kubbe inşası için onunla regolit
toplayan bir cihaz
											ve sonrasında bu regolitleri
ince katmanlar hâlinde döşeyecek
											ve başka bir robotta bu katmanları
sağlamlaştıracak,
											katman-katman,
											birkaç ay içinde tamamlayana dek,
											bütün bir üssü.
									","
											Pero también usamos materiales locales 
en la Tierra.
											Donde sea que construyamos,
en cualquier país que construyamos,
											siempre buscamos los materiales locales.
											El problema con la Luna es,
¿cuáles son los materiales locales?
											Bueno, no hay tantos.
											En realidad, hay uno.
											Es polvo lunar,
											o, su nombre científico más elegante,
regolito, regolito lunar.
											Lo bueno es que está en todas partes, ¿sí?
											La superficie está cubierta de regolito.
											Desde unos 20 cm hasta algunos metros 
por todos lados.
											Pero, ¿cómo vamos a construir con eso?
											Bueno, vamos a usar una impresora 3D.
											Si le pregunto a alguno de Uds.
qué es una impresora 3D,
											quizá esté pensando, bueno,
tal vez es algo de este tamaño
											que imprimirá cosas de este tamaño.
											Por supuesto que no voy a llevar
a la Luna una impresora 3D enorme
											para imprimir mi base lunar.
											Voy a usar un dispositivo mucho 
más pequeño, algo como esto.
											Este es un dispositivo pequeño,
un pequeño robot,
											que tiene una palita,
											y trae el regolito al domo
											después extiende una fina capa de regolito
											y luego el robot la compactará,
											capa por capa,
											hasta crear, en unos meses,
											la base completa.
									","
											Auch auf der Erde arbeiten wir
mit lokalem Material.
											Wo immer wir auch bauen,
											wir schauen immer,
was für Materialien es vor Ort gibt.
											Das Problem mit dem Mond ist:
Was sind die lokalen Materialien?
											Es gibt nicht so viele.
											In Wirklichkeit haben wir nur eines
und das ist Mondstaub —
											oder, der schickere,
wissenschaftliche Name:
											Regolith, Mond-Regolith.
											Zum Glück gibt es das überall.
											Die Oberfläche ist bedeckt damit.
											Er ist überall zwischen 20 cm
und ein paar Metern tief.
											Aber wie sollen wir damit bauen?
											Wir verwenden dafür einen 3D-Drucker.
											Wenn ich Sie frage, 
was ein 3D-Drucker ist,
											denken Sie wahrscheinlich alle 
an etwas in dieser Größe
											und dass es Dinge druckt, 
die auch etwa so groß sind.
											Natürlich bringe ich keinen
riesigen 3D-Drucker auf den Mond,
											um meine Mondbasis zu drucken.
											Ich benutze ein viel kleineres Gerät,
etwa wie dieses hier.
											Das ist ein kleines Gerät, 
ein kleiner Rover-Roboter,
											der eine kleine Schaufel hat
											und das Regolith zur Kuppel bringt.
											Er legt dann dort eine
dünne Regolith-Schicht ab,
											und dann kommt ein weiterer Roboter,
											der sie Schicht für Schicht härtet,
											bis er nach ein paar Monaten
die ganze Basis erstellt hat.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
											You might have noticed
											that it's quite a particular
structure that we're printing,
											and I've got a little example here.
											What we call this
is a closed-cell foam structure.
											Looks quite natural.
											The reason why we're using this
											as part of that shell structure
											is that we only need
to solidify certain parts,
											which means we have to bring
less binder from Earth,
											and it becomes much lighter.
									","
											Devem ter reparado
											que estamos a imprimir
uma estrutura bastante especial.
											Tenho aqui um pequeno exemplo.
											Chamamos a isto uma estrutura
de espuma de células fechadas.
											Parece bastante natural.
											Estamos a usar isto
											como fazendo parte da estrutura exterior
											porque só precisamos
de solidificar algumas partes
											o que significa que temos que levar
da Terra menos aglutinante
											e também se torna muito mais leve.
									","
											Vous avez peut-être remarqué
											que nous imprimons
une structure assez particulière
											et j'en ai un exemple ici.
											Nous appelons ceci une structure
en mousse à alvéoles fermées.
											Elle paraît assez naturelle.
											Nous l'utilisons en tant qu'élément
de cette structure de coque
											parce que nous avons besoin
de solidifier seulement certains endroits,
											ce qui signifie que nous pouvons amener
moins d'élément liant de la Terre,
											ce qui est beaucoup plus léger.
									","
											Fark etmişsinizdir,
											bastığımız bu ürün oldukça özel
bir yapıya sahip,
											burada bir örneğim var, bu yapıyla ilgili.
											Biz buna ""Kapalı Hücreli Köpük Yapısı""
diyoruz.
											Oldukça doğal gözüküyor.
											Bunu kullanmamızın sebebi,
											bir savunma yapısı olarak,
											ihtiyaç duyduğumuz şey,
sabit parçaları sertleştirmek,
											Dünya'dan biraz yapıştırıcı götüreceğiz,
											böylece daha da hafif olacak.
									","
											Puede que hayan notado
											que la estructura que estamos imprimiendo
es bastante particular,
											y aquí tengo un pequeño ejemplo.
											La denominamos estructura 
de espuma de celda cerrada.
											Parece bastante natural.
											Y la usamos porque
											como parte de esa estructura de caparazón
											solo necesitamos solidificar 
ciertas partes,
											y así debemos llevar
menos aglutinante de la Tierra,
											y se hace mucho más liviano.
									","
											Sie haben vielleicht gemerkt,
											dass wir hier eine
ganz besondere Struktur drucken.
											Hier habe ich ein kleines Beispiel.
											Wir nennen dies eine geschlossene 
Schaumzellen-Struktur.
											Sieht ganz natürlich aus.

											Wir nutzen dies deshalb
im Rahmen der Hüllen-Struktur,
											weil wir dann nur 
bestimmte Teile härten müssen
											und somit weniger Binder
von der Erde brauchen,
											wodurch es viel leichter wird.
									",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
"
","
","
","
","
","
",Adventures of an interplanetary architect,Xavier De Kestelier,12:44,"creativity,architecture,design,engineering,exploration,future,infrastructure,innovation,materials,NASA,robots,technology,TEDx,universe,space"
