pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											Mas antes de entrar por aí, deixem-me 
contar-vos uma história.
											Quando a minha filha fez 13 anos, 
tornou-se uma adolescente,
											ela deixou de falar inglês
											e começou a falar uma nova língua.
											Chamo-a de ""adolescentês"".
											É uma língua digital.
											Tem dois sons: o grunhido e o silêncio.
									","
											Ama buna başlamadan önce size bir hikaye anlatmama izin verin.
											Kızım 13'üne girip, ergenliğe adım attığı zaman,
											İngilizce konuşmayı bıraktı
											ve yeni bir dil konuşmaya başladı.
											Ergenizce deniyor.
											dijital bir dil.
											İki adet ses var: bir homurtu ve bir sessizlik.
									","
											But before I go into that, let me tell you a story.
											When my daughter turned 13, became a teenager,
											she stopped speaking English,
											and she began speaking this new language.
											I call it teen-lish.
											It's a digital language.
											It's got two sounds: a grunt and a silence.
									","
											Mais avant que je commence là-dessus,
laissez-moi vous raconter une histoire.
											Quand ma fille a eu 13 ans 
et qu'elle est devenue une adolescente,
											elle a arrêté de parler anglais,
											et elle a commencé 
à parler cette nouvelle langue.
											Je l'appelle l'adolescent-ais.
											C'est une langue digitale.
											Elle a deux sons: un grognement et un silence.
									","
											Doch vorher will ich Ihnen 
noch eine Geschichte erzählen.
											Als meine Tochter 13 Jahre alt —
also ein Teenager — wurde,
											hörte sie auf, Englisch zu sprechen,
											und fing an, eine 
neue Sprache zu sprechen.
											Ich nenne sie ""Teen-lish"".
											Es ist eine digitale Sprache.
											Sie besteht aus zwei Geräuschen: 
einem Grunzen und einem Schweigen.
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											""Querida, vem jantar.""
									","
											&amp;quot;Tatlım yemeğe gel.&amp;quot;
									","
											""Honey, come over for dinner.""
									","
											« Chérie, viens dîner. »
									","
											""Schatz, Essen ist fertig.""
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											""Hmm.""
									","
											&amp;quot;Hmm.&amp;quot;
									","
											""Hmm.""
									","
											« Hmm. »
									","
											""Hmm.""
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											""Ouviste?""
									","
											&amp;quot;Beni duydun mu&amp;quot;
									","
											""Did you hear me?""
									","
											« Tu m'as entendu ? »
									","
											""Hast du mich gehört?""
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											Silêncio. 
(Risos)
									","
											Sessizlik.(Gülüşmeler)
									","
											Silence. (Laughter)
									","
											Silence.
(Rires)
									","
											Schweigen. (Gelächter)
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											""Consegues ouvir-me?""
									","
											&amp;quot;beni dinler misin?
									","
											""Can you listen to me?""
									","
											« Peux-tu m'écouter ? »
									","
											""Hörst du mir bitte zu?""
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											""Hmm.""
									","
											&amp;quot;Hmm.&amp;quot;
									","
											&amp;quot;Hmm.&amp;quot;
									","
											« Hmm. »
									","
											""Hmm.""
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
											Tínhamos então um sério problema 
de comunicação
											e basicamente não estávamos a comunicar,
											até que um dia tive uma epifania.
											Enviei-lhe uma sms. 
(Risos)
											Recebi uma resposta imediata.
											E disse, não, isto deve ter sido um engano.
											Ela deve ter pensado, sabem,
											que algum amigo estava a chamá-la.
											Então voltei a enviar uma sms. 
Pumba, outra resposta.
											Eu disse, isto é óptimo.
											E então desde essa altura, 
a nossa vida mudou.
											Envio-lhe uma sms, ela responde.
											Tem sido realmente fantástico.
											(Aplausos)
									","
											İletişim ile ilgili gerçekten bir sorunumuz vardı
											ve iletişim kurmuyorduk,
											taki bir gün şunu yapana kadar.
											Ona mesaj yazdım. (Gülüşmeler)
											Anında cevap aldım.
											Dedem ki, hayır bir yanlışlık olmalı.
											Bilirsiniz, arkadaşlarından birinin
											aradığını filan düşünmüştür.
											Sonra bir kez daha mesaj attım, şak bar cevap daha.
											Bu muhteşem dedim.
											Ve o günden sonra hayatımız değişti.
											Ben yazdım o cevapladı.
											Bu kesinlikle muhteşem.
											(Alkışlar)
									","
											So we had a real issue with communicating,
											and we were just not communicating,
											until one day I had this epiphany.
											I texted her. (Laughter)
											I got an instant response.
											I said, no, that must have been by accident.
											She must have thought, you know,
											some friend of hers was calling her.
											So I texted her again. Boom, another response.
											I said, this is great.
											And so since then, our life has changed.
											I text her, she responds.
											It's just been absolutely great.
											(Applause)
									","
											Donc on avait 
un vrai problème de communication.
											Nous ne communiquions plus
											jusqu'au jour où j'ai eu une révélation.
											Je lui ai envoyé un SMS. 
(Rires)
											J'ai eu une réponse immédiatement.
											J'ai pensé : 
« Non, ça doit être un accident.
											Elle a dû penser, vous savez,
											qu'un de ses amis 
était en train de l'appeler. »
											Donc je lui ai renvoyé un SMS. 
Boom, une autre réponse.
											J'ai pensé : « C'est génial ! »
											Et donc depuis lors, 
notre vie a changé.
											Je lui envoie des SMS, 
elle répond.
											C'est juste absolument génial.
											(Applaudissements)
									","
											Wir hatten also ein echtes 
Kommunikationsproblem.
											Wir kommunizierten einfach nicht,
											bis ich eines Tages die Erleuchtung hatte.
											Ich simste ihr. (Gelächter)
											Ich bekam sofort eine Antwort.
											Ich dachte, nein, das war Zufall.
											Sie hatte bestimmt gedacht,
											es wäre einer ihrer Freunde gewesen.
											Also simste ich ihr noch einmal, 
wieder eine Antwort.
											Ich sagte mir, das ist toll.
											Und seitdem hat sich unser Leben geändert.
											Ich simse ihr, sie antwortet.
											Es ist wirklich großartig.
											(Applaus)
									",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
"
","
","
","
","
",Why massive open online courses (still) matter,Anant Agarwal,15:19,"Internet,education,technology,teaching"
