en,tr,fr,pt,de,title,speaker,duration,tags
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Risos)
									","
											(Lachen)
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											And a few years ago,
											when my friends and I were dared
to do the Ice Bucket Challenge,
											we did that with sand.
									","
											Birkaç yıl önce de
											arkadaşlarımla Bir Kova Buz
kampanyasını denemeye kalktığımızda
											bunu kumla yaptık.
									","
											Et il y a quelques années,
											lorsque mes amis et moi avons osé
prendre part au Ice Bucket Challenge,
											nous l'avons fait avec du sable.
									","
											E há uns anos,
											quando eu e os meus amigos fomos 
fazer o desafio do balde de gelo,
											utilizámos areia.
									","
											Vor ein paar Jahren, als Freunde und ich
den Eiskübel-Wettbewerb machen wollten,
											nahmen wir dafür Sand.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Risos)
									","
											(Lachen)
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											And you might think that,
you know, that's easy,
											sand is not ice cold.
											I promise you, sand goes everywhere,
											and it took ages to get rid of it.
									","
											Bunun kolay olduğunu düşünebilirsiniz,
											kum nasıl olsa buz değil.
											Emin olun, kum her tarafa ulaşıyor
											ve temizlenmek çok uzun sürüyor.
									","
											Et vous pouvez penser que c'est facile,
											que le sable n'est pas glacial.
											Je vous promets, 
le sable s’infiltre partout
											et ça prend une éternité
pour s'en débarrasser.
									","
											Vocês podem pensar que era fácil,
											porque a areia não é gelada.
											Mas garanto-vos, a areia
mete-se em todo o lado,
											e demorou uma eternidade
para me livrar dela.
									","
											Vielleicht denken Sie, naja,
das ist leicht, Sand ist nicht eiskalt.
											Ich verspreche Ihnen, 
Sand bleibt überall hängen
											und es dauert Ewigkeiten, ihn loszuwerden.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											But what perhaps I didn't realize
											as I played with flour
balloons as a child,
											and as I poured sand
on my head as an adult,
											is that some of the techniques
that seem second nature to me
											and to others who live in dry countries
											might help us all address
what is fast becoming a global crisis.
											I wish to share three lessons today,
											three lessons from water-poor countries
											and how they survived and even thrived
despite their water crisis.
									","
											Ancak muhtemelen fark etmediğim şey,
											çocukken içi un dolu balonlarla oynarken
											ve yetişkin hâlimde 
kafamdan aşağı kum dökerken
											benim ve kurak ülkelerde 
yaşayan insanlar için
											alışkanlık hâline gelmiş bu teknikler
											küresel bir kriz olma yolunda ilerleyen
bir sorunda bize yardım edebilir.
											Bugün üç ders paylaşmak istiyorum,
											su fakiri ülkelerden ve su krizine rağmen
											hayatta kalmış, hatta başarılı olmuş
insanlardan çıkarılacak üç ders.
									","
											Mais ce que j'ignorais peut-être,
											alors que je jouais
avec des ballons de farine, enfant,
											et que je versais du sable 
sur ma tête en tant qu'adulte,
											c'est que les techniques qui semblent être
une seconde nature pour moi
											et pour d'autres qui vivent
dans des pays arides,
											pourraient tous nous aider à aborder 
ce qui devient une crise mondiale.
											J'aimerais partager 
trois leçons aujourd'hui,
											trois leçons venant 
de pays pauvres en eau
											et la façon dont ils ont survécu
et prospéré en dépit de la crise de l'eau.
									","
											Mas o que eu talvez não percebi
											quando brincava com
balões de farinha em criança,
											e quando despejei areia na cabeça
em adulta,
											é que algumas das técnicas
que, para mim, me parecem básicas
											e para outros que vivem em países em seca,
											podem ajudar-nos a todos no que está
rapidamente a tornar-se numa crise global.
											Hoje, pretendo partilhar três lições,
											três lições de países ""pobres de água""
											e de como eles sobreviveram e até
prosperaram apesar da sua crise de água.
									","
											Was mir noch nicht klar war,
											als ich als Kind mit Mehlballons spielte,
											als ich mir als Erwachsener Sand
auf den Kopf schüttete,
											ist, dass manche Methoden, 
die mir selbstverständlich sind —
											und anderen, die in 
trockenen Ländern leben —
											uns allen bei der schnell näherkommenden
globalen Krise helfen können.
											Ich möchte Ihnen heute 
von drei Lektionen berichten.
											Drei Erkenntnisse aus wasserarmen Ländern,
											die zeigen, wie sie trotz der Wasserkrise 
überleben und sogar aufblühen konnten.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											Lesson one:
											tell people how much water
they really have.
											In order to solve a problem,
											we need to acknowledge that we have one.
											And when it comes to water,
											people can easily turn a blind eye,
											pretending that since water
is coming out of the tap now,
											everything will be fine forever.
											But some smart, drought-affected countries
											have adopted simple, innovative measures
											to make sure their citizens,
their communities and their companies
											know just how dry their countries are.
									","
											Birinci ders:
											İnsanlara gerçekten ne kadar
suya sahip olduklarını söyleyin.
											Bir sorunu çözmek için,
											önce sorunun varlığını 
kabullenmemiz gerek.
											Konu su olunca,
											insanlar durumu kolayca
görmezden gelebiliyor,
											şu an musluktan su aktığı için

											her şey yolunda gidecekmiş gibi.
											Bazı bilge, kuraklık çekmiş ülkeler
											basit yeni önlemler alarak
											vatandaşlarının, toplumlarının
ve şirketlerinin
											kuraklığın boyutunu anlamalarını sağladı.
									","
											Leçon 1 :
											dites aux gens de quelle quantité d'eau
ils disposent précisément.
											Afin de résoudre un problème,
											nous devons reconnaître 
que nous en avons un.
											Et quand il s'agit de l'eau,
											les gens peuvent facilement
fermer les yeux,
											prétextant que puisque l'eau
arrive au robinet maintenant,
											tout ira toujours pour le mieux.
											Mais quelques pays intelligents 
affectés par la sécheresse
											ont adopté des mesures
simples et innovantes
											pour s'assurer que leurs citoyens, 
leurs communautés et leurs entreprises
											sachent à quel point leur pays est aride.
									","
											Lição um:
											dizer às pessoas quanta água
elas realmente têm.
											Para resolver um problema,
											é necessário reconhecer que o temos.
											No que diz respeito à água,
											as pessoas facilmente fecham os olhos,
											e fingem que, como a água continua
a sair da torneira,
											tudo estará bem para sempre.
											Mas alguns países afectados pela seca
											adoptaram medidas simples e inovadoras
											para garantir que os cidadãos,
as comunidades e as empresas
											sabem mesmo até que ponto
o seu país tem falta de água.
									","
											Lektion 1:
											Sag den Menschen, wie viel 
Wasser sie wirklich haben.
											Um das Problem zu lösen
											müssen wir akzeptieren, 
dass wir eines haben.
											Beim Thema Wasser können Menschen 
leicht die Augen verschließen.
											Sie meinen, da das Wasser jetzt 
aus dem Wasserhahn kommt,
											wird es für immer so bleiben.
											Doch einige kluge, dürregeplagten Länder
											haben einfache und 
innovative Maßnahmen ergriffen,
											um ihre Bürger, Gemeinden und 
Unternehmen wissen zu lassen,
											wie trocken ihr Land wirklich ist.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											When I was in Cape Town earlier this year,
											I saw this electronic billboard
on the freeway,
											indicating how much water
the city had left.
											This is an idea they may well have
borrowed from Australia
											when it faced one of the worst droughts
of the country's history
											from 1997 to 2009.
											Water levels in Melbourne
dropped to a very low capacity
											of almost 26 percent.
											But the city didn't yell at people.
											It didn't plead with them
not to use water.
											They used electronic billboards
to flash available levels of water
											to all citizens across the city.
											They were honestly telling people
how much water they really have,
											and letting them take
responsibility for themselves.
											By the end of the drought,
this created such a sense of urgency
											as well as a sense of community.
											Nearly one out of three citizens
in Melbourne had invested
											in installing rainwater holding tanks
for their own households.
											Actions that citizens took didn't stop
at installing those tanks.
											With help from the city,
											they were able to do something
even more impactful.
									","
											Bu yılın başında Cape Town'dayken
											karayolunda ışıklı reklam panosu
ilgimi çekti,
											şehirde ne kadar 
su kaldığını gösteriyordu.
											Bu fikir, Avustralya 
1997 ve 2009 yılları arasında
											tarihinin en kötü kuraklığı yaşarken
											onlardan alınmış bir fikir.
											Melbourne'deki su düzeyleri
											neredeyse %26'ya düştü.
											Ancak şehir insanlara bağırmadı.
											Su kullanmamaları için
onlarla anlaşmaya çalışmadı.
											Şehrin her yerinde vatandaşlara
elektronik reklam panoları aracılığıyla
											ne kadar suları kaldığı gösterildi.
											Dürüstçe insanlara ne kadar su
olduğunu söylüyorlardı
											ve böylece sorumluluk almaları
sağlanıyordu.
											Kuraklığın sonuna gelindiğinde,
bu durum topluluk kavramının yanısıra
											acil durum kavramını da pekiştirdi.
											Melbourne'de yaklaşık her üç kişiden biri
											kendi evleri için yağmur suyu toplayan
depolar satın aldı.
											Vatandaşların yaptıkları
su depoları kurmakla sınırlı kalmadı.
											Şehrin de yardımıyla,
											çok daha etkili bir şey
yapmayı başardılar.
									","
											Quand j'étais au Cap en début d'année,
											j'ai vu ce panneau d'affichage
sur l'autoroute,
											qui indiquait la réserve d'eau
qu'il restait à la ville.
											C'est une idée qu'ils ont probablement
empruntée à l'Australie
											quand elle a fait face à l'une des pires
sécheresses de l'histoire du pays
											de 1997 à 2009.
											A Melbourne, le niveau de l'eau 
a atteint un seuil critique
											de presque 26 %.
											Mais la ville n'a pas accusé les gens.
											Elle ne les a pas suppliés
de ne pas utiliser d'eau.
											Ils ont utilisé des panneaux électroniques
pour afficher le niveau d'eau disponible
											à tous les citoyens de la ville.
											Ils ont dit honnêtement aux gens
combien d'eau il leur restait
											et les ont laissés prendre
leur responsabilité.
											A la fin de la sécheresse, cela avait créé
un sentiment d'urgence,
											ainsi qu'un sens communautaire.
											Presque un citoyen sur trois,
à Melbourne, avait investi
											dans l'installation de récupérateurs
d'eau de pluie pour leur propre maison.
											Les citoyens ne se sont pas contentés
seulement d'installer ces réservoirs.
											Avec l'aide de la ville,
											ils ont été capables d'avoir un impact
bien plus important.
									","
											Quando estive na Cidade do Cabo
no início do ano,
											vi um painel electrónico na autoestrada,
											a indicar quanta água
é que a cidade ainda tinha.
											Eles podem ter ido buscar
esta ideia à Austrália,
											quando esta enfrentou uma das piores
secas da sua história
											entre 1997 e 2009.
											Os níveis de água em Melbourne baixaram
para uma capacidade muito baixa
											de quase 26%.
											Mas a cidade não ""gritou"" com as pessoas.
											Não lhes pediram para não usarem água.
											Usaram painéis electrónicos pela cidade
											para alertar todos os cidadãos 
para os níveis de água disponíveis.
											Disseram às pessoas com transparência
quanta água realmente tinham
											e deixaram-nas assumir
a responsabilidade por elas próprias.
											No final da seca, isso criou um grande
sentimento de urgência
											assim como de comunidade.
											Quase um em cada três cidadãos
em Melbourne
											investiu na instalação de tanques
de retenção de água nas suas casas.
											As acções que os cidadãos fizeram, não
ficaram pela instalação desses tanques.
											Com a ajuda da cidade,
											eles conseguiram fazer algo
com um impacto ainda maior.
									","
											Als ich Anfang diesen 
Jahres in Kapstadt war,
											sah ich eine elektronische 
Anzeigetafel auf der Autobahn.
											Sie zeigte, wie viel Wasser 
die Stadt noch übrig hatte.
											Diese Idee könnte gut aus Australien
übernommen worden sein,
											als dort von 1997 bis 2009 die schlimmste
Dürre in der Geschichte des Landes war.
											Der Wasserstand in Melbourne 
sank auf fast 26 Prozent ab.
											Aber die Stadt hat 
die Menschen nicht beschimpft.
											Sie flehte die Menschen 
nicht an, kein Wasser zu nutzen.
											Sie nutzen elektronische 
Anzeigen des Wasserstandes,
											um in der ganzen Stadt 
die Leute zu informieren.
											Sie sagten den Menschen offen, 
wie viel Wasser sie noch haben
											und ließen sie selbst 
Verantwortung übernehmen.
											Gegen Ende der Dürre erschaffte 
dies ein großes Dringlichkeitsverständnis
											und ein Gemeinschaftsgefühl.
											Fast jeder zehnte Bürger in Melbourne
											investierte in Regenwasserbehälter
für den eigenen Haushalt.
											Doch das Bürgerengagement ging 
weiter als Wassertanks.
											Mit der Unterstützung der Stadt konnten
sie etwas viel Bedeutenderes schaffen.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
