en,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											Is an incredibly experienced linguist
											working at a lab at MIT
with a small group of researchers,
											and through studying our language
											and the way that we communicate
with other people,
											he has stumbled upon
the secret of human intimacy.
											Here to give us his perspective,
please welcome to the stage,
											Anthony Veneziale.
									","
											inanılmaz deneyimli bir dilbilimci,
											MIT'de bir laboratuvarda
küçük bir araştırma ekibiyle çalışıyor.
											Dilimiz üzerinde çalışmalar yaparak
											ve insanlarla iletişim
şeklimiz üzerinde çalışarak
											insan içtenliğinin sırrını keşfetti.
											Bize bakış açısını sunması için
lütfen alkışlayın,
											Anthony Veneziale.
									","
											est un linguiste
incroyablement expérimenté
											qui travaille dans un labo du MIT
avec un petit groupe de chercheurs.
											Ses recherches sur notre langue
											et sur la manière dont
nous communiquons avec autrui,
											l’ont fait trébucher sur le secret
de l’intimité humaine.
											Il nous présente sa vision,
accueillez chaleureusement :
											Anthony Veneziale.
									","
											es un lingüista con
una trayectoria increíble
											y trabaja en un laboratorio del MIT
con un pequeño grupo de investigadores.
											Al estudiar nuestro idioma
											y la manera de comunicarnos
con otras personas,
											se topó con el secreto
de la intimidad humana.
											Con nosotros para darnos su perspectiva,
denle una bienvenida a
											Anthony Veneziale.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											Anthony Veneziale: You might think
I know what you're going through.
											You might be looking at me
here on the red dot,
											or you might be looking
at me on the screen.
											There's a one sixth of a second delay.
											Did I catch myself? I did.
											I could see myself before I turned,
											and that small delay
creates a little bit of a divide.
									","
											Anthony Veneziale: Neler yaşadığınızı
bildiğimi düşünüyor olabilirsiniz.
											Burada bana bu kırmızı daire üzerinde
											veya ekranda bakıyor olabilirsiniz.
											Bir dakikanın altıda biri gecikme var.
											Kendimi yakaladım mı? Yakaladım.
											Dönmeden kendimi görmeyi başardım
											ve o küçük gecikme
biraz da olsa bir ayrım yaratıyor.
									","
											Anthony Veneziale : Vous pourriez penser
que je sais ce que vous traversez.
											Vous pourriez m’observer ici,
sur ce cercle rouge,
											ou me regarder à l’écran.
											Il y a un délai d’un sixième de seconde.
											Me suis-je surpris ? Oui.
											Je me suis vu avant de me retourner
											et ce délai a créé une sensation
de dédoublement.
									","
											Anthony Veneziale: Quizás crean que
yo sé por lo que están pasando.
											Me ven aquí en el punto rojo,
											o quizás me vean en la pantalla.
											Hay un sexto de segundo de retraso.
											¿Me capturé a mí mismo? Sí, lo hice.
											Pude verme antes de darme la vuelta
											y ese minúsculo retraso
genera una pequeña división.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											And a divide is exactly what happens
with human language,
											and the processing of that language.
									","
											Ayrım da insan dili ve o dilin
kavrayışında yaşanan şeyin ta kendisi.
									","
											Un dédoublement est précisément
ce qui arrive avec les langues humaines
											et le traitement de cette langue.
									","
											Una división es exactamente
lo que sucede con el idioma humano
											y el proceso de ese idioma.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											I of course am working
out of a small lab at MIT.
									","
											Tabii ki MIT'de küçük bir
laboratuvardan çalışıyorum.
									","
											Bien évidemment, je travaille
dans un petit labo du MIT.
									","
											En definitiva trabajo en un
pequeño laboratorio del MIT
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											And we are scraping
for every insight that we can get.
									","
											O yüzden edinebileceğimiz
her görüşü kabul ediyoruz.
									","
											Nous nous démenons pour obtenir
la moindre pépite de compréhension.
									","
											y estamos en busca de cada
percepción que obtenemos.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											This is not often associated
with a computational challenge,
											but in this case,
we found that persistence of vision
											and auditory intake
											actually have more in common
than we ever realized,
											and we can see it in this first slide.
									","
											Bu, genellikle kompütasyonel
bir zorlukla ilişkilendirilmiyor
											ancak bu konuda, istikrarlı bir vizyon
											ve gözlemsel bir bildirimin
											daha önce fark ettiğimizden
çok daha ortak yanı olduğunu gördük;
											bunu da ilk slaytta görebiliyoruz.
									","
											On n’associe pas souvent cela
avec un défi informatique,
											mais dans notre cas, nous avons
découvert que la rémanance de la vision
											et la perception auditive
											ont bien plus en commun
que ce qu’on pensait,
											comme cette illustration l’explicite.
									","
											Esto no es comúnmente asociado
con un desafío computacional,
											pero en este caso encontramos
que la persistencia en la visión
											y el procesamiento auditivo
											tienen más en común de lo que se pensaba
											y lo podemos ver en
la primera diapositiva.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											Immediately your processing goes to,
""Is that a hard-boiled egg?""
									","
											Bunu kavrayış şekliniz hemen şu oluyor
''Bu haşlanmış yumurta mı?''
									","
											Directement, vous traitez l’image :
« Est-ce un œuf dur ? »
									","
											Inmediatamente tu razonamiento es
""¿es ese un huevo cocido?""
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											""Is that perhaps the structural
integrity of the egg
											being able to sustain
the weight of what seems to be a rock?
											Aha, is it in fact a real rock?""
											We go to questions
when we see visual information.
											But when we hear information,
this is what happens.
									","
											''Acaba bu yumurtanın yapısal bütünlüğü
											taş olduğu görünen şeyin ağırlığını
kaldırabilmesinden mi ibaret?
											Bir saniye, o gerçek bir taş mı?''
											Görsel bilgiyle karşılaştığımızda
sorular soruyoruz.
											Duyusal bilgi olduğu zaman ise
bu yaşanıyor.
									","
											« Serait-ce l’intégrité
structurelle de l’œuf
											qui lui permet de supporter la charge
de ce qui semble être un rocher ?
											Mais, est-ce vraiment un rocher ? »
											Nous prenons du recul
devant une information visuelle.
											Mais quand l'information
est auditive, voici ce qui arrive.
									","
											""¿Es acaso la estructura
integral de un huevo
											que es capaz de soportar el
peso de lo que parece ser una roca?
											Ajá ¿es de hecho una roca de verdad?"".
											Nos hacemos preguntas 
cuando tenemos información visual,
											pero cuando escuchamos información
esto es lo que pasa.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											The floodgates in our mind
open much like the streets of Shanghai.
									","
											Zihinlerimizdeki sel duvarı
tıpkı Shanghai sokakları açılıyor.
									","
											Les vannes de notre esprit s’ouvrent
comme les rues de Shanghai.
									","
											Las compuertas de 
nuestra mente se abren tanto
											como las calles de Shanghái.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											So many pieces of information to process,
											so many ideas, concepts, feelings
and, of course, vulnerabilities
											that we don't often wish to share.
											And so we hide,
											and we hide behind what we like to call
the floodgate of intimacy.
									","
											Kavrayacak o kadar bilgi var ki
											o kadar fikir, konsept, duygu
ve tabii hassas noktalar,
											bunları genelde paylaşmak istemeyiz.
											O yüzden saklanırız
											ve içtenliğin sel duvarı dediğimiz
o şeyin arkasına sığınırız.
									","
											Il y a tant d’informations à traiter,
											tant d’idées, de concepts, de sentiments
et, bien sûr, de vulnérabilités
											que nous préférons souvent
ne pas partager.
											Alors, on se cache.
											On se cache derrière ce que
nous avons nommé la vanne de l’intimité.
									","
											Mucha información por procesar,
											tantas ideas, conceptos, sentimientos
y por supuesto vulnerabilidades,
											que por lo regular no deseamos compartir.
											Por eso nos escondemos
											y nos ocultamos detrás de lo que conocemos
como las compuertas de la intimidad.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											And what might that floodgate be holding?
											What is the dike upon which it is built?
											Well, first off —
									","
											Peki bu duvar başka ne tutuyor olabilir?
											Bu duvarın temelleri ne üzerine kurulu?
											Öncelikle...
									","
											Que peut bien contenir
cette vanne de l’intimité ?
											Sur quel barrage est-elle posée ?
											Eh bien, tout d'abord —
									","
											¿Y qué será lo que
esas compuertas sostienen?
											¿Cuál será la presa 
sobre la que se construyó?
											Bueno, primero que nada...
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											we found that it's different
for six different genotypes.
									","
											bunun altı genotip için
farklı olduğunu gözlemledik.
									","
											nous avons découvert que ça varie
selon six génotypes.
									","
											Encontramos que es diferente
para seis genotipos distintos .
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											And, of course, we can start
categorizing these genotypes
											into a neuronormative experience
and a neurodiverse experience.
									","
											Tabii bu genotipleri
kategorize edebiliriz,
											nöro normatif deneyim
ve nöro çeşitli deneyim olarak.
									","
											Nous pouvions dès lors commencer
à catégoriser ces génotypes
											en expériences neuronormative
et neurodiverse.
									","
											Por supuesto, podemos empezar
por clasificar estos genotipos
											como experiencias neuronormativas
y experiencias neurodiversas.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											On the right-hand side of the screen,
											you're seeing spikes
for the neurodiverse thinking.
											Now, there are generally
only two emotional states
											that a neurodiverse brain can tabulate
and keep count of at any given time,
											thereby eliminating the possibility
for them to be emotionally, sometimes,
											attuned to the present situation.
											But on the left-hand side,
you can see the neuronormative brain,
											which can often handle
about five different pieces
											of emotional cognitive information
at any given time.
											These are the slight variances
that you are seeing
											in the 75, 90 and 60 percentile,
											and then of course
that dramatic difference
											of the 25, 40 and 35 percentile.
									","
											Ekranın sağ tarafında
											nöro çeşitli düşünceye ilişkin
artışlar görüyorsunuz.
											Nöro çeşitli beynin rastgele bir anda
düzenlediği ve hesaba kattığı
											genel olarak sadece
iki duygusal durum var,
											bu yüzden onların duygusal olarak
şimdiki duruma bağlı olma ihtimalini
											ortadan kaldırıyoruz.
											Ancak sol tarafta
nöro normatif beyni görüyorsunuz,
											genellikle herhangi bir zamanda
											beş farklı duygusal
bilişsel bilgiyi alabiliyor.
											Bunlar 75, 90 ve 60'lık dilimlerde
gördüğünüz küçük varyasyonlar
											ve tabii bir de 25, 40 ve 35'lik
dilimlerdeki ciddi fark var.
									","
											À droite de l’écran,
											les pics que l’on observe sont
relatives à la pensée neurodiverse.
											En général, seuls deux états émotionnels
peuvent être calibrés simultanément
											par le cerveau neurodivers,
quel que soit le moment.
											Par conséquent, cela élimine, parfois,
la possibilité d’être émotionnellement
											en phase avec la situation présente.
											Mais à gauche de l’écran,
on observe le cerveau neuronormatif.
											Celui-ci est souvent capable
de traiter cinq éléments
											d’informations cognitives émotionnelles,
à n’importe quel moment.
											Ici, on a les écarts infimes
											dans les 75, 90 et 60 percentiles.
											Et ici, les variations spectaculaires
											dans les 25, 40 et 35 percentiles.
									","
											Del lado derecho de la pantalla
											notarán los incrementos en 
la forma de pensar neurodiversa.
											Por lo general, hay solo
dos estados emocionales
											que un cerebro neurodiverso puede
tabular y registrar en cualquier momento.
											De este modo se elimina la posibilidad
de que ellos se sientan, en ocasiones,
											emocionalmente conectados
con la situación del momento.
											Pero en el lado izquierdo,
pueden ver un cerebro neuronormativo
											que puede manejar
cerca de cinco tipos diferentes
											de información cognitiva emocional
en cualquier momento.
											Estos son las pequeñas 
variaciones que observan
											en los 75, 90 y 60 %.
											y, por supuesto, la dramática diferencia
											de 25, 40 y 35 %.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											But of course, what is the neural network
											that is helping to bridge and build
these different discrepancies?
									","
											Peki bu farklı çelişkileri
birbirine bağlayan ve yapılandıran
											sinirsel ağ da ne?
									","
											Mais alors, quel est le réseau neural
											qui permet de relier
et construire ces disparités ?
									","
											Pero ¿cuál es la red neuronal
											que ayuda a generar
estas diferentes discrepancias?
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											Fear.
									","
											Korku.
									","
											La peur.
									","
											El miedo.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											And as we all know,
fear resides in the amygdala,
											and it is a very natural response,
											and it is very closely linked
with visual perception.
											It is not as closely linked
with verbal perception,
											so our fear receptors
often will be going off
											in advance of any of our cognitive usage
around verbal and words
											and cues of language.
											So as we see these fear moments,
											we of course are taken aback.
											We stumble in a certain direction,
											generally away from the intimacy.
									","
											Hepimiz biliyoruz ki
korku amigdalada yerleşik
											ve çok doğal bir tepkime,
											ayrıca görsel algıyla
çok yakından ilişkilendiriliyor.
											Sözlü algıyla bu kadar
yakından ilişkilendirilmiyor,
											bu yüzden korku alıcılarımız
											genellikle sözlü, sözcüklü ve dile ait
bilişsel kullanım olmadan önce
											bize uyarmaya başlayacaktır.
											Bu korku anlarında gördüğümüzde
											tabii ki şaşırırız.
											Belli bir yolda buluruz kendimizi,
											genellikle içtenlikten uzak bir yolda.
									","
											Comme nous le savons tous,
la peur se situe dans l’amygdale.
											C'est une réaction très naturelle
											qui est fortement liée
à la perception visuelle.
											Toutefois, elle est peu liée
à la perception verbale.
											C'est pourquoi nos récepteurs
de la peur vont se déclencher
											avant que nous ayons perçu
un quelconque indice cognitif verbal
											ou de langue.
											Dès lors, quand nous voyons
un moment de peur,
											nous sommes naturellement décontenancés.
											Nous trébuchons
dans une direction précise,
											qui, généralement,
s'éloigne de l'intimité.
									","
											Como todos sabemos, 
el miedo reside en la amígdala.
											Es una respuesta natural
											y se encuentra muy conectada
con la percepción visual.
											No se encuentra tan conectada
con la percepción verbal,
											así que con frecuencia nuestros
receptores del miedo
											se apagarán con antelación ante 
cualquier uso cognitivo de las palabras
											y señales del idioma.
											Estos momentos de miedo
											nos dejan desconcertados.
											Vacilamos hacia cierta dirección,
											por lo general, lejos de la intimidad.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											Now of course, there's a difference
between the male perception
											and the female perception
											and of trans and those who are in between,
all of those as well,
											and outside of the gender spectrum.
									","
											Tabii erkek algısı ve kadın algısı
arasında bir fark var,
											ayrıca trans bireyler,
bu spektrum arasındaki bireyler
											ve cinsiyet spektrumu
dışındaki bireyler arasında da.
									","
											À cela s'ajoute évidemment
la différence de perception
											entre les hommes et les femmes,
											les trans et toutes les nuances
de personnes au sein
											et en dehors du spectre des genres.
									","
											Es claro que hay diferencias 
entre la percepción masculina
											y la percepción femenina,
											y de los trans y aquellos
que están en medio,
											y fuera del espectro de género.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											But fear is the central
underlying underpinning
											of all of our response systems.
											Fight-or-flight is one of the earliest,
											some say reptilian,
response to our environment.
									","
											Ancak korku, tüm tepki sistemlerimizin
altında yatan merkezi mekanizma.
											Kaç veya savaş ilk tepkimelerden biri,
											kimi sürüngenlere özgü
bir tepkime olduğunu söylüyor.
									","
											Mais la peur est la base sous-jacente
											de la totalité
de nos systèmes de réaction.
											La réaction la plus immédiate est
de faire face ou de s'enfuir.
											Certains parlent d'une réaction
reptilienne à notre environnement.
									","
											El miedo es la parte básica principal
											de todos nuestros sistemas de respuesta.
											""Pelear o huir"" es una de las primeras,
											algunos dicen reptiliano,
respuestas al entorno.
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
											How can we disengage or unhook ourselves
from the horns of the amygdala?
									","
											Amigdalanın boynuzlarından
kendimizi nasıl kurtarabiliriz?
									","
											Comment pouvons-nous nous extirper
											ou nous décrocher des cornes
de notre amygdale ?
									","
											¿Cómo podemos desprendernos o
desengancharnos de la amígdala?
									","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
"
","
","
","
","""Stumbling towards intimacy"": An improvised TED Talk",Anthony Veneziale,11:11,"comedy,curiosity,love,communication,humor"
