en,fr,pt,es,title,speaker,duration,tags
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											When we play, others want to join.
											Today, my playground
is filled with artists,
											techies and scientists.
											We fuse disciplines
in radical collaboration.
											Together, we seek new ways
to empower activism.
											Our outcomes are not meant to be playful,
											but our process is.
											To us, play is an act of resistance.
											For example, ""Beat.,""
the project I talked about earlier,
											is a concept developed by a drummer
and a software engineer
											who didn't know each other
two days before they pitched the idea.
											""Beat."" is the first winner
in our lab series
											where we pair artists and technologists
to work on human rights issues.
											Other winning concepts
include a pop-up bakery
											that teaches about fake news through
beautiful but horrible-tasting cupcakes —
									","
											Quand nous jouons,
les autres veulent se joindre à nous.
											Aujourd'hui, mon terrain de jeu
est plein d'artistes,
											de technologistes et de scientifiques.
											Nous fusionnons ces disciplines
dans une collaboration radicale.
											Ensemble, nous cherchons
											de nouvelles façons
de dynamiser l'activisme.
											Nos résultats ne sont pas
censés être ludiques,
											mais notre méthode l'est.
											Pour nous, le jeu
est un acte de résistance.
											Par exemple, « Battement. »,
le projet dont j'ai parlé plus tôt,
											est un concept développé par un batteur
et un ingénieur logiciel
											qui ne se connaissaient pas
deux jours avant de présenter cette idée.
											« Battement. » est le premier vainqueur
dans notre série de labo
											où nous apparions des artistes
et des technologistes
											pour travailler sur les droits de l'Homme.
											D'autres concepts gagnants
incluent une pâtisserie éphémère
											qui instruit au sujet de l'infox
											grâce à des cupcakes magnifiques
mais au goût affreux —
									","
											Quando brincamos,
os outros querem participar.
											Hoje, o meu parque de brincar
está cheio de artistas,
											de técnicos e de cientistas.
											Misturamos disciplinas
numa colaboração radical.
											Juntos, procuramos novas maneiras
de dar poder ao ativismo.
											Os nossos resultados 
não precisam de ser divertidos,
											mas o processo é.
											Para nós, brincar é um ato de resistência.
											Por exemplo, ""Beat"", 
o projeto que já referi,
											é um conceito desenvolvido
											por um baterista
e um engenheiro de ""software""
											que não se conheciam, dois dias
antes de organizarem a ideia.
											""Beat"" é o primeiro vencedor
na nossa série de laboratório
											em que juntamos artistas e técnicos
											para trabalharem em questões
de direitos humanos.
											Outros conceitos vencedores
incluem uma padaria ""pop-up""
											que fala de notícias falsas
											através de bolinhos bonitos,
mas de sabor horrível.
									","
											Cuando juego, otros quieren unirse.
											Hoy, mi área de juego
está lleno de artistas,
											técnicos y científicos.
											Fusionamos disciplinas en
una colaboración radical.
											Juntos, buscamos nuevas formas 
de empoderar el activismo.
											Nuestros resultados
no pretenden ser lúdicos,
											pero nuestro proceso lo es.
											Para nosotros, el juego es
un acto de resistencia.
											Por ejemplo: ""Golpear"",
el proyecto del que hablé antes,
											es un concepto desarrollado por un
percusionista y un ingeniero de software
											quienes no se conocían dos días antes
de que lanzaran la idea.
											""Golpear"" es el primer ganador
en nuestro laboratorio
											donde emparejamos artistas y técnicos 
para trabajar en derechos humanos.
											Otros conceptos ganadores incluyen 
la panadería emergente que enseña
											sobre noticias falsas con hermosos 
pastelitos, pero de sabor horrible,
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											or a board game that puts you
in the shoes of a dictator
											so you get to really grasp the range
of tools and tactics of oppression.
									","
											ou le jeu de société qui vous met
dans la peau d'un dictateur
											pour que vous appréhendiez l'éventail
des outils et tactiques d'oppression.
									","
											Ou um jogo de tabuleiro que nos coloca
no papel de um ditador
											de modo a entendermos a gama
de ferramentas e táticas de opressão.
									","
											o un juego de mesa que te ponen 
en los zapatos de un dictador
											así que puedes comprender el rango
de herramientas y tácticas de la opresión.
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											We did our first lab
just to test the idea,
											to see where it cracks
and if we can make it better.
											Today, we are so in love with the format
that we put it all online
											for anyone to implement.
											I cannot overstate the value
of experimentation in activism.
											We can only win
if we are not afraid to lose.
									","
											Nous avons réalisé notre premier labo
pour tester l'idée,
											pour voir où sont ses failles
et si nous pouvions l'améliorer.
											Aujourd'hui, nous aimons
tellement le format
											que nous l'avons mis en ligne
											pour que tout le monde
puisse l'implémenter.
											Je ne peux pas exagérer l'importance
des expériences dans l'activisme.
											Nous ne pouvons gagner
que si nous n'avons pas peur de perdre.
									","
											Fizemos o nosso primeiro laboratório
só para testar a ideia,
											para ver se há falhas
e se podemos melhorar.
											Hoje, estamos apaixonados
pelo formato que partilhamos ""online""
											para toda a gente implementar.
											Não posso exagerar o valor
da experimentação no ativismo.
											Nós só podemos ganhar
se não tivermos medo de perder.
									","
											Hicimos nuestro primer laboratorio
solo para probar la idea,
											ver por dónde cojea,
y si podemos mejorarla.
											Estamos tan enamorados con el formato
que lo ponemos todo en línea
											para que cualquiera lo implemente.
											No puedo exagerar el valor
de la experimentación en el activismo.
											Solo podemos ganar
si no tenemos miedo a perder.
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											When we play, we learn.
											A recent study published
by Stanford University
											about the science
of what makes people care
											reconfirms what we have
been hearing for years:
											opinions are changed
not from more information
											but through empathy-inducing experiences.
											So learning from science and art,
											we saw that we can talk about
global armed conflict through light bulbs,
											or address racial inequality in the US
											through postcards,
											or tackle the lack of even
one single monument of a woman in Sofia
											by flooding the city with them,
											and, with all these works,
											to trigger dialogue,
understanding and direct action.
									","
											Quand nous jouons, nous apprenons.
											Une étude récente publiée
par l'université de Stanford
											sur la science de ce qui fait
que cela importe aux gens
											confirme à nouveau
ce que nous entendons depuis des années :
											les opinions changent,
non pas grâce à plus d'informations,
											mais grâce à des expériences
induisant de l'empathie.
											En apprenant de la science et de l'art,
											nous avons vu que nous pouvions parler
											de conflit armé mondial
grâce à des ampoules,
											résoudre l'inégalité raciale
aux États-Unis
											grâce à des cartes postales
											ou nous attaquer au fait qu'il n'y ait
même pas un monument de femme à Sofia
											en inondant la ville de tels monuments
											et, avec tous ces autres travaux,
											susciter du dialogue,
de la compréhension et une action directe.
									","
											Quando brincamos, aprendemos.
											Um estudo recente publicado
pela Universidade de Stanford
											sobre o que é importante para as pessoas
											confirma o que nós ouvimos
durante muitos anos:
											as opiniões mudam,
não por mais informações,
											mas através de experiências
que promovem a empatia.
											Aprendendo com a ciência e a arte,
											vimos que podemos falar
de conflitos armados mundiais,
											através de lâmpadas,
											ou abordar a desigualdade racial nos EUA
											através de bilhetes postais,
											ou solucionar a falta de um
monumento a uma mulher em Sófia,
											enchendo a cidade com eles.
											E, com todas estas ações,
											provocar o diálogo,
a compreensão e a ação direta.
									","
											Cuando jugamos, aprendemos.
											Un estudio reciente 
de la Universidad de Stanford
											sobre la ciencia de lo que
preocupa a la gente
											confirma lo que hemos estado
oyendo durante años:
											las opiniones se cambian
no desde más información,
											sino con experiencias que inducen empatía.
											Aprendiendo de la ciencia y el arte,
											vimos que podemos hablar de
un conflicto global armado con bombillas,
											o señalar la desigualdad racial en EE. UU.
											a través de postales,
											o abordar la falta de un monumento
a alguna mujer en Sofía
											inundando la ciudad con ellos,
											y, con todas estas obras,
											activar el diálogo, 
la comprensión y la acción directa.
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											Sometimes, when I talk about
taking risks and trying and failing
											in the context of human rights,
											I meet raised eyebrows,
											eyebrows that say, ""How irresponsible,""
											or, ""How insensitive.""
											People often mistake play for negligence.
											It is not.
											Play doesn't just grow our armies stronger
or spark better ideas.
											In times of painful injustice,
											play brings the levity we need
to be able to breathe.
											When we play, we live.
									","
											Parfois, quand je parle
de prendre des risques,
											d'essayer et d'échouer
											dans le contexte des droits de l'Homme,
											je me retrouve
face à des sourcils froncés,
											des sourcils qui disent
que c'est irresponsable
											ou insensible.
											Les gens méprennent souvent le jeu
pour de la négligence.
											Ce n'est pas le cas.
											Le jeu ne fait pas que renforcer l'armée
ou faire jaillir de meilleures idées.
											En temps d'injustice douloureuse,
											le jeu amène la légèreté nécessaire
à ce que nous puissions respirer.
											Quand nous jouons, nous vivons.
									","
											Às vezes, quando falo de
correr riscos, de tentar e falhar,
											no contexto dos direitos humanos,
											encontro sobrolhos franzidos,
											sobrolhos que dizem:
""Que irresponsável""
											ou ""Que insensato"".
											As pessoas geralmente confundem
brincadeiras com negligência.
											Não é.
											Brincar torna os nossos exércitos
mais fortes ou dá-nos melhores ideias.
											Em tempos duma injustiça dolorosa,
											brincar traz a leveza
de que precisamos para respirar.
											Quando brincamos, vivemos.
									","
											A veces, cuando hablo sobre
tomar riesgos e intentar y fallar
											en el contexto de derechos humanos,
											me encuentro con cejas levantadas,
											cejas que dicen: ""Qué irresponsable"",
											o: ""Qué insensible"".
											A menudo la gente cofunde
el juego con negligencia.
											No lo es.
											El juego solo fortalece nuestros ejércitos
y enciende mejores ideas.
											En tiempos de dolorosa injusticia,
											el juego trae la ligereza que
necesitamos para poder respirar.
											Cuando jugamos, vivimos.
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											I grew up in a time
											when all play was forbidden.
											My family's lives were crushed
by a communist dictatorship.
											For my aunt, my grandfather, my father,
											we always held two funerals:
											one for their bodies,
											but, years before that,
											one for their dreams.
											Some of my biggest dreams are nightmares.
											I have a nightmare that one day
all the past will be forgotten
											and new clothes will be dripping
the blood of past mistakes.
											I have a nightmare
											that one day the lighthouses
of our humanity will crumble,
											corroded by acid waves of hate.
									","
											J'ai grandi à une époque
											où tout jeu était interdit.
											La vie de ma famille a été pulvérisée
par la dictature communiste.
											Pour ma tante, mon grand-père, mon père,
											nous avons toujours organisé
deux fois des funérailles :
											une fois pour leur corps,
											mais, des années auparavant,
											une fois pour leurs rêves.
											Certains de mes plus grands rêves
sont des cauchemars.
											J'ai un cauchemar où un jour,
tout le passé sera oublié
											et les nouveaux vêtements goutteront
du sang des erreurs passées.
											J'ai un cauchemar
											où un jour, les phares
de notre humanité s'effondreront,
											rongés par les vagues acides de la haine.
									","
											Eu cresci numa época
											em que todas as brincadeiras
eram proibidas.
											A vida da minha família foi destruída
por uma ditadura comunista.
											Para a minha tia, o meu avô e o meu pai,
											sempre fizemos dois funerais:
											um para o corpo,
											mas, anos antes disso,
											outro para os seus sonhos.
											Alguns dos meus maiores
sonhos são pesadelos.
											Eu tenho um pesadelo de que, um dia,
todo o passado será esquecido
											e novas roupas estarão a pingar
o sangue de erros do passado.
											Eu tenho um pesadelo
											de que um dia os faróis da nossa
humanidade se desmoronarão,
											corroídos pelo ácido das ondas de ódio.
									","
											Crecí en una época
											donde todo juego estaba prohibido.
											Las vidas de mi familia fueron aplastadas
por una dictadura comunista.
											Para mi tía, mi abuelo, mi padre,
											siempre celebramos dos funerales:
											uno por sus cuerpos,
											pero, años antes de eso,
											uno por sus sueños.
											Algunos de mis mayores sueños
son pesadillas.
											Tengo la pesadilla de que un día
todo el pasado será olvidado
											y la ropa nueva goteará
sangre de errores pasados.
											Tengo la pesadilla
											de que un día los faros de
nuestra humanidad se derrumbarán,
											corroídos por olas de ácido de odio.
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											But way more than that,
											I have hope.
											In our fights for justice and freedom,
											I hope that we play,
											and that we see the joy
and beauty of us playing together.
											That's how we win.
									","
											Mais plus que cela,
											j'ai de l'espoir.
											Dans nos luttes pour la justice
et pour la liberté,
											j'espère que nous jouerons
											et que nous verrons la joie et la beauté
de notre jeu commun.
											C'est ainsi que l'on gagne.
									","
											Mas, muito mais do que isso,
											tenho esperança.
											Nas nossas lutas pela justiça
e pela liberdade,
											eu tenho a esperança
de que brinquemos,
											e que vejamos a alegria
e a beleza de brincarmos juntos,
											É assim que venceremos.
									","
											Pero mucho más que eso,
											tengo esperanza.
											En nuestras luchas 
por la justicia y la libertad,
											espero que juguemos,
											y que veamos la alegría y
la belleza de jugar todos juntos.
											Así es como ganamos.
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											Thank you.
									","
											Merci.
									","
											Obrigada.
									","
											Gracias
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Aplausos)
									",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
"
","
","
","
",How to recover from activism burnout,Yana Buhrer Tavanier,7:56,"communication,TED Residency,activism,social change,society,TED Fellows,play,art,creativity"
