fr,tr,title,speaker,duration,tags
"
											Interpassion,
											interpassion,
											interpassion.
									","
											Tutkular arası,
											tutkular arası,
											tutkular arası.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Je suis interpassionée.
									","
											Ben tutkular arasıyım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Bonjour.
									","
											Merhaba.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											¿Cómo te llamas?
									","
											Senin adın ne?
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Do you know Mafalda?
									","
											Mafalda'yı tanıyor musun?
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Do you speak Portuguese?
									","
											Portekizce konuşuyor musun?
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Are you from California?
									","
											Kaliforniya'dan mısın?
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Made in China,
											made in China,
											made in China,
											made in China.
									","
											Çin yapımı,
											Çin yapımı,
											Çin yapımı,
											Çin yapımı.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'aime les gens.
									","
											İnsanları seviyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'trouve ça bien
quand on s'fait tous des câlins,
											quand on mélange nos voyelles
											qu'on se fait la courte échelle.
									","
											Bence bu harika,
birbirimizi kucakladığımızda
											ünlü harfleri karıştırdığımızda
											ve birbirimize yardım ettiğimizde.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'aime moins les consonnes
de ceux qu'on a pas sonnés.
									","
											Sesi olmayan ünsüzleri daha az severim.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'appuie sur l'interphone;
											je suis interpassionée.
									","
											Dahili telefonu çeviriyorum;
											ben tutkular arasıyım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Interpassion,
											interpassion,
											interpassion.
									","
											Tutkular arası,
											tutkular arası,
											tutkular arası.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Je suis interpassionée.
									","
											Ben tutkular arasıyım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Interpassion,
											interpassion,
											interpassion.
									","
											Tutkular arası,
											tutkular arası,
											tutku.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Je suis interpassionée.
									","
											Ben tutkular arasıyım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Interpassion,
											interpassion,
											interpassion.
									","
											Tutkular arası,
											tutkular arası,
											tutkular arası.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Je suis interpassionée.
									","
											Ben tutkular arasıyım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Interpassion,
											interpassion,
											interpassion.
									","
											Tutkular arası
											tutkular arası,
											tutkular arası.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Je suis interpassionée.
									","
											Ben tutkular arasıyım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Interpassion.
									","
											Tutkular arası.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music ends)
									","
											(Müzik biter)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Applause)
									","
											(Alkış)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Thank you.
									","
											Teşekkürler.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Merci beaucoup.
									","
											Çok teşekkür ederim.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											OK...
											before leaving you guys
											with more talks
with better English than mine ...
									","
											Tamam şimdi...
											sizden ayrılmadan,
											İngilizcesi benden daha iyi olan 
konuşmacılardan önce...
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Laughter)
									","
											(Kahkaha)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											I would like to see you dance.
									","
											Sizi dans ederken görmek istiyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Laughter)
									","
											(Kahkaha)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											And especially a section of your body ...
											your hips.
									","
											Ve özellikle de vücudunuzun bir parçasını,
											kalçalarınızı.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Laughter)
									","
											(Kahkaha)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											All right?
											OK, you know your pelvis
is the center of your body
											and this is the intersection that makes
you really strong, all right?
									","
											Tamam mıyız?
											Şimdi, biliyorsunuz ki 
pelvis vücudunuzun merkezi
											ve bu kesişim sizi gerçekten
güçlü yapar, tamam mıyız?
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Laughter)
									","
											(Kahkaha)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											OK, so it's super easy.
											We're going to roll our hips together, OK?
											So please stand up.
									","
											Şimdi, bu çok kolay.
											Hep birlikte kalçalarımızı
döndüreceğiz, tamam mı?
											Bu yüzden lütfen ayağa kalkın.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Laughter)
									","
											(Kahkaha)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											It's really easy.
											You're just going
to have to roll your hips like that.
									","
											Gerçekten çok kolay.
											Sadece kalçalarınızı bu şekilde 
döndüreceksiniz.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music: ""Ba$$in"")
									","
											(Müzik: ""Ba$$in"")
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Ready?
									","
											Hazır mıyız?
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'aimerais embrasser ce garçon
											mais je ne sais pas comment lui dire.
									","
											Ben bu çocuğu öpmek istiyorum,
											ama ona nasıl söyleyeceğimi bilmiyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Apprends moi, apprends moi,
apprends moi, apprends moi.
									","
											Bana öğret, bana öğret, bana öğret...
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'aimerais draguer ce garçon
la dernière fois je l'ai fait fuir.
									","
											Bu çocukla flört etmek istiyorum,
geçen sefer ondan kaçmıştım.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Montre moi, montre moi,
montre moi, montre moi.
									","
											Bana göster, bana göster, bana göster...
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											OK!
									","
											Tamam!
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Commence par lui faire les yeux doux.
									","
											Gözlerine bakmaya başla.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Commence par lui dire qu'il est chou.
									","
											Tatlı olduğunu söylemeye başla.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Puis fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'aimerais danser avec lui
comme si j'étais sa cavalière.
									","
											Sanki ona aitmişim gibi
dans etmek istiyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Apprends moi, apprends moi,
apprends moi, apprends moi.
									","
											Bana öğret, bana öğret, bana öğret...
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											J'aimerais faire galoper son cœur
quand il me voit de derrière.
									","
											Arkamdan baktığında
kalbi deli gibi atsın istiyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Montre moi, montre moi, montre moi —
									","
											Bana göster, bana göster, bana göster—
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Commence par lui faire les yeux doux.
									","
											Gözlerine bakmaya başla.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Commence par lui dire qu'il est chou.
									","
											Tatlı olduğunu söylemeye başla.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Puis fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür.
											Kalçalarını daire şeklinde döndür,

									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin,
											des ronds avec ton bassin.
									","
											Kalçalarını daire şeklinde döndür,

											kalçalarını döndür,
											kalçalarını döndür,
											kalçalarını döndür.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Fais des ronds, des ronds,
des ronds, des ronds, des ronds
											des ronds, des ronds,
des ronds, des ronds, des ronds
											des ronds, des ronds,
des ronds, des ronds, des ronds
											des ronds, des ronds,
des ronds, des ronds, des ronds
											des ronds, des ronds,
des ronds, des ronds, des ronds,
											des ronds, des ronds,
des ronds, des ronds, des ronds.
									","
											Daireler çizin, daireler, daireler...
											daireler, daireler, daireler, daireler...
											daireler, daireler, daireler, daireler...
											daireler, daireler, daireler, daireler...
											daireler, daireler, daireler, daireler...
											daireler, daireler, daireler, daireler...
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											OK!
									","
											Tamam!
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Le weekend à Rome,
											j'fais des ronds avec mon bassin.
									","
											Roma'da bir hafta sonu,
											kalçalarımı daire şeklinde döndürüyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											En mangeant ma pomme,
											j'fais des ronds avec mon bassin.
									","
											Elmamı yerken
											kalçalarımı daire şeklinde döndürüyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											Quand je vois des hommes,
											j'fais des ronds avec mon bassin,
											des ronds avec mon bassin,
											des ronds avec mon bassin.
									","
											Erkekleri görünce
											kalçalarımı daire şeklinde döndürüyorum,
											kalçalarımı döndürüyorum,
											kalçalarımı döndürüyorum.
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Clapping)
									","
											(Alkış)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
											(Music)
									","
											(Müzik)
									","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
"
","
","""Interpassion"" / ""Ba$$in""",Yelle,7:22,"live music,music,performance,performance art,dance,singer"
