es,tr,en,fr,title,speaker,duration,tags
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Con ese nuevo concepto,
											necesitábamos una nueva palabra,
											que fue la palabra ""feromona"",
											y básicamente, es 
""emoción transmitida"",
											transmitida entre individuos,
											y desde 1959, 
se han encontrado feromonas
											en todo el reino animal,
											tanto en machos 
como en hembras.

											Igualmente aplica bajo el agua
											para peces y langostas.
											Y en casi todos los mamíferos,
											se ha identificado una feromona,
											al igual que en un enorme 
número de insectos.
									","
											Bu yeni kavram ile birlikte
											yeni bir sözcük ihtiyacı doğdu,
											bu sözcük ""feromon"" didi
											ve aslında taşınan heyecan anlamına gelir,
											bireyler arasında taşınan heyecan.
											1959 yılından bu yana feromonlar
											dişi ve erkek hayvanlar arasında
											hayvanlar aleminin her köşesinde keşfedildi.
											Su altında balıklar ve ıstakozlar
											için de durum farklı değil.
											Aklınıza gelen hemen her memeliye ait
											bir feromon saptandı
											ve tabi pek çok böcek de bunlara dahil.
									","
											With that new concept,
											we needed a new word,
											and that was the word ""pheromone,""
											and it's basically transferred excitement,
											transferred between individuals,
											and since 1959, pheromones have been found
											right the way across the animal kingdom,
											in male animals, in female animals.
											It works just as well underwater
											for goldfish and lobsters.
											And almost every mammal you can think of
											has had a pheromone identified,
											and of course, an enormous number of insects.
									","
											Avec ce nouveau concept,
											il fallait un mot nouveau,
											c'était le mot « phéromone »,
											c'est en gros
une transmission d'informations sexuelles,
											entre les individus.
											Depuis 1959, des phéromones 
ont été trouvées
											dans tout le règne animal,
											chez les mâles comme chez les femelles.
											C'est la même chose sous l'eau
											pour les poissons rouges et les homards.
											et presque tous les mammifères
											ont eu une phéromone identifiée,
											et bien sûr, un nombre très important
d'insectes.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Así que, sabemos que
las feromonas existen
											en todo el reino animal.
											Pero ¿qué pasa 
con los seres humanos?
											Bueno, lo primero,
											es que somos mamíferos,
											y los mamíferos son olorosos.
											Cualquier dueño 
de un perro puede decir
											que tanto nosotros 
como ellos olemos.
									","
											Hayvanlar aleminin bir ucundan ötekine
											feromonların var olduğunu artık biliyoruz.
											Peki ya insanlar?
											Öncelikle, tabi ki,
											bizler de memeli canlılarız
											ve memelilerin kokusu vardır.
											Köpeği olan herkesin söyleyebileceği gibi,
											biz de, onlar da kokarız.
									","
											So we know that pheromones exist
											right the way across the animal kingdom.
											What about humans?
											Well, the first thing, of course,
											is that we're mammals,
											and mammals are smelly.
											As any dog owner can tell you,
											we smell, they smell.
									","
											Les phéromones existent donc

											dans tout le règne animal.
											Qu'en est-il des humains ?
											Pour commencer, bien sûr,
											nous sommes des mammifères,
											et les mammifères ont des odeurs.

											Comme tout chien vous le dirait,

											nous sentons, ils sentent.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Pero la verdadera razón 
por la que podríamos pensar
											que los seres humanos 
tienen feromonas
											es debido al cambio que ocurre 
a medida que crecemos. 

											El olor en la habitación 
de un adolescente
											es muy diferente

											al olor en la habitación 
de un niño pequeño.
											¿Qué ha cambiado? 
Por supuesto, es la pubertad.
											Junto con el vello púbico
											y el vello en las axilas,
											nuevas glándulas comienzan 
a secretar en esos lugares,
											y eso es lo que ocasiona 
el cambio en el olor.
											Si fuéramos otro tipo de mamífero,
											u otro tipo de animal,
											diríamos,
											""Debe tener algo que ver 
con las feromonas""
											y empezaríamos
a buscar adecuadamente.
									","
											Fakat insanların da feromonlara sahip olduklarını
											düşünmemizin asıl nedeni
											bizler büyürken meydana gelen değişiklikler.
											Ergenlik çağındaki bireylere ait
											bir odanın kokusu
											çocuklara ait bir odanın kokusundan oldukça farklıdır.
											Değişen nedir peki? Ergenlik, elbette.
											Kasık bölgesinde ve
											koltuk altlarındaki kıllanmalar başlar,
											bu bölgelerdeki bezler salgılamaya başlar,
											kokuda meydana gelen değişikliğin asıl sebebi budur.
											Başka türlü bir memeli olsaydık,
											ya da herhangi bir memeli,
											şöyle derdik,
											""Feromonlardan kaynaklanıyor olmalı,""
											ve olaya daha doğru bakabilirdik.
									","
											But the real reason we might think
											that humans have pheromones
											is the change that occurs as we grow up.
											The smell of a room of teenagers
											is quite different
											from the smell of a room of small children.
											What's changed? And of course, it's puberty.
											Along with the pubic hair
											and the hair in the armpits,
											new glands start to secrete in those places,
											and that's what's making the change in smell.
											If we were any other kind of mammal,
											or any other kind of animal,
											we would say,
											""That must be something to do with pheromones,""
											and we'd start looking properly.
									","
											Nous pouvons penser
											que les humains ont des phéromones

											à cause des changements qui se produisent
quand nous grandissons.
											L'odeur d'une chambre d'adolescent

											est très différente

											de l'odeur d'une chambre d'enfant.
											Ce qui a changé ? 
Bien sûr, c'est la puberté.
											Avec les poils pubiens
											et les poils sous les aisselles,

											de nouvelles glandes commencent à sécréter
dans ces endroits,
											et c'est ce qui provoque le changement
de l'odeur.
											Si nous étions n'importe quel 
autre mammifère,
											ou animal

											nous dirions :
											« Ça doit être quelque chose
lié aux phéromones »
											et on ferait des recherches adaptées.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											Pero hay algunos problemas, 
y es por eso,

											que pienso que, 
la gente no ha buscado
											las feromonas de manera eficaz 
en los humanos.
											Efectivamente, hay problemas.
											Y el primero de ellos
											quizás es sorprendente.
											Es cuestión de cultura.
											Las polillas no entienden mucho
											sobre lo que es bueno para oler, 
pero los humanos sí lo hacen,
											y hasta la edad de casi 4 años,
											cualquier olor, no importa 
cuán rancio sea,
											es simplemente interesante.
											Y entiendo que el principal 
papel de los padres
											es evitar que los niños metan 
los dedos en el popó,
											ya que siempre 
es algo bueno de oler.
											Pero gradualmente
aprendemos lo que no es bueno,
											y una de las cosas 
que aprendemos
											al mismo tiempo
											es lo que es bueno.
									","
											Ancak bazı sorunlar var, asıl neden bu.
											Bence insanlardaki feromonları
											olması gerektiği kadar aramadık.
											Bu konuda gerçekten sıkıntılar var.
											Bunlardan ilki
											biraz da şaşırtıcı.
											Kültür hakkında.
											Güveler, neyin koklanacak kadar iyi olduğunu
											öğrenmezler, fakat insanlar öğrenir.
											Yaklaşık dört yaşına gelinceye kadar
											ne kadar kötü olursa olsun her koku
											ilginç gelir.
											Biliyorum, anne-babalarının başlıca görevi
											çocukların kakalarına parmak sokmalarını engellemek,
											ama koklaması her zaman güzeldir.
											Zamanla neyin güzel olmadığını öğreniriz.
											Bu arada neyin güzel olmadığını öğrenirken
											öğrendiğimiz şeylerden bir tanesi de
											neyin güzel olduğu.
									","
											But there are some problems, and this is why,
											I think, people have not looked for
											pheromones so effectively in humans.
											There are, indeed, problems.
											And the first of these
											is perhaps surprising.
											It's all about culture.
											Now moths don't learn a lot
											about what is good to smell, but humans do,
											and up to the age of about four,
											any smell, no matter how rancid,
											is simply interesting.
											And I understand that the major role of parents
											is to stop kids putting their fingers in poo,
											because it's always something nice to smell.
											But gradually we learn what's not good,
											and one of the things we learn
											at the same time as what is not good
											is what is good.
									","
											Mais il y a quelques problèmes,
et c'est là,
											je pense, pourquoi les gens 
n'ont pas cherché
											des phéromones aussi efficacement
chez l'être humain.
											Il y a, en effet, des problèmes.

											Et le premier d'entre eux
											est peut-être surprenant.
											C'est une histoire de culture.
											Les vers n'apprennent pas grand chose

											concernant ce qu'il est « bien » 
de sentir, mais les humains si,
											et jusqu'à l'âge de 4 ans, 

											toute odeur, même très rance,
											est simplement intéressante.
											Et c'est un rôle majeur des parents
											d'éviter que leurs enfants 
mettent leurs doigts dans leur caca,
											parce que c'est toujours agréable
à sentir.
											Mais peu à peu nous apprenons 
ce qui n'est pas bien,
											et l'une des choses que nous apprenons
											en même temps que ce qui n'est pas bien
											c'est ce qui est bien.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
											El queso detrás de mí
											es británico, 
una delicadeza inglesa.
											Es un Stilton azul maduro.
											Este gusto es incomprensible para 
personas de otros países.
											Cada cultura tiene 
su propia comida especial
											y su especialidad nacional.
											Si vinieran de Islandia,
											su platillo nacional
											sería tiburón podrido.
											Todos estos son gustos adquiridos,
											pero forman casi 
un signo de identidad. 

											Eres parte del grupo.


									","
											Arkamda gördüğünüz peynir
											İngiliz değilse de Britanya lezzeti.
											Küflü mavi Stilton peyniri.
											Farklı ülkelerden insanlar için
bu peyniri sevmek akıl almaz birşey.
											Her kültürün kendine özgü yiyecekleri
											ve milli lezzetleri vardır.
											İzlandalıysanız,
											milli yiyeceğiniz
											köpekbalığı eti olurdu.
											Bütün bunlar sonradan edinilmiş damak tatlarıdır,
											fakat neredeyse kimliği oluşturur.
											Grubun bir parçası olduğunuzu gösterir.
									","
											Now, the cheese behind me
											is a British, if not an English, delicacy.
											It's ripe blue Stilton.
											Liking it is incomprehensible to
people from other countries.
											Every culture has its own special food
											and national delicacy.
											If you were to come from Iceland,
											your national dish
											is deep rotted shark.
											Now, all of these things are acquired tastes,
											but they form almost a badge of identity.
											You're part of the in-group.
									","
											Ainsi, le fromage derrière moi
											est une gourmandise britannique,
sinon anglaise.
											C'est un Stilton bleu qui sent fort.
											L'apprécier est impensable pour ceux 
qui ne viennent pas de ce pays.
											Chaque culture a sa nourriture typique

											et sa gourmandise nationale.
											Si vous venez d'Islande,
											votre plat national
											est du requin bien pourri.
											Donc, toutes ces choses sont 
des goûts acquis
											mais ils sont une carte d'identité.
											Vous faites partie de ce groupe.
									",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
"
","
","
","
",The smelly mystery of the human pheromone,Tristram Wyatt,14:53,"TEDx,animals,biology,smell"
