en,fr,pt,tr,es,title,speaker,duration,tags
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											So let me tell you about a couple other
of the men and women
											that I interacted with
in the course of this program.
											One name is Roger Logan.
											Mr. Logan had been in jail 17 years
											and wrote me a letter.
											It was a simple letter; it basically said,
											""Professor Sullivan, I'm innocent.
I've been framed.
											Can you look at my case?""
											At first blush, the case seemed
like it was open and shut,
											but my research had shown
											that single-witness identification cases
											are prone to error.
											It doesn't mean he was innocent,
											it just means we ought to look
a little bit closer at those cases.
									","
											Voici l'histoire 
des quelques hommes et femmes
											avec lesquels j'ai travaillé 
à travers le programme,
											comme Roger Logan.
											M. Logan a passé 17 ans en prison
											et m'a écrit une lettre.
											Une lettre simple. Elle disait :
											« Professeur Sullivan, je suis innocent. 
On m'a piégé.
											Examinerez-vous mon cas ? »
											Au début, l'affaire semblait vite réglée.
											Mais mes recherches ont prouvé
											que les identifications 
à témoin oculaire unique
											sont propices aux erreurs.
											Cela ne prouvait pas son innocence,
											mais nous devions nous pencher 
plus profondément sur cette affaire.
									","
											e até agora já houve 21 libertações.
											Vinte e uma pessoas que passaram
tempo significativo atrás das grades.
											Vou contar alguns outros casos
de homens e mulheres
											com quem interagi ao longo do programa.
											Um deles é Roger Logan.
											Logan esteve na cadeia durante 17 anos.
											Escreveu-me uma carta.
											Era uma carta simples, e dizia basicamente:
											""Professor Sullivan, estou inocente! 
Fui incriminado.""
											""Pode olhar para o meu caso?""
											À primeira vista, o caso parecia
muito simples e óbvio
											mas a minha pesquisa mostrara
											que os casos de identificação
por uma única testemunha
									","
											savcılık ofisindeki bir birimdir.
											İlk yıl boyunca,
											yaklaşık 13 yanlış tutuklama tespit ettik.
											İnsanlar onlarca yıldır hapiste
tutuluyorladı
											ve onları serbest bıraktırdık.
											New York tarihinde bir ilk.
											Program hala devam ediyor
											ve şu ana kadar 21 kişi oldu —
											yıllarını parmaklılar arkasında geçiren
21 kişi serbest kaldı.
									","
											Déjenme contarles sobre 
otro par de personas
											con las que tuve contacto durante
la duración de este programa.
											Uno es Roger Logan.
											El Sr. Logan estuvo en la cárcel 17 años
											y me escribió una carta.
											Era una carta simple; decía:
											""Profesor Sullivan, soy inocente,
me han incriminado.
											¿Podría revisar mi caso?"".
											A primera vista, el caso parecía cerrado,
											pero mi experiencia me muestra
											que los casos con un solo testigo
											son propensos a errores.
											No significa que fuera inocente,
											sino que merece la pena mirar
más de cerca dichos casos.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											So we did.
											And the facts were relatively simple.
											The eyewitness said she heard a shot,
											and she ran to the next building
and turned around and looked,
											and there was Mr. Logan.
											And he was tried and convicted
and in jail for 17-some-odd years.
											But it was a single-witness case,
so we took a look at it.
											I sent some people to the scene,
and there was an inconsistency.
											And to put it politely:
											Usain Bolt couldn't have run
from where she said she was
											to the other spot.
											Right?
											So we knew that wasn't true.
											So it still didn't mean
that he didn't do it,
											but we knew something was maybe fishy
about this witness.
											So we looked through the file,
											a piece of paper in the file
had a number on it.
											The number indicated
that this witness had a record.
											We went back through 20 years
of non-digitized papers
											to figure out what this record was about,
											and it turned out — it turned out —
											the eyewitness was in jail
											when she said she saw what she saw.
											The man spent 17 years behind bars.
									","
											Ce que nous avons fait.
											Les faits étaient relativement simples.
											Le témoin a dit 
qu'elle avait entendu un coup de feu,
											qu'elle avait couru 
vers l'immeuble voisin,
											s'était retournée,
et vu M. Logan.
											Il a été condamné à 17 ans de prison.
											Comme il n'y avait qu'un témoin, 
nous avons étudié le cas.
											Des collègues ont analysé les lieux,
et quelque chose clochait.
											Pour le dire poliment :
											Usain Bolt lui-même ne pouvait pas 
avoir couru d'un point
											à l'autre.
											Vous voyez ?
											Nous savions que 
son témoignage était faux.
											Cela ne prouvait toujours pas 
son innocence,
											mais nous savions que le témoin 
nous cachait quelque chose.
											Nous avons étudié le dossier,
											et trouvé un numéro
sur un bout de papier.
											Le numéro indiquait 
que le témoin avait un casier.
											Nous avons étudié 20 ans 
de dossiers non-numérisés
											pour découvrir le contenu du casier,
											et accrochez-vous,
											le témoin était en prison
											au moment des faits.
											Cet homme a passé 17 ans en prison.
									","
											são propensos a erros.
											Não significa que ele fosse inocente.
											Só mostra que temos que olhar
esses casos com mais atenção.
											Foi o que fizemos.
											Os factos eram relativamente simples.
											A testemunha ocular
disse ter ouvido um tiro,
											correu para o prédio ao lado,
virou-se e olhou,
											e lá estava Logan.
											Ele foi julgado e condenado,
estava na cadeia há 17 anos.
											Mas era um caso de uma única testemunha,
por isso fomos ver.
											Enviei pessoas à cena do crime,
e havia uma incoerência.
											Para dizê-lo de forma educada,
											Usain Bolt não podia ter corrido
											de onde dissera que estava
até ao outro local.
											Certo?
											Assim, soubemos
que aquilo não era verdade.
											Mas isso não significava
que ele não fizera aquilo,
											mas sabíamos que algo
estava errado com a testemunha.
											Então estudámos o processo.
											Havia um papel no arquivo
que tinha um número.
											O número indicava
que a testemunha tinha cadastro.
									","
											Müsaadenizle bu program
kapsamında iletişime geçtiğim
											diğer kadın ve erkekleri anlatayım.
											Bunlardan biri Roger Logan.
											Bay Logan bana bir mektup yazdığında
											17 yıldır hapisteydi.
											Sade bir mektuptu ve kısaca şöyleydi:
											""Profesör Sullivan, ben masumum. 
Bana komplo kuruldu.
											Davama bakabilir misiniz?""
											İlk bakışta, davayı 
incelemeye bile gerek yoktu
											fakat araştırmalarım gösterdi ki
											tek şahitli teşhis davaları
											hatalı olma eğilimindedir.
											Bu onun masum olduğunu göstermez,
											sadece bu tip davaları daha dikkatli 
incelememiz gerektiğini gösterir.
									","
											Y así hicimos.
											Y los datos eran bastante simples.
											La testigo dijo que oyó un disparo,
											corrió al edificio de al lado, giró, miró
											y vio al Sr. Logan.
											Así que fue juzgado, condenado,
y encarcelado por 17 y pico años.
											Pero era una sola testigo,
así que le echamos un vistazo.
											Envié a algunas personas a la escena,
y encontramos incoherencias.
											Para ponerlo de forma educada:
											Usain Bolt no podría haber corrido
desde donde ella decía que se encontraba
											hasta el otro lugar.
											¿Cierto?
											Así que sabíamos que no era cierto.
											Pero aún no quiere decir
que no lo hiciera,
											pero sabíamos que había
sospecha de la testigo.
											Así que dimos un vistazo al archivo,
											encontramos un trocito de
papel con un número.
											El número indicaba que
la testigo tenía antecedentes.
											Revisamos 20 años de papeles 
sin digitalizar
											para encontrar sus antecedentes,
											y resultó... resultó...
											que la testigo estaba en prisión
											cuando dijo que vio lo que vio.
											El hombre pasó 17 años tras las rejas.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											The last one is a case about two boys,
											Willie Stuckey, David McCallum.
											They were arrested at 15,
											and their conviction was vacated
29 years later.
											Now this was a case,
											once again — first blush,
it looked open and shut.
											They had confessed.
											But my research showed
that juvenile confessions
											without a parent present
											are prone to error.
											The DNA cases proved this several times.
									","
											La dernière affaire impliquait 
deux garçons :
											Willie Stuckey et David McCallum.
											Ils ont été arrêtés à 15 ans.
											Et leur condamnation 
a été annulée 29 ans plus tard.
											Voici l'affaire :
											encore une fois, 
elle avait l'air vite réglée.
											Ils avaient avoué.
											Mes recherches ont montré 
que les aveux des mineurs
											sans la présence d'un parent
											étaient propices aux erreurs.
											L'ADN l'a prouvé à de nombreuses reprises.
									","
											Analisámos 20 anos
de documentos não digitalizados
											para descobrir sobre o que
era esse cadastro.
											Descobrimos
											que a testemunha estava na cadeia
											quando disse ter visto o que viu.
											O homem passou 17 anos atrás das grades!
											O último é um caso sobre dois rapazes:
											Willie Stuckey e David McCallum.
											Foram presos aos 15 anos
											e a condenação deles foi anulada
29 anos depois.
									","
											Biz de öyle yaptık.
											Ve gerçekler nazaran basitti.
											Görgü tanığı bir silah sesi 
duyduğunu söylemiş
											ve bitişik binaya koşmuş ve
arkasını dönüp bakmış
											ve o sırada Bay Logan'ı görmüş.
											O yargılandı, mahkum edildi ve 
17 yıl boyunca hapishanedeydi.
											Fakat tek tanıklı dava olarak, 
onu tekrar ele aldık.
											suç mahaline adamlarımı gönderdim 
ve bir tutarsızlık tespit ettiler.
											Kibarca söylemek gerekirse:
											Usain Bolt bile onun söylediği noktadan
											diğerine koşmuş olamazdı.
											Gerçekten doğru!
											Sonuçta biz bunun
Doğru olmadığını biliyorduk.
											Bu hala onun yapmadığını 
göstermiyordu
											fakat tanık hakkında bir şeylerin şüpheli
olabileceğini biliyorduk.
											Böylece dosyayı incelemeye başladık,
											dosyadaki bir kağıt üzerinde 
bir numara vardı.
											Bu sayı tanığın bir rekoru 
olduğunu belirtiyordu.
											20 sene öncenin dijitalleştirilmemiş 
kağıtlarına
											bu rekorun ne hakkında olduğunu 
çözmek için döndük
											ve ortaya çıktı ki
											görgü tanığı gördüğüne tanıklık
											ettiği zamanda hapisteydi.
											Adam 17 yılını parmaklıklar
arkasında geçirdi.
									","
											El último es un caso sobre dos chicos.
											Willie Stuckey, David McCallum.
											Fueron arrestados con 15 años
											y su condena fue rectificada 
29 años más tarde.
											En este caso,
											de nuevo... a primera vista 
parecía cerrado.
											Habían confesado.
											Pero mi experiencia demuestra
que las confesiones juveniles
											sin uno de los padres presentes
											son propensas a error.
											Los casos de ADN
lo han demostrado varias veces.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											So we took a close look.
											We looked at the confession,
											and it turned out,
											there was something in the confession
											that those boys could not have known.
											The only people who knew it
were police and prosecutors.
											We knew what really happened;
											someone told them to say this.
											We don't exactly know who,
											which person did,
											but any rate, the confession was coerced,
											we determined.
											We then went back and did forensics
											and did a fulsome investigation
											and found that two other,
											much older, different heights,
different hairstyle,
											two other people committed the crime,
											not these two boys.
									","
											Nous avons étudié l'affaire,
											analysé les aveux
											et il est apparu
											qu'un élément des aveux
											ne pouvait être connu des deux garçons.
											La police et le procureur 
étaient les seuls au courant.
											Nous savions ce qu'il s'était passé ;
											on leur a dit de dire cela.
											Nous ne savons pas qui
											exactement,
											mais en tout cas ,
les aveux avaient été forcés,
											d'après nos conclusions.
											Nous avons revu 
la criminalistique
											et effectué une enquête complète.
											Il s'est avéré que deux
											individus plus âgés, 
de taille et coiffures différentes
											avaient commis le crime,
											et non les deux garçons.
									","
											Esse foi um processo
											que, de novo, à primeira vista,
parecia claramente estabelecido.
											Eles tinham confessado.
											Mas as minhas pesquisas mostraram
que as confissões de jovens,
											sem um pai presente,
											estão propensas ao erro.
											Os casos de ADN
comprovaram isso várias vezes.
											Então, olhámos com mais atenção.
											Analisámos a confissão
											e descobrimos que havia algo na confissão
											que os rapazes não podiam saber.
											As únicas pessoas que sabiam
eram os polícias e os promotores.
											Nós sabíamos o que tinha acontecido:
											alguém lhes disse para dizerem aquilo.
											Não sabemos exatamente quem foi,
que pessoa foi,
									","
											Son dosyamız ise
2 çocuk hakkında bir dosya,
											Willie Stuckey, David McCallum.
											15 yaşlarında tutuklandılar
											ve suçlamalar 29 yıl sonra düştü.
											Şimdi bu dava da yine —
											İlk bakışta incelemeye bile
gerek yok gibi görünüyordu.
											Onlar itiraf etmişlerdi.
											Fakat araştırmalarım göstermişti ki
											bir ebebeyn yokluğunda yapılan itiraflar
											hatalı olma eğilimindedir.
											DNA dosyaları bunu birkaç kez kanıtladı.
									","
											Así que miramos más detenidamente.
											Miramos las confesiones,
											y resultó,
											que había algo en las confesiones,
											que esos chicos no podían haber sabido.
											Los únicos que lo sabían
eran la policía y los fiscales.
											Sabíamos lo que había pasado realmente:
											alguien les mandó a decir eso.
											No sabemos quién, exactamente,
											qué persona fue,
											pero, de cualquier modo,
la confesión fue forzada,
											acabamos determinandolo.
											Volvimos, sacamos reportes forenses
											e hicimos una investigación rigurosa
											y averiguamos que otras dos personas,
											mayores, de diferentes alturas,
diferentes peinados,
											habían cometido el crimen,
											no estos dos jóvenes.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											I actually went to court that day,
											for what's called a ""vacatur hearing,""
											where the conviction is thrown out.
											I went to court; I wanted to see
											Mr. McCallum walk out of there.
											So I went to court,
											and the judge said something
that judges say all the time,
											but this took on a really special meaning.
											He looked up after the arguments and said,
											""Mr. McCallum,""
											he said five beautiful words:
											""You are free to go.""
											Can you imagine?
											After just about 30 years:
											""You are free to go.""
											And he walked out of that courtroom.
									","
											Je me suis rendu au tribunal ce jour-là,
											pour un « recours d'annulation »,
											pendant lequel
les sentences sont annulées.
											Je suis allée au tribunal pour voir
											M. McCallum en sortir.
											Je suis allé au tribunal
											et le juge a dit une phrase
que les juges disent souvent.
											Cette fois,
elle avait un sens particulier.
											Il a levé la tête après les plaidoiries, 
et a dit :
											« M. McCallum, »
											il a prononcé
ces trois mots magiques :
											« Vous êtes libre. »
											Vous imaginez ?
											Après 30 ans,
											« Vous êtes libre. »
											Il est sorti du tribunal.
									","
											mas, de qualquer maneira,
a confissão fora forçada,
											foi a nossa conclusão.
											Então voltámos atrás
e fizemos uma investigação forense,
											fizemos uma investigação completa
											e descobrimos que outras duas pessoas,
											bem mais velhas, de diferentes alturas,
com diferentes penteados,
											tinham praticado o crime,
											mas não aqueles dois rapazes.
											Fui ao tribunal nesse mesmo dia.
											para o que se chama
uma ""audição de anulação""
											em que a condenação é anulada.
											Fui ao tribunal, eu queria ver
McCallum sair dali.
											Fui ao tribunal,
											e o juiz disse uma coisa
que os juízes dizem sempre
											mas, dessa vez,
teve um significado especial.
											Ele analisou os argumentos e disse:
											""Sr. McCallum,""
											— e disse seis lindas palavras —
											""O senhor pode sair em liberdade.""
											Vocês conseguem imaginar?
											Ao fim de 30 anos:
											""O senhor pode sair em liberdade.""
											E ele saiu daquele tribunal.
									","
											Yakından baktık.
											İtirafa baktık
											ve görünürde
											itiraflarda bu çocukların
											bilemeyeceği bir şeyler vardı.
											Bunu yalnızca polisler
ve savcılar bilebilirdi.
											Gerçekte ne olduğunu anladık;
											birileri onlara bunu söylemişti.
											Bunun kim olduğunu,
											kimin yaptığını bilmiyorduk,
											fakat her halükarda itirafın 
zorla alındığını
											belirledik.
											Ardından geriye dönüp 
çok kapsamlı adli
											bir araştırma yaptık
											ve diğer ikisini bulduk,
											daha büyük, farklı boylarda, 
farklı saç tiplerinde
											ve cinayeti asıl işleyen başka iki çocuk,
											bu ikisi değil.
									","
											Fui al tribunal ese día,
											para una ""audiencia de anulación"",
											en la que la condena se desecha.
											Fui al tribunal; quería ver
											al Sr. McCallum salir de allí.
											Así que fui al tribunal,
											y el juez dijo algo que los jueces
dicen todo el tiempo,
											pero esta vez 
tenía un significado especial.
											Miró hacia arriba tras revisar 
los argumentos dijo,
											""Sr. McCallum,""
											dijo cinco bonitas palabras:
											""Es usted libre de irse"".
											¿Lo pueden imaginar?
											Tras casi 30 años:
											""Es usted libre de irse"".
											Y salió andando del juzgado.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											Unfortunately,
his codefendant, Mr. Stuckey,
											didn't get the benefit of that.
											You see, Mr. Stuckey died in prison
											at 34 years old,
											and his mother sat
at counsel table in his place.
											I'll never forget this
the rest of my life.
											She just rocked at the table, saying,
											""I knew my baby didn't do this.
											I knew my baby didn't do this.""
											And her baby didn't do this.
											Two other guys did it.
									","
											Malheureusement,
le coaccusé, M. Stuckey,
											n'a pas eu cette chance.
											M. Stuckey est mort en prison,
											à 34 ans.
											C'est sa mère 
qui a pris sa place à l'audience.
											Je ne l'oublierai jamais.
											Elle se balançait sur sa chaise, 
en disant :
											« Je savais que mon bébé 
était innocent.
											Je savais que mon bébé 
était innocent. »
											Et son bébé était innocent.
											Deux autres individus, non.
									","
											Infelizmente, o outro réu, Stuckey,
											não obteve aquele benefício.
											Estão a ver, Stuckey morrera na prisão
											com 34 anos de idade.
											A mãe dele sentou-se na mesa do réu,
em vez dele.
											Nunca vou esquecer isso
no resto da minha vida.
											Ela ficou hirta na mesa e só dizia:
											""Eu sabia que o meu filho
não tinha feito isso.""
											""Eu sabia que o meu filho
não tinha feito isso.""
											E o filho não tinha feito.
											Tinham sido outros dois tipos.
									","
											O gün ""dava düşümü"" olarak
											isimlendirilen suçlamaların düştüğü
											celse için mahkemeye gittim.
											Bay McCallum'un oradan çıktığını
											görmek istediğimden, mahkemeye gittim.
											Mahkemedeydim
											ve yargıç her zamanki yargıçların
söylediği şeyleri söyledi
											fakat bu gerçek özel bir anlam içeriyordu.
											Tartışmalardan sonra baktı ve
											""Bay McCallum,""
											o iki harika kelimeyi söyledi:
											""Gitmekte özgürsün.""
											Hayal edebiliyor musunuz?
											Yaklaşık 30 yıldan sonra
											""Gitmekte özgürsün.""
											Ve böylece o mahkeme salonundan çıktı.
									","
											Desafortunadamente, su codemandado,
el Sr. Stuckey,
											no se pudo beneficiar de ello.
											El Sr. Stuckey murió en prisión
											a la edad de 34,
											y su madre se sentó
en la mesa del abogado en su lugar.
											Jamás olvidaré esto
el resto de mi vida.
											Simplemente golpeó la mesa, diciendo,
											""Sabía que mi bebe no lo hizo.
											Sabía que mi bebe no lo hizo"".
											Y su bebe no lo hizo.
											Otros hombres lo hicieron.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											If there's anything that we've learned,
anything that I've learned,
											with this conviction integrity work,
											it's that justice doesn't happen.
											People make justice happen.
											Justice is not a thing
that just descends from above
											and makes everything right.
											If it did, Mr. Stuckey
wouldn't have died in prison.
											Justice is something
											that people of goodwill make happen.
											Justice is a decision.
											Justice is a decision.
											We make justice happen.
									","
											S'il y a une leçon à retenir,
											dans le travail 
sur l'intégrité des condamnations,
											c'est que la justice n'arrive pas seule.
											Ce sont les gens qui la rendent.
											La justice ne tombe pas du ciel
											pour régler les problèmes.
											Si c'était le cas, 
M. Stuckey ne serait pas mort en prison.
											La justice doit résulter
											de l'action des gens bienveillants.
											La justice est une décision.
											La justice est une décision.
											Nous rendons la justice.
									","
											Se há algo que aprendemos,
algo que eu aprendi,
											com este trabalho sobre
a integridade das condenações,
											é que a justiça não acontece.
											São as pessoas que fazem
acontecer a justiça.
											A justiça não é algo que cai do céu
											e torna tudo correto.
											Se assim fosse,
Stuckey não teria morrido na prisão.
											A justiça é uma coisa
											que as pessoas de bem fazem acontecer.
											A justiça é uma decisão.
											A justiça é uma decisão.
											Nós fazemos com que a justiça aconteça.
									","
											Ne yazık ki, sanık Bay Stuckey
											bunların faydasını göremedi.
											Lakin Bay Stuckey 34 yaşında iken
											hapiste ölmüştü
											ve annesi onun yerine
savunma masasına oturmuştu.
											Geri kalan hayatımda
bunu asla unutmayacağım.
											Masada hafifçe sallanarak
											""Bunu bebeğimin yapmadığını biliyordum.
											Bunu bebeğimin yapmadığını
biliyordum."" dedi.
											Onun bebeği bunu yapmamıştı.
											Diğer iki adam yapmıştı.
									","
											Si hay algo que hemos aprendido,
que he aprendido,
											con este trabajo de condenas
											es que la justicia no se da por sí sola.
											Las personas hacen que la justicia se dé.
											La justicia no es una cosa 
que desciende desde arriba
											y hace las cosas bien.
											Si lo hiciese, el Sr. Stuckey no habría
muerto en prisión.
											La justicia es algo
											que las personas de buena fe logran.
											La justicia es una decisión.
											La justicia es una decisión.
											Hacemos que la justicia se dé.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											You know, the scary thing is,
											in each of these three cases I described,
											it would have only taken
just an extra minute —
											an extra minute —
											for someone to look through the file
											and find this receipt.
											Just one — to look through the file,
find the receipt,
											give it to the public defender.
											It would have taken someone just a minute
											to look at the video confession
and say, ""That cannot be.""
											Just a minute.
											And perhaps Mr. Stuckey
would be alive today.
									","
											Ce qui est effrayant,
											c'est que dans chacun des cas abordés,
											une minute de plus était nécessaire,
											seulement une minute,
											pour que quelqu'un lise le dossier
											et trouve ce reçu.
											Une seule minute, 
pour lire le dossier, trouver le reçu,
											et le transmettre au défenseur public.
											Il n'aurait fallu qu'une minute
											pour visionner la vidéo des aveux 
et dire « C'est impossible. »
											Une seule minute.
											M. Stuckey 
serait peut-être vivant aujourd'hui.
									","
											O assustador é que,
											em cada um destes três casos que descrevi,
											bastaria mais um minuto,
											um minuto extra,
											para alguém olhar para o processo
											e encontrar aquele recibo.
											Apenas um minuto para olhar
para o processo, achar o recibo,
											e dá-lo ao advogado de defesa.
											Teria bastado apenas um minuto
											para alguém olhar
para o vídeo da confissão e dizer:
											"" Não pode ser.""
											Apenas um minuto.
											E talvez Stuckey estivesse vivo hoje.
									","
											Bu hatalı mahkumiyet
çalışmalarının bütününden
											herhangi bir şey öğrendi isem,
											o da adalet kendiliğinden olmadığıdır.
											İnsanlar adeleti oldururlar.
											Adalet sadece yukarından inen ve
											her şeyi doğru yapan bir şey değildir.
											Eğer öyle olsaydı, Bay Stuckey 
hapiste ölmeyecekti.
											Adalet iyi niyetli insanların
											yaptığı bir şeydir.
											Adalet bir karardır.
											Adalet bir karardır.
											Biz adaleti oldururuz.
									","
											¿Saben? Lo alarmante es,
											que en cada caso que he descrito,
											solo habría tomado un minuto de más...
											un minuto extra...
											para que alguien hubiese 
mirado los archivos
											y hubiese encontrado el recibo.
											Solo uno... para mirar los archivos,
encontrar el recibo,
											dárselo al defensor público.
											Solo habría tomado un minuto
											mirar el vídeo de la confesión
y decir, ""Esto no puede ser"".
											Solo un minuto.
											Y quizás el Sr. Stuckey estaría vivo hoy.
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
											It reminds me of one of my favorite poems.
											It's a poem that Benjamin Elijah Mays
would always recite,
											and he called it ""God's Minute.""
											And it goes something like this:
											""I have only just a minute,
											only 60 seconds in it,
											forced upon me, can't refuse it,
											didn't seek it, didn't choose it.
											But it's up to me to use it.
											I must suffer if I lose it,
give account if I abuse it.
											Just a tiny little minute,
											but eternity is in it.""
									","
											Ça me rappelle un de mes poèmes favoris.
											C'est un poème souvent récité 
par Benjamin Elijah Mays,
											intitulé « La Minute de Dieu ».
											Ça donne à peu près ceci :
											« Je n'ai qu'une seule minute,
											seulement 60 secondes.
											Elle m'est imposée, 
je ne peux la refuser
											je ne l'ai pas cherchée,
je ne l'ai pas choisie.
											Mais c'est à moi de l'utiliser.
											Je dois souffrir si je la perds,
me justifier si je la gâche.
											Une seule petite minute,
											qui vaut une éternité. »
									","
											Faz-me lembrar
um dos meus poemas favoritos.
											É um poema que Benjamin Elijah Mays
sempre citava,
											e a que ele chamava ""Minuto de Deus"".
											É mais ou menos assim:
											""Eu só tenho um minuto,
											""apenas 60 segundos.
											""Foi-me imposto, não posso recusá-lo,
											""não o procurei, não o escolhi,
											""mas cabe-me usá-lo.
											""Vou sofrer se o perder,
prestar contas, se o desperdiçar.
											""Apenas um pequeno minuto,
											""mas que vale uma eternidade.""
									","
											İşin korkunç tarafı,
											anlattığım bu üç davanın her birinde
											birisinin dosyayı inceleyip
bu fişi bulması
											sadece bir dakikasını
											- fazladan bir dakika -
											alacaktı.
											Sadece bir kişi dosyayı inceleyecek,
fişi bulacak
											ve savunma makamına onu verecekti.
											Birisinin videodaki itirafa bakıp 
""O olamaz."" demesi
											sadece bir dakika sürerdi.
											Sadece bir dakika.
											Belki de Bay Stuckey bugün 
yaşıyor olacaktı.
									","
											Me recuerda uno de mis poemas favoritos.
											Es un poema que Benjamin Elijah Mays
siempre recita,
											y lo llama ""El Minuto de Dios""
											Y dice algo así:
											""Solo tengo un minuto
											solo 60 segundos en él,
											forzados, no puedo rechazarlos,
											no los busqué, no los elegí,
											pero es mi decisión utilizarlos.
											Debo sufrir si los pierdo,
dar cuentas si abuso de ellos.
											Solo un pequeño minuto,
											pero la eternidad está dentro de él"".
									",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
"
","
","
","
","
",How I help free innocent people from prison,Ronald Sullivan,11:54,"criminal justice,inequality,law,social change,TEDx,society,United States,justice system"
